CHILDCODE	EDCHSTR5	ATSCR5	GRDER5	CMPGRDR5	SAMESCR5	TYSCR5	PROVR5	SCHNMER5
20105	3	1	9	1	1	 	 	 
20105	4	1	10	4	0	3	1	358
20106	1	1	7	1	1	3	1	137
20106	2	1	8	2	1	 	 	 
20106	3	0	 	 	 	 	 	 
20106	4	0	 	 	 	 	 	 
20108	1	1	6	1	0	3	1	136
20108	2	1	7	1	1	 	 	 
20108	3	1	8	1	1	 	 	 
20108	4	1	9	4	1	 	 	 
20110	1	1	7	1	1	3	1	136
20110	2	1	8	1	1	 	 	 
20110	3	1	9	1	1	 	 	 
20110	4	1	10	4	0	3	1	358
20112	1	1	6	1	1	3	1	1056
20112	2	1	7	1	1	 	 	 
20112	3	1	8	1	1	 	 	 
20112	4	1	9	4	1	 	 	 
20113	1	1	3	1	1	3	1	88
20113	2	1	4	1	1	 	 	 
20113	3	1	5	2	1	 	 	 
20113	4	0	 	 	 	 	 	 
20114	1	1	7	1	1	3	1	136
20114	2	1	8	1	1	 	 	 
20114	3	1	9	1	1	 	 	 
20114	4	1	10	4	0	3	1	358
20117	1	1	7	1	1	3	1	136
20117	2	1	8	1	1	 	 	 
20117	3	1	9	1	1	 	 	 
20117	4	0	 	 	 	 	 	 
20118	1	1	7	1	1	3	1	137
20118	2	1	8	1	1	 	 	 
20118	3	1	9	1	1	 	 	 
20118	4	1	10	4	0	3	1	358
20119	1	0	 	 	 	 	 	 
20119	2	0	 	 	 	 	 	 
20119	3	0	 	 	 	 	 	 
20119	4	0	 	 	 	 	 	 
20122	1	1	7	1	1	3	1	136
20122	2	1	8	1	1	 	 	 
20122	3	1	9	1	1	 	 	 
20122	4	0	 	 	 	 	 	 
20123	1	0	 	 	 	 	 	 
20123	2	0	 	 	 	 	 	 
20123	3	0	 	 	 	 	 	 
20123	4	0	 	 	 	 	 	 
20125	1	1	7	1	1	3	1	137
20125	2	1	8	1	1	 	 	 
20125	3	1	9	1	1	 	 	 
20125	4	1	10	4	0	3	1	358
20129	1	1	6	1	1	2	1	136
20129	2	1	7	1	1	 	 	 
20129	3	1	8	1	1	 	 	 
20129	4	1	9	4	1	 	 	 
20131	1	1	7	1	1	3	1	137
20131	2	1	8	1	1	 	 	 
20131	3	1	9	1	1	 	 	 
20131	4	1	10	4	0	3	1	358
20133	1	1	6	1	1	3	1	87
20133	2	1	7	1	1	 	 	 
20133	3	1	9	1	1	 	 	 
20133	4	1	10	4	0	3	1	358
20135	1	1	6	1	1	3	1	136
20135	2	1	7	1	1	 	 	 
20135	3	1	8	1	1	 	 	 
20135	4	1	9	4	1	 	 	 
20136	1	1	6	1	1	3	1	136
20136	2	1	7	1	1	 	 	 
20136	3	1	8	1	1	 	 	 
20136	4	1	9	4	1	 	 	 
30001	1	0	 	 	 	 	 	 
30001	2	0	 	 	 	 	 	 
30001	3	1	3	1	1	 	 	 
30001	4	1	4	4	1	 	 	 
30002	1	1	6	2	0	3	1	132
30002	2	1	6	1	1	 	 	 
30002	3	1	7	3	1	 	 	 
30002	4	0	 	 	 	 	 	 
30003	1	1	7	1	1	3	1	132
30003	2	1	8	1	1	 	 	 
30003	3	1	9	1	1	 	 	 
30003	4	1	10	4	0	3	1	196
30004	1	1	7	1	1	3	1	132
30004	2	1	8	1	1	 	 	 
30004	3	1	9	1	1	 	 	 
30004	4	1	10	4	0	3	1	197
30005	1	1	7	1	1	3	1	132
30005	2	1	8	1	1	 	 	 
30005	3	1	9	1	1	 	 	 
30005	4	1	10	4	0	3	1	196
30006	1	1	7	1	1	3	1	132
30006	2	1	8	1	1	 	 	 
30006	3	1	9	1	1	 	 	 
30006	4	1	10	4	0	3	1	197
30007	1	1	7	1	1	3	1	132
30007	2	1	8	1	1	 	 	 
30007	3	1	9	1	1	 	 	 
30007	4	1	10	4	0	3	1	1062
30008	1	1	7	1	1	3	1	132
30008	2	1	8	1	1	 	 	 
30008	3	1	9	1	1	 	 	 
30008	4	0	 	 	 	 	 	 
30009	1	1	6	1	0	3	1	1066
30009	2	1	7	1	1	 	 	 
30009	3	1	8	1	1	 	 	 
30009	4	1	9	4	1	 	 	 
30010	1	1	7	1	1	3	1	132
30010	2	1	8	1	1	 	 	 
30010	3	1	9	1	1	 	 	 
30010	4	0	 	 	 	 	 	 
30011	1	1	7	1	1	3	1	132
30011	2	1	8	1	1	 	 	 
30011	3	1	9	1	1	 	 	 
30011	4	0	 	 	 	 	 	 
30012	1	1	6	1	0	3	1	132
30012	2	1	7	1	1	 	 	 
30012	3	1	8	1	1	 	 	 
30012	4	1	9	4	1	 	 	 
30013	1	0	 	 	 	 	 	 
30013	2	1	6	1	0	3	1	132
30013	3	1	7	1	1	 	 	 
30013	4	1	8	4	1	 	 	 
30014	1	1	7	1	1	3	1	132
30014	2	1	8	1	1	 	 	 
30014	3	1	9	1	1	 	 	 
30014	4	1	10	4	0	2	1	1062
30015	1	1	6	1	0	3	1	132
30015	2	1	7	1	1	 	 	 
30015	3	1	8	1	1	 	 	 
30015	4	1	9	4	1	 	 	 
30016	1	1	7	1	1	3	1	132
30016	2	1	8	1	1	 	 	 
30016	3	1	9	1	1	 	 	 
30016	4	1	10	4	0	3	1	197
30017	1	1	7	1	1	3	1	132
30017	2	1	8	1	1	 	 	 
30017	3	1	9	1	1	 	 	 
30017	4	1	10	4	0	3	1	196
30018	1	1	7	1	1	3	1	132
30018	2	1	8	1	1	 	 	 
30018	3	0	 	 	 	 	 	 
30018	4	0	 	 	 	 	 	 
30019	1	1	6	1	0	3	1	132
30019	2	1	7	1	1	 	 	 
30019	3	1	8	1	1	 	 	 
30019	4	1	9	4	1	 	 	 
30020	1	1	7	1	1	3	1	132
30020	2	1	8	1	1	 	 	 
30020	3	1	9	1	1	 	 	 
30020	4	1	10	4	0	3	1	196
30021	1	1	7	1	1	3	1	132
30021	2	1	8	1	1	 	 	 
30021	3	1	9	1	1	 	 	 
30021	4	1	10	4	0	3	1	196
30022	1	1	8	1	1	3	1	132
30022	2	1	9	1	1	 	 	 
30022	3	1	10	1	0	3	1	196
30022	4	1	11	4	1	 	 	 
30023	1	1	7	1	1	3	1	132
30023	2	1	8	1	1	 	 	 
30023	3	1	9	1	1	 	 	 
30023	4	1	14	4	0	3	1	1069
30024	1	1	4	1	1	3	1	77
30024	2	1	5	1	1	 	 	 
30024	3	1	6	1	0	3	1	132
30024	4	1	7	4	1	 	 	 
30025	1	1	7	1	1	3	1	132
30025	2	1	8	1	1	 	 	 
30025	3	1	9	1	1	 	 	 
30025	4	0	 	 	 	 	 	 
30026	1	1	7	1	1	3	1	132
30026	2	1	8	1	1	 	 	 
30026	3	1	9	1	1	 	 	 
30026	4	1	10	4	0	3	1	196
30027	1	1	5	1	1	3	1	77
30027	2	1	6	1	0	3	1	132
30027	3	1	7	1	1	 	 	 
30027	4	1	8	4	1	 	 	 
30028	1	1	6	1	0	3	1	132
30028	2	1	7	3	1	 	 	 
30028	3	0	 	 	 	 	 	 
30028	4	0	 	 	 	 	 	 
30029	1	1	6	1	1	3	1	132
30029	2	1	7	1	1	 	 	 
30029	3	1	8	1	1	 	 	 
30029	4	1	9	4	1	 	 	 
30030	1	1	7	1	1	3	1	132
30030	2	1	8	1	1	 	 	 
30030	3	1	9	1	1	 	 	 
30030	4	1	10	4	0	3	1	196
30031	1	1	3	1	1	3	1	77
30031	2	1	4	1	1	 	 	 
30031	3	1	5	1	1	 	 	 
30031	4	1	6	4	0	3	1	132
30032	1	1	5	2	1	3	1	77
30032	2	1	5	1	1	 	 	 
30032	3	1	6	1	0	3	1	132
30032	4	1	7	4	1	 	 	 
30033	1	0	 	 	 	 	 	 
30033	2	0	 	 	 	 	 	 
30033	3	0	 	 	 	 	 	 
30033	4	0	 	 	 	 	 	 
30034	1	1	7	1	1	3	1	132
30034	2	1	8	1	1	 	 	 
30034	3	1	9	1	1	 	 	 
30034	4	1	10	4	0	3	1	196
30035	1	1	6	1	0	3	1	132
30035	2	1	7	1	1	 	 	 
30035	3	1	8	1	1	 	 	 
30035	4	1	9	4	1	 	 	 
30036	1	1	7	1	1	3	1	132
30036	2	1	8	1	1	 	 	 
30036	3	1	9	2	1	 	 	 
30036	4	0	 	 	 	 	 	 
30037	1	1	6	1	0	3	1	132
30037	2	1	7	1	1	 	 	 
30037	3	1	8	1	1	 	 	 
30037	4	1	9	4	1	 	 	 
30038	1	1	6	1	0	3	1	132
30038	2	1	7	1	1	 	 	 
30038	3	1	8	1	1	 	 	 
30038	4	1	9	4	1	 	 	 
30039	1	1	7	1	1	3	1	132
30039	2	1	8	1	1	 	 	 
30039	3	1	9	1	1	 	 	 
30039	4	1	10	4	0	3	1	196
30040	1	1	6	1	0	3	1	132
30040	2	1	7	1	1	 	 	 
30040	3	1	8	1	1	 	 	 
30040	4	1	9	4	1	 	 	 
30041	1	0	 	 	 	 	 	 
30041	2	0	 	 	 	 	 	 
30041	3	0	 	 	 	 	 	 
30041	4	0	 	 	 	 	 	 
30042	1	1	7	1	1	3	1	133
30042	2	1	8	1	1	 	 	 
30042	3	1	9	1	1	 	 	 
30042	4	1	10	4	0	3	1	196
30043	1	1	6	1	0	3	1	133
30043	2	1	7	1	1	 	 	 
30043	3	1	8	1	1	 	 	 
30043	4	1	9	4	1	 	 	 
30044	1	1	7	1	1	3	1	133
30044	2	1	8	1	1	 	 	 
30044	3	1	9	1	1	 	 	 
30044	4	1	10	4	0	3	1	196
30046	1	0	 	 	 	 	 	 
30046	2	0	 	 	 	 	 	 
30046	3	0	 	 	 	 	 	 
30046	4	0	 	 	 	 	 	 
30047	1	1	6	1	0	3	1	133
30047	2	1	7	2	1	 	 	 
30047	3	0	 	 	 	 	 	 
30047	4	0	 	 	 	 	 	 
30048	1	0	 	 	 	 	 	 
30048	2	0	 	 	 	 	 	 
30048	3	0	 	 	 	 	 	 
30048	4	0	 	 	 	 	 	 
30049	1	1	7	1	1	3	1	133
30049	2	0	 	 	 	 	 	 
30049	3	0	 	 	 	 	 	 
30049	4	0	 	 	 	 	 	 
30050	1	1	6	1	0	3	1	133
30050	2	1	7	1	1	 	 	 
30050	3	1	8	1	1	 	 	 
30050	4	1	9	4	1	 	 	 
30051	1	1	5	1	1	3	1	78
30051	2	1	6	1	0	3	1	133
30051	3	1	7	1	1	 	 	 
30051	4	0	 	 	 	 	 	 
30052	1	1	7	1	1	3	1	412
30052	2	1	8	1	1	 	 	 
30052	3	1	9	1	1	 	 	 
30052	4	1	10	4	0	3	1	196
30053	1	0	 	 	 	 	 	 
30053	2	0	 	 	 	 	 	 
30053	3	0	 	 	 	 	 	 
30053	4	0	 	 	 	 	 	 
30055	1	1	6	1	1	3	1	425
30055	2	1	7	1	1	 	 	 
30055	3	1	8	1	1	 	 	 
30055	4	1	9	4	1	 	 	 
30056	1	1	6	1	0	3	1	133
30056	2	1	7	1	1	 	 	 
30056	3	1	8	1	1	 	 	 
30056	4	1	9	4	1	 	 	 
30057	1	1	6	2	1	3	1	133
30057	2	0	 	 	 	 	 	 
30057	3	0	 	 	 	 	 	 
30057	4	0	 	 	 	 	 	 
30058	1	1	7	2	1	3	1	133
30058	2	0	 	 	 	 	 	 
30058	3	0	 	 	 	 	 	 
30058	4	0	 	 	 	 	 	 
30059	1	1	6	1	0	3	1	133
30059	2	0	 	 	 	 	 	 
30059	3	0	 	 	 	 	 	 
30059	4	0	 	 	 	 	 	 
30061	1	1	6	1	1	3	1	425
30061	2	1	7	1	1	 	 	 
30061	3	1	8	1	1	 	 	 
30061	4	1	9	4	1	 	 	 
30062	1	0	 	 	 	 	 	 
30062	2	0	 	 	 	 	 	 
30062	3	0	 	 	 	 	 	 
30062	4	0	 	 	 	 	 	 
30063	1	1	6	1	0	3	1	133
30063	2	1	7	1	1	 	 	 
30063	3	1	8	1	1	 	 	 
30063	4	1	9	4	1	 	 	 
30064	1	1	6	1	0	3	1	133
30064	2	1	7	1	1	 	 	 
30064	3	1	8	1	1	 	 	 
30064	4	0	 	 	 	 	 	 
30065	1	1	5	1	1	3	1	79
30065	2	1	6	1	0	3	1	133
30065	3	1	7	1	1	 	 	 
30065	4	1	8	4	1	 	 	 
30066	1	1	7	2	1	3	1	133
30066	2	0	 	 	 	 	 	 
30066	3	0	 	 	 	 	 	 
30066	4	0	 	 	 	 	 	 
30067	1	0	 	 	 	 	 	 
30067	2	0	 	 	 	 	 	 
30067	3	0	 	 	 	 	 	 
30067	4	0	 	 	 	 	 	 
30069	1	1	6	1	0	3	1	133
30069	2	1	7	1	1	 	 	 
30069	3	1	8	1	1	 	 	 
30069	4	1	9	4	1	 	 	 
30070	1	1	7	3	1	3	1	133
30070	2	0	 	 	 	 	 	 
30070	3	0	 	 	 	 	 	 
30070	4	0	 	 	 	 	 	 
30071	1	1	7	1	1	3	1	133
30071	2	1	8	1	1	 	 	 
30071	3	1	9	1	1	 	 	 
30071	4	0	 	 	 	 	 	 
30072	1	1	7	1	1	3	1	420
30072	2	1	8	1	1	 	 	 
30072	3	1	9	1	1	 	 	 
30072	4	1	10	4	0	3	1	197
30073	1	1	6	1	0	3	1	133
30073	2	1	7	1	1	 	 	 
30073	3	1	8	1	1	 	 	 
30073	4	1	9	4	1	 	 	 
30074	1	1	7	1	1	3	1	133
30074	2	1	8	1	1	 	 	 
30074	3	1	9	1	1	 	 	 
30074	4	1	10	4	0	3	1	196
30075	1	1	7	1	1	3	1	133
30075	2	1	8	1	1	 	 	 
30075	3	1	9	1	1	 	 	 
30075	4	0	 	 	 	 	 	 
30077	1	1	7	1	1	3	1	133
30077	2	1	8	3	1	 	 	 
30077	3	0	 	 	 	 	 	 
30077	4	0	 	 	 	 	 	 
30078	1	1	7	1	1	3	1	133
30078	2	1	8	1	1	 	 	 
30078	3	1	9	1	1	 	 	 
30078	4	1	10	4	0	3	1	196
30079	1	0	 	 	 	 	 	 
30079	2	0	 	 	 	 	 	 
30079	3	0	 	 	 	 	 	 
30079	4	0	 	 	 	 	 	 
30082	1	0	 	 	 	 	 	 
30082	2	0	 	 	 	 	 	 
30082	3	0	 	 	 	 	 	 
30082	4	0	 	 	 	 	 	 
30083	1	1	6	1	0	3	1	1066
30083	2	1	7	1	1	 	 	 
30083	3	1	8	1	1	 	 	 
30083	4	1	9	4	1	 	 	 
30084	1	1	7	1	1	3	1	133
30084	2	1	8	1	1	 	 	 
30084	3	1	9	1	1	 	 	 
30084	4	1	10	4	0	3	1	197
30086	1	1	7	1	1	3	1	133
30086	2	1	8	1	1	 	 	 
30086	3	1	9	1	1	 	 	 
30086	4	0	 	 	 	 	 	 
30087	1	1	7	1	1	3	1	412
30087	2	1	8	1	1	 	 	 
30087	3	1	9	1	1	 	 	 
30087	4	1	10	4	0	3	1	196
30088	1	1	7	1	1	3	1	196
30088	2	1	8	1	1	 	 	 
30088	3	1	9	1	1	 	 	 
30088	4	1	10	4	0	3	1	196
30089	1	1	7	1	1	3	1	133
30089	2	1	8	1	1	 	 	 
30089	3	1	9	1	1	 	 	 
30089	4	1	10	4	0	3	1	196
30090	1	1	7	1	1	3	1	412
30090	2	1	8	1	1	 	 	 
30090	3	1	9	1	1	 	 	 
30090	4	1	10	4	0	3	1	196
30092	1	1	7	1	1	3	1	133
30092	2	1	8	1	1	 	 	 
30092	3	1	9	1	1	 	 	 
30092	4	0	 	 	 	 	 	 
30093	1	1	6	1	0	3	1	133
30093	2	1	7	1	1	 	 	 
30093	3	1	8	1	1	 	 	 
30093	4	1	9	4	1	 	 	 
30094	1	1	7	1	1	3	1	133
30094	2	1	8	1	1	 	 	 
30094	3	1	9	1	1	 	 	 
30094	4	1	10	4	0	3	1	196
30095	1	1	7	1	1	3	1	133
30095	2	1	8	1	1	 	 	 
30095	3	1	9	1	1	 	 	 
30095	4	1	10	4	0	3	1	196
30096	1	1	7	1	1	3	1	133
30096	2	1	8	1	1	 	 	 
30096	3	1	9	1	1	 	 	 
30096	4	1	10	4	0	3	1	196
30097	1	1	7	1	1	3	1	133
30097	2	1	8	1	1	 	 	 
30097	3	1	9	1	1	 	 	 
30097	4	1	10	4	0	3	1	196
30098	1	1	7	1	1	3	1	133
30098	2	1	8	1	1	 	 	 
30098	3	1	9	1	1	 	 	 
30098	4	1	10	4	0	3	1	196
30099	1	1	7	1	1	3	1	132
30099	2	1	8	1	1	 	 	 
30099	3	1	9	1	1	 	 	 
30099	4	0	 	 	 	 	 	 
30100	1	1	6	1	1	3	1	412
30100	2	1	7	1	1	 	 	 
30100	3	1	8	1	1	 	 	 
30100	4	1	9	4	1	 	 	 
30120	1	1	7	1	1	3	1	133
30120	2	1	8	1	1	 	 	 
30120	3	1	9	1	1	 	 	 
30120	4	0	 	 	 	 	 	 
30127	1	1	7	1	1	3	1	133
30127	2	1	8	1	1	 	 	 
30127	3	1	9	1	1	 	 	 
30127	4	1	10	4	0	3	1	196
30129	1	1	7	1	1	3	1	133
30129	2	1	8	1	1	 	 	 
30129	3	1	9	1	1	 	 	 
30129	4	0	 	 	 	 	 	 
30130	1	1	6	1	1	3	1	133
30130	2	1	7	1	1	 	 	 
30130	3	1	8	1	1	 	 	 
30130	4	1	9	4	1	 	 	 
30131	1	1	7	1	1	3	1	133
30131	2	1	8	1	1	 	 	 
30131	3	1	9	1	1	 	 	 
30131	4	0	 	 	 	 	 	 
30132	1	1	7	1	1	3	1	133
30132	2	1	8	1	1	 	 	 
30132	3	1	9	1	1	 	 	 
30132	4	1	10	4	0	3	1	196
30138	1	1	7	1	1	3	1	133
30138	2	1	8	1	1	 	 	 
30138	3	1	9	1	1	 	 	 
30138	4	1	10	4	0	3	1	196
40001	1	1	6	1	0	3	1	134
40001	2	1	7	1	1	 	 	 
40001	3	1	8	1	1	 	 	 
40001	4	1	9	4	1	 	 	 
40002	1	1	7	1	1	3	1	134
40002	2	1	8	1	1	 	 	 
40002	3	1	9	1	1	 	 	 
40002	4	0	 	 	 	 	 	 
40003	1	1	7	1	1	3	1	134
40003	2	1	8	1	1	 	 	 
40003	3	1	9	1	1	 	 	 
40003	4	1	10	4	0	3	1	134
40004	1	1	7	1	1	3	1	134
40004	2	1	8	1	1	 	 	 
40004	3	1	9	1	0	3	1	134
40004	4	1	10	4	0	3	1	134
40005	1	1	7	1	1	3	1	134
40005	2	1	8	1	1	 	 	 
40005	3	1	9	1	1	 	 	 
40005	4	1	10	4	0	3	1	134
40006	1	1	7	1	1	3	1	134
40006	2	1	8	1	1	 	 	 
40006	3	1	9	1	1	 	 	 
40006	4	1	10	4	0	3	1	134
40007	1	1	7	1	1	3	1	134
40007	2	1	8	1	1	 	 	 
40007	3	1	9	1	1	 	 	 
40007	4	1	10	4	0	3	1	134
40008	1	1	7	1	1	3	1	134
40008	2	1	8	1	1	 	 	 
40008	3	1	9	1	1	 	 	 
40008	4	0	 	 	 	 	 	 
40009	1	1	6	1	0	3	1	134
40009	2	1	7	1	1	 	 	 
40009	3	1	8	1	1	 	 	 
40009	4	1	9	4	1	 	 	 
40010	1	1	7	1	1	3	1	134
40010	2	1	8	3	1	 	 	 
40010	3	0	 	 	 	 	 	 
40010	4	0	 	 	 	 	 	 
40012	1	1	7	1	1	3	1	134
40012	2	1	8	1	1	 	 	 
40012	3	1	9	1	1	 	 	 
40012	4	1	10	4	1	 	 	 
40013	1	1	6	1	0	3	1	413
40013	2	1	7	1	1	 	 	 
40013	3	1	8	1	1	 	 	 
40013	4	1	9	4	0	3	1	134
40014	1	1	7	1	1	3	1	134
40014	2	1	8	1	1	 	 	 
40014	3	1	9	1	1	 	 	 
40014	4	1	10	4	0	3	1	134
40015	1	1	6	1	1	3	1	134
40015	2	1	7	1	1	 	 	 
40015	3	1	8	1	1	 	 	 
40015	4	1	9	4	1	 	 	 
40016	1	1	7	1	1	3	1	134
40016	2	1	8	1	1	 	 	 
40016	3	1	9	2	1	 	 	 
40016	4	0	 	 	 	 	 	 
40017	1	1	7	1	1	3	1	134
40017	2	1	8	1	1	 	 	 
40017	3	1	9	1	1	 	 	 
40017	4	1	10	4	0	3	1	134
40018	1	1	7	1	1	3	1	134
40018	2	1	8	1	1	 	 	 
40018	3	1	9	1	1	 	 	 
40018	4	0	 	 	 	 	 	 
40020	1	1	7	1	1	3	1	134
40020	2	1	8	1	1	 	 	 
40020	3	1	9	1	1	 	 	 
40020	4	1	10	4	1	 	 	 
40021	1	1	7	1	1	3	1	134
40021	2	1	8	1	1	 	 	 
40021	3	1	9	1	1	 	 	 
40021	4	1	10	4	1	 	 	 
40022	1	1	6	1	1	3	1	134
40022	2	1	7	1	1	 	 	 
40022	3	1	8	1	1	 	 	 
40022	4	1	9	4	1	 	 	 
40023	1	1	7	1	1	3	1	134
40023	2	1	8	1	1	 	 	 
40023	3	1	9	1	1	 	 	 
40023	4	1	10	4	0	3	1	134
40024	1	1	7	1	1	3	1	134
40024	2	1	8	1	1	 	 	 
40024	3	1	9	1	1	 	 	 
40024	4	1	10	4	1	 	 	 
40025	1	1	7	1	1	3	1	134
40025	2	1	8	1	1	 	 	 
40025	3	0	 	 	 	 	 	 
40025	4	0	 	 	 	 	 	 
40026	1	1	7	1	1	3	1	134
40026	2	1	8	1	1	 	 	 
40026	3	1	9	1	1	 	 	 
40026	4	1	10	4	0	3	1	134
40028	1	1	6	1	1	3	1	134
40028	2	1	7	1	1	 	 	 
40028	3	1	8	1	1	 	 	 
40028	4	1	9	4	1	 	 	 
40029	1	1	7	1	1	3	1	134
40029	2	1	8	1	1	 	 	 
40029	3	1	9	1	1	 	 	 
40029	4	1	10	4	1	 	 	 
40030	1	1	7	1	1	3	1	134
40030	2	1	8	1	1	 	 	 
40030	3	1	9	1	1	 	 	 
40030	4	1	10	3	0	3	1	134
40031	1	1	7	1	1	3	1	134
40031	2	1	8	1	1	 	 	 
40031	3	1	9	1	1	 	 	 
40031	4	1	10	4	0	3	1	134
40032	1	1	7	1	1	3	1	134
40032	2	1	8	1	1	 	 	 
40032	3	0	 	 	 	 	 	 
40032	4	0	 	 	 	 	 	 
40033	1	1	7	1	1	3	1	134
40033	2	1	8	1	1	 	 	 
40033	3	1	9	1	1	 	 	 
40033	4	0	 	 	 	 	 	 
40034	1	1	7	1	1	3	1	134
40034	2	1	8	1	1	 	 	 
40034	3	1	9	1	1	 	 	 
40034	4	1	10	4	1	 	 	 
40035	1	1	7	1	1	3	1	134
40035	2	1	8	1	1	 	 	 
40035	3	1	9	1	1	 	 	 
40035	4	1	10	4	0	3	1	134
40036	1	1	7	1	1	3	1	134
40036	2	1	8	1	1	 	 	 
40036	3	1	9	1	1	 	 	 
40036	4	1	10	4	1	 	 	 
40037	1	1	6	1	1	3	1	134
40037	2	1	7	1	1	 	 	 
40037	3	1	8	1	1	 	 	 
40037	4	1	9	4	1	 	 	 
40038	1	1	7	1	1	3	1	134
40038	2	1	8	1	1	 	 	 
40038	3	1	9	1	1	 	 	 
40038	4	0	 	 	 	 	 	 
40039	1	1	6	1	0	3	1	1057
40039	2	1	7	1	1	 	 	 
40039	3	0	 	 	 	 	 	 
40039	4	0	 	 	 	 	 	 
40043	1	1	7	1	1	3	1	134
40043	2	1	8	1	1	 	 	 
40043	3	1	9	1	1	 	 	 
40043	4	1	10	4	1	 	 	 
40044	1	1	6	1	0	3	1	134
40044	2	1	7	1	1	 	 	 
40044	3	1	8	1	1	 	 	 
40044	4	1	9	4	1	 	 	 
40045	1	1	6	1	0	3	1	134
40045	2	1	7	1	1	 	 	 
40045	3	1	8	1	1	 	 	 
40045	4	1	9	4	1	 	 	 
40046	1	1	7	2	1	3	1	134
40046	2	0	 	 	 	 	 	 
40046	3	0	 	 	 	 	 	 
40046	4	0	 	 	 	 	 	 
40047	1	1	7	1	1	3	1	134
40047	2	1	8	1	1	 	 	 
40047	3	1	9	1	1	 	 	 
40047	4	1	10	4	0	3	1	134
40048	1	1	9	1	1	3	1	134
40048	2	0	 	 	 	 	 	 
40048	3	0	 	 	 	 	 	 
40048	4	0	 	 	 	 	 	 
40049	1	1	7	1	1	3	1	134
40049	2	1	8	1	1	 	 	 
40049	3	1	9	1	1	 	 	 
40049	4	1	10	4	0	3	1	134
40050	1	1	6	1	0	3	1	134
40050	2	1	7	1	1	 	 	 
40050	3	1	8	1	1	 	 	 
40050	4	1	9	4	1	 	 	 
40051	1	1	7	1	1	3	1	134
40051	2	1	8	1	1	 	 	 
40051	3	1	9	1	1	 	 	 
40051	4	1	10	4	0	3	1	134
40052	1	1	7	1	1	3	1	134
40052	2	1	8	1	1	 	 	 
40052	3	1	9	1	1	 	 	 
40052	4	1	10	4	1	 	 	 
40053	1	1	7	1	1	3	1	134
40053	2	1	8	1	1	 	 	 
40053	3	1	9	1	1	 	 	 
40053	4	1	10	4	1	 	 	 
40054	1	1	7	1	1	3	1	134
40054	2	1	7	1	1	 	 	 
40054	3	1	9	1	1	 	 	 
40054	4	1	10	4	1	 	 	 
40055	1	1	7	1	1	3	1	134
40055	2	1	8	1	1	 	 	 
40055	3	1	9	1	1	 	 	 
40055	4	1	10	4	1	 	 	 
40056	1	1	7	1	1	3	1	134
40056	2	1	8	1	1	 	 	 
40056	3	1	9	1	1	 	 	 
40056	4	1	10	4	1	 	 	 
40058	1	1	6	1	0	3	1	135
40058	2	1	7	1	1	 	 	 
40058	3	0	 	 	 	 	 	 
40058	4	0	 	 	 	 	 	 
40059	1	1	7	1	1	3	1	135
40059	2	1	8	1	1	 	 	 
40059	3	1	9	1	1	 	 	 
40059	4	0	 	 	 	 	 	 
40060	1	1	6	1	1	3	1	135
40060	2	1	7	1	1	 	 	 
40060	3	1	8	1	1	 	 	 
40060	4	1	9	4	1	 	 	 
40061	1	1	6	1	0	3	1	584
40061	2	1	7	1	1	 	 	 
40061	3	1	8	1	1	 	 	 
40061	4	1	9	4	1	 	 	 
40062	1	1	7	1	1	3	1	135
40062	2	1	8	1	1	 	 	 
40062	3	1	9	1	1	 	 	 
40062	4	1	10	4	0	3	1	362
40063	1	1	7	1	1	3	1	135
40063	2	1	8	1	1	 	 	 
40063	3	1	9	1	1	 	 	 
40063	4	1	10	4	0	3	1	362
40064	1	1	7	1	1	3	1	135
40064	2	1	8	1	1	 	 	 
40064	3	1	9	1	1	 	 	 
40064	4	1	10	4	0	3	1	362
40065	1	0	 	 	 	 	 	 
40065	2	0	 	 	 	 	 	 
40065	3	0	 	 	 	 	 	 
40065	4	0	 	 	 	 	 	 
40066	1	1	7	1	1	3	1	135
40066	2	1	8	1	1	 	 	 
40066	3	1	9	1	1	 	 	 
40066	4	0	 	 	 	 	 	 
40069	1	1	7	1	1	3	98	520
40069	2	1	8	1	1	 	 	 
40069	3	0	 	 	 	 	 	 
40069	4	0	 	 	 	 	 	 
40070	1	1	6	1	1	3	1	135
40070	2	1	7	2	1	 	 	 
40070	3	0	 	 	 	 	 	 
40070	4	0	 	 	 	 	 	 
40071	1	1	6	1	1	3	98	537
40071	2	0	 	 	 	 	 	 
40071	3	0	 	 	 	 	 	 
40071	4	0	 	 	 	 	 	 
40073	1	1	7	1	1	3	1	135
40073	2	1	8	1	1	 	 	 
40073	3	1	9	1	1	 	 	 
40073	4	1	10	4	0	3	1	362
40075	1	1	6	3	1	3	1	135
40075	2	0	 	 	 	 	 	 
40075	3	0	 	 	 	 	 	 
40075	4	0	 	 	 	 	 	 
40076	1	1	7	1	1	3	1	135
40076	2	1	8	1	1	 	 	 
40076	3	1	9	1	1	 	 	 
40076	4	0	 	 	 	 	 	 
40077	1	1	6	1	1	3	98	519
40077	2	1	7	3	1	 	 	 
40077	3	0	 	 	 	 	 	 
40077	4	0	 	 	 	 	 	 
40078	1	1	6	1	0	3	1	135
40078	2	1	7	1	1	 	 	 
40078	3	1	8	1	1	 	 	 
40078	4	1	9	4	1	 	 	 
40079	1	1	8	1	1	3	1	416
40079	2	1	9	1	1	 	 	 
