CHILDCODE	EDCHSTR4	EDGRADER4	TYSCR4	STATER4	DSSCR4	SCHNMER4
191040	11	0	 	 	 	 
191040	12	0	 	 	 	 
191040	13	0	 	 	 	 
191041	10	0	 	 	 	 
191041	11	0	 	 	 	 
191041	12	0	 	 	 	 
191041	13	0	 	 	 	 
191042	10	0	 	 	 	 
191042	11	0	 	 	 	 
191042	12	0	 	 	 	 
191042	13	0	 	 	 	 
191043	10	9	3	1	14	1235
191043	11	10	3	1	14	1235
191043	12	11	1	1	14	3329
191043	13	12	1	1	14	3329
191044	10	11	1	1	14	3329
191044	11	12	1	1	14	3329
191044	12	0	 	 	 	 
191044	13	0	 	 	 	 
191045	10	11	1	1	16	3335
191045	11	12	1	1	16	3335
191045	12	15	1	1	15	3336
191045	13	15	1	1	15	3336
191046	10	0	 	 	 	 
191046	11	0	 	 	 	 
191046	12	0	 	 	 	 
191046	13	0	 	 	 	 
191047	10	0	 	 	 	 
191047	11	0	 	 	 	 
191047	12	0	 	 	 	 
191047	13	0	 	 	 	 
191048	10	0	 	 	 	 
191048	11	0	 	 	 	 
191048	12	0	 	 	 	 
191048	13	0	 	 	 	 
191049	10	0	 	 	 	 
191049	11	0	 	 	 	 
191049	12	0	 	 	 	 
191049	13	0	 	 	 	 
191050	10	0	 	 	 	 
191050	11	0	 	 	 	 
191050	12	0	 	 	 	 
191050	13	0	 	 	 	 
201001	10	10	1	1	16	1240
201001	11	11	1	1	16	3337
201001	12	12	1	1	16	3337
201001	13	 	 	 	 	 
201002	10	10	3	1	16	3338
201002	11	0	 	 	 	 
201002	12	11	3	1	16	3339
201002	13	12	3	1	16	3339
201003	10	11	8	1	16	3340
201003	11	12	8	1	16	3340
201003	12	15	3	1	16	3341
201003	13	15	3	1	16	3341
201004	11	11	1	1	16	3342
201004	12	12	1	1	16	3342
201004	13	15	1	1	16	3343
201005	10	8	1	1	17	2773
201005	11	9	1	1	17	2773
201005	12	10	1	1	17	2773
201005	13	11	1	1	15	3344
201006	10	10	1	1	16	197
201006	11	11	1	1	16	197
201006	12	12	1	1	16	3345
201006	13	0	 	 	 	 
201007	10	11	1	1	16	3346
201007	11	12	1	1	16	3346
201007	12	15	1	1	16	3290
201007	13	15	1	1	16	3347
201008	10	9	1	1	16	2774
201008	11	10	1	1	16	2774
201008	12	11	1	1	16	3348
201008	13	12	1	1	16	3348
201009	10	11	1	1	16	3349
201009	11	12	1	1	16	3349
201009	12	15	1	1	15	3350
201009	13	15	1	1	15	3350
201010	10	10	1	1	16	1242
201010	11	10	1	1	16	1242
201010	12	11	1	1	16	3351
201010	13	12	1	1	16	3351
201011	10	11	1	1	16	3349
201011	11	12	1	1	16	3349
201011	12	15	1	1	15	3350
201011	13	15	1	1	15	3350
201012	10	0	 	 	 	 
201012	11	0	 	 	 	 
201012	12	0	 	 	 	 
201012	13	0	 	 	 	 
201013	10	9	1	1	20	3352
201013	11	10	1	1	20	3352
201013	12	14	1	1	17	3353
201013	13	0	 	 	 	 
201014	10	0	 	 	 	 
201014	11	0	 	 	 	 
201014	12	0	 	 	 	 
201014	13	0	 	 	 	 
201015	10	11	3	1	16	3354
201015	11	12	3	1	16	3354
201015	12	15	3	1	16	3341
201015	13	15	3	1	16	3341
201016	10	0	 	 	 	 
201016	11	0	 	 	 	 
201016	12	0	 	 	 	 
201016	13	0	 	 	 	 
201017	10	9	1	1	16	197
201017	11	10	1	1	16	197
201017	12	11	3	1	16	3355
201017	13	12	3	1	16	3355
201018	10	9	1	1	16	223
201018	11	10	1	1	16	223
201018	12	77	88	1	16	9999
201018	13	77	88	98	98	9999
201019	10	0	 	 	 	 
201019	11	0	 	 	 	 
201019	12	0	 	 	 	 
201019	13	0	 	 	 	 
201020	11	12	3	1	19	3356
201020	12	15	3	1	19	3356
201020	13	15	3	1	19	3356
201021	10	10	1	1	16	176
201021	11	0	 	 	 	 
201021	12	0	 	 	 	 
201021	13	11	3	1	16	3357
201022	10	10	3	1	16	2762
201022	11	0	 	 	 	 
201022	12	0	 	 	 	 
201022	13	0	 	 	 	 
201023	10	11	1	1	16	3358
201023	11	12	1	1	16	3358
201023	12	15	1	1	16	3307
201023	13	15	1	1	16	3307
201024	10	10	3	1	16	1246
201024	11	0	 	 	 	 
201024	12	0	 	 	 	 
201024	13	0	 	 	 	 
201025	10	9	1	1	16	2782
201025	11	10	1	1	16	2782
201025	12	11	1	1	16	3359
201025	13	12	1	1	16	3359
201026	10	0	 	 	 	 
201026	11	0	 	 	 	 
201026	12	0	 	 	 	 
201026	13	0	 	 	 	 
201027	10	10	1	1	16	3382
201027	11	10	1	1	16	3358
201027	12	11	1	1	16	3358
201027	13	12	1	1	16	3383
201028	10	11	1	1	16	3358
201028	11	12	1	1	16	3358
201028	12	15	1	1	16	3360
201028	13	15	1	1	16	3360
201029	10	9	3	1	16	2786
201029	11	10	3	1	16	2786
201029	12	11	1	1	16	3349
201029	13	12	1	1	16	3349
201030	10	10	3	1	16	2762
201030	11	11	3	1	16	3361
201030	12	0	 	 	 	 
201030	13	0	 	 	 	 
201032	10	10	1	1	16	187
201032	11	15	1	1	16	3362
201032	12	15	1	1	16	3362
201032	13	15	1	1	16	3362
201033	10	12	1	1	16	3358
201033	11	15	1	1	16	3343
201033	12	15	1	1	16	3343
201033	13	15	1	1	16	3343
201034	10	11	1	1	16	3349
201034	11	12	1	1	16	3349
201034	12	0	 	 	 	 
201034	13	15	1	1	16	3362
201036	10	11	1	1	16	3358
201036	11	12	1	1	16	3358
201036	12	15	1	1	16	3363
201036	13	15	1	1	16	3363
201037	10	10	1	1	16	2788
201037	11	0	 	 	 	 
201037	12	0	 	 	 	 
201037	13	0	 	 	 	 
201038	10	11	1	1	16	3364
201038	11	12	1	1	15	3365
201038	12	15	1	1	15	3366
201038	13	15	1	1	15	3366
201039	10	11	1	1	16	3358
201039	11	12	1	1	16	3358
201039	12	15	1	1	16	3367
201039	13	15	1	1	16	3367
201040	10	11	1	1	16	3368
201040	11	12	1	1	16	3368
201040	12	0	 	 	 	 
201040	13	0	 	 	 	 
201041	10	0	 	 	 	 
201041	11	0	 	 	 	 
201041	12	0	 	 	 	 
201041	13	0	 	 	 	 
201042	10	10	1	1	16	203
201042	11	11	1	1	16	3369
201042	12	12	1	1	16	3369
201042	13	15	3	1	16	3370
201044	10	0	 	 	 	 
201044	11	0	 	 	 	 
201044	12	0	 	 	 	 
201044	13	0	 	 	 	 
201045	10	0	 	 	 	 
201045	11	0	 	 	 	 
201045	12	0	 	 	 	 
201045	13	0	 	 	 	 
201046	10	9	3	1	16	1247
201046	11	0	 	 	 	 
201046	12	0	 	 	 	 
201046	13	0	 	 	 	 
201047	10	8	6	1	16	2523
201047	11	9	6	1	16	2523
201047	12	10	6	1	16	2523
201047	13	0	 	 	 	 
201048	10	0	 	 	 	 
201048	11	0	 	 	 	 
201048	12	0	 	 	 	 
201048	13	0	 	 	 	 
201049	10	0	 	 	 	 
201049	11	0	 	 	 	 
201049	12	0	 	 	 	 
201049	13	0	 	 	 	 
201050	10	10	1	1	16	3371
201050	11	11	3	1	16	9999
201050	12	12	3	1	16	3372
201050	13	15	3	1	16	3373
201051	10	0	 	 	 	 
201051	11	0	 	 	 	 
201051	12	0	 	 	 	 
201051	13	0	 	 	 	 
