CHILDID	PLOT	ACRES	LOWN	LUSE	larea
IN130039	1	4	4	1	16200
IN130039	2	1	4	1	4050
IN130039	3	.75	4	1	3037.5
IN130039	4	.5	4	1	2025
IN130039	5	.300000011920929	4	1	1215.00004827976
IN130040	1	3	4	1	12150
IN130040	2	2	4	1	8100
IN130040	3	1	4	7	4050
IN130041	1	2	4	7	8100
IN130042	1	3	4	1	12150
IN130042	2	2	4	1	8100
IN130043	1	3	4	1	12150
IN130043	2	2	4	1	8100
IN130043	3	.200000002980232	4	8	810.000012069941
IN130044	1	1.5	4	1	6075
IN130046	1	3	4	1	12150
IN130047	1	1	4	1	4050
IN130048	1	3	4	1	12150
IN130048	2	1	4	1	4050
IN130049	1	2	4	1	8100
IN130049	2	.75	4	1	3037.5
IN130050	1	1	4	1	4050
IN130052	1	2	4	1	8100
IN130053	1	2	4	1	8100
IN130055	1	1	4	1	4050
IN130057	1	1.5	1	1	6075
IN130057	2	1	4	1	4050
IN130058	1	3	4	1	12150
IN130060	1	1	3	1	4050
IN130060	2	.5	4	7	2025
IN130061	1	2	4	7	8100
IN130061	2	1	3	1	4050
IN130062	1	1	4	99	4050
IN130063	1	6	4	1	24300
IN130063	2	3	4	1	12150
IN130063	3	2	4	1	8100
IN130063	4	.200000002980232	4	8	810.000012069941
IN130064	1	4	4	1	16200
IN130064	2	1	4	7	4050
IN130064	3	.75	4	7	3037.5
IN130064	4	.5	4	7	2025
IN130064	5	.300000011920929	4	1	1215.00004827976
IN130064	6	.25	4	1	1012.5
IN130064	7	.100000001490116	4	8	405.00000603497
IN130065	1	3	4	1	12150
IN130065	2	2.5	4	3	10125
IN130065	3	.300000011920929	4	1	1215.00004827976
IN130066	1	3	4	1	12150
IN130067	1	2	4	1	8100
IN130068	1	6	4	1	24300
IN130068	2	3	4	1	12150
IN130068	3	2	4	1	8100
IN130068	4	.200000002980232	4	8	810.000012069941
IN130069	1	3	4	1	12150
IN130069	2	.5	4	1	2025
IN130070	1	1	4	1	4050
IN130070	2	.75	4	1	3037.5
IN130071	1	2.5	4	1	10125
IN130071	2	1	4	1	4050
IN130071	3	.5	4	7	2025
IN130072	1	8	4	1	32400
IN130072	2	6	4	1	24300
IN130072	3	.5	4	1	2025
IN130072	4	.5	4	1	2025
IN130073	1	1	4	1	4050
IN130074	1	5	4	1	20250
IN130075	1	2	4	1	8100
IN130076	1	1	4	1	4050
IN130077	1	9	4	1	36450
IN130077	2	20	4	1	81000
IN130077	3	.400000005960464	4	8	1620.00002413988
IN130078	1	2	4	6	8100
IN130079	1	1.5	4	1	6075
IN130080	1	1	4	1	4050
IN130081	1	1	4	1	4050
IN130082	1	5	4	1	20250
IN130084	1	3	4	1	12150
IN130084	2	3	4	1	12150
IN130085	1	3	4	1	12150
IN130085	2	2	4	1	8100
IN130086	1	1	4	1	4050
IN130088	1	.75	4	7	3037.5
IN130089	1	3	4	1	12150
IN130090	1	5	4	1	20250
IN130090	2	2	4	1	8100
IN130091	1	1	4	1	4050
IN130092	1	1	4	1	4050
IN130094	1	4	4	1	16200
IN130096	1	2	1	1	8100
IN130097	1	.25	4	7	1012.5
IN130098	1	2	3	1	8100
IN130098	2	1	4	1	4050
IN130099	1	3.25	4	1	13162.5
IN130100	1	3	4	1	12150
IN140003	1	.100000001490116	4	7	405.00000603497
IN140008	1	2	4	2	8100
IN140009	1	2	4	2	8100
IN140031	1	2	4	7	8100
IN140033	1	.5	4	7	2025
IN140044	1	.0299999993294477	4	7	121.499997284263
IN140046	1	.5	4	7	2025
IN140046	2	.25	4	7	1012.5
IN140047	1	.600000023841858	4	7	2430.00009655952
IN140048	1	2	4	2	8100
IN140048	2	.5	4	7	2025
IN140056	1	3	4	7	12150
IN140061	1	3	4	6	12150
IN140061	2	2	4	6	8100
IN140061	3	3	4	7	12150
IN140077	1	2	4	4	8100
IN140078	1	.519999980926514	4	4	2105.99992275238
IN140082	1	1	4	2	4050
IN140083	1	2.5	4	7	10125
IN140089	1	1.5	4	1	6075
IN140094	1	1	4	1	4050
IN140096	1	1	4	7	4050
IN140097	1	2	4	7	8100
IN150001	1	2	4	1	8100
IN150001	2	1	4	1	4050
IN150001	3	4.5	4	1	18225
IN150001	4	6	4	1	24300
IN150001	5	2	1	1	8100
IN150003	1	5	4	1	20250
IN150003	2	1	4	1	4050
IN150004	1	3	1	1	12150
IN150007	1	2	4	1	8100
IN150008	1	2	4	1	8100
IN150008	2	2	4	1	8100
IN150008	3	.75	4	1	3037.5
IN150010	1	1	4	1	4050
IN150010	2	1	4	1	4050
IN150010	3	1	4	1	4050
IN150011	1	.5	4	1	2025
IN150012	1	1	4	1	4050
IN150016	1	1	4	1	4050
IN150016	2	.5	4	1	2025
IN150016	3	.5	4	1	2025
IN150017	1	2	4	1	8100
IN150017	2	1	4	1	4050
IN150019	1	2	4	6	8100
IN150020	1	1	4	1	4050
IN150021	1	2	2	1	8100
IN150021	2	2	2	1	8100
IN150021	3	1	1	1	4050
IN150022	1	3	4	1	12150
IN150023	1	2	4	1	8100
IN150023	2	1	4	2	4050
IN150024	1	.75	4	1	3037.5
IN150024	2	1.75	4	1	7087.5
IN150024	3	1	1	1	4050
IN150025	1	2	4	1	8100
IN150025	2	1	4	1	4050
IN150026	1	1	4	1	4050
IN150026	2	2.5	4	1	10125
IN150026	3	2	4	1	8100
IN150026	4	3	1	1	12150
IN150027	1	1	4	1	4050
IN150027	2	.25	4	1	1012.5
IN150027	3	1	4	1	4050
IN150028	1	.449999988079071	4	1	1822.49995172024
IN150028	2	.5	3	1	2025
IN150029	1	.25	4	1	1012.5
IN150031	1	2	4	1	8100
IN150032	1	1	4	1	4050
IN150032	2	1	3	1	4050
IN150033	1	1	1	1	4050
IN150033	2	.5	4	1	2025
IN150035	1	3	4	1	12150
IN150035	2	.5	3	1	2025
IN150036	1	2	4	1	8100
IN150036	2	.129999995231628	4	1	526.499980688095
IN150036	3	.25	4	1	1012.5
IN150037	1	2	4	1	8100
IN150037	2	2	1	1	8100
IN150038	1	1	4	1	4050
IN150038	2	1	1	1	4050
IN150039	1	1.5	3	1	6075
IN150039	2	1	3	1	4050
IN150039	3	1	3	1	4050
IN150039	4	.5	3	1	2025
IN150041	1	.5	4	1	2025
IN150041	2	.5	3	1	2025
IN150042	1	1.5	4	1	6075
IN150042	2	.5	4	1	2025
IN150046	1	3	4	1	12150
IN150046	2	2	4	2	8100
IN150047	1	.5	4	1	2025
IN150048	1	1	4	1	4050
IN150048	2	1	4	1	4050
IN150049	1	.5	4	1	2025
IN150051	1	1	4	1	4050
IN150055	1	1.5	1	1	6075
IN150056	1	.150000005960464	4	1	607.500024139881
IN150056	2	.150000005960464	3	1	607.500024139881
IN150057	1	.25	4	1	1012.5
IN150058	1	1	4	1	4050
IN150060	1	3	4	1	12150
IN150060	2	3	4	1	12150
IN150060	3	2	4	1	8100
IN150060	4	2	4	1	8100
IN150060	5	2	3	1	8100
IN150061	1	2	4	1	8100
IN150064	1	1	4	1	4050
IN150065	1	.649999976158142	4	2	2632.49990344048
IN150068	1	1	4	1	4050
IN150069	1	1	4	1	4050
IN150070	1	1	3	1	4050
IN150071	1	1	4	7	4050
IN150071	2	.5	4	1	2025
IN150074	1	.5	1	1	2025
IN150074	2	.150000005960464	4	1	607.500024139881
IN150076	1	.5	4	1	2025
IN150077	1	1	4	1	4050
IN150077	2	2	4	2	8100
IN150078	1	.5	4	1	2025
IN150082	1	1	4	1	4050
IN150083	1	2	4	1	8100
IN150084	1	1	4	1	4050
IN150084	2	1	4	1	4050
IN150084	3	.5	4	1	2025
IN150084	4	1.5	4	1	6075
IN150086	1	3	1	1	12150
IN150088	1	.5	4	1	2025
IN150088	2	2	1	1	8100
IN150090	1	1	4	1	4050
IN150090	2	1	1	1	4050
IN150091	1	3	4	1	12150
IN150091	2	1	1	1	4050
IN150092	1	6	1	1	24300
IN150093	1	1	4	2	4050
IN150094	1	2	4	2	8100
IN150096	1	.25	4	1	1012.5
IN150097	1	1	4	1	4050
IN150097	2	1	1	1	4050
IN150099	1	1	4	1	4050
IN150099	2	1	1	1	4050
IN160001	1	6	1	1	24300
IN160002	1	8	4	1	32400
IN160003	1	3	4	2	12150
IN160004	1	2	4	6	8100
IN160005	1	1.5	4	1	6075
IN160006	1	4	4	1	16200
IN160007	1	15	4	1	60750
IN160008	1	.75	4	7	3037.5
IN160011	1	2	4	1	8100
IN160011	2	2	3	1	8100
IN160012	1	3	4	1	12150
IN160014	1	2	4	1	8100
IN160014	2	7	3	1	28350
IN160016	1	3	4	1	12150
IN160017	1	4	4	1	16200
IN160018	1	3	4	2	12150
IN160020	1	2	4	1	8100
IN160021	1	12	4	1	48600
IN160022	1	1	4	1	4050
IN160022	2	3	1	1	12150
IN160024	1	2	4	1	8100
IN160024	2	2	1	1	8100
IN160025	1	2	1	1	8100
IN160026	1	1.5	4	1	6075
IN160027	1	8	4	1	32400
IN160027	2	3	1	1	12150
IN160028	1	2	4	1	8100
IN160028	2	2	1	1	8100
IN160029	1	.5	4	1	2025
IN160029	2	5	1	1	20250
IN160031	1	1	4	7	4050
IN160033	1	3	4	1	12150
IN160033	2	3	4	1	12150
IN160033	3	2	4	1	8100
IN160033	4	2	4	1	8100
IN160034	1	6	4	1	24300
IN160034	2	2	4	1	8100
IN160034	3	5	1	1	20250
IN160035	1	1	4	1	4050
IN160035	2	3	1	1	12150
IN160037	1	4.25	4	1	17212.5
IN160038	1	1	4	6	4050
IN160041	1	2	4	1	8100
IN160041	2	2	4	1	8100
IN160041	3	1	4	1	4050
IN160043	1	1	4	1	4050
IN160043	2	3	3	1	12150
IN160044	1	4	4	7	16200
IN160045	1	2	1	1	8100
IN160046	1	8	4	1	32400
IN160047	1	1	4	1	4050
IN160048	1	1	4	6	4050
IN160049	1	3	1	1	12150
IN160050	1	2	4	1	8100
IN160051	1	3	4	1	12150
IN160054	1	1	4	7	4050
IN160055	1	1	4	1	4050
IN160056	1	1	4	7	4050
IN160057	1	3	4	1	12150
IN160058	1	4	4	1	16200
IN160059	1	2	4	1	8100
IN160059	2	1	4	7	4050
IN160060	1	3	4	1	12150
IN160063	1	2	4	1	8100
IN160063	2	3	1	1	12150
IN160064	1	5	4	1	20250
IN160064	2	3	1	1	12150
IN160065	1	2	4	6	8100
IN160066	1	5	3	1	20250
IN160068	1	2	4	1	8100
IN160069	1	1	4	1	4050
IN160069	2	.5	4	1	2025
IN160070	1	2	4	6	8100
IN160072	1	6	4	1	24300
IN160073	1	7	4	1	28350
IN160073	2	3	4	1	12150
IN160074	1	5	4	1	20250
IN160074	2	5	4	1	20250
IN160075	1	1	4	1	4050
IN160076	1	3	4	1	12150
IN160076	2	3	1	1	12150
IN160077	1	1	4	1	4050
IN160078	1	4	4	2	16200
IN160079	1	3	4	1	12150
IN160081	1	1	1	1	4050
IN160081	2	1	1	1	4050
IN160083	1	2	4	7	8100
IN160084	1	2.5	4	6	10125
IN160086	1	3	4	1	12150
IN160087	1	4	4	7	16200
IN160090	1	3	4	1	12150
IN160091	1	3	4	7	12150
IN160096	1	6	4	1	24300
IN160097	1	.5	4	1	2025
IN160098	1	1	4	1	4050
IN160098	2	5	1	1	20250
IN160098	3	5	1	2	20250
IN170001	1	2.5	4	1	10125
IN170001	2	.5	4	7	2025
IN170001	3	.5	4	7	2025
IN170002	1	1.5	1	1	6075
IN170002	2	.5	1	7	2025
IN170002	3	.5	4	7	2025
IN170002	4	1	4	1	4050
IN170002	5	.5	4	7	2025
IN170003	1	1	4	1	4050
IN170003	2	.5	4	1	2025
IN170003	3	1	1	1	4050
IN170004	1	1	4	1	4050
IN170005	1	1.75	4	1	7087.5
IN170005	2	1	4	1	4050
IN170007	1	1	1	1	4050
IN170008	1	2	4	1	8100
IN170009	1	1.5	4	1	6075
IN170010	1	3	4	7	12150
IN170010	2	2.5	4	1	10125
IN170010	3	1.5	4	2	6075
IN170010	4	3	4	7	12150
IN170011	1	1.25	4	1	5062.5
IN170011	2	.75	4	1	3037.5
IN170012	1	1	4	1	4050
IN170012	2	.5	4	1	2025
IN170013	1	1.25	4	1	5062.5
IN170013	2	.75	4	1	3037.5
IN170014	1	.5	1	1	2025
IN170014	2	.5	1	1	2025
IN170014	3	.5	4	7	2025
IN170014	4	.5	4	1	2025
IN170015	1	5	4	1	20250
IN170016	1	6.15000009536743	4	1	24907.5003862381
IN170017	1	1	4	1	4050
IN170018	1	.5	4	1	2025
IN170019	1	5	4	1	20250
IN170019	2	1	4	7	4050
IN170019	3	1	3	1	4050
IN170020	1	1	4	1	4050
IN170020	2	1	4	1	4050
IN170020	3	.5	4	2	2025
IN170021	1	.5	4	1	2025
IN170021	2	.5	4	1	2025
IN170021	3	.5	4	1	2025
IN170021	4	.5	4	1	2025
IN170021	5	.5	4	1	2025
IN170021	6	.5	4	1	2025
IN170022	1	2	4	1	8100
IN170022	2	2	4	7	8100
IN170022	3	1	4	1	4050
IN170022	4	.5	4	1	2025
IN170022	5	.5	4	1	2025
IN170023	1	3	4	1	12150
IN170023	2	.360000014305115	4	2	1458.00005793571
IN170024	1	4	4	1	16200
IN170024	2	.5	4	1	2025
IN170024	3	.5	4	7	2025
IN170024	4	.5	4	7	2025
IN170026	1	2	4	1	8100
IN170027	1	1	4	1	4050
IN170027	2	1	4	1	4050
IN170027	3	1	4	1	4050
IN170027	4	2	4	1	8100
IN170028	1	1.5	4	1	6075
IN170028	2	.5	4	1	2025
IN170028	3	2	4	7	8100
IN170029	1	.5	4	1	2025
IN170029	2	.5	4	1	2025
IN170029	3	.5	4	1	2025
IN170029	4	.5	4	1	2025
IN170030	1	1.5	4	1	6075
IN170031	1	.25	4	1	1012.5
IN170032	1	2	4	1	8100
IN170033	1	2	4	1	8100
IN170034	1	2	4	1	8100
IN170034	2	2	4	1	8100
IN170035	1	1	4	1	4050
IN170035	2	1	4	7	4050
IN170036	1	2	4	1	8100
IN170036	2	1	4	1	4050
IN170036	3	.5	4	1	2025
IN170036	4	.5	4	1	2025
IN170037	1	4	4	1	16200
IN170037	2	1	4	7	4050
IN170038	1	1	4	7	4050
IN170039	1	1	4	1	4050
IN170040	1	2	4	1	8100
IN170040	2	.5	1	1	2025
IN170040	3	.25	1	1	1012.5
IN170041	1	3	4	1	12150
IN170041	2	1	4	1	4050
IN170042	1	5	4	1	20250
IN170043	1	10	4	1	40500
IN170043	2	5	4	1	20250
IN170044	1	.5	4	7	2025
IN170045	1	2	4	1	8100
IN170046	1	6	4	1	24300
IN170046	2	3	4	1	12150
IN170047	1	1	4	1	4050
IN170047	2	1	4	1	4050
IN170047	3	1	4	7	4050
IN170047	4	2	4	1	8100
IN170048	1	2	4	1	8100
IN170048	2	2	4	1	8100
IN170048	3	2	4	1	8100
IN170049	1	1	4	1	4050
IN170050	1	4	4	1	16200
IN170051	1	3	4	1	12150
IN170052	1	7	4	1	28350
IN170053	1	4	4	1	16200
IN170054	1	2	4	1	8100
IN170055	1	3	4	1	12150
IN170055	2	5	4	1	20250
IN170057	1	2	4	1	8100
IN170058	1	2	1	1	8100
IN170058	2	1	1	1	4050
IN170058	3	1	1	7	4050
IN170059	1	5	4	1	20250
IN170059	2	5	4	1	20250
IN170059	3	1	4	7	4050
IN170060	1	1	4	1	4050
IN170060	2	.5	4	7	2025
IN170061	1	10	4	1	40500
IN170061	2	8	4	1	32400
IN170061	3	12	4	7	48600
IN170062	1	10	4	1	40500
IN170063	1	1	4	1	4050
IN170063	2	1	4	1	4050
IN170064	1	.5	4	7	2025
IN170064	2	1	4	6	4050
IN170065	1	3	4	7	12150
IN170066	1	1	4	1	4050
IN170066	2	2	4	1	8100
IN170066	3	1	4	1	4050
IN170066	4	.5	4	7	2025
IN170067	1	1.25	4	1	5062.5
IN170068	1	3	4	1	12150
IN170068	2	2	4	1	8100
IN170068	3	1.5	4	1	6075
IN170068	4	1.5	4	8	6075
IN170068	5	2	4	7	8100
IN170069	1	.5	4	8	2025
IN170069	2	.5	4	8	2025
IN170070	1	6	4	1	24300
IN170070	2	3	4	1	12150
IN170070	3	2	4	1	8100
IN170070	4	1	4	1	4050
IN170071	1	1	4	1	4050
IN170071	2	.5	4	1	2025
IN170071	3	.25	4	1	1012.5
IN170072	1	2	4	1	8100
IN170073	1	2	4	1	8100
IN170074	1	2	4	7	8100
IN170074	2	1	4	7	4050
IN170076	1	.5	4	1	2025
IN170077	1	1.5	4	1	6075
IN170077	2	3	4	1	12150
IN170078	1	3	4	1	12150
IN170079	1	1	4	1	4050
IN170080	1	2	4	1	8100
IN170080	2	1	4	1	4050
IN170081	1	1.5	4	1	6075
IN170081	2	1	4	1	4050
IN170082	1	1	4	1	4050
IN170083	1	1	4	1	4050
IN170083	2	1	4	1	4050
IN170083	3	1	4	1	4050
IN170083	4	1	4	1	4050
IN170083	5	1	4	7	4050
IN170084	1	1	4	1	4050
IN170085	1	.5	4	1	2025
IN170086	1	2.5	4	1	10125
IN170086	2	1.5	4	1	6075
IN170086	3	5	4	1	20250
IN170087	1	5	4	1	20250
IN170087	2	3	4	1	12150
IN170087	3	1	4	1	4050
IN170087	4	1	4	1	4050
IN170087	5	1	4	1	4050
IN170087	6	.5	4	1	2025
IN170087	7	.5	4	1	2025
IN170088	1	1	4	1	4050
IN170088	2	1	4	1	4050
IN170088	3	1	4	7	4050
IN170088	4	1.5	4	1	6075
IN170089	1	2	4	1	8100
IN170089	2	1	4	1	4050
IN170089	3	1	4	7	4050
IN170090	1	1	4	1	4050
IN170091	1	2	4	1	8100
IN170091	2	1.5	4	1	6075
IN170091	3	1.5	4	1	6075
IN170091	4	.5	4	1	2025
IN170091	5	1.5	4	1	6075
IN170091	6	1	4	1	4050
IN170092	1	1.5	4	1	6075
IN170092	2	1	4	3	4050
IN170093	1	.5	4	1	2025
IN170093	2	.5	4	1	2025
IN170093	3	.5	4	1	2025
IN170093	4	.5	4	1	2025
IN170093	5	1	4	7	4050
IN170094	1	2	4	1	8100
IN170095	1	2.5	4	1	10125
IN170095	2	1	4	1	4050
IN170095	3	.5	4	7	2025
IN170095	4	.5	4	7	2025
IN170095	5	.5	4	7	2025
IN170097	1	.75	4	1	3037.5
IN170097	2	.75	4	1	3037.5
IN170097	3	1.5	4	1	6075
IN170098	1	1.5	4	7	6075
IN170098	2	1.5	4	7	6075
IN170099	1	8	4	1	32400
IN170100	1	1	4	1	4050
IN170100	2	2	3	1	8100
IN180001	1	12	4	2	48600
IN180001	2	9	4	2	36450
IN180001	3	4	4	1	16200
IN180002	1	3	4	7	12150
IN180003	1	7	4	2	28350
IN180004	1	1.25	4	2	5062.5
IN180004	2	.75	4	2	3037.5
IN180005	1	5	4	1	20250
IN180005	2	2	4	1	8100
IN180006	1	5	4	2	20250
IN180006	2	2	4	1	8100
IN180008	1	2	4	1	8100
IN180009	1	2	4	7	8100
IN180010	1	2	4	1	8100
IN180011	1	2	4	1	8100
IN180011	2	5	4	1	20250
IN180012	1	4.5	4	7	18225
IN180012	2	3	4	1	12150
IN180012	3	.5	4	7	2025
IN180012	4	1	4	7	4050
IN180012	5	3	4	1	12150
IN180013	1	1	4	7	4050
IN180017	1	6	4	1	24300
IN180017	2	6	4	7	24300
IN180017	3	5	4	1	20250
IN180017	4	3	3	1	12150
IN180018	1	3	4	1	12150
IN180019	1	.5	4	7	2025
IN180021	1	2	4	2	8100
IN180021	2	1	4	2	4050
IN180022	1	1	4	1	4050
IN180023	1	2	4	2	8100
IN180024	1	2.5	4	1	10125
IN180024	2	2	4	7	8100
IN180024	3	.5	4	7	2025
IN180025	1	.5	4	7	2025
IN180025	2	4	4	7	16200
IN180027	1	6	4	1	24300
IN180028	1	3	4	7	12150
IN180029	1	2	4	1	8100
IN180030	1	1.5	4	1	6075
IN180031	1	8	4	1	32400
IN180031	2	10	1	1	40500
IN180032	1	2	4	1	8100
IN180032	2	3	4	7	12150
IN180033	1	6	4	1	24300
IN180033	2	3	4	7	12150
IN180033	3	1	4	1	4050
IN180034	1	8	4	1	32400
IN180034	2	2	4	1	8100
IN180035	1	8	4	2	32400
IN180035	2	2.5	4	1	10125
IN180035	3	1	1	2	4050
IN180036	1	5	4	1	20250
IN180037	1	7	4	1	28350
IN180037	2	2	4	1	8100
IN180038	1	2	4	1	8100
IN180039	1	10	4	7	40500
IN180039	2	1.5	4	1	6075
IN180039	3	1	4	1	4050
IN180040	1	2	4	2	8100
IN180040	2	1	4	1	4050
IN180041	1	.5	4	2	2025
IN180042	1	1	4	1	4050
IN180043	1	2.5	4	1	10125
IN180043	2	1.5	4	1	6075
IN180044	1	1	4	7	4050
IN180045	1	5	4	1	20250
IN180045	2	4	4	1	16200
IN180045	3	5	4	1	20250
IN180045	4	3	4	7	12150
IN180046	1	1	4	1	4050
IN180046	2	1	4	1	4050
IN180047	1	3	4	1	12150
IN180047	2	2	4	7	8100
IN180047	3	2	3	1	8100
IN180047	4	2	4	1	8100
IN180048	1	2	4	1	8100
IN180048	2	3	4	1	12150
IN180048	3	4	4	1	16200
IN180049	1	2	4	1	8100
IN180050	1	1.5	4	1	6075
IN180051	1	1	4	7	4050
IN180052	1	.5	4	1	2025
IN180053	1	1	4	1	4050
IN180054	1	1	4	1	4050
IN180055	1	3	4	1	12150
IN180056	1	1.5	4	1	6075
IN180056	2	5	1	1	20250
IN180057	1	3	4	1	12150
IN180058	1	1.5	4	1	6075
IN180058	2	1	4	1	4050
IN180059	1	1.5	4	1	6075
IN180059	2	3	4	1	12150
IN180059	3	1	4	7	4050
IN180060	1	3	4	7	12150
IN180061	1	2.5	4	2	10125
IN180061	2	.5	4	1	2025
IN180061	3	.5	4	2	2025
IN180062	1	2.5	4	1	10125
IN180062	2	.5	4	1	2025
IN180063	1	2	4	1	8100
IN180063	2	1	4	1	4050
IN180064	1	.75	4	7	3037.5
IN180065	1	1	4	1	4050
IN180066	1	.5	4	2	2025
IN180067	1	1.5	4	1	6075
IN180067	2	1.5	4	1	6075
IN180068	1	4	4	1	16200
IN180068	2	1.5	4	1	6075
IN180068	3	1	4	2	4050
IN180069	1	.5	4	2	2025
IN180069	2	.5	4	1	2025
IN180070	1	2	4	1	8100
IN180070	2	2	4	1	8100
IN180071	1	1	4	1	4050
IN180071	2	1	4	1	4050
IN180072	1	2	4	1	8100
IN180073	1	1	4	1	4050
IN180073	2	1	4	1	4050
IN180074	1	1	4	1	4050
IN180074	2	1	4	1	4050
IN180076	1	3	4	1	12150
IN180076	2	4	4	1	16200
IN180077	1	1.5	4	1	6075
IN180078	1	3	4	1	12150
IN180078	2	1	4	1	4050
IN180079	1	1.5	4	2	6075
IN180080	1	3	3	1	12150
IN180080	2	1.25	4	2	5062.5
IN180081	1	7.5	4	1	30375
IN180081	2	7	4	1	28350
IN180082	1	4	4	1	16200
IN180082	2	9	1	1	36450
IN180084	1	15	4	1	60750
IN180084	2	15	4	2	60750
IN180084	3	5	4	1	20250
IN180085	1	3	4	1	12150
IN180085	2	2	4	1	8100
IN180086	1	1	4	7	4050
IN180086	2	1	4	7	4050
IN180087	1	.5	4	7	2025
IN180087	2	.5	4	7	2025
IN180087	3	.25	4	7	1012.5
IN180088	1	1	4	7	4050
IN180088	2	1	4	7	4050
IN180089	1	2.5	4	7	10125
IN180090	1	2	4	7	8100
IN180091	1	2	4	1	8100
IN180091	2	2	4	1	8100
IN180092	1	1	4	7	4050
IN180092	2	.75	4	7	3037.5
IN180092	3	1	4	7	4050
IN180093	1	2	4	7	8100
IN180094	1	4	4	1	16200
IN180094	2	3.5	4	1	14175
IN180094	3	2.5	4	1	10125
IN180095	1	1	4	1	4050
IN180095	2	.5	4	1	2025
IN180097	1	3	4	1	12150
IN180098	1	5	4	1	20250
IN180099	1	16	4	2	64800
IN180099	2	8	4	2	32400
IN180099	3	7	4	1	28350
IN180100	1	15	4	4	60750
IN190001	1	4	4	1	16200
IN190001	2	1.5	4	1	6075
IN190001	3	1.5	4	1	6075
IN190002	1	.5	4	1	2025
IN190002	2	.5	4	1	2025
IN190002	3	1	4	1	4050
IN190002	4	2	4	1	8100
IN190003	1	1	4	1	4050
IN190004	1	10	4	1	40500
IN190004	2	4	4	1	16200
IN190004	3	1	4	7	4050
IN190005	1	3	4	1	12150
IN190006	1	1	4	1	4050
IN190006	2	1	4	1	4050
IN190006	3	1	4	1	4050
IN190006	4	2	4	1	8100
IN190007	1	1	4	1	4050
IN190008	1	3	4	1	12150
IN190008	2	2	4	7	8100
IN190009	1	4	4	6	16200
IN190010	1	.5	4	1	2025
IN190010	2	.5	1	1	2025
IN190012	1	1	4	1	4050
IN190013	1	2	4	1	8100
IN190014	1	1	4	1	4050
IN190015	1	2	4	1	8100
IN190016	1	3.5	4	1	14175
IN190016	2	3.5	4	1	14175
IN190016	3	3	4	1	12150
IN190017	1	2.5	4	1	10125
IN190018	1	2	4	1	8100
IN190018	2	3	4	1	12150
IN190018	3	1	4	1	4050
IN190020	1	7	4	1	28350
IN190020	2	.75	4	1	3037.5
IN190021	1	2	4	1	8100
IN190022	1	14	4	1	56700
IN190025	1	1.5	4	1	6075
IN190026	1	4	4	1	16200
IN190028	1	3	4	1	12150
IN190029	1	1	4	1	4050
IN190030	1	2	4	1	8100
IN190030	2	1	4	2	4050
IN190030	3	.5	4	2	2025
IN190031	1	4	4	1	16200
IN190031	2	3	4	1	12150
IN190031	3	.5	4	2	2025
IN190032	1	2	4	1	8100
IN190032	2	1	4	2	4050
IN190032	3	.5	4	1	2025
IN190033	1	5	4	1	20250
IN190034	1	9	4	1	36450
IN190034	2	9	4	1	36450
IN190035	1	4	4	1	16200
IN190035	2	2	4	1	8100
IN190035	3	2	4	1	8100
IN190035	4	2	4	1	8100
IN190036	1	10	4	1	40500
IN190036	2	4	4	1	16200
IN190037	1	1	4	1	4050
IN190037	2	4	4	1	16200
IN190037	3	4	1	1	16200
IN190038	1	3	4	1	12150
IN190038	2	2	4	1	8100
IN190038	3	2	4	1	8100
IN190039	1	2	4	1	8100
IN190039	2	1	4	1	4050
IN190040	1	3	4	1	12150
IN190040	2	2	4	1	8100
IN190040	3	1	4	1	4050
IN190041	1	2	4	7	8100
IN190042	1	5	4	1	20250
IN190042	2	3	4	1	12150
IN190043	1	4	4	1	16200
IN190043	2	4	4	2	16200
IN190043	3	2	4	1	8100
IN190044	1	1	4	7	4050
IN190044	2	.5	4	1	2025
IN190045	1	2	1	1	8100
IN190045	2	5	1	1	20250
IN190046	1	2	4	1	8100
IN190046	2	2	4	1	8100
IN190046	3	1	4	1	4050
IN190047	1	5	4	1	20250
IN190048	1	2	4	1	8100
IN190048	2	2	4	1	8100
IN190049	1	2	4	1	8100
IN190049	2	2	4	1	8100
IN190050	1	5	4	1	20250
IN190050	2	4	4	1	16200
IN190051	1	4	4	1	16200
IN190051	2	4	4	2	16200
IN190051	3	4	4	2	16200
IN190051	4	3	4	1	12150
IN190053	1	1	4	1	4050
IN190053	2	1	4	1	4050
IN190054	1	5	4	1	20250
IN190054	2	3	4	1	12150
IN190054	3	2	4	1	8100
IN190055	1	5	4	1	20250
IN190055	2	2	4	7	8100
IN190055	3	1	4	1	4050
IN190056	1	3	4	1	12150
IN190056	2	2	4	1	8100
IN190057	1	1	4	1	4050
IN190058	1	4	4	1	16200
IN190059	1	3	4	1	12150
IN190059	2	1	4	2	4050
IN190060	1	10	4	1	40500
IN190061	1	5	4	1	20250
IN190061	2	5	4	1	20250
IN190062	1	5	4	1	20250
IN190062	2	5	4	1	20250
IN190062	3	5	4	7	20250
IN190063	1	6	4	1	24300
IN190063	2	5	4	7	20250
IN190063	3	2	4	1	8100
IN190064	1	1	4	1	4050
IN190065	1	5	4	1	20250
IN190065	2	2	4	1	8100
IN190066	1	5	4	1	20250
IN190066	2	3	3	1	12150
IN190066	3	1	4	1	4050
IN190067	1	2	4	6	8100
