CHILDCODE	SCHCSTIDR52	FEES2R5
181005	6	 
181005	7	 
181005	8	 
181005	9	 
181006	5	 
181006	6	 
181006	7	 
181006	8	 
181006	9	 
181008	5	 
181008	6	 
181008	7	 
181008	8	 
181008	9	 
181009	5	0
181009	6	0
181009	7	240
181009	8	0
181009	9	550
181011	5	 
181011	6	 
181011	7	 
181011	8	 
181011	9	 
181014	5	 
181014	6	 
181014	7	 
181014	8	 
181014	9	 
181015	5	 
181015	6	 
181015	7	 
181015	8	 
181015	9	 
181016	5	3000
181016	6	0
181016	7	0
181016	8	0
181016	9	1200
181017	5	6000
181017	6	0
181017	7	3000
181017	8	0
181017	9	500
181018	5	700
181018	6	0
181018	7	0
181018	8	600
181018	9	90
181019	5	2000
181019	6	0
181019	7	3000
181019	8	0
181019	9	500
181020	5	 
181020	6	 
181020	7	 
181020	8	 
181020	9	 
181021	5	 
181021	6	 
181021	7	 
181021	8	 
181021	9	 
181023	5	 
181023	6	 
181023	7	 
181023	8	 
181023	9	 
181024	5	 
181024	6	 
181024	7	 
181024	8	 
181024	9	 
181026	5	 
181026	6	 
181026	7	 
181026	8	 
181026	9	 
181027	5	 
181027	6	 
181027	7	 
181027	8	 
181027	9	 
181029	5	 
181029	6	 
181029	7	 
181029	8	 
181029	9	 
181030	5	 
181030	6	 
181030	7	 
181030	8	 
181030	9	 
181033	5	 
181033	6	 
181033	7	 
181033	8	 
181033	9	 
181034	5	0
181034	6	0
181034	7	1300
181034	8	0
181034	9	100
181037	5	 
181037	6	 
181037	7	 
181037	8	 
181037	9	 
181039	5	 
181039	6	 
181039	7	 
181039	8	 
181039	9	 
181041	5	0
181041	6	0
181041	7	50
181041	8	0
181041	9	0
181042	5	0
181042	6	0
181042	7	4500
181042	8	25000
181042	9	1000
181043	5	 
181043	6	 
181043	7	 
181043	8	 
181043	9	 
181045	5	 
181045	6	 
181045	7	 
181045	8	 
181045	9	 
181046	5	 
181046	6	 
181046	7	 
181046	8	 
181046	9	 
181047	5	12000
181047	6	0
181047	7	240
181047	8	20000
181047	9	2400
181049	5	 
181049	6	 
181049	7	 
181049	8	 
181049	9	 
181050	5	 
181050	6	 
181050	7	 
181050	8	 
181050	9	 
181056	5	 
181056	6	 
181056	7	 
181056	8	 
181056	9	 
181058	5	1000
181058	6	0
181058	7	2900
181058	8	0
181058	9	300
181069	5	 
181069	6	 
181069	7	 
181069	8	 
181069	9	 
181073	5	 
181073	6	 
181073	7	 
181073	8	 
181073	9	 
181078	5	 
181078	6	 
181078	7	 
181078	8	 
181078	9	 
191001	5	 
191001	6	 
191001	7	 
191001	8	 
191001	9	 
191003	5	0
191003	6	0
191003	7	5400
191003	8	0
191003	9	300
191004	5	0
191004	6	0
191004	7	0
191004	8	0
191004	9	1000
191005	5	 
191005	6	 
191005	7	 
191005	8	 
191005	9	 
191006	5	 
191006	6	 
191006	7	 
191006	8	 
191006	9	 
191007	5	 
191007	6	 
191007	7	 
191007	8	 
191007	9	 
191009	5	 
191009	6	 
191009	7	 
191009	8	 
191009	9	 
191011	5	 
191011	6	 
191011	7	 
191011	8	 
191011	9	 
191012	5	 
191012	6	 
191012	7	 
191012	8	 
191012	9	 
191013	5	0
191013	6	0
191013	7	0
191013	8	0
191013	9	500
191014	5	 
191014	6	 
191014	7	 
191014	8	 
191014	9	 
191015	5	 
191015	6	 
191015	7	 
191015	8	 
191015	9	 
191016	5	1500
191016	6	3300
191016	7	4400
191016	8	0
191016	9	750
191017	5	 
191017	6	 
191017	7	 
191017	8	 
191017	9	 
191018	5	 
191018	6	 
191018	7	 
191018	8	 
191018	9	 
191019	5	 
191019	6	 
191019	7	 
191019	8	 
191019	9	 
191020	5	 
191020	6	 
191020	7	 
191020	8	 
191020	9	 
191021	5	 
191021	6	 
191021	7	 
191021	8	 
191021	9	 
191022	5	 
191022	6	 
191022	7	 
191022	8	 
191022	9	 
191023	5	 
191023	6	 
191023	7	 
191023	8	 
191023	9	 
191024	5	 
191024	6	 
191024	7	 
191024	8	 
191024	9	 
191025	5	 
191025	6	 
191025	7	 
191025	8	 
191025	9	 
191026	5	0
191026	6	0
191026	7	0
191026	8	500
191026	9	500
191027	5	 
191027	6	 
191027	7	 
191027	8	 
191027	9	 
191028	5	 
191028	6	 
191028	7	 
191028	8	 
191028	9	 
191029	5	 
191029	6	 
191029	7	 
191029	8	 
191029	9	 
191030	5	 
191030	6	 
191030	7	 
191030	8	 
191030	9	 
191033	5	 
191033	6	 
191033	7	 
191033	8	 
191033	9	 
191035	5	 
191035	6	 
191035	7	 
191035	8	 
191035	9	 
191036	5	 
191036	6	 
191036	7	 
191036	8	 
191036	9	 
191037	5	 
191037	6	 
191037	7	 
191037	8	 
191037	9	 
191038	5	 
191038	6	 
191038	7	 
191038	8	 
191038	9	 
191039	5	 
191039	6	 
191039	7	 
191039	8	 
191039	9	 
191040	5	 
191040	6	 
191040	7	 
191040	8	 
191040	9	 
191041	5	 
191041	6	 
191041	7	 
191041	8	 
191041	9	 
191043	5	 
191043	6	 
191043	7	 
191043	8	 
191043	9	 
191044	5	 
191044	6	 
191044	7	 
191044	8	 
191044	9	 
191045	5	0
191045	6	2000
191045	7	1800
191045	8	0
191045	9	5000
191046	5	 
191046	6	 
191046	7	 
191046	8	 
191046	9	 
191047	5	 
191047	6	 
191047	7	 
191047	8	 
191047	9	 
191048	5	 
191048	6	 
191048	7	 
191048	8	 
191048	9	 
191049	5	 
191049	6	 
191049	7	 
191049	8	 
191049	9	 
191050	5	 
191050	6	 
191050	7	 
191050	8	 
191050	9	 
191052	5	 
191052	6	 
191052	7	 
191052	8	 
191052	9	 
191055	5	 
191055	6	 
191055	7	 
191055	8	 
191055	9	 
191057	5	 
191057	6	 
191057	7	 
191057	8	 
191057	9	 
191070	5	 
191070	6	 
191070	7	 
191070	8	 
191070	9	 
201003	5	 
201003	6	 
201003	7	 
201003	8	 
201003	9	 
201005	5	 
201005	6	 
201005	7	 
201005	8	 
201005	9	 
201007	5	0
201007	6	2250
201007	7	1800
201007	8	0
201007	9	100
201008	5	 
201008	6	 
201008	7	 
201008	8	 
201008	9	 
201010	5	 
201010	6	 
201010	7	 
201010	8	 
201010	9	 
201011	5	0
201011	6	1000
201011	7	1000
201011	8	5000
201011	9	300
201013	5	 
201013	6	 
201013	7	 
201013	8	 
201013	9	 
201014	5	 
201014	6	 
201014	7	 
201014	8	 
201014	9	 
201016	5	3000
201016	6	0
201016	7	2400
201016	8	15000
201016	9	2000
201017	5	 
201017	6	 
201017	7	 
201017	8	 
201017	9	 
201023	5	5400
201023	6	2250
201023	7	3600
201023	8	0
201023	9	150
201024	5	 
201024	6	 
201024	7	 
201024	8	 
201024	9	 
201025	5	 
201025	6	 
201025	7	 
201025	8	 
201025	9	 
201030	5	 
201030	6	 
201030	7	 
201030	8	 
201030	9	 
201032	5	 
201032	6	 
201032	7	 
201032	8	 
201032	9	 
201034	5	 
201034	6	 
201034	7	 
201034	8	 
201034	9	 
201039	5	 
201039	6	 
201039	7	 
201039	8	 
201039	9	 
201042	5	 
201042	6	 
201042	7	 
201042	8	 
201042	9	 
201045	5	 
201045	6	 
201045	7	 
201045	8	 
201045	9	 
201046	5	0
201046	6	2000
201046	7	2000
201046	8	15000
201046	9	200
201049	5	 
201049	6	 
201049	7	 
201049	8	 
201049	9	 
201050	5	 
201050	6	 
201050	7	 
201050	8	 
201050	9	 
201051	5	8000
201051	6	1000
201051	7	500
201051	8	5000
201051	9	1500
201052	5	 
201052	6	 
201052	7	 
201052	8	 
201052	9	 
201054	5	5000
201054	6	0
201054	7	2600
201054	8	12000
201054	9	700
201056	5	 
201056	6	 
201056	7	 
201056	8	 
201056	9	 
201059	5	0
201059	6	18000
201059	7	4800
201059	8	1000
201059	9	200
201064	5	 
201064	6	 
201064	7	 
201064	8	 
201064	9	 
201065	5	10000
201065	6	0
201065	7	0
201065	8	0
201065	9	300
201068	5	 
201068	6	 
201068	7	 
201068	8	 
201068	9	 
201071	5	 
201071	6	 
201071	7	 
201071	8	 
201071	9	 
201073	5	 
201073	6	 
201073	7	 
201073	8	 
201073	9	 
201074	5	 
201074	6	 
201074	7	 
201074	8	 
201074	9	 
201082	5	 
201082	6	 
201082	7	 
201082	8	 
201082	9	 
201084	5	 
201084	6	 
201084	7	 
201084	8	 
201084	9	 
201086	5	 
201086	6	 
201086	7	 
201086	8	 
201086	9	 
201090	5	 
201090	6	 
201090	7	 
201090	8	 
201090	9	 
201104	5	 
201104	6	 
201104	7	 
201104	8	 
201104	9	 
