CHILDCODE	LANDIDR4	LNDLIVR4	TOTLIVR4	USELIVR4	LNDTYPR4	TOTINDR4	USEINDR4	TOTLNDR4	USERANR4	USEDRYR4	PRIRRR4
51027	4	N	 	 	N	 	 	 	 	 	 
51027	5	N	 	 	N	 	 	 	 	 	 
51028	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
51028	2	N	 	 	N	 	 	 	 	 	 
51028	3	N	 	 	N	 	 	 	 	 	 
51028	4	N	 	 	N	 	 	 	 	 	 
51028	5	N	 	 	N	 	 	 	 	 	 
51029	1	Y	.0199999995529652	1	Y	0	 	.200000002980232	5	11	5
51029	2	N	 	 	N	 	 	 	 	 	 
51029	3	N	 	 	N	 	 	 	 	 	 
51029	4	N	 	 	N	 	 	 	 	 	 
51029	5	N	 	 	N	 	 	 	 	 	 
51030	1	Y	.00999999977648258	1	Y	0	 	5	5	11	5
51030	2	N	 	 	N	 	 	 	 	 	 
51030	3	N	 	 	N	 	 	 	 	 	 
51030	4	N	 	 	N	 	 	 	 	 	 
51030	5	N	 	 	N	 	 	 	 	 	 
51031	1	Y	.0399999991059303	1	Y	0	 	.5	5	11	5
51031	2	N	 	 	N	 	 	 	 	 	 
51031	3	N	 	 	N	 	 	 	 	 	 
51031	4	N	 	 	N	 	 	 	 	 	 
51031	5	N	 	 	N	 	 	 	 	 	 
51032	1	Y	.0199999995529652	1	Y	0	 	1	5	5	4
51032	2	N	 	 	N	 	 	 	 	 	 
51032	3	N	 	 	N	 	 	 	 	 	 
51032	4	N	 	 	N	 	 	 	 	 	 
51032	5	N	 	 	N	 	 	 	 	 	 
51033	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
51033	2	N	 	 	N	 	 	 	 	 	 
51033	3	N	 	 	N	 	 	 	 	 	 
51033	4	N	 	 	N	 	 	 	 	 	 
51033	5	N	 	 	N	 	 	 	 	 	 
51034	1	Y	.0399999991059303	1	N	 	 	 	 	 	 
51034	2	N	 	 	N	 	 	 	 	 	 
51034	3	N	 	 	N	 	 	 	 	 	 
51034	4	N	 	 	N	 	 	 	 	 	 
51034	5	N	 	 	N	 	 	 	 	 	 
51035	1	Y	.0399999991059303	1	N	 	 	 	 	 	 
51035	2	N	 	 	N	 	 	 	 	 	 
51035	3	N	 	 	N	 	 	 	 	 	 
51035	4	N	 	 	N	 	 	 	 	 	 
51035	5	N	 	 	N	 	 	 	 	 	 
51036	1	Y	.0199999995529652	1	Y	0	 	2	5	11	88
51036	2	N	 	 	N	 	 	 	 	 	 
51036	3	N	 	 	N	 	 	 	 	 	 
51036	4	N	 	 	N	 	 	 	 	 	 
51036	5	N	 	 	N	 	 	 	 	 	 
51037	1	Y	.0199999995529652	1	Y	0	 	.400000005960464	5	11	5
51037	2	N	 	 	N	 	 	 	 	 	 
51037	3	N	 	 	Y	0	 	1	5	5	4
51037	4	N	 	 	N	 	 	 	 	 	 
51037	5	N	 	 	N	 	 	 	 	 	 
51038	1	Y	.0199999995529652	1	Y	0	 	1	10	10	5
51038	2	N	 	 	N	 	 	 	 	 	 
51038	3	N	 	 	N	 	 	 	 	 	 
51038	4	N	 	 	N	 	 	 	 	 	 
51038	5	N	 	 	N	 	 	 	 	 	 
51039	1	Y	.00999999977648258	1	Y	0	 	1	5	11	5
51039	2	N	 	 	N	 	 	 	 	 	 
51039	3	N	 	 	N	 	 	 	 	 	 
51039	4	N	 	 	N	 	 	 	 	 	 
51039	5	N	 	 	N	 	 	 	 	 	 
51040	1	Y	.0399999991059303	1	Y	0	 	1	5	11	5
51040	2	N	 	 	N	 	 	 	 	 	 
51040	3	N	 	 	N	 	 	 	 	 	 
51040	4	N	 	 	N	 	 	 	 	 	 
51040	5	N	 	 	N	 	 	 	 	 	 
51041	1	Y	.200000002980232	1	N	 	 	 	 	 	 
51041	2	N	 	 	N	 	 	 	 	 	 
51041	3	N	 	 	Y	0	 	2	5	11	5
51041	4	N	 	 	N	 	 	 	 	 	 
51041	5	N	 	 	N	 	 	 	 	 	 
51042	1	Y	.00999999977648258	1	Y	0	 	.200000002980232	11	11	88
51042	2	N	 	 	N	 	 	 	 	 	 
51042	3	N	 	 	N	 	 	 	 	 	 
51042	4	N	 	 	N	 	 	 	 	 	 
51042	5	N	 	 	N	 	 	 	 	 	 
51043	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
51043	2	N	 	 	N	 	 	 	 	 	 
51043	3	N	 	 	N	 	 	 	 	 	 
51043	4	N	 	 	N	 	 	 	 	 	 
51043	5	N	 	 	N	 	 	 	 	 	 
51044	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
51044	2	N	 	 	N	 	 	 	 	 	 
51044	3	N	 	 	N	 	 	 	 	 	 
51044	4	N	 	 	N	 	 	 	 	 	 
51044	5	N	 	 	N	 	 	 	 	 	 
51045	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
51045	2	N	 	 	N	 	 	 	 	 	 
51045	3	N	 	 	N	 	 	 	 	 	 
51045	4	N	 	 	N	 	 	 	 	 	 
51045	5	N	 	 	N	 	 	 	 	 	 
51046	1	Y	.00999999977648258	1	Y	0	 	.5	5	11	5
51046	2	N	 	 	N	 	 	 	 	 	 
51046	3	N	 	 	N	 	 	 	 	 	 
51046	4	N	 	 	N	 	 	 	 	 	 
51046	5	N	 	 	N	 	 	 	 	 	 
51047	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
51047	2	N	 	 	N	 	 	 	 	 	 
51047	3	N	 	 	N	 	 	 	 	 	 
51047	4	N	 	 	N	 	 	 	 	 	 
51047	5	N	 	 	N	 	 	 	 	 	 
51048	1	Y	.0199999995529652	1	Y	0	 	4	5	5	1
51048	2	N	 	 	N	 	 	 	 	 	 
51048	3	N	 	 	N	 	 	 	 	 	 
51048	4	N	 	 	N	 	 	 	 	 	 
51048	5	N	 	 	N	 	 	 	 	 	 
51049	1	Y	.0700000002980232	1	Y	0	 	15	10	10	4
51049	2	N	 	 	N	 	 	 	 	 	 
51049	3	N	 	 	N	 	 	 	 	 	 
51049	4	N	 	 	N	 	 	 	 	 	 
51049	5	N	 	 	N	 	 	 	 	 	 
51050	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
51050	2	N	 	 	N	 	 	 	 	 	 
51050	3	N	 	 	N	 	 	 	 	 	 
51050	4	N	 	 	N	 	 	 	 	 	 
51050	5	N	 	 	N	 	 	 	 	 	 
61001	1	Y	.0500000007450581	1	Y	0	 	4	5	5	2
61001	2	N	 	 	N	 	 	 	 	 	 
61001	3	N	 	 	N	 	 	 	 	 	 
61001	4	N	 	 	N	 	 	 	 	 	 
61001	5	N	 	 	N	 	 	 	 	 	 
61002	1	Y	.0199999995529652	1	Y	0	 	2	5	5	1
61002	2	N	 	 	N	 	 	 	 	 	 
61002	3	N	 	 	N	 	 	 	 	 	 
61002	4	N	 	 	N	 	 	 	 	 	 
61002	5	N	 	 	N	 	 	 	 	 	 
61003	1	Y	.0299999993294477	1	Y	0	 	1	5	11	5
61003	2	N	 	 	N	 	 	 	 	 	 
61003	3	N	 	 	N	 	 	 	 	 	 
61003	4	N	 	 	N	 	 	 	 	 	 
61003	5	N	 	 	N	 	 	 	 	 	 
61004	1	Y	.0299999993294477	1	Y	0	 	.150000005960464	5	11	5
61004	2	N	 	 	N	 	 	 	 	 	 
61004	3	N	 	 	N	 	 	 	 	 	 
61004	4	N	 	 	N	 	 	 	 	 	 
61004	5	N	 	 	N	 	 	 	 	 	 
61005	1	Y	.0399999991059303	1	Y	0	 	.449999988079071	5	11	5
61005	2	N	 	 	N	 	 	 	 	 	 
61005	3	N	 	 	N	 	 	 	 	 	 
61005	4	N	 	 	N	 	 	 	 	 	 
61005	5	N	 	 	N	 	 	 	 	 	 
61006	1	N	 	 	Y	0	 	3	10	10	2
61006	2	N	 	 	N	 	 	 	 	 	 
61006	3	N	 	 	N	 	 	 	 	 	 
61006	4	N	 	 	N	 	 	 	 	 	 
61006	5	Y	.100000001490116	1	N	 	 	 	 	 	 
61007	1	Y	.0199999995529652	1	Y	0	 	.25	5	11	5
61007	2	N	 	 	N	 	 	 	 	 	 
61007	3	N	 	 	N	 	 	 	 	 	 
61007	4	N	 	 	N	 	 	 	 	 	 
61007	5	N	 	 	N	 	 	 	 	 	 
61008	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
61008	2	N	 	 	N	 	 	 	 	 	 
61008	3	N	 	 	N	 	 	 	 	 	 
61008	4	N	 	 	N	 	 	 	 	 	 
61008	5	N	 	 	N	 	 	 	 	 	 
61009	1	Y	.0299999993294477	1	Y	0	 	1	5	11	5
61009	2	N	 	 	N	 	 	 	 	 	 
61009	3	N	 	 	N	 	 	 	 	 	 
61009	4	N	 	 	N	 	 	 	 	 	 
61009	5	N	 	 	N	 	 	 	 	 	 
61010	1	Y	.0500000007450581	1	Y	0	 	1	5	11	5
61010	2	N	 	 	N	 	 	 	 	 	 
61010	3	N	 	 	N	 	 	 	 	 	 
61010	4	N	 	 	N	 	 	 	 	 	 
61010	5	N	 	 	N	 	 	 	 	 	 
61011	1	Y	.0500000007450581	1	Y	0	 	.800000011920929	5	5	5
61011	2	N	 	 	N	 	 	 	 	 	 
61011	3	N	 	 	N	 	 	 	 	 	 
61011	4	N	 	 	N	 	 	 	 	 	 
61011	5	N	 	 	N	 	 	 	 	 	 
61012	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
61012	2	N	 	 	N	 	 	 	 	 	 
61012	3	N	 	 	N	 	 	 	 	 	 
61012	4	N	 	 	N	 	 	 	 	 	 
61012	5	N	 	 	N	 	 	 	 	 	 
61013	1	Y	.0199999995529652	1	Y	0	 	.170000001788139	5	5	5
61013	2	N	 	 	N	 	 	 	 	 	 
61013	3	N	 	 	N	 	 	 	 	 	 
61013	4	N	 	 	N	 	 	 	 	 	 
61013	5	N	 	 	N	 	 	 	 	 	 
61014	1	Y	.0399999991059303	1	Y	0	 	2	5	5	2
61014	2	N	 	 	N	 	 	 	 	 	 
61014	3	N	 	 	N	 	 	 	 	 	 
61014	4	N	 	 	N	 	 	 	 	 	 
61014	5	N	 	 	N	 	 	 	 	 	 
61015	1	Y	.0199999995529652	1	Y	0	 	3	5	5	5
61015	2	N	 	 	N	 	 	 	 	 	 
61015	3	N	 	 	N	 	 	 	 	 	 
61015	4	N	 	 	N	 	 	 	 	 	 
61015	5	N	 	 	N	 	 	 	 	 	 
61016	1	Y	.0299999993294477	1	Y	0	 	2	5	5	5
61016	2	N	 	 	N	 	 	 	 	 	 
61016	3	N	 	 	N	 	 	 	 	 	 
61016	4	N	 	 	N	 	 	 	 	 	 
61016	5	N	 	 	N	 	 	 	 	 	 
61017	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
61017	2	N	 	 	N	 	 	 	 	 	 
61017	3	N	 	 	N	 	 	 	 	 	 
61017	4	N	 	 	Y	 	 	2	5	11	5
61017	5	N	 	 	N	 	 	 	 	 	 
61018	1	Y	.00999999977648258	1	Y	0	 	.5	5	11	5
61018	2	N	 	 	N	 	 	 	 	 	 
61018	3	N	 	 	N	 	 	 	 	 	 
61018	4	N	 	 	N	 	 	 	 	 	 
61018	5	N	 	 	N	 	 	 	 	 	 
61019	1	Y	.0399999991059303	1	Y	0	 	1	5	11	5
61019	2	N	 	 	N	 	 	 	 	 	 
61019	3	N	 	 	N	 	 	 	 	 	 
61019	4	N	 	 	N	 	 	 	 	 	 
61019	5	N	 	 	N	 	 	 	 	 	 
61020	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
61020	2	N	 	 	N	 	 	 	 	 	 
61020	3	N	 	 	N	 	 	 	 	 	 
61020	4	N	 	 	N	 	 	 	 	 	 
61020	5	N	 	 	N	 	 	 	 	 	 
61021	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
61021	2	N	 	 	N	 	 	 	 	 	 
61021	3	N	 	 	N	 	 	 	 	 	 
61021	4	N	 	 	N	 	 	 	 	 	 
61021	5	N	 	 	N	 	 	 	 	 	 
61022	1	N	 	 	N	 	 	 	 	 	 
61022	2	N	 	 	N	 	 	 	 	 	 
61022	3	N	 	 	N	 	 	 	 	 	 
61022	4	N	 	 	N	 	 	 	 	 	 
61022	5	N	 	 	N	 	 	 	 	 	 
61023	1	Y	.100000001490116	1	N	 	 	 	 	 	 
61023	2	N	 	 	N	 	 	 	 	 	 
61023	3	N	 	 	N	 	 	 	 	 	 
61023	4	N	 	 	N	 	 	 	 	 	 
61023	5	N	 	 	N	 	 	 	 	 	 
61024	1	Y	.0500000007450581	1	Y	0	 	1.39999997615814	20	20	5
61024	2	N	 	 	N	 	 	 	 	 	 
61024	3	N	 	 	N	 	 	 	 	 	 
61024	4	N	 	 	N	 	 	 	 	 	 
61024	5	N	 	 	N	 	 	 	 	 	 
61025	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
61025	2	N	 	 	N	 	 	 	 	 	 
61025	3	N	 	 	N	 	 	 	 	 	 
61025	4	N	 	 	N	 	 	 	 	 	 
61025	5	N	 	 	N	 	 	 	 	 	 
61026	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
61026	2	N	 	 	N	 	 	 	 	 	 
61026	3	N	 	 	N	 	 	 	 	 	 
61026	4	N	 	 	N	 	 	 	 	 	 
61026	5	N	 	 	N	 	 	 	 	 	 
61027	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
61027	2	N	 	 	N	 	 	 	 	 	 
61027	3	N	 	 	N	 	 	 	 	 	 
61027	4	N	 	 	N	 	 	 	 	 	 
61027	5	N	 	 	N	 	 	 	 	 	 
61028	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
61028	2	N	 	 	N	 	 	 	 	 	 
61028	3	N	 	 	N	 	 	 	 	 	 
61028	4	N	 	 	N	 	 	 	 	 	 
61028	5	N	 	 	N	 	 	 	 	 	 
61029	1	Y	.0599999986588955	1	Y	0	 	3	5	5	1
61029	2	N	 	 	N	 	 	 	 	 	 
61029	3	N	 	 	N	 	 	 	 	 	 
61029	4	N	 	 	N	 	 	 	 	 	 
61029	5	N	 	 	N	 	 	 	 	 	 
61030	1	Y	.0500000007450581	1	Y	0	 	1	5	5	2
61030	2	N	 	 	N	 	 	 	 	 	 
61030	3	N	 	 	N	 	 	 	 	 	 
61030	4	N	 	 	N	 	 	 	 	 	 
61030	5	N	 	 	N	 	 	 	 	 	 
61031	1	Y	.0299999993294477	1	Y	0	 	1	11	11	88
61031	2	N	 	 	N	 	 	 	 	 	 
61031	3	N	 	 	Y	0	 	3	5	11	5
61031	4	N	 	 	N	 	 	 	 	 	 
61031	5	N	 	 	N	 	 	 	 	 	 
61032	1	Y	.0299999993294477	1	Y	0	 	1	5	11	5
61032	2	N	 	 	N	 	 	 	 	 	 
61032	3	N	 	 	N	 	 	 	 	 	 
61032	4	N	 	 	N	 	 	 	 	 	 
61032	5	N	 	 	N	 	 	 	 	 	 
61033	1	Y	.0199999995529652	1	Y	0	 	1.20000004768372	5	11	5
61033	2	N	 	 	N	 	 	 	 	 	 
61033	3	N	 	 	Y	0	 	1	5	11	5
61033	4	N	 	 	N	 	 	 	 	 	 
61033	5	N	 	 	N	 	 	 	 	 	 
61034	1	Y	.0299999993294477	1	Y	0	 	.300000011920929	5	11	5
61034	2	N	 	 	N	 	 	 	 	 	 
61034	3	N	 	 	N	 	 	 	 	 	 
61034	4	N	 	 	N	 	 	 	 	 	 
61034	5	N	 	 	N	 	 	 	 	 	 
61035	1	Y	.0299999993294477	1	Y	0	 	2	5	11	5
61035	2	N	 	 	N	 	 	 	 	 	 
61035	3	N	 	 	N	 	 	 	 	 	 
61035	4	N	 	 	N	 	 	 	 	 	 
61035	5	N	 	 	N	 	 	 	 	 	 
61036	1	Y	.0500000007450581	1	Y	0	 	.699999988079071	5	5	4
61036	2	N	 	 	N	 	 	 	 	 	 
61036	3	N	 	 	N	 	 	 	 	 	 
61036	4	N	 	 	N	 	 	 	 	 	 
61036	5	N	 	 	N	 	 	 	 	 	 
61037	1	Y	.0399999991059303	1	Y	0	 	.5	5	11	5
61037	2	N	 	 	N	 	 	 	 	 	 
61037	3	N	 	 	N	 	 	 	 	 	 
61037	4	N	 	 	N	 	 	 	 	 	 
61037	5	N	 	 	N	 	 	 	 	 	 
61038	1	Y	.0599999986588955	1	Y	0	 	3	5	5	1
61038	2	N	 	 	N	 	 	 	 	 	 
61038	3	N	 	 	N	 	 	 	 	 	 
61038	4	N	 	 	N	 	 	 	 	 	 
61038	5	N	 	 	N	 	 	 	 	 	 
61039	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
61039	2	N	 	 	N	 	 	 	 	 	 
61039	3	N	 	 	N	 	 	 	 	 	 
61039	4	N	 	 	N	 	 	 	 	 	 
61039	5	N	 	 	N	 	 	 	 	 	 
61040	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
61040	2	N	 	 	N	 	 	 	 	 	 
61040	3	N	 	 	N	 	 	 	 	 	 
61040	4	N	 	 	N	 	 	 	 	 	 
61040	5	N	 	 	N	 	 	 	 	 	 
61041	1	Y	.0500000007450581	1	Y	0	 	4	5	5	1
61041	2	N	 	 	N	 	 	 	 	 	 
61041	3	N	 	 	N	 	 	 	 	 	 
61041	4	N	 	 	N	 	 	 	 	 	 
61041	5	N	 	 	N	 	 	 	 	 	 
61042	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
61042	2	N	 	 	N	 	 	 	 	 	 
61042	3	N	 	 	N	 	 	 	 	 	 
61042	4	N	 	 	N	 	 	 	 	 	 
61042	5	N	 	 	N	 	 	 	 	 	 
61043	1	Y	.00999999977648258	1	Y	0	 	.800000011920929	5	11	5
61043	2	N	 	 	N	 	 	 	 	 	 
61043	3	N	 	 	N	 	 	 	 	 	 
61043	4	N	 	 	N	 	 	 	 	 	 
61043	5	N	 	 	N	 	 	 	 	 	 
61044	1	Y	.0199999995529652	1	Y	0	 	.400000005960464	10	10	4
61044	2	N	 	 	N	 	 	 	 	 	 
61044	3	N	 	 	N	 	 	 	 	 	 
61044	4	N	 	 	N	 	 	 	 	 	 
61044	5	N	 	 	N	 	 	 	 	 	 
61045	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
61045	2	N	 	 	N	 	 	 	 	 	 
61045	3	N	 	 	N	 	 	 	 	 	 
61045	4	N	 	 	N	 	 	 	 	 	 
61045	5	N	 	 	N	 	 	 	 	 	 
61046	1	Y	.0199999995529652	1	Y	0	 	.200000002980232	10	10	88
61046	2	N	 	 	N	 	 	 	 	 	 
61046	3	N	 	 	N	 	 	 	 	 	 
61046	4	N	 	 	N	 	 	 	 	 	 
61046	5	N	 	 	N	 	 	 	 	 	 
61047	1	Y	.0399999991059303	1	Y	0	 	.5	5	11	5
61047	2	N	 	 	N	 	 	 	 	 	 
61047	3	N	 	 	N	 	 	 	 	 	 
61047	4	N	 	 	N	 	 	 	 	 	 
61047	5	N	 	 	N	 	 	 	 	 	 
61048	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
61048	2	N	 	 	N	 	 	 	 	 	 
61048	3	N	 	 	N	 	 	 	 	 	 
61048	4	N	 	 	N	 	 	 	 	 	 
61048	5	N	 	 	N	 	 	 	 	 	 
61049	1	Y	.0199999995529652	1	Y	0	 	.200000002980232	5	11	5
61049	2	N	 	 	N	 	 	 	 	 	 
61049	3	N	 	 	N	 	 	 	 	 	 
61049	4	N	 	 	N	 	 	 	 	 	 
61049	5	N	 	 	N	 	 	 	 	 	 
61050	1	Y	.0399999991059303	1	Y	0	 	1.29999995231628	5	11	5
61050	2	N	 	 	N	 	 	 	 	 	 
61050	3	N	 	 	N	 	 	 	 	 	 
61050	4	N	 	 	N	 	 	 	 	 	 
61050	5	N	 	 	N	 	 	 	 	 	 
71001	1	Y	.0399999991059303	1	Y	0	 	1.5	5	5	4
71001	2	N	 	 	N	 	 	 	 	 	 
71001	3	N	 	 	Y	0	 	1	5	5	4
71001	4	N	 	 	N	 	 	 	 	 	 
71001	5	N	 	 	N	 	 	 	 	 	 
71002	1	Y	.0500000007450581	1	N	 	 	 	 	 	 
71002	2	N	 	 	N	 	 	 	 	 	 
71002	3	N	 	 	N	 	 	 	 	 	 
71002	4	N	 	 	N	 	 	 	 	 	 
71002	5	N	 	 	N	 	 	 	 	 	 
71003	1	N	 	 	N	 	 	 	 	 	 
71003	2	N	 	 	N	 	 	 	 	 	 
71003	3	N	 	 	N	 	 	 	 	 	 
71003	4	N	 	 	N	 	 	 	 	 	 
71003	5	N	 	 	N	 	 	 	 	 	 
71004	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
71004	2	N	 	 	N	 	 	 	 	 	 
71004	3	N	 	 	N	 	 	 	 	 	 
71004	4	N	 	 	N	 	 	 	 	 	 
71004	5	N	 	 	N	 	 	 	 	 	 
71005	1	Y	.0500000007450581	1	Y	0	 	2	5	5	2
71005	2	N	 	 	N	 	 	 	 	 	 
71005	3	N	 	 	N	 	 	 	 	 	 
71005	4	N	 	 	Y	 	 	2	5	5	2
71005	5	N	 	 	N	 	 	 	 	 	 
71006	1	Y	.0299999993294477	1	Y	0	 	1	5	11	5
71006	2	N	 	 	N	 	 	 	 	 	 
71006	3	N	 	 	N	 	 	 	 	 	 
71006	4	N	 	 	N	 	 	 	 	 	 
71006	5	N	 	 	N	 	 	 	 	 	 
71007	1	Y	.0399999991059303	1	N	 	 	 	 	 	 
71007	2	N	 	 	N	 	 	 	 	 	 
71007	3	N	 	 	N	 	 	 	 	 	 
71007	4	N	 	 	N	 	 	 	 	 	 
71007	5	N	 	 	N	 	 	 	 	 	 
71008	1	Y	.00999999977648258	1	Y	0	 	.5	5	11	5
71008	2	N	 	 	N	 	 	 	 	 	 
71008	3	N	 	 	N	 	 	 	 	 	 
71008	4	N	 	 	N	 	 	 	 	 	 
71008	5	N	 	 	N	 	 	 	 	 	 
71009	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
71009	2	N	 	 	N	 	 	 	 	 	 
71009	3	N	 	 	N	 	 	 	 	 	 
71009	4	N	 	 	N	 	 	 	 	 	 
71009	5	N	 	 	N	 	 	 	 	 	 
71010	1	Y	.150000005960464	1	Y	0	 	1	10	11	2
71010	2	N	 	 	N	 	 	 	 	 	 
71010	3	N	 	 	N	 	 	 	 	 	 
71010	4	N	 	 	N	 	 	 	 	 	 
71010	5	N	 	 	N	 	 	 	 	 	 
71011	1	Y	.0299999993294477	1	Y	0	 	.5	5	5	5
71011	2	N	 	 	N	 	 	 	 	 	 
71011	3	N	 	 	N	 	 	 	 	 	 
71011	4	N	 	 	N	 	 	 	 	 	 
71011	5	N	 	 	N	 	 	 	 	 	 
71012	1	Y	.0599999986588955	1	Y	0	 	4.19999980926514	5	5	3
71012	2	N	 	 	N	 	 	 	 	 	 
71012	3	N	 	 	N	 	 	 	 	 	 
71012	4	N	 	 	N	 	 	 	 	 	 
71012	5	N	 	 	N	 	 	 	 	 	 
71013	1	Y	.0199999995529652	1	Y	0	 	.699999988079071	5	5	5
71013	2	N	 	 	N	 	 	 	 	 	 
71013	3	N	 	 	N	 	 	 	 	 	 
71013	4	N	 	 	N	 	 	 	 	 	 
71013	5	N	 	 	N	 	 	 	 	 	 
71014	1	Y	.0299999993294477	1	Y	0	 	.349999994039536	5	11	5
71014	2	N	 	 	N	 	 	 	 	 	 
71014	3	N	 	 	N	 	 	 	 	 	 
71014	4	N	 	 	N	 	 	 	 	 	 
71014	5	N	 	 	N	 	 	 	 	 	 
71015	1	Y	.00999999977648258	1	Y	0	 	2	5	11	5
71015	2	N	 	 	N	 	 	 	 	 	 
71015	3	N	 	 	N	 	 	 	 	 	 
71015	4	N	 	 	Y	 	 	2	5	11	5
71015	5	N	 	 	N	 	 	 	 	 	 
71016	1	Y	.0500000007450581	1	Y	0	 	.5	5	5	4
71016	2	N	 	 	N	 	 	 	 	 	 
71016	3	N	 	 	Y	0	 	6	5	5	2
71016	4	N	 	 	N	 	 	 	 	 	 
71016	5	N	 	 	N	 	 	 	 	 	 
71017	1	Y	.0500000007450581	1	Y	0	 	.730000019073486	5	5	4
71017	2	N	 	 	N	 	 	 	 	 	 
71017	3	N	 	 	N	 	 	 	 	 	 
71017	4	N	 	 	N	 	 	 	 	 	 
71017	5	N	 	 	N	 	 	 	 	 	 
71018	1	Y	.100000001490116	1	Y	0	 	2	5	5	4
71018	2	N	 	 	N	 	 	 	 	 	 
71018	3	N	 	 	N	 	 	 	 	 	 
71018	4	N	 	 	N	 	 	 	 	 	 
71018	5	N	 	 	N	 	 	 	 	 	 
71019	1	N	 	 	Y	.0199999995529652	20	1	5	88	88
71019	2	Y	.00999999977648258	1	N	 	 	 	 	 	 
71019	3	N	 	 	N	 	 	 	 	 	 
71019	4	N	 	 	N	 	 	 	 	 	 
71019	5	N	 	 	N	 	 	 	 	 	 
71020	1	Y	.0299999993294477	1	Y	0	 	1	5	11	5
71020	2	N	 	 	N	 	 	 	 	 	 
71020	3	N	 	 	N	 	 	 	 	 	 
71020	4	N	 	 	N	 	 	 	 	 	 
71020	5	N	 	 	N	 	 	 	 	 	 
71021	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
71021	2	N	 	 	N	 	 	 	 	 	 
71021	3	N	 	 	N	 	 	 	 	 	 
71021	4	N	 	 	N	 	 	 	 	 	 
71021	5	N	 	 	N	 	 	 	 	 	 
71022	1	Y	.0299999993294477	1	N	 	 	 	 	 	 
71022	2	N	 	 	N	 	 	 	 	 	 
71022	3	N	 	 	N	 	 	 	 	 	 
71022	4	N	 	 	N	 	 	 	 	 	 
71022	5	N	 	 	N	 	 	 	 	 	 
71023	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
71023	2	N	 	 	N	 	 	 	 	 	 
71023	3	N	 	 	N	 	 	 	 	 	 
71023	4	N	 	 	N	 	 	 	 	 	 
71023	5	N	 	 	N	 	 	 	 	 	 
71024	1	Y	.0199999995529652	1	Y	0	 	1.29999995231628	20	20	5
71024	2	N	 	 	N	 	 	 	 	 	 
71024	3	N	 	 	N	 	 	 	 	 	 
71024	4	N	 	 	N	 	 	 	 	 	 
71024	5	N	 	 	N	 	 	 	 	 	 
71025	1	Y	.0199999995529652	1	Y	0	 	.5	5	5	1
71025	2	N	 	 	N	 	 	 	 	 	 
71025	3	N	 	 	Y	0	 	2	5	5	1
71025	4	N	 	 	N	 	 	 	 	 	 
71025	5	N	 	 	N	 	 	 	 	 	 
71026	1	Y	.0199999995529652	1	Y	0	 	.5	5	5	5
71026	2	N	 	 	N	 	 	 	 	 	 
71026	3	N	 	 	N	 	 	 	 	 	 
71026	4	N	 	 	Y	 	 	2	5	11	5
71026	5	N	 	 	N	 	 	 	 	 	 
71027	1	Y	.0299999993294477	1	Y	0	 	2.5	5	5	3
71027	2	N	 	 	N	 	 	 	 	 	 
71027	3	N	 	 	N	 	 	 	 	 	 
71027	4	N	 	 	Y	 	 	1.5	5	5	4
71027	5	N	 	 	N	 	 	 	 	 	 
71028	1	Y	.00999999977648258	1	N	 	 	 	 	 	 
71028	2	N	 	 	N	 	 	 	 	 	 
71028	3	N	 	 	N	 	 	 	 	 	 
71028	4	N	 	 	N	 	 	 	 	 	 
71028	5	N	 	 	N	 	 	 	 	 	 
71030	1	Y	.0199999995529652	1	N	 	 	 	 	 	 
71030	2	N	 	 	N	 	 	 	 	 	 
71030	3	N	 	 	N	 	 	 	 	 	 
71030	4	N	 	 	N	 	 	 	 	 	 
71030	5	N	 	 	N	 	 	 	 	 	 
71031	1	Y	.0500000007450581	1	Y	0	 	2	5	5	2
71031	2	N	 	 	N	 	 	 	 	 	 
71031	3	N	 	 	N	 	 	 	 	 	 
71031	4	N	 	 	N	 	 	 	 	 	 
71031	5	N	 	 	N	 	 	 	 	 	 
71032	1	Y	.180000007152557	1	Y	0	 	.699999988079071	10	11	5
71032	2	N	 	 	N	 	 	 	 	 	 
