CHILDCODE	NONFODR4	SPYRR4
201011	4	1000
201012	1	1500
201012	2	2000
201012	3	0
201012	4	1200
201013	1	2000
201013	2	1000
201013	3	0
201013	4	1000
201014	1	2000
201014	2	4000
201014	3	0
201014	4	0
201015	1	5000
201015	2	3000
201015	3	0
201015	4	0
201016	1	3000
201016	2	1200
201016	3	0
201016	4	0
201017	1	2000
201017	2	1500
201017	3	3000
201017	4	2000
201018	1	5000
201018	2	1000
201018	3	1000
201018	4	1000
201019	1	0
201019	2	12000
201019	3	4000
201019	4	0
201020	1	2000
201020	2	2000
201020	3	0
201020	4	1300
201021	1	6000
201021	2	5000
201021	3	600
201021	4	0
201022	1	0
201022	2	4000
201022	3	1500
201022	4	0
201023	1	3000
201023	2	3000
201023	3	0
201023	4	1500
201024	1	2000
201024	2	1300
201024	3	0
201024	4	0
201025	1	12000
201025	2	16000
201025	3	600
201025	4	1000
201026	1	0
201026	2	1000
201026	3	0
201026	4	0
201027	1	8000
201027	2	3000
201027	3	0
201027	4	6000
201028	1	2000
201028	2	2000
201028	3	4000
201028	4	2000
201029	1	2600
201029	2	1600
201029	3	1200
201029	4	600
201030	1	5000
201030	2	2000
201030	3	3000
201030	4	1000
201032	1	2500
201032	2	800
201032	3	0
201032	4	0
201033	1	4000
201033	2	1800
201033	3	0
201033	4	1600
201034	1	2200
201034	2	2000
201034	3	1000
201034	4	0
201036	1	7000
201036	2	3000
201036	3	5000
201036	4	10000
201037	1	5500
201037	2	4000
201037	3	0
201037	4	0
201038	1	2000
201038	2	2000
201038	3	2500
201038	4	3000
201039	1	9000
201039	2	6000
201039	3	0
201039	4	2000
201040	1	6000
201040	2	6000
201040	3	0
201040	4	0
201041	1	6000
201041	2	1500
201041	3	0
201041	4	0
201042	1	800
201042	2	1500
201042	3	500
201042	4	1200
201044	1	5600
201044	2	4000
201044	3	0
201044	4	0
201045	1	5000
201045	2	6000
201045	3	2000
201045	4	1000
201046	1	1000
201046	2	500
201046	3	500
201046	4	500
201047	1	2500
201047	2	3000
201047	3	2000
201047	4	3000
201048	1	10000
201048	2	6000
201048	3	0
201048	4	2000
201049	1	2000
201049	2	1500
201049	3	1500
201049	4	2000
201050	1	3000
201050	2	4000
201050	3	0
201050	4	1200
201051	1	5000
201051	2	10000
201051	3	4000
201051	4	2000
