CHILDCODE	ASSTIDR4	ASSETR4	TOTASSR4	ASACTR4	NMOWNR4	VLASTR4	CHDSASR4
61049	1	24	1	23	1	10000	0
61049	2	23	5	23	5	1500	0
61049	3	1	3	11	3	350	0
61049	4	5	1	11	1	250	0
61049	5	88	 	 	 	 	 
61049	6	88	 	 	 	 	 
61050	1	 	 	 	 	 	 
61050	2	 	 	 	 	 	 
61050	3	 	 	 	 	 	 
61050	4	 	 	 	 	 	 
61050	5	 	 	 	 	 	 
61050	6	 	 	 	 	 	 
61052	1	 	 	 	 	 	 
61052	2	 	 	 	 	 	 
61052	3	 	 	 	 	 	 
61052	4	 	 	 	 	 	 
61052	5	 	 	 	 	 	 
61052	6	 	 	 	 	 	 
61055	1	 	 	 	 	 	 
61055	2	 	 	 	 	 	 
61055	3	 	 	 	 	 	 
61055	4	 	 	 	 	 	 
61055	5	 	 	 	 	 	 
61055	6	 	 	 	 	 	 
61056	1	1	5	11	5	600	0
61056	2	3	1	11	1	300	0
61056	3	88	 	 	 	 	 
61056	4	88	 	 	 	 	 
61056	5	88	 	 	 	 	 
61056	6	88	 	 	 	 	 
61057	1	1	6	11	5	870	0
61057	2	25	1	11	1	3200	0
61057	3	40	1	26	1	16300	0
61057	4	88	 	 	 	 	 
61057	5	88	 	 	 	 	 
61057	6	88	 	 	 	 	 
61076	1	 	 	 	 	 	 
61076	2	 	 	 	 	 	 
61076	3	 	 	 	 	 	 
61076	4	 	 	 	 	 	 
61076	5	 	 	 	 	 	 
61076	6	 	 	 	 	 	 
61079	1	8	3	26	3	440	0
61079	2	40	1	26	1	4570	0
61079	3	13	3	7	3	260	0
61079	4	25	1	7	1	4500	0
61079	5	88	 	 	 	 	 
61079	6	88	 	 	 	 	 
61104	1	 	 	 	 	 	 
61104	2	 	 	 	 	 	 
61104	3	 	 	 	 	 	 
61104	4	 	 	 	 	 	 
61104	5	 	 	 	 	 	 
61104	6	 	 	 	 	 	 
71001	1	 	 	 	 	 	 
71001	2	 	 	 	 	 	 
71001	3	 	 	 	 	 	 
71001	4	 	 	 	 	 	 
71001	5	 	 	 	 	 	 
71001	6	 	 	 	 	 	 
71002	1	 	 	 	 	 	 
71002	2	 	 	 	 	 	 
71002	3	 	 	 	 	 	 
71002	4	 	 	 	 	 	 
71002	5	 	 	 	 	 	 
71002	6	 	 	 	 	 	 
71003	1	 	 	 	 	 	 
71003	2	 	 	 	 	 	 
71003	3	 	 	 	 	 	 
71003	4	 	 	 	 	 	 
71003	5	 	 	 	 	 	 
71003	6	 	 	 	 	 	 
71004	1	25	2	26	2	160	0
71004	2	5	2	26	2	40	0
71004	3	88	 	 	 	 	 
71004	4	88	 	 	 	 	 
71004	5	88	 	 	 	 	 
71004	6	88	 	 	 	 	 
71005	1	 	 	 	 	 	 
71005	2	 	 	 	 	 	 
71005	3	 	 	 	 	 	 
71005	4	 	 	 	 	 	 
71005	5	 	 	 	 	 	 
71005	6	 	 	 	 	 	 
71006	1	 	 	 	 	 	 
71006	2	 	 	 	 	 	 
71006	3	 	 	 	 	 	 
71006	4	 	 	 	 	 	 
71006	5	 	 	 	 	 	 
71006	6	 	 	 	 	 	 
71007	1	3	2	11	2	10000	0
71007	2	8	2	11	2	5000	0
71007	3	88	 	 	 	 	 
71007	4	88	 	 	 	 	 
71007	5	88	 	 	 	 	 
71007	6	88	 	 	 	 	 
71008	1	40	1	26	1	2500	0
71008	2	88	 	 	 	 	 
71008	3	88	 	 	 	 	 
71008	4	88	 	 	 	 	 
71008	5	88	 	 	 	 	 
71008	6	88	 	 	 	 	 
71009	1	 	 	 	 	 	 
71009	2	 	 	 	 	 	 
71009	3	 	 	 	 	 	 
71009	4	 	 	 	 	 	 
71009	5	 	 	 	 	 	 
71009	6	 	 	 	 	 	 
71010	1	 	 	 	 	 	 
71010	2	 	 	 	 	 	 
71010	3	 	 	 	 	 	 
71010	4	 	 	 	 	 	 
71010	5	 	 	 	 	 	 
71010	6	 	 	 	 	 	 
71011	1	3	1	11	0	 	 
71011	2	5	1	11	0	 	 
71011	3	88	 	 	 	 	 
71011	4	88	 	 	 	 	 
71011	5	88	 	 	 	 	 
71011	6	88	 	 	 	 	 
71013	1	 	 	 	 	 	 
71013	2	 	 	 	 	 	 
71013	3	 	 	 	 	 	 
71013	4	 	 	 	 	 	 
71013	5	 	 	 	 	 	 
71013	6	 	 	 	 	 	 
71015	1	5	2	11	2	15300	0
71015	2	3	1	11	1	1500	0
71015	3	8	1	11	1	500	0
71015	4	1	3	11	3	320	0
71015	5	88	 	 	 	 	 
71015	6	88	 	 	 	 	 
71019	1	3	1	11	1	6000	0
71019	2	1	3	11	3	150	0
71019	3	5	3	11	3	15000	0
71019	4	88	 	 	 	 	 
71019	5	88	 	 	 	 	 
71019	6	88	 	 	 	 	 
71020	1	3	1	11	1	3000	0
71020	2	30	1	30	1	6000	0
71020	3	1	1	11	1	80	0
71020	4	88	 	 	 	 	 
71020	5	88	 	 	 	 	 
71020	6	88	 	 	 	 	 
71021	1	 	 	 	 	 	 
71021	2	 	 	 	 	 	 
71021	3	 	 	 	 	 	 
71021	4	 	 	 	 	 	 
71021	5	 	 	 	 	 	 
71021	6	 	 	 	 	 	 
71023	1	5	2	11	2	7000	0
71023	2	3	1	11	1	1000	0
71023	3	8	1	11	1	150	0
71023	4	1	1	11	1	50	0
71023	5	88	 	 	 	 	 
71023	6	88	 	 	 	 	 
71024	1	24	1	23	1	1200000	1
71024	2	5	5	11	5	100000	1
71024	3	3	3	11	3	12000	1
71024	4	25	1	23	1	15000	0
71024	5	1	10	11	10	500	0
71024	6	88	 	 	 	 	 
71025	1	 	 	 	 	 	 
71025	2	 	 	 	 	 	 
71025	3	 	 	 	 	 	 
71025	4	 	 	 	 	 	 
71025	5	 	 	 	 	 	 
71025	6	 	 	 	 	 	 
71026	1	13	10	14	10	1500	0
71026	2	88	 	 	 	 	 
71026	3	88	 	 	 	 	 
71026	4	88	 	 	 	 	 
71026	5	88	 	 	 	 	 
71026	6	88	 	 	 	 	 
71027	1	1	-77	11	-77	 	 
71027	2	88	 	 	 	 	 
71027	3	88	 	 	 	 	 
71027	4	88	 	 	 	 	 
71027	5	88	 	 	 	 	 
71027	6	88	 	 	 	 	 
71028	1	 	 	 	 	 	 
71028	2	 	 	 	 	 	 
71028	3	 	 	 	 	 	 
71028	4	 	 	 	 	 	 
71028	5	 	 	 	 	 	 
71028	6	 	 	 	 	 	 
71031	1	 	 	 	 	 	 
71031	2	 	 	 	 	 	 
71031	3	 	 	 	 	 	 
71031	4	 	 	 	 	 	 
71031	5	 	 	 	 	 	 
71031	6	 	 	 	 	 	 
71032	1	5	2	11	2	2000	0
71032	2	1	2	11	1	50	0
71032	3	40	2	7	2	35	0
71032	4	88	 	 	 	 	 
71032	5	88	 	 	 	 	 
71032	6	88	 	 	 	 	 
71033	1	 	 	 	 	 	 
71033	2	 	 	 	 	 	 
71033	3	 	 	 	 	 	 
71033	4	 	 	 	 	 	 
71033	5	 	 	 	 	 	 
71033	6	 	 	 	 	 	 
71034	1	40	25	23	25	2000	0
71034	2	24	1	23	1	500	0
71034	3	88	 	 	 	 	 
71034	4	88	 	 	 	 	 
71034	5	88	 	 	 	 	 
71034	6	88	 	 	 	 	 
71035	1	5	1	11	1	10000	0
71035	2	3	2	11	2	12000	0
71035	3	8	1	11	1	200	0
71035	4	1	1	11	1	50	0
71035	5	88	 	 	 	 	 
71035	6	88	 	 	 	 	 
71036	1	5	2	26	2	6000	0
71036	2	88	 	 	 	 	 
71036	3	88	 	 	 	 	 
71036	4	88	 	 	 	 	 
71036	5	88	 	 	 	 	 
71036	6	88	 	 	 	 	 
71037	1	25	2	28	2	50000	1
71037	2	40	2	28	2	20000	1
71037	3	3	1	11	1	6000	1
71037	4	3	1	11	1	4000	1
71037	5	88	 	 	 	 	 
71037	6	88	 	 	 	 	 
71038	1	 	 	 	 	 	 
71038	2	 	 	 	 	 	 
71038	3	 	 	 	 	 	 
71038	4	 	 	 	 	 	 
71038	5	 	 	 	 	 	 
71038	6	 	 	 	 	 	 
71039	1	5	2	11	2	7700	0
71039	2	3	1	11	1	4000	0
71039	3	8	2	11	2	500	0
71039	4	1	2	11	2	60	0
71039	5	88	 	 	 	 	 
71039	6	88	 	 	 	 	 
71041	1	5	1	11	1	4000	1
71041	2	3	1	11	1	2000	1
71041	3	88	 	 	 	 	 
71041	4	88	 	 	 	 	 
71041	5	88	 	 	 	 	 
71041	6	88	 	 	 	 	 
71042	1	 	 	 	 	 	 
71042	2	 	 	 	 	 	 
71042	3	 	 	 	 	 	 
71042	4	 	 	 	 	 	 
71042	5	 	 	 	 	 	 
71042	6	 	 	 	 	 	 
71043	1	3	1	11	0	 	 
71043	2	5	1	11	1	4000	0
71043	3	88	 	 	 	 	 
71043	4	88	 	 	 	 	 
71043	5	88	 	 	 	 	 
71043	6	88	 	 	 	 	 
71044	1	3	1	11	1	2000	0
71044	2	5	1	11	1	1000	0
71044	3	2	1	11	1	500	0
71044	4	1	2	11	2	50	0
71044	5	88	 	 	 	 	 
71044	6	88	 	 	 	 	 
71045	1	3	0	11	1	300	0
71045	2	1	0	11	2	120	0
71045	3	88	 	 	 	 	 
71045	4	88	 	 	 	 	 
71045	5	88	 	 	 	 	 
71045	6	88	 	 	 	 	 
71046	1	1	2	11	0	 	 
71046	2	88	 	 	 	 	 
71046	3	88	 	 	 	 	 
71046	4	88	 	 	 	 	 
71046	5	88	 	 	 	 	 
71046	6	88	 	 	 	 	 
71047	1	3	1	11	1	500	1
71047	2	5	1	11	1	400	0
71047	3	1	2	11	1	50	0
71047	4	88	 	 	 	 	 
71047	5	88	 	 	 	 	 
71047	6	88	 	 	 	 	 
71048	1	 	 	 	 	 	 
71048	2	 	 	 	 	 	 
71048	3	 	 	 	 	 	 
71048	4	 	 	 	 	 	 
71048	5	 	 	 	 	 	 
71048	6	 	 	 	 	 	 
71049	1	5	1	11	1	100	0
71049	2	88	 	 	 	 	 
71049	3	88	 	 	 	 	 
71049	4	88	 	 	 	 	 
71049	5	88	 	 	 	 	 
71049	6	88	 	 	 	 	 
71073	1	3	1	11	1	3000	0
71073	2	88	 	 	 	 	 
71073	3	88	 	 	 	 	 
71073	4	88	 	 	 	 	 
71073	5	88	 	 	 	 	 
71073	6	88	 	 	 	 	 
71091	1	 	 	 	 	 	 
71091	2	 	 	 	 	 	 
71091	3	 	 	 	 	 	 
71091	4	 	 	 	 	 	 
71091	5	 	 	 	 	 	 
71091	6	 	 	 	 	 	 
71097	1	5	1	11	1	4000	0
71097	2	88	 	 	 	 	 
71097	3	88	 	 	 	 	 
71097	4	88	 	 	 	 	 
71097	5	88	 	 	 	 	 
71097	6	88	 	 	 	 	 
71112	1	25	1	24	0	 	 
71112	2	3	1	11	1	3000	0
71112	3	1	3	11	0	 	 
71112	4	21	1	21	0	 	 
71112	5	88	 	 	 	 	 
71112	6	88	 	 	 	 	 
71120	1	 	 	 	 	 	 
71120	2	 	 	 	 	 	 
71120	3	 	 	 	 	 	 
71120	4	 	 	 	 	 	 
71120	5	 	 	 	 	 	 
71120	6	 	 	 	 	 	 
71121	1	 	 	 	 	 	 
71121	2	 	 	 	 	 	 
71121	3	 	 	 	 	 	 
71121	4	 	 	 	 	 	 
71121	5	 	 	 	 	 	 
71121	6	 	 	 	 	 	 
81001	1	40	1	5	1	6000	0
81001	2	40	1	5	1	500	0
81001	3	88	 	 	 	 	 
81001	4	88	 	 	 	 	 
81001	5	88	 	 	 	 	 
81001	6	88	 	 	 	 	 
81003	1	 	 	 	 	 	 
81003	2	 	 	 	 	 	 
81003	3	 	 	 	 	 	 
81003	4	 	 	 	 	 	 
81003	5	 	 	 	 	 	 
81003	6	 	 	 	 	 	 
81004	1	13	5	7	5	680	0
81004	2	1	7	11	7	1200	0
81004	3	25	1	10	1	8000	0
81004	4	88	 	 	 	 	 
81004	5	88	 	 	 	 	 
81004	6	88	 	 	 	 	 
81005	1	13	4	7	4	350	0
81005	2	25	1	7	1	6500	0
81005	3	88	 	 	 	 	 
81005	4	88	 	 	 	 	 
81005	5	88	 	 	 	 	 
81005	6	88	 	 	 	 	 
81006	1	40	2	11	2	6000	1
81006	2	1	5	11	5	500	0
81006	3	88	 	 	 	 	 
81006	4	88	 	 	 	 	 
81006	5	88	 	 	 	 	 
81006	6	88	 	 	 	 	 
81007	1	40	5	11	5	0	0
81007	2	40	1	11	1	4000	1
81007	3	1	10	11	10	200	0
81007	4	3	2	11	2	200	0
81007	5	88	 	 	 	 	 
81007	6	88	 	 	 	 	 
81008	1	1	5	11	5	100	0
81008	2	88	 	 	 	 	 
81008	3	88	 	 	 	 	 
81008	4	88	 	 	 	 	 
81008	5	88	 	 	 	 	 
81008	6	88	 	 	 	 	 
81009	1	 	 	 	 	 	 
81009	2	 	 	 	 	 	 
81009	3	 	 	 	 	 	 
81009	4	 	 	 	 	 	 
81009	5	 	 	 	 	 	 
81009	6	 	 	 	 	 	 
81010	1	 	 	 	 	 	 
81010	2	 	 	 	 	 	 
81010	3	 	 	 	 	 	 
81010	4	 	 	 	 	 	 
81010	5	 	 	 	 	 	 
81010	6	 	 	 	 	 	 
81011	1	 	 	 	 	 	 
81011	2	 	 	 	 	 	 
81011	3	 	 	 	 	 	 
81011	4	 	 	 	 	 	 
81011	5	 	 	 	 	 	 
81011	6	 	 	 	 	 	 
81012	1	 	 	 	 	 	 
81012	2	 	 	 	 	 	 
81012	3	 	 	 	 	 	 
81012	4	 	 	 	 	 	 
81012	5	 	 	 	 	 	 
81012	6	 	 	 	 	 	 
81013	1	25	2	7	2	8000	0
81013	2	13	5	7	5	850	0
81013	3	1	7	11	7	500	0
81013	4	88	 	 	 	 	 
81013	5	88	 	 	 	 	 
81013	6	88	 	 	 	 	 
81017	1	 	 	 	 	 	 
81017	2	 	 	 	 	 	 
81017	3	 	 	 	 	 	 
81017	4	 	 	 	 	 	 
81017	5	 	 	 	 	 	 
81017	6	 	 	 	 	 	 
81018	1	 	 	 	 	 	 
81018	2	 	 	 	 	 	 
81018	3	 	 	 	 	 	 
81018	4	 	 	 	 	 	 
81018	5	 	 	 	 	 	 
81018	6	 	 	 	 	 	 
81019	1	25	1	10	1	8500	0
81019	2	13	5	7	5	650	0
81019	3	1	3	11	3	250	0
81019	4	88	 	 	 	 	 
81019	5	88	 	 	 	 	 
81019	6	88	 	 	 	 	 
81020	1	 	 	 	 	 	 
81020	2	 	 	 	 	 	 
81020	3	 	 	 	 	 	 
81020	4	 	 	 	 	 	 
81020	5	 	 	 	 	 	 
81020	6	 	 	 	 	 	 
81021	1	 	 	 	 	 	 
81021	2	 	 	 	 	 	 
81021	3	 	 	 	 	 	 
81021	4	 	 	 	 	 	 
81021	5	 	 	 	 	 	 
81021	6	 	 	 	 	 	 
81022	1	 	 	 	 	 	 
81022	2	 	 	 	 	 	 
81022	3	 	 	 	 	 	 
81022	4	 	 	 	 	 	 
81022	5	 	 	 	 	 	 
81022	6	 	 	 	 	 	 
81023	1	 	 	 	 	 	 
81023	2	 	 	 	 	 	 
81023	3	 	 	 	 	 	 
81023	4	 	 	 	 	 	 
81023	5	 	 	 	 	 	 
81023	6	 	 	 	 	 	 
81024	1	 	 	 	 	 	 
81024	2	 	 	 	 	 	 
81024	3	 	 	 	 	 	 
81024	4	 	 	 	 	 	 
81024	5	 	 	 	 	 	 
81024	6	 	 	 	 	 	 
81025	1	1	3	11	3	50	0
81025	2	77	 	 	 	 	 
81025	3	88	 	 	 	 	 
81025	4	88	 	 	 	 	 
81025	5	88	 	 	 	 	 
81025	6	88	 	 	 	 	 
81026	1	 	 	 	 	 	 
81026	2	 	 	 	 	 	 
81026	3	 	 	 	 	 	 
81026	4	 	 	 	 	 	 
81026	5	 	 	 	 	 	 
81026	6	 	 	 	 	 	 
81028	1	1	8	11	8	377	0
81028	2	25	1	26	1	1900	1
81028	3	88	 	 	 	 	 
81028	4	88	 	 	 	 	 
81028	5	88	 	 	 	 	 
81028	6	88	 	 	 	 	 
81029	1	40	3	11	3	600000	0
81029	2	30	1	30	1	50000	0
81029	3	88	 	 	 	 	 
81029	4	88	 	 	 	 	 
81029	5	88	 	 	 	 	 
81029	6	88	 	 	 	 	 
81030	1	8	4	11	4	200	1
81030	2	88	 	 	 	 	 
81030	3	88	 	 	 	 	 
81030	4	88	 	 	 	 	 
81030	5	88	 	 	 	 	 
81030	6	88	 	 	 	 	 
81031	1	1	6	11	6	400	1
81031	2	88	 	 	 	 	 
81031	3	88	 	 	 	 	 
81031	4	88	 	 	 	 	 
81031	5	88	 	 	 	 	 
81031	6	88	 	 	 	 	 
81032	1	 	 	 	 	 	 
81032	2	 	 	 	 	 	 
81032	3	 	 	 	 	 	 
81032	4	 	 	 	 	 	 
81032	5	 	 	 	 	 	 
81032	6	 	 	 	 	 	 
81034	1	25	3	12	3	19000	0
81034	2	23	2	12	2	5000	0
81034	3	1	5	11	5	750	0
81034	4	88	 	 	 	 	 
81034	5	88	 	 	 	 	 
81034	6	88	 	 	 	 	 
81035	1	 	 	 	 	 	 
81035	2	 	 	 	 	 	 
81035	3	 	 	 	 	 	 
81035	4	 	 	 	 	 	 
81035	5	 	 	 	 	 	 
81035	6	 	 	 	 	 	 
81036	1	25	1	7	1	18000	0
81036	2	14	4	7	4	1200	0
81036	3	3	1	11	1	200	0
81036	4	88	 	 	 	 	 
81036	5	88	 	 	 	 	 
81036	6	88	 	 	 	 	 
81038	1	14	6	9	6	50000	0
81038	2	15	60	12	60	3000	0
81038	3	88	 	 	 	 	 
81038	4	88	 	 	 	 	 
81038	5	88	 	 	 	 	 
81038	6	88	 	 	 	 	 
81039	1	1	9	11	9	270	0
81039	2	25	1	10	1	9000	0
81039	3	88	 	 	 	 	 
81039	4	88	 	 	 	 	 
81039	5	88	 	 	 	 	 
81039	6	88	 	 	 	 	 
81041	1	1	0	11	4	150	0
81041	2	15	0	12	17	380	0
81041	3	25	0	10	1	3500	0
81041	4	88	 	 	 	 	 
81041	5	88	 	 	 	 	 
81041	6	88	 	 	 	 	 
81042	1	25	1	7	1	8000	0
81042	2	1	5	11	5	700	0
81042	3	88	 	 	 	 	 
81042	4	88	 	 	 	 	 
81042	5	88	 	 	 	 	 
81042	6	88	 	 	 	 	 
81043	1	 	 	 	 	 	 
81043	2	 	 	 	 	 	 
81043	3	 	 	 	 	 	 
81043	4	 	 	 	 	 	 
81043	5	 	 	 	 	 	 
81043	6	 	 	 	 	 	 
81045	1	24	1	23	0	 	 
81045	2	88	 	 	 	 	 
81045	3	88	 	 	 	 	 
81045	4	88	 	 	 	 	 
81045	5	88	 	 	 	 	 
81045	6	88	 	 	 	 	 
81046	1	 	 	 	 	 	 
81046	2	 	 	 	 	 	 
81046	3	 	 	 	 	 	 
81046	4	 	 	 	 	 	 
81046	5	 	 	 	 	 	 
81046	6	 	 	 	 	 	 
81047	1	 	 	 	 	 	 
81047	2	 	 	 	 	 	 
81047	3	 	 	 	 	 	 
81047	4	 	 	 	 	 	 
81047	5	 	 	 	 	 	 
81047	6	 	 	 	 	 	 
81049	1	 	 	 	 	 	 
81049	2	 	 	 	 	 	 
81049	3	 	 	 	 	 	 
81049	4	 	 	 	 	 	 
81049	5	 	 	 	 	 	 
81049	6	 	 	 	 	 	 
81050	1	 	 	 	 	 	 
81050	2	 	 	 	 	 	 
81050	3	 	 	 	 	 	 
81050	4	 	 	 	 	 	 
81050	5	 	 	 	 	 	 
81050	6	 	 	 	 	 	 
81073	1	1	5	11	5	650	0
81073	2	13	7	7	7	1200	0
81073	3	25	1	7	1	500	0
81073	4	88	 	 	 	 	 
81073	5	88	 	 	 	 	 
81073	6	88	 	 	 	 	 
81092	1	25	2	10	2	21000	0
81092	2	9	5	2	5	4500	0
81092	3	88	 	 	 	 	 
81092	4	88	 	 	 	 	 
81092	5	88	 	 	 	 	 
81092	6	88	 	 	 	 	 
81105	1	 	 	 	 	 	 
81105	2	 	 	 	 	 	 
81105	3	 	 	 	 	 	 
81105	4	 	 	 	 	 	 
81105	5	 	 	 	 	 	 
81105	6	 	 	 	 	 	 
81108	1	1	4	11	4	210	0
81108	2	88	 	 	 	 	 
81108	3	88	 	 	 	 	 
81108	4	88	 	 	 	 	 
81108	5	88	 	 	 	 	 
81108	6	88	 	 	 	 	 
81120	1	 	 	 	 	 	 
81120	2	 	 	 	 	 	 
81120	3	 	 	 	 	 	 
81120	4	 	 	 	 	 	 
81120	5	 	 	 	 	 	 
81120	6	 	 	 	 	 	 
81130	1	 	 	 	 	 	 
81130	2	 	 	 	 	 	 
81130	3	 	 	 	 	 	 
81130	4	 	 	 	 	 	 
81130	5	 	 	 	 	 	 
81130	6	 	 	 	 	 	 
81139	1	23	3	11	3	5000	0
81139	2	1	4	11	4	600	0
81139	3	88	 	 	 	 	 
81139	4	88	 	 	 	 	 
81139	5	88	 	 	 	 	 
81139	6	88	 	 	 	 	 
81145	1	25	1	23	1	7000	0
81145	2	40	1	23	1	300	0
81145	3	88	 	 	 	 	 
81145	4	88	 	 	 	 	 
81145	5	88	 	 	 	 	 
81145	6	88	 	 	 	 	 
81150	1	15	30	23	30	30	1
81150	2	21	10	21	5	10	1
81150	3	88	 	 	 	 	 
81150	4	88	 	 	 	 	 
81150	5	88	 	 	 	 	 
81150	6	88	 	 	 	 	 
81152	1	 	 	 	 	 	 
81152	2	 	 	 	 	 	 
81152	3	 	 	 	 	 	 
81152	4	 	 	 	 	 	 
81152	5	 	 	 	 	 	 
81152	6	 	 	 	 	 	 
91001	1	4	2	11	2	500	1
91001	2	1	6	11	6	220	1
91001	3	3	1	11	1	200	1
91001	4	88	 	 	 	 	 
91001	5	88	 	 	 	 	 
91001	6	88	 	 	 	 	 
91003	1	4	1	11	1	100	1
91003	2	3	1	11	1	70	1
91003	3	1	9	11	9	285	1
91003	4	88	 	 	 	 	 
91003	5	88	 	 	 	 	 
91003	6	88	 	 	 	 	 
91006	1	1	6	11	6	100	1
91006	2	88	 	 	 	 	 
91006	3	88	 	 	 	 	 
91006	4	88	 	 	 	 	 
91006	5	88	 	 	 	 	 
91006	6	88	 	 	 	 	 
91008	1	4	2	11	2	200	0
91008	2	6	1	11	1	200	0
91008	3	1	12	11	12	150	0
91008	4	88	 	 	 	 	 
91008	5	88	 	 	 	 	 
91008	6	88	 	 	 	 	 
91009	1	4	2	11	2	400	1
91009	2	1	10	11	10	250	0
91009	3	3	1	11	1	70	0
91009	4	88	 	 	 	 	 
91009	5	88	 	 	 	 	 
91009	6	88	 	 	 	 	 
91010	1	40	1	11	1	1122	1
91010	2	4	1	11	1	500	1
91010	3	3	1	11	1	300	0
91010	4	1	7	11	7	280	1
91010	5	88	 	 	 	 	 
91010	6	88	 	 	 	 	 
91011	1	6	1	11	0	 	 
91011	2	4	4	11	4	1000	0
91011	3	3	1	11	1	100	0
91011	4	1	10	11	10	100	0
91011	5	88	 	 	 	 	 
91011	6	88	 	 	 	 	 
91012	1	4	2	11	2	350	0
91012	2	1	8	11	8	200	0
91012	3	6	1	11	1	200	0
91012	4	88	 	 	 	 	 
91012	5	88	 	 	 	 	 
91012	6	88	 	 	 	 	 
91013	1	6	1	11	1	5000	1
91013	2	4	2	11	2	3000	1
91013	3	1	20	11	20	500	1
91013	4	3	1	11	1	70	1
91013	5	88	 	 	 	 	 
91013	6	88	 	 	 	 	 
91014	1	4	2	11	2	200	1
91014	2	1	9	11	9	180	1
91014	3	88	 	 	 	 	 
91014	4	88	 	 	 	 	 
91014	5	88	 	 	 	 	 
91014	6	88	 	 	 	 	 
91015	1	4	1	11	1	500	1
91015	2	3	1	11	1	250	1
91015	3	1	6	11	6	220	0
91015	4	88	 	 	 	 	 
91015	5	88	 	 	 	 	 
91015	6	88	 	 	 	 	 
91016	1	4	1	11	0	 	 
91016	2	1	3	11	3	100	1
91016	3	88	 	 	 	 	 
91016	4	88	 	 	 	 	 
91016	5	88	 	 	 	 	 
91016	6	88	 	 	 	 	 
91017	1	6	1	11	1	2500	1
91017	2	4	2	11	2	400	1
91017	3	1	14	11	14	400	1
91017	4	3	1	11	0	 	 
91017	5	88	 	 	 	 	 
91017	6	88	 	 	 	 	 
91019	1	6	1	11	1	10000	0
91019	2	4	4	11	4	1500	1
91019	3	3	2	11	2	600	1
91019	4	1	11	11	11	400	1
91019	5	88	 	 	 	 	 
91019	6	88	 	 	 	 	 
91020	1	6	1	11	1	1000	1
91020	2	4	1	11	1	400	1
91020	3	1	4	11	4	250	1
91020	4	88	 	 	 	 	 
91020	5	88	 	 	 	 	 
91020	6	88	 	 	 	 	 
91021	1	4	2	11	2	100	1
91021	2	1	10	11	10	300	1
91021	3	88	 	 	 	 	 
91021	4	88	 	 	 	 	 
91021	5	88	 	 	 	 	 
91021	6	88	 	 	 	 	 
91022	1	4	4	11	4	800	1
91022	2	3	2	11	2	500	1
91022	3	1	22	11	22	450	1
91022	4	88	 	 	 	 	 
91022	5	88	 	 	 	 	 
91022	6	88	 	 	 	 	 
91024	1	8	2	11	2	5000	1
91024	2	4	3	11	3	2000	1
91024	3	1	15	11	15	2500	1
91024	4	88	 	 	 	 	 
91024	5	88	 	 	 	 	 
91024	6	88	 	 	 	 	 
91025	1	4	2	11	2	200	0
91025	2	1	11	11	11	200	0
91025	3	88	 	 	 	 	 
91025	4	88	 	 	 	 	 
91025	5	88	 	 	 	 	 
91025	6	88	 	 	 	 	 
91026	1	4	2	11	2	500	0
91026	2	1	9	11	9	120	0
91026	3	88	 	 	 	 	 
91026	4	88	 	 	 	 	 
91026	5	88	 	 	 	 	 
91026	6	88	 	 	 	 	 
91027	1	4	2	11	1	200	1
91027	2	1	5	11	5	170	1
91027	3	88	 	 	 	 	 
91027	4	88	 	 	 	 	 
91027	5	88	 	 	 	 	 
91027	6	88	 	 	 	 	 
91028	1	4	1	11	1	200	1
91028	2	1	6	11	6	250	1
91028	3	88	 	 	 	 	 
91028	4	88	 	 	 	 	 
91028	5	88	 	 	 	 	 
91028	6	88	 	 	 	 	 
91029	1	1	7	11	7	100	1
91029	2	88	 	 	 	 	 
91029	3	88	 	 	 	 	 
91029	4	88	 	 	 	 	 
91029	5	88	 	 	 	 	 
91029	6	88	 	 	 	 	 
91030	1	6	1	11	1	900	0
91030	2	3	1	11	1	200	1
91030	3	4	1	11	1	200	1
91030	4	1	4	11	4	130	1
91030	5	88	 	 	 	 	 
91030	6	88	 	 	 	 	 
91031	1	4	2	11	2	200	0
91031	2	6	1	11	1	150	0
91031	3	1	6	11	6	150	0
91031	4	88	 	 	 	 	 
91031	5	88	 	 	 	 	 
91031	6	88	 	 	 	 	 
91032	1	4	2	11	2	500	1
91032	2	1	9	11	9	300	1
91032	3	88	 	 	 	 	 
91032	4	88	 	 	 	 	 
91032	5	88	 	 	 	 	 
91032	6	88	 	 	 	 	 
91033	1	4	1	11	1	100	1
91033	2	3	1	11	0	 	 
91033	3	1	5	11	5	250	1
91033	4	88	 	 	 	 	 
91033	5	88	 	 	 	 	 
91033	6	88	 	 	 	 	 
91036	1	4	4	11	4	600	1
91036	2	1	15	11	15	400	1
91036	3	6	1	11	0	 	 
91036	4	88	 	 	 	 	 
91036	5	88	 	 	 	 	 
91036	6	88	 	 	 	 	 
91037	1	4	2	11	2	200	0
91037	2	1	16	11	15	200	0
91037	3	3	1	11	1	50	0
91037	4	88	 	 	 	 	 
91037	5	88	 	 	 	 	 
91037	6	88	 	 	 	 	 
91039	1	6	1	11	1	500	0
91039	2	8	2	11	2	20000	1
91039	3	3	1	11	1	100	0
91039	4	1	6	11	6	300	0
91039	5	88	 	 	 	 	 
91039	6	88	 	 	 	 	 
91041	1	6	1	11	1	1000	0
91041	2	4	2	11	2	400	0
91041	3	3	1	11	1	150	0
91041	4	1	12	11	12	300	0
91041	5	88	 	 	 	 	 
