CHILDCODE	ACTIDR5	ECNSCTR5	ACTR5	ACTFORR5	ACTMTHR5	ACTDAYMTR5	ACTWEKR5	ACTDAYHR5	ACTHRSR5	PYMRECR5	ERNCSHR5	ERNKNDR5	HWPAIDR5	PDPCPRR5	PRFACTR5	MTHPRFR5
108016	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108017	1	7	11	1	3	20	4	5	2	1	50	 	3	 	0	 
108017	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108017	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108020	1	7	14	2	12	8	4	2	6	0	 	 	 	 	1	12
108020	2	8	12	1	12	8	4	2	2	1	40	 	2	 	1	12
108020	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108021	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108021	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108021	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108022	1	8	11	1	6	4	4	1	12	1	30	 	2	 	0	 
108022	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108022	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108023	1	13	12	4	4	20	4	5	4	1	150	 	4	 	0	 
108023	2	16	12	1	2	12	4	3	5	1	125	 	4	 	0	 
108023	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108024	1	18	12	1	3	12	4	3	3	1	130	 	4	 	1	6
108024	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108024	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108025	1	9	11	1	12	24	4	6	8	1	320	 	8	 	1	4
108025	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108025	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108026	1	9	11	1	5	24	4	6	5	3	750	600	4	 	1	5
108026	2	9	11	1	12	24	4	6	8	3	1500	600	4	 	0	 
108026	3	19	11	3	8	16	4	4	3	3	200	400	4	 	1	2
108027	1	16	11	1	8	20	4	5	7	1	350	 	4	 	1	3
108027	2	19	12	3	12	12	4	3	2	1	30	 	2	 	0	 
108027	3	19	11	3	12	12	4	3	4	1	15	 	2	 	0	 
108028	1	7	11	1	1	28	4	6	8	1	800	 	4	 	0	 
108028	2	15	11	4	3	20	4	5	7	1	400	 	4	 	0	 
108028	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108029	1	7	11	1	4	28	4	6	10	1	650	 	4	 	0	 
108029	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
108029	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118001	1	15	11	4	12	15	4	4	12	1	800	 	4	 	0	 
118001	2	19	11	1	6	8	4	2	10	1	40	 	2	 	1	12
118001	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118002	1	7	11	1	12	20	4	5	8	1	500	 	4	 	1	12
118002	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118002	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118003	1	9	11	1	1	8	4	2	9	3	30	10	2	 	1	12
118003	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118003	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118004	1	8	12	1	12	8	4	2	12	3	50	24	2	 	1	12
118004	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118004	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118005	1	19	11	3	12	24	4	6	10	1	150	 	3	 	1	12
118005	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118005	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118006	1	8	11	3	1	5	2	2	12	1	50	 	2	 	1	1
118006	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118006	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118007	1	3	11	3	12	26	4	6	12	1	60	 	2	 	1	12
118007	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118007	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118009	1	19	11	1	12	24	4	6	12	1	1100	 	4	 	1	12
118009	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118009	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118010	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118010	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118010	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118011	1	3	11	1	6	24	4	6	12	1	200	 	3	 	0	 
118011	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118011	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118013	1	9	11	3	12	24	4	6	13	1	1200	 	4	 	1	2
118013	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118013	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118014	1	16	11	1	6	20	4	5	8	1	800	 	4	 	0	 
118014	2	7	11	1	4	24	4	6	8	1	850	 	3	 	0	 
118014	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118015	1	9	11	1	6	26	4	6	12	1	1000	 	4	 	1	12
118015	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118015	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118017	1	1	21	6	12	26	4	6	8	1	600	 	4	 	1	12
118017	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118017	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118018	1	7	11	1	11	20	4	4	3	3	40	10	2	 	1	12
118018	2	7	11	1	7	24	4	6	8	1	150	 	4	 	0	 
118018	3	9	11	1	1	30	4	6	12	3	150	72	3	 	0	 
118020	1	8	10	6	12	24	4	6	12	1	40	 	2	 	1	12
118020	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118020	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118022	1	20	11	3	11	24	4	6	12	1	600	 	4	 	1	3
118022	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118022	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118023	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118023	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118023	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	1	9	11	3	12	12	4	3	8	1	30	 	2	 	1	12
118024	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118024	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118027	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118027	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118027	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118028	1	19	11	3	10	26	4	6	12	1	200	 	3	 	1	2
118028	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118028	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118029	1	7	12	2	2	12	4	3	7	1	30	 	2	 	1	12
118029	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118029	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
118030	1	10	11	1	3	24	4	7	8	3	300	36	3	 	0	 
118030	2	7	11	1	1	24	4	6	10	1	200	 	3	 	0	 
118030	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128002	1	19	11	1	12	24	4	6	12	1	200	 	3	 	1	12
128002	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128002	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128003	1	7	11	1	12	16	4	4	12	1	660	 	4	 	0	 
128003	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128003	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128004	1	10	12	3	2	24	4	6	10	1	150	 	4	 	1	3
128004	2	6	12	3	1	24	4	6	8	1	360	 	3	 	0	 
128004	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128006	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128006	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128006	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128007	1	18	12	3	3	8	4	2	3	1	100	 	1	 	1	12
128007	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128007	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128008	1	7	11	1	12	24	4	6	8	1	1200	 	4	 	1	12
128008	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128008	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128009	1	19	12	3	4	20	4	5	3	1	80	 	2	 	0	 
128009	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128009	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128010	1	7	11	1	9	20	4	5	11	1	950	 	4	 	0	 
128010	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128010	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128011	1	3	15	2	12	24	4	6	4	0	 	 	 	 	1	12
128011	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128011	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128012	1	17	20	4	5	20	4	5	8	0	 	 	 	 	0	 
128012	2	19	11	1	1	12	4	3	8	1	380	 	4	 	1	12
128012	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128013	1	8	10	6	12	24	4	6	6	1	450	 	4	 	1	12
128013	2	15	11	1	4	24	4	6	12	1	1250	 	4	 	0	 
128013	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128014	1	3	11	1	3	24	4	6	10	1	420	 	4	 	0	 
128014	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128014	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128016	1	7	11	1	12	20	4	5	12	1	750	 	4	 	1	6
128016	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128016	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128019	1	7	11	1	11	24	4	6	8	1	80	 	2	 	1	6
128019	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128019	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128020	1	7	12	2	12	8	2	4	10	1	35	 	2	 	1	12
128020	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128020	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128021	1	3	11	1	12	7	1	7	10	1	280	 	3	 	1	6
128021	2	19	11	3	12	3	1	1	10	3	30	10	2	 	0	 
128021	3	9	11	1	1	24	4	6	12	3	1500	28	4	 	0	 
128022	1	18	11	1	12	26	4	6	9	1	700	 	4	 	1	4
128022	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128022	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128023	1	7	7	2	12	8	4	2	8	0	 	 	 	 	1	12
128023	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128023	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128024	1	10	11	1	6	24	4	6	12	1	800	 	4	 	0	 
128024	2	16	11	1	4	20	4	5	6	1	400	 	4	 	0	 
128024	3	21	11	1	3	12	4	3	12	1	900	 	4	 	1	12
128025	1	4	11	1	2	24	4	6	12	1	550	 	3	 	0	 
128025	2	4	10	3	2	14	3	1	4	1	200	 	2	 	1	6
128025	3	3	11	1	3	24	4	6	10	1	450	 	3	 	0	 
128026	1	14	11	1	5	24	4	6	12	1	750	 	4	 	0	 
128026	2	14	11	4	7	24	4	6	6	1	1600	 	4	 	1	12
128026	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128028	1	6	11	1	7	24	4	6	9	1	1200	 	4	 	0	 
128028	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128028	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128030	1	7	11	1	2	24	4	6	8	1	750	 	4	 	0	 
128030	2	7	11	1	0	24	2	6	8	1	900	 	4	 	0	 
128030	3	7	11	1	6	24	4	6	10	1	180	 	3	 	0	 
128031	1	3	11	1	6	20	4	5	12	1	300	 	3	 	1	1
128031	2	6	11	1	4	24	4	6	8	1	350	 	3	 	0	 
128031	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128032	1	16	11	1	12	24	4	6	5	1	1950	 	4	 	1	12
128032	2	13	14	6	12	12	4	3	4	1	800	 	4	 	1	12
128032	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128033	1	9	12	1	0	2	1	2	4	1	120	 	2	 	0	 
128033	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128033	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128034	1	9	11	3	12	8	4	2	10	1	120	 	2	 	1	1
128034	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128034	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128037	1	5	11	1	3	24	4	6	8	1	4	 	3	 	1	12
128037	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128037	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128038	1	19	11	1	11	24	4	6	4	1	750	 	4	 	1	6
128038	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128038	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128039	1	16	10	6	2	12	4	3	4	1	200	 	4	 	0	 
128039	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128039	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128040	1	3	11	1	6	24	4	6	10	1	1100	 	4	 	1	12
128040	2	18	9	6	12	8	4	2	12	1	500	 	7	 	1	12
128040	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128041	1	6	11	2	11	24	4	6	10	1	380	 	3	 	1	6
128041	2	10	11	3	2	9	3	3	8	3	40	8	2	 	0	 
128041	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128042	1	13	11	1	12	20	4	5	3	1	400	 	4	 	1	6
128042	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128042	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128043	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128043	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128043	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128044	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128044	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128044	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128045	1	3	12	3	12	26	4	6	11	1	300	 	3	 	1	12
128045	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128045	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128046	1	3	11	1	12	20	4	5	9	1	1350	 	8	 	1	6
128046	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128046	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128047	1	8	10	6	12	20	4	5	15	1	110	 	2	 	1	12
128047	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128047	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128048	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128048	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128048	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128049	1	13	11	3	6	24	4	6	12	3	1750	7	4	 	1	12
128049	2	7	11	4	4	20	4	5	11	3	50	18	2	 	0	 
128049	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128050	1	19	11	1	10	24	4	6	8	1	1000	 	4	 	0	 
128050	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128050	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
128051	1	3	11	1	8	24	4	6	8	1	450	 	3	 	0	 
128051	2	19	11	1	4	24	4	6	8	1	480	 	3	 	1	12
128051	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138002	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138002	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138002	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138004	1	3	11	3	12	24	4	6	10	1	350	 	3	 	1	12
138004	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138004	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138005	1	7	15	2	12	28	4	7	10	0	 	 	 	 	1	12
138005	2	3	11	1	2	28	4	7	8	1	750	 	4	 	0	 
138005	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138007	1	3	11	1	12	26	4	6	8	1	950	 	4	 	1	12
138007	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138007	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138008	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138008	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138008	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138009	1	11	11	1	2	24	4	6	8	1	425	 	8	 	1	12
138009	2	7	11	2	1	30	4	7	10	1	900	 	4	 	0	 
138009	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138011	1	8	11	1	6	24	4	6	8	1	650	 	4	 	0	 
138011	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138011	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138012	1	8	11	1	3	24	4	6	8	1	900	 	4	 	0	 
138012	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138012	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138013	1	16	10	6	4	12	4	3	3	1	10	 	1	 	0	 
138013	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138013	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138014	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138014	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138014	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138015	1	7	11	3	12	26	4	6	6	1	500	 	4	 	1	6
138015	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138015	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138016	1	6	11	1	12	24	4	6	8	3	360	36	3	 	1	6
138016	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138016	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138017	1	9	11	3	9	26	4	6	6	3	220	42	3	 	0	 
138017	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138017	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138018	1	18	12	2	12	4	4	1	6	1	50	 	2	 	1	12
138018	2	7	11	1	6	24	4	6	4	1	530	 	4	 	0	 
138018	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138020	1	8	11	1	12	26	4	6	6	1	50	 	2	 	1	12
138020	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138020	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138021	1	10	11	1	12	20	4	5	9	1	1750	 	4	 	1	12
138021	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138021	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138022	1	9	15	2	3	30	4	7	9	2	 	25	2	 	1	12
138022	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138022	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138023	1	9	11	3	3	24	4	6	10	1	50	 	2	 	1	12
138023	2	9	12	3	6	4	2	2	6	1	50	 	2	 	1	12
138023	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138024	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138024	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138024	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138025	1	19	12	3	5	24	4	6	12	1	200	 	3	 	0	 
138025	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138025	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138027	1	7	11	1	9	4	4	1	8	1	40	 	2	 	0	 
138027	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138027	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138028	1	7	11	1	12	24	4	6	8	1	280	 	3	 	1	3
138028	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138028	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138029	1	21	11	1	12	20	4	5	10	1	1500	 	4	 	1	12
138029	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138029	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138030	1	3	11	1	4	24	4	6	10	1	300	 	3	 	1	12
138030	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138030	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138031	1	3	11	1	9	20	4	5	10	1	750	 	4	 	0	 
138031	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138031	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138032	1	6	12	1	2	24	4	6	8	1	50	 	2	 	1	5
138032	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138032	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138033	1	15	11	4	12	20	4	5	9	1	1300	 	4	 	0	 
138033	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138033	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138035	1	8	11	1	12	24	4	6	8	1	1300	 	4	 	0	 
138035	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138035	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138036	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138036	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138036	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138037	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138037	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138037	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138038	1	6	11	2	12	20	4	5	8	1	60	 	2	 	1	12
138038	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138038	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138039	1	9	11	3	6	20	4	5	10	1	170	 	3	 	0	 
138039	2	8	7	2	6	8	4	2	10	0	 	 	 	 	0	 
138039	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138040	1	3	11	1	12	24	4	6	8	1	1200	 	4	 	0	 
138040	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138040	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138041	1	7	11	1	12	8	4	2	12	1	40	 	2	 	1	12
138041	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138041	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138042	1	19	10	6	8	30	4	7	5	1	30	 	2	 	1	12
138042	2	19	11	3	1	28	4	6	13	1	250	 	4	 	0	 
138042	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138044	1	16	11	1	12	24	4	6	8	1	2000	 	4	 	1	12
138044	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138044	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138045	1	14	11	1	12	24	4	6	7	1	850	 	4	 	1	12
138045	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138045	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138046	1	3	9	6	12	24	4	6	4	1	240	 	3	 	1	12
138046	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138046	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138047	1	13	11	1	12	20	4	7	5	1	30	 	2	 	1	2
138047	2	7	15	2	12	30	4	7	1	0	 	 	 	 	1	12
138047	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138048	1	19	11	1	12	26	4	6	10	1	1500	 	4	 	1	12
138048	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138048	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138049	1	17	11	1	12	24	4	6	6	1	1000	 	4	 	1	12
138049	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138049	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138050	1	3	11	2	10	25	4	6	9	1	1200	 	4	 	1	12
138050	2	8	11	2	1	4	1	4	5	1	30	 	2	 	0	 
138050	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138051	1	11	11	1	12	24	4	6	4	1	450	 	4	 	1	12
138051	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138051	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138053	1	7	14	6	12	24	4	6	4	1	70	 	2	 	1	12
138053	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
138053	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148001	1	7	11	1	12	26	4	6	8	1	900	 	4	 	1	12
148001	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148001	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148002	1	7	12	3	2	20	4	5	9	1	200	 	3	 	0	 
148002	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148002	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148003	1	10	11	1	3	24	4	6	8	1	670	 	4	 	0	 
148003	2	10	11	1	8	24	4	6	9	1	690	 	4	 	0	 
148003	3	7	14	1	1	16	4	4	4	1	400	 	4	 	1	12
148004	1	8	16	6	1	1	1	1	6	1	30	 	2	 	0	 
148004	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148004	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148005	1	3	11	1	1	16	4	4	12	1	30	 	2	 	0	 
148005	2	19	12	3	0	18	3	6	8	1	50	 	2	 	0	 
148005	3	7	11	1	10	24	4	6	10	1	180	 	3	 	1	2
148006	1	17	11	1	9	24	4	6	8	1	850	 	4	 	1	12
148006	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148006	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148007	1	7	11	1	11	24	4	6	8	1	875	 	4	 	1	12
148007	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148007	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148008	1	7	7	2	6	24	4	4	3	0	 	 	 	 	1	10
148008	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148008	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148011	1	17	11	1	1	24	4	6	8	1	850	 	4	 	1	12
148011	2	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148011	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148012	1	1	7	2	12	8	4	2	4	0	 	 	 	 	1	12
148012	2	7	7	2	12	12	4	3	3	0	 	 	 	 	1	12
148012	3	88	 	 	 	 	 	 	 	 	 	 	 	 	 	 
148013	1	19	11	3	5	24	4	6	4	1	20	 	2	 	0	 
148013	2	10	11	1	2	26	4	6	9	1	900	 	4	 	0	 
148013	3	8	10	6	5	24	4	6	7	1	170	 	2	 	1	3
148014	1	9	11	1	12	24	4	6	10	3	162	96	3	 	1	12
