CHILDCODE	GFMRIDR4	OFNTYUR4	VLNTYUR4	OFNTSPR4	VLNTSPR4	OFSPYUR4	VLSPYUR4	OFSPNTR4	VLSPNTR4
111036	4	 	 	 	 	 	 	 	 
111036	5	 	 	 	 	 	 	 	 
111036	6	 	 	 	 	 	 	 	 
111036	7	 	 	 	 	 	 	 	 
111036	8	 	 	 	 	 	 	 	 
111036	9	 	 	 	 	 	 	 	 
111036	10	 	 	 	 	 	 	 	 
111036	11	 	 	 	 	 	 	 	 
111036	12	 	 	 	 	 	 	 	 
111036	13	 	 	 	 	 	 	 	 
111037	1	 	 	 	 	 	 	 	 
111037	2	 	 	 	 	 	 	 	 
111037	3	 	 	 	 	 	 	 	 
111037	4	 	 	 	 	 	 	 	 
111037	5	 	 	 	 	 	 	 	 
111037	6	 	 	 	 	 	 	 	 
111037	7	 	 	 	 	 	 	 	 
111037	8	 	 	 	 	 	 	 	 
111037	9	 	 	 	 	 	 	 	 
111037	10	 	 	 	 	 	 	 	 
111037	11	 	 	 	 	 	 	 	 
111037	12	 	 	 	 	 	 	 	 
111037	13	 	 	 	 	 	 	 	 
111038	1	 	 	 	 	 	 	 	 
111038	2	 	 	 	 	 	 	 	 
111038	3	 	 	 	 	 	 	 	 
111038	4	 	 	 	 	 	 	 	 
111038	5	 	 	 	 	 	 	 	 
111038	6	 	 	 	 	 	 	 	 
111038	7	 	 	 	 	 	 	 	 
111038	8	 	 	 	 	 	 	 	 
111038	9	 	 	 	 	 	 	 	 
111038	10	 	 	 	 	 	 	 	 
111038	11	 	 	 	 	 	 	 	 
111038	12	 	 	 	 	 	 	 	 
111038	13	 	 	 	 	 	 	 	 
111040	1	0	 	0	 	0	 	0	 
111040	2	0	 	0	 	0	 	0	 
111040	3	0	 	0	 	0	 	0	 
111040	4	0	 	0	 	0	 	0	 
111040	5	0	 	0	 	0	 	0	 
111040	6	0	 	0	 	0	 	0	 
111040	7	0	 	0	 	0	 	0	 
111040	8	0	 	0	 	0	 	0	 
111040	9	0	 	0	 	0	 	0	 
111040	10	0	 	0	 	0	 	0	 
111040	11	0	 	0	 	0	 	0	 
111040	12	0	 	0	 	0	 	0	 
111040	13	0	 	0	 	0	 	0	 
111041	1	 	 	 	 	 	 	 	 
111041	2	 	 	 	 	 	 	 	 
111041	3	 	 	 	 	 	 	 	 
111041	4	 	 	 	 	 	 	 	 
111041	5	 	 	 	 	 	 	 	 
111041	6	 	 	 	 	 	 	 	 
111041	7	 	 	 	 	 	 	 	 
111041	8	 	 	 	 	 	 	 	 
111041	9	 	 	 	 	 	 	 	 
111041	10	 	 	 	 	 	 	 	 
111041	11	 	 	 	 	 	 	 	 
111041	12	 	 	 	 	 	 	 	 
111041	13	 	 	 	 	 	 	 	 
111042	1	 	 	 	 	 	 	 	 
111042	2	 	 	 	 	 	 	 	 
111042	3	 	 	 	 	 	 	 	 
111042	4	 	 	 	 	 	 	 	 
111042	5	 	 	 	 	 	 	 	 
111042	6	 	 	 	 	 	 	 	 
111042	7	 	 	 	 	 	 	 	 
111042	8	 	 	 	 	 	 	 	 
111042	9	 	 	 	 	 	 	 	 
111042	10	 	 	 	 	 	 	 	 
111042	11	 	 	 	 	 	 	 	 
111042	12	 	 	 	 	 	 	 	 
111042	13	 	 	 	 	 	 	 	 
111043	1	 	 	 	 	 	 	 	 
111043	2	 	 	 	 	 	 	 	 
111043	3	 	 	 	 	 	 	 	 
111043	4	 	 	 	 	 	 	 	 
111043	5	 	 	 	 	 	 	 	 
111043	6	 	 	 	 	 	 	 	 
111043	7	 	 	 	 	 	 	 	 
111043	8	 	 	 	 	 	 	 	 
111043	9	 	 	 	 	 	 	 	 
111043	10	 	 	 	 	 	 	 	 
111043	11	 	 	 	 	 	 	 	 
111043	12	 	 	 	 	 	 	 	 
111043	13	 	 	 	 	 	 	 	 
111044	1	 	 	 	 	 	 	 	 
111044	2	 	 	 	 	 	 	 	 
111044	3	 	 	 	 	 	 	 	 
111044	4	 	 	 	 	 	 	 	 
111044	5	 	 	 	 	 	 	 	 
111044	6	 	 	 	 	 	 	 	 
111044	7	 	 	 	 	 	 	 	 
111044	8	 	 	 	 	 	 	 	 
111044	9	 	 	 	 	 	 	 	 
111044	10	 	 	 	 	 	 	 	 
111044	11	 	 	 	 	 	 	 	 
111044	12	 	 	 	 	 	 	 	 
111044	13	 	 	 	 	 	 	 	 
111045	1	 	 	 	 	 	 	 	 
111045	2	 	 	 	 	 	 	 	 
111045	3	 	 	 	 	 	 	 	 
111045	4	 	 	 	 	 	 	 	 
111045	5	 	 	 	 	 	 	 	 
111045	6	 	 	 	 	 	 	 	 
111045	7	 	 	 	 	 	 	 	 
111045	8	 	 	 	 	 	 	 	 
111045	9	 	 	 	 	 	 	 	 
111045	10	 	 	 	 	 	 	 	 
111045	11	 	 	 	 	 	 	 	 
111045	12	 	 	 	 	 	 	 	 
111045	13	 	 	 	 	 	 	 	 
111046	1	 	 	 	 	 	 	 	 
111046	2	 	 	 	 	 	 	 	 
111046	3	 	 	 	 	 	 	 	 
111046	4	 	 	 	 	 	 	 	 
111046	5	 	 	 	 	 	 	 	 
111046	6	 	 	 	 	 	 	 	 
111046	7	 	 	 	 	 	 	 	 
111046	8	 	 	 	 	 	 	 	 
111046	9	 	 	 	 	 	 	 	 
111046	10	 	 	 	 	 	 	 	 
111046	11	 	 	 	 	 	 	 	 
111046	12	 	 	 	 	 	 	 	 
111046	13	 	 	 	 	 	 	 	 
111047	1	 	 	 	 	 	 	 	 
111047	2	 	 	 	 	 	 	 	 
111047	3	 	 	 	 	 	 	 	 
111047	4	 	 	 	 	 	 	 	 
111047	5	 	 	 	 	 	 	 	 
111047	6	 	 	 	 	 	 	 	 
111047	7	 	 	 	 	 	 	 	 
111047	8	 	 	 	 	 	 	 	 
111047	9	 	 	 	 	 	 	 	 
111047	10	 	 	 	 	 	 	 	 
111047	11	 	 	 	 	 	 	 	 
111047	12	 	 	 	 	 	 	 	 
111047	13	 	 	 	 	 	 	 	 
111048	1	 	 	 	 	 	 	 	 
111048	2	 	 	 	 	 	 	 	 
111048	3	 	 	 	 	 	 	 	 
111048	4	 	 	 	 	 	 	 	 
111048	5	 	 	 	 	 	 	 	 
111048	6	 	 	 	 	 	 	 	 
111048	7	 	 	 	 	 	 	 	 
111048	8	 	 	 	 	 	 	 	 
111048	9	 	 	 	 	 	 	 	 
111048	10	 	 	 	 	 	 	 	 
111048	11	 	 	 	 	 	 	 	 
111048	12	 	 	 	 	 	 	 	 
111048	13	 	 	 	 	 	 	 	 
121001	1	 	 	 	 	 	 	 	 
121001	2	 	 	 	 	 	 	 	 
121001	3	 	 	 	 	 	 	 	 
121001	4	 	 	 	 	 	 	 	 
121001	5	 	 	 	 	 	 	 	 
121001	6	 	 	 	 	 	 	 	 
121001	7	 	 	 	 	 	 	 	 
121001	8	 	 	 	 	 	 	 	 
121001	9	 	 	 	 	 	 	 	 
121001	10	 	 	 	 	 	 	 	 
121001	11	 	 	 	 	 	 	 	 
121001	12	 	 	 	 	 	 	 	 
121001	13	 	 	 	 	 	 	 	 
121002	1	 	 	 	 	 	 	 	 
121002	2	 	 	 	 	 	 	 	 
121002	3	 	 	 	 	 	 	 	 
121002	4	 	 	 	 	 	 	 	 
121002	5	 	 	 	 	 	 	 	 
121002	6	 	 	 	 	 	 	 	 
121002	7	 	 	 	 	 	 	 	 
121002	8	 	 	 	 	 	 	 	 
121002	9	 	 	 	 	 	 	 	 
121002	10	 	 	 	 	 	 	 	 
121002	11	 	 	 	 	 	 	 	 
121002	12	 	 	 	 	 	 	 	 
121002	13	 	 	 	 	 	 	 	 
121004	1	 	 	 	 	 	 	 	 
121004	2	 	 	 	 	 	 	 	 
121004	3	 	 	 	 	 	 	 	 
121004	4	 	 	 	 	 	 	 	 
121004	5	 	 	 	 	 	 	 	 
121004	6	 	 	 	 	 	 	 	 
121004	7	 	 	 	 	 	 	 	 
121004	8	 	 	 	 	 	 	 	 
121004	9	 	 	 	 	 	 	 	 
121004	10	 	 	 	 	 	 	 	 
121004	11	 	 	 	 	 	 	 	 
121004	12	 	 	 	 	 	 	 	 
121004	13	 	 	 	 	 	 	 	 
121005	1	0	 	0	 	0	 	0	 
121005	2	1	6000	1	5000	0	 	0	 
121005	3	0	 	0	 	1	4000	0	 
121005	4	0	 	0	 	0	 	0	 
121005	5	0	 	0	 	0	 	0	 
121005	6	0	 	0	 	1	2000	0	 
121005	7	1	200	0	 	0	 	0	 
121005	8	0	 	1	2000	0	 	0	 
121005	9	0	 	0	 	0	 	0	 
121005	10	1	4000	0	 	0	 	0	 
121005	11	0	 	0	 	0	 	0	 
121005	12	0	 	0	 	0	 	0	 
121005	13	0	 	0	 	0	 	0	 
121007	1	 	 	 	 	 	 	 	 
121007	2	 	 	 	 	 	 	 	 
121007	3	 	 	 	 	 	 	 	 
121007	4	 	 	 	 	 	 	 	 
121007	5	 	 	 	 	 	 	 	 
121007	6	 	 	 	 	 	 	 	 
121007	7	 	 	 	 	 	 	 	 
121007	8	 	 	 	 	 	 	 	 
121007	9	 	 	 	 	 	 	 	 
121007	10	 	 	 	 	 	 	 	 
121007	11	 	 	 	 	 	 	 	 
121007	12	 	 	 	 	 	 	 	 
121007	13	 	 	 	 	 	 	 	 
121008	1	0	 	0	 	0	 	0	 
121008	2	0	 	0	 	0	 	0	 
121008	3	0	 	0	 	0	 	0	 
121008	4	0	 	0	 	0	 	0	 
121008	5	0	 	0	 	0	 	0	 
121008	6	0	 	0	 	0	 	0	 
121008	7	0	 	0	 	0	 	0	 
121008	8	0	 	0	 	0	 	0	 
121008	9	0	 	0	 	0	 	0	 
121008	10	0	 	0	 	0	 	0	 
121008	11	0	 	0	 	0	 	0	 
121008	12	0	 	0	 	0	 	0	 
121008	13	0	 	0	 	0	 	0	 
121009	1	 	 	 	 	 	 	 	 
121009	2	 	 	 	 	 	 	 	 
121009	3	 	 	 	 	 	 	 	 
121009	4	 	 	 	 	 	 	 	 
121009	5	 	 	 	 	 	 	 	 
121009	6	 	 	 	 	 	 	 	 
121009	7	 	 	 	 	 	 	 	 
121009	8	 	 	 	 	 	 	 	 
121009	9	 	 	 	 	 	 	 	 
121009	10	 	 	 	 	 	 	 	 
121009	11	 	 	 	 	 	 	 	 
121009	12	 	 	 	 	 	 	 	 
121009	13	 	 	 	 	 	 	 	 
121010	1	 	 	 	 	 	 	 	 
121010	2	 	 	 	 	 	 	 	 
121010	3	 	 	 	 	 	 	 	 
121010	4	 	 	 	 	 	 	 	 
121010	5	 	 	 	 	 	 	 	 
121010	6	 	 	 	 	 	 	 	 
121010	7	 	 	 	 	 	 	 	 
121010	8	 	 	 	 	 	 	 	 
121010	9	 	 	 	 	 	 	 	 
121010	10	 	 	 	 	 	 	 	 
121010	11	 	 	 	 	 	 	 	 
121010	12	 	 	 	 	 	 	 	 
121010	13	 	 	 	 	 	 	 	 
121011	1	 	 	 	 	 	 	 	 
121011	2	 	 	 	 	 	 	 	 
121011	3	 	 	 	 	 	 	 	 
121011	4	 	 	 	 	 	 	 	 
121011	5	 	 	 	 	 	 	 	 
121011	6	 	 	 	 	 	 	 	 
121011	7	 	 	 	 	 	 	 	 
121011	8	 	 	 	 	 	 	 	 
121011	9	 	 	 	 	 	 	 	 
121011	10	 	 	 	 	 	 	 	 
121011	11	 	 	 	 	 	 	 	 
121011	12	 	 	 	 	 	 	 	 
121011	13	 	 	 	 	 	 	 	 
121012	1	 	 	 	 	 	 	 	 
121012	2	 	 	 	 	 	 	 	 
121012	3	 	 	 	 	 	 	 	 
121012	4	 	 	 	 	 	 	 	 
121012	5	 	 	 	 	 	 	 	 
121012	6	 	 	 	 	 	 	 	 
121012	7	 	 	 	 	 	 	 	 
121012	8	 	 	 	 	 	 	 	 
121012	9	 	 	 	 	 	 	 	 
121012	10	 	 	 	 	 	 	 	 
121012	11	 	 	 	 	 	 	 	 
121012	12	 	 	 	 	 	 	 	 
121012	13	 	 	 	 	 	 	 	 
121013	1	 	 	 	 	 	 	 	 
121013	2	 	 	 	 	 	 	 	 
121013	3	 	 	 	 	 	 	 	 
121013	4	 	 	 	 	 	 	 	 
121013	5	 	 	 	 	 	 	 	 
121013	6	 	 	 	 	 	 	 	 
121013	7	 	 	 	 	 	 	 	 
121013	8	 	 	 	 	 	 	 	 
121013	9	 	 	 	 	 	 	 	 
121013	10	 	 	 	 	 	 	 	 
121013	11	 	 	 	 	 	 	 	 
121013	12	 	 	 	 	 	 	 	 
121013	13	 	 	 	 	 	 	 	 
121014	1	 	 	 	 	 	 	 	 
121014	2	 	 	 	 	 	 	 	 
121014	3	 	 	 	 	 	 	 	 
121014	4	 	 	 	 	 	 	 	 
121014	5	 	 	 	 	 	 	 	 
121014	6	 	 	 	 	 	 	 	 
121014	7	 	 	 	 	 	 	 	 
121014	8	 	 	 	 	 	 	 	 
121014	9	 	 	 	 	 	 	 	 
121014	10	 	 	 	 	 	 	 	 
121014	11	 	 	 	 	 	 	 	 
121014	12	 	 	 	 	 	 	 	 
121014	13	 	 	 	 	 	 	 	 
121015	1	 	 	 	 	 	 	 	 
121015	2	 	 	 	 	 	 	 	 
121015	3	 	 	 	 	 	 	 	 
121015	4	 	 	 	 	 	 	 	 
121015	5	 	 	 	 	 	 	 	 
121015	6	 	 	 	 	 	 	 	 
121015	7	 	 	 	 	 	 	 	 
121015	8	 	 	 	 	 	 	 	 
121015	9	 	 	 	 	 	 	 	 
121015	10	 	 	 	 	 	 	 	 
121015	11	 	 	 	 	 	 	 	 
121015	12	 	 	 	 	 	 	 	 
121015	13	 	 	 	 	 	 	 	 
121020	1	 	 	 	 	 	 	 	 
121020	2	 	 	 	 	 	 	 	 
121020	3	 	 	 	 	 	 	 	 
121020	4	 	 	 	 	 	 	 	 
121020	5	 	 	 	 	 	 	 	 
121020	6	 	 	 	 	 	 	 	 
121020	7	 	 	 	 	 	 	 	 
121020	8	 	 	 	 	 	 	 	 
121020	9	 	 	 	 	 	 	 	 
121020	10	 	 	 	 	 	 	 	 
121020	11	 	 	 	 	 	 	 	 
121020	12	 	 	 	 	 	 	 	 
121020	13	 	 	 	 	 	 	 	 
121021	1	 	 	 	 	 	 	 	 
121021	2	 	 	 	 	 	 	 	 
121021	3	 	 	 	 	 	 	 	 
121021	4	 	 	 	 	 	 	 	 
121021	5	 	 	 	 	 	 	 	 
121021	6	 	 	 	 	 	 	 	 
121021	7	 	 	 	 	 	 	 	 
121021	8	 	 	 	 	 	 	 	 
121021	9	 	 	 	 	 	 	 	 
121021	10	 	 	 	 	 	 	 	 
121021	11	 	 	 	 	 	 	 	 
121021	12	 	 	 	 	 	 	 	 
121021	13	 	 	 	 	 	 	 	 
121022	1	1	1000	0	 	0	 	0	 
121022	2	0	 	0	 	0	 	0	 
121022	3	0	 	0	 	0	 	0	 
121022	4	0	 	0	 	0	 	0	 
121022	5	0	 	0	 	0	 	0	 
121022	6	1	300	0	 	0	 	0	 
121022	7	0	 	0	 	0	 	0	 
121022	8	0	 	0	 	0	 	0	 
121022	9	0	 	0	 	0	 	0	 
121022	10	0	 	0	 	0	 	0	 
121022	11	0	 	0	 	0	 	0	 
121022	12	0	 	0	 	0	 	0	 
121022	13	0	 	0	 	0	 	0	 
121023	1	 	 	 	 	 	 	 	 
121023	2	 	 	 	 	 	 	 	 
121023	3	 	 	 	 	 	 	 	 
121023	4	 	 	 	 	 	 	 	 
121023	5	 	 	 	 	 	 	 	 
121023	6	 	 	 	 	 	 	 	 
121023	7	 	 	 	 	 	 	 	 
121023	8	 	 	 	 	 	 	 	 
121023	9	 	 	 	 	 	 	 	 
121023	10	 	 	 	 	 	 	 	 
121023	11	 	 	 	 	 	 	 	 
121023	12	 	 	 	 	 	 	 	 
121023	13	 	 	 	 	 	 	 	 
121024	1	 	 	 	 	 	 	 	 
121024	2	 	 	 	 	 	 	 	 
121024	3	 	 	 	 	 	 	 	 
121024	4	 	 	 	 	 	 	 	 
121024	5	 	 	 	 	 	 	 	 
121024	6	 	 	 	 	 	 	 	 
121024	7	 	 	 	 	 	 	 	 
121024	8	 	 	 	 	 	 	 	 
121024	9	 	 	 	 	 	 	 	 
121024	10	 	 	 	 	 	 	 	 
121024	11	 	 	 	 	 	 	 	 
121024	12	 	 	 	 	 	 	 	 
121024	13	 	 	 	 	 	 	 	 
121026	1	 	 	 	 	 	 	 	 
121026	2	 	 	 	 	 	 	 	 
121026	3	 	 	 	 	 	 	 	 
121026	4	 	 	 	 	 	 	 	 
121026	5	 	 	 	 	 	 	 	 
121026	6	 	 	 	 	 	 	 	 
121026	7	 	 	 	 	 	 	 	 
121026	8	 	 	 	 	 	 	 	 
121026	9	 	 	 	 	 	 	 	 
121026	10	 	 	 	 	 	 	 	 
121026	11	 	 	 	 	 	 	 	 
121026	12	 	 	 	 	 	 	 	 
121026	13	 	 	 	 	 	 	 	 
121027	1	 	 	 	 	 	 	 	 
121027	2	 	 	 	 	 	 	 	 
121027	3	 	 	 	 	 	 	 	 
121027	4	 	 	 	 	 	 	 	 
121027	5	 	 	 	 	 	 	 	 
121027	6	 	 	 	 	 	 	 	 
121027	7	 	 	 	 	 	 	 	 
121027	8	 	 	 	 	 	 	 	 
121027	9	 	 	 	 	 	 	 	 
121027	10	 	 	 	 	 	 	 	 
121027	11	 	 	 	 	 	 	 	 
121027	12	 	 	 	 	 	 	 	 
121027	13	 	 	 	 	 	 	 	 
121028	1	 	 	 	 	 	 	 	 
121028	2	 	 	 	 	 	 	 	 
121028	3	 	 	 	 	 	 	 	 
121028	4	 	 	 	 	 	 	 	 
121028	5	 	 	 	 	 	 	 	 
121028	6	 	 	 	 	 	 	 	 
121028	7	 	 	 	 	 	 	 	 
121028	8	 	 	 	 	 	 	 	 
121028	9	 	 	 	 	 	 	 	 
121028	10	 	 	 	 	 	 	 	 
121028	11	 	 	 	 	 	 	 	 
121028	12	 	 	 	 	 	 	 	 
121028	13	 	 	 	 	 	 	 	 
121030	1	 	 	 	 	 	 	 	 
121030	2	 	 	 	 	 	 	 	 
121030	3	 	 	 	 	 	 	 	 
121030	4	 	 	 	 	 	 	 	 
121030	5	 	 	 	 	 	 	 	 
121030	6	 	 	 	 	 	 	 	 
121030	7	 	 	 	 	 	 	 	 
121030	8	 	 	 	 	 	 	 	 
121030	9	 	 	 	 	 	 	 	 
121030	10	 	 	 	 	 	 	 	 
121030	11	 	 	 	 	 	 	 	 
121030	12	 	 	 	 	 	 	 	 
121030	13	 	 	 	 	 	 	 	 
121031	1	 	 	 	 	 	 	 	 
121031	2	 	 	 	 	 	 	 	 
121031	3	 	 	 	 	 	 	 	 
121031	4	 	 	 	 	 	 	 	 
121031	5	 	 	 	 	 	 	 	 
121031	6	 	 	 	 	 	 	 	 
121031	7	 	 	 	 	 	 	 	 
121031	8	 	 	 	 	 	 	 	 
121031	9	 	 	 	 	 	 	 	 
121031	10	 	 	 	 	 	 	 	 
121031	11	 	 	 	 	 	 	 	 
121031	12	 	 	 	 	 	 	 	 
121031	13	 	 	 	 	 	 	 	 
121033	1	 	 	 	 	 	 	 	 
121033	2	 	 	 	 	 	 	 	 
121033	3	 	 	 	 	 	 	 	 
121033	4	 	 	 	 	 	 	 	 
121033	5	 	 	 	 	 	 	 	 
121033	6	 	 	 	 	 	 	 	 
121033	7	 	 	 	 	 	 	 	 
121033	8	 	 	 	 	 	 	 	 
121033	9	 	 	 	 	 	 	 	 
121033	10	 	 	 	 	 	 	 	 
121033	11	 	 	 	 	 	 	 	 
121033	12	 	 	 	 	 	 	 	 
121033	13	 	 	 	 	 	 	 	 
121034	1	 	 	 	 	 	 	 	 
121034	2	 	 	 	 	 	 	 	 
121034	3	 	 	 	 	 	 	 	 
121034	4	 	 	 	 	 	 	 	 
121034	5	 	 	 	 	 	 	 	 
121034	6	 	 	 	 	 	 	 	 
121034	7	 	 	 	 	 	 	 	 
121034	8	 	 	 	 	 	 	 	 
121034	9	 	 	 	 	 	 	 	 
121034	10	 	 	 	 	 	 	 	 
121034	11	 	 	 	 	 	 	 	 
121034	12	 	 	 	 	 	 	 	 
121034	13	 	 	 	 	 	 	 	 
121037	1	0	 	0	 	1	1200	0	 
121037	2	0	 	0	 	0	 	0	 
121037	3	0	 	0	 	0	 	0	 
121037	4	0	 	0	 	0	 	0	 
121037	5	1	500	0	 	1	150	0	 
121037	6	0	 	0	 	0	 	0	 
121037	7	1	2000	1	1000	1	2500	1	1000
121037	8	0	 	0	 	0	 	1	7000
121037	9	0	 	0	 	0	 	0	 
121037	10	0	 	0	 	0	 	0	 
121037	11	0	 	0	 	0	 	0	 
121037	12	0	 	0	 	0	 	0	 
121037	13	0	 	0	 	0	 	0	 
121038	1	 	 	 	 	 	 	 	 
121038	2	 	 	 	 	 	 	 	 
121038	3	 	 	 	 	 	 	 	 
121038	4	 	 	 	 	 	 	 	 
121038	5	 	 	 	 	 	 	 	 
121038	6	 	 	 	 	 	 	 	 
121038	7	 	 	 	 	 	 	 	 
121038	8	 	 	 	 	 	 	 	 
121038	9	 	 	 	 	 	 	 	 
121038	10	 	 	 	 	 	 	 	 
121038	11	 	 	 	 	 	 	 	 
121038	12	 	 	 	 	 	 	 	 
121038	13	 	 	 	 	 	 	 	 
121040	1	 	 	 	 	 	 	 	 
121040	2	 	 	 	 	 	 	 	 
121040	3	 	 	 	 	 	 	 	 
121040	4	 	 	 	 	 	 	 	 
121040	5	 	 	 	 	 	 	 	 
121040	6	 	 	 	 	 	 	 	 
121040	7	 	 	 	 	 	 	 	 
121040	8	 	 	 	 	 	 	 	 
121040	9	 	 	 	 	 	 	 	 
121040	10	 	 	 	 	 	 	 	 
121040	11	 	 	 	 	 	 	 	 
121040	12	 	 	 	 	 	 	 	 
121040	13	 	 	 	 	 	 	 	 
121043	1	 	 	 	 	 	 	 	 
121043	2	 	 	 	 	 	 	 	 
121043	3	 	 	 	 	 	 	 	 
121043	4	 	 	 	 	 	 	 	 
121043	5	 	 	 	 	 	 	 	 
121043	6	 	 	 	 	 	 	 	 
121043	7	 	 	 	 	 	 	 	 
121043	8	 	 	 	 	 	 	 	 
121043	9	 	 	 	 	 	 	 	 
121043	10	 	 	 	 	 	 	 	 
121043	11	 	 	 	 	 	 	 	 
121043	12	 	 	 	 	 	 	 	 
121043	13	 	 	 	 	 	 	 	 
121047	1	 	 	 	 	 	 	 	 
121047	2	 	 	 	 	 	 	 	 
121047	3	 	 	 	 	 	 	 	 
121047	4	 	 	 	 	 	 	 	 
121047	5	 	 	 	 	 	 	 	 
121047	6	 	 	 	 	 	 	 	 
121047	7	 	 	 	 	 	 	 	 
121047	8	 	 	 	 	 	 	 	 
121047	9	 	 	 	 	 	 	 	 
121047	10	 	 	 	 	 	 	 	 
121047	11	 	 	 	 	 	 	 	 
121047	12	 	 	 	 	 	 	 	 
121047	13	 	 	 	 	 	 	 	 
121048	1	 	 	 	 	 	 	 	 
121048	2	 	 	 	 	 	 	 	 
121048	3	 	 	 	 	 	 	 	 
121048	4	 	 	 	 	 	 	 	 
121048	5	 	 	 	 	 	 	 	 
121048	6	 	 	 	 	 	 	 	 
121048	7	 	 	 	 	 	 	 	 
121048	8	 	 	 	 	 	 	 	 
121048	9	 	 	 	 	 	 	 	 
121048	10	 	 	 	 	 	 	 	 
121048	11	 	 	 	 	 	 	 	 
121048	12	 	 	 	 	 	 	 	 
121048	13	 	 	 	 	 	 	 	 
121053	1	 	 	 	 	 	 	 	 
121053	2	 	 	 	 	 	 	 	 
121053	3	 	 	 	 	 	 	 	 
121053	4	 	 	 	 	 	 	 	 
121053	5	 	 	 	 	 	 	 	 
121053	6	 	 	 	 	 	 	 	 
121053	7	 	 	 	 	 	 	 	 
121053	8	 	 	 	 	 	 	 	 
121053	9	 	 	 	 	 	 	 	 
121053	10	 	 	 	 	 	 	 	 
121053	11	 	 	 	 	 	 	 	 
121053	12	 	 	 	 	 	 	 	 
121053	13	 	 	 	 	 	 	 	 
121054	1	 	 	 	 	 	 	 	 
121054	2	 	 	 	 	 	 	 	 
121054	3	 	 	 	 	 	 	 	 
121054	4	 	 	 	 	 	 	 	 
121054	5	 	 	 	 	 	 	 	 
121054	6	 	 	 	 	 	 	 	 
121054	7	 	 	 	 	 	 	 	 
121054	8	 	 	 	 	 	 	 	 
121054	9	 	 	 	 	 	 	 	 
121054	10	 	 	 	 	 	 	 	 
121054	11	 	 	 	 	 	 	 	 
121054	12	 	 	 	 	 	 	 	 
121054	13	 	 	 	 	 	 	 	 
121056	1	 	 	 	 	 	 	 	 
121056	2	 	 	 	 	 	 	 	 
121056	3	 	 	 	 	 	 	 	 
121056	4	 	 	 	 	 	 	 	 
121056	5	 	 	 	 	 	 	 	 
121056	6	 	 	 	 	 	 	 	 
121056	7	 	 	 	 	 	 	 	 
121056	8	 	 	 	 	 	 	 	 
121056	9	 	 	 	 	 	 	 	 
121056	10	 	 	 	 	 	 	 	 
121056	11	 	 	 	 	 	 	 	 
121056	12	 	 	 	 	 	 	 	 
121056	13	 	 	 	 	 	 	 	 
131001	1	 	 	 	 	 	 	 	 
131001	2	 	 	 	 	 	 	 	 
131001	3	 	 	 	 	 	 	 	 
131001	4	 	 	 	 	 	 	 	 
131001	5	 	 	 	 	 	 	 	 
131001	6	 	 	 	 	 	 	 	 
131001	7	 	 	 	 	 	 	 	 
131001	8	 	 	 	 	 	 	 	 
131001	9	 	 	 	 	 	 	 	 
131001	10	 	 	 	 	 	 	 	 
131001	11	 	 	 	 	 	 	 	 
131001	12	 	 	 	 	 	 	 	 
131001	13	 	 	 	 	 	 	 	 
131002	1	 	 	 	 	 	 	 	 
131002	2	 	 	 	 	 	 	 	 
131002	3	 	 	 	 	 	 	 	 
131002	4	 	 	 	 	 	 	 	 
131002	5	 	 	 	 	 	 	 	 
131002	6	 	 	 	 	 	 	 	 
131002	7	 	 	 	 	 	 	 	 
131002	8	 	 	 	 	 	 	 	 
131002	9	 	 	 	 	 	 	 	 
131002	10	 	 	 	 	 	 	 	 
131002	11	 	 	 	 	 	 	 	 
131002	12	 	 	 	 	 	 	 	 
131002	13	 	 	 	 	 	 	 	 
131004	1	 	 	 	 	 	 	 	 
131004	2	 	 	 	 	 	 	 	 
131004	3	 	 	 	 	 	 	 	 
131004	4	 	 	 	 	 	 	 	 
131004	5	 	 	 	 	 	 	 	 
131004	6	 	 	 	 	 	 	 	 
131004	7	 	 	 	 	 	 	 	 
131004	8	 	 	 	 	 	 	 	 
131004	9	 	 	 	 	 	 	 	 
131004	10	 	 	 	 	 	 	 	 
131004	11	 	 	 	 	 	 	 	 
131004	12	 	 	 	 	 	 	 	 
131004	13	 	 	 	 	 	 	 	 
131005	1	 	 	 	 	 	 	 	 
131005	2	 	 	 	 	 	 	 	 
131005	3	 	 	 	 	 	 	 	 
131005	4	 	 	 	 	 	 	 	 
131005	5	 	 	 	 	 	 	 	 
131005	6	 	 	 	 	 	 	 	 
131005	7	 	 	 	 	 	 	 	 
131005	8	 	 	 	 	 	 	 	 
131005	9	 	 	 	 	 	 	 	 
131005	10	 	 	 	 	 	 	 	 
131005	11	 	 	 	 	 	 	 	 
131005	12	 	 	 	 	 	 	 	 
131005	13	 	 	 	 	 	 	 	 
131006	1	 	 	 	 	 	 	 	 
131006	2	 	 	 	 	 	 	 	 
131006	3	 	 	 	 	 	 	 	 
131006	4	 	 	 	 	 	 	 	 
131006	5	 	 	 	 	 	 	 	 
131006	6	 	 	 	 	 	 	 	 
131006	7	 	 	 	 	 	 	 	 
131006	8	 	 	 	 	 	 	 	 
131006	9	 	 	 	 	 	 	 	 
131006	10	 	 	 	 	 	 	 	 
131006	11	 	 	 	 	 	 	 	 
131006	12	 	 	 	 	 	 	 	 
131006	13	 	 	 	 	 	 	 	 
131007	1	 	 	 	 	 	 	 	 
