CHILDCODE	HHDCIDR4	EVRDECR4	MADDECR4	WHOPRVR4
171010	1	1	1	3
171010	2	1	1	1
171010	3	1	1	1
171010	5	1	1	1
171010	9	1	1	3
171010	10	1	1	3
171010	13	1	1	3
171011	1	1	1	3
171011	2	1	1	1
171011	3	1	1	3
171011	5	1	1	3
171011	9	1	1	3
171011	10	1	1	3
171011	13	1	1	3
171012	1	1	1	1
171012	2	1	1	1
171012	3	1	1	1
171012	5	1	1	3
171012	9	1	1	3
171012	10	1	1	3
171012	13	1	1	3
171014	1	1	1	6
171014	2	1	1	1
171014	3	1	1	1
171014	5	1	1	1
171014	9	1	0	2
171014	10	1	0	2
171014	13	1	0	2
171015	1	1	1	1
171015	2	1	1	1
171015	3	1	1	1
171015	5	1	1	1
171015	9	1	1	3
171015	10	1	1	4
171015	13	1	1	4
171016	1	1	1	2
171016	2	1	77	1
171016	3	1	1	1
171016	5	1	77	1
171016	9	1	1	2
171016	10	1	1	1
171016	13	1	1	2
171017	1	1	1	1
171017	2	1	1	1
171017	3	1	1	1
171017	5	1	1	1
171017	9	1	1	3
171017	10	1	1	3
171017	13	1	1	3
171018	1	1	1	6
171018	2	1	1	1
171018	3	1	1	6
171018	5	1	1	1
171018	9	1	1	3
171018	10	1	1	6
171018	13	1	1	6
171019	1	1	1	2
171019	2	1	1	1
171019	3	1	1	2
171019	5	1	1	1
171019	9	1	1	2
171019	10	1	1	1
171019	13	1	1	2
171020	1	1	1	3
171020	2	1	1	1
171020	3	1	1	1
171020	5	1	1	1
171020	9	0	1	3
171020	10	1	1	3
171020	13	1	1	3
171021	1	1	1	1
171021	2	0	1	1
171021	3	1	1	3
171021	5	1	1	3
171021	9	1	0	2
171021	10	1	0	2
171021	13	1	0	2
171022	1	1	1	1
171022	2	1	1	1
171022	3	1	1	1
171022	5	1	1	6
171022	9	1	0	2
171022	10	1	0	2
171022	13	1	0	2
171023	1	0	1	1
171023	2	0	1	1
171023	3	1	1	3
171023	5	0	1	1
171023	9	1	1	3
171023	10	1	1	3
171023	13	1	1	3
171024	1	1	1	3
171024	2	1	1	1
171024	3	1	1	1
171024	5	1	1	1
171024	9	1	1	3
171024	10	1	1	3
171024	13	1	1	3
171025	1	1	1	1
171025	2	1	1	7
171025	3	1	1	8
171025	5	0	1	8
171025	9	1	0	3
171025	10	1	0	3
171025	13	1	0	3
171026	1	1	1	1
171026	2	1	1	1
171026	3	1	1	7
171026	5	1	1	1
171026	9	1	0	3
171026	10	1	0	3
171026	13	1	1	7
171027	1	1	1	3
171027	2	1	1	1
171027	3	1	1	3
171027	5	1	1	1
171027	9	0	1	3
171027	10	1	1	3
171027	13	1	1	3
171028	1	1	1	3
171028	2	1	1	1
171028	3	1	1	3
171028	5	1	1	1
171028	9	1	1	3
171028	10	1	1	3
171028	13	1	1	3
171029	1	1	1	1
171029	2	1	1	1
171029	3	1	1	3
171029	5	1	1	2
171029	9	1	0	2
171029	10	1	0	2
171029	13	1	0	2
171030	1	1	1	7
171030	2	1	1	7
171030	3	1	1	7
171030	5	1	1	7
171030	9	1	1	3
171030	10	1	1	3
171030	13	1	1	7
171031	1	1	1	1
171031	2	1	1	1
171031	3	1	1	1
171031	5	1	1	1
171031	9	1	1	3
171031	10	1	1	3
171031	13	1	1	3
171032	1	1	1	1
171032	2	1	1	1
171032	3	1	1	3
171032	5	1	1	3
171032	9	0	0	3
171032	10	0	0	3
171032	13	0	0	3
171033	1	1	0	4
171033	2	1	1	1
171033	3	1	1	1
171033	5	1	1	1
171033	9	0	0	4
171033	10	0	0	4
171033	13	0	0	5
171034	1	1	1	1
171034	2	1	1	1
171034	3	1	1	1
171034	5	1	1	1
171034	9	1	1	4
171034	10	1	1	4
171034	13	0	0	88
171035	1	1	1	1
171035	2	1	1	1
171035	3	1	1	1
171035	5	1	1	1
171035	9	1	1	3
171035	10	1	1	3
171035	13	1	1	3
171036	1	1	1	1
171036	2	1	1	1
171036	3	1	1	1
171036	5	1	1	1
171036	9	1	1	4
171036	10	1	1	4
171036	13	88	 	 
171037	1	1	1	1
171037	2	1	1	1
171037	3	1	0	1
171037	5	1	1	1
171037	9	1	1	4
171037	10	1	1	4
171037	13	1	1	4
171038	1	1	1	3
171038	2	1	1	1
171038	3	1	1	1
171038	5	1	1	1
171038	9	1	1	3
171038	10	1	1	3
171038	13	1	1	3
171039	1	1	1	7
171039	2	1	1	1
171039	3	1	1	1
171039	5	1	1	1
171039	9	0	0	3
171039	10	0	0	3
171039	13	1	1	3
171040	1	1	1	7
171040	2	1	1	1
171040	3	1	1	7
171040	5	1	1	7
171040	9	0	0	3
171040	10	0	0	3
171040	13	1	1	3
171041	1	1	1	1
171041	2	1	1	1
171041	3	1	1	1
171041	5	1	1	1
171041	9	1	0	2
171041	10	1	0	2
171041	13	1	0	2
171042	1	1	1	3
171042	2	1	1	1
171042	3	1	1	1
171042	5	1	1	1
171042	9	1	1	3
171042	10	1	1	3
171042	13	1	1	3
171043	1	1	1	1
171043	2	1	1	1
171043	3	1	1	1
171043	5	1	1	1
171043	9	0	88	88
171043	10	1	1	1
171043	13	0	88	88
171044	1	1	1	8
171044	2	1	1	1
171044	3	1	1	1
171044	5	1	1	1
171044	9	0	0	4
171044	10	0	0	4
171044	13	1	1	4
171045	1	1	1	3
171045	2	1	1	1
171045	3	1	1	6
171045	5	1	1	1
171045	9	0	0	3
171045	10	0	0	3
171045	13	1	1	3
171046	1	1	1	1
171046	2	1	1	1
171046	3	1	77	3
171046	5	1	1	3
171046	9	1	1	3
171046	10	1	77	3
171046	13	1	1	3
171047	1	1	1	1
171047	2	1	1	1
171047	3	1	1	2
171047	5	1	1	1
171047	9	1	1	2
171047	10	1	1	2
171047	13	1	1	2
171048	1	1	1	1
171048	2	1	1	7
171048	3	1	1	3
171048	5	1	1	1
171048	9	1	0	3
171048	10	1	0	3
171048	13	1	0	3
171049	1	1	1	1
171049	2	1	1	1
171049	3	1	1	1
171049	5	1	1	1
171049	9	1	1	2
171049	10	1	1	1
171049	13	1	1	2
171050	1	1	1	2
171050	2	1	1	2
171050	3	1	1	2
171050	5	0	0	88
171050	9	0	88	88
171050	10	1	1	2
171050	13	1	1	2
181001	1	1	1	3
181001	2	1	1	7
181001	3	1	1	8
181001	5	1	1	3
181001	9	0	0	3
181001	10	1	1	7
181001	13	0	0	4
181002	1	1	1	1
181002	2	1	1	7
181002	3	1	1	1
181002	5	1	1	7
181002	9	1	0	3
181002	10	1	0	3
181002	13	1	1	7
181003	1	1	1	7
181003	2	1	1	7
181003	3	1	1	7
181003	5	1	1	7
181003	9	1	0	3
181003	10	1	1	7
181003	13	1	0	3
181004	1	1	1	1
181004	2	1	1	1
181004	3	1	1	7
181004	5	1	1	7
181004	9	1	1	3
181004	10	1	1	3
181004	13	1	1	3
181005	1	1	1	1
181005	2	1	1	1
181005	3	0	88	88
181005	5	0	88	88
181005	9	0	0	4
181005	10	0	0	4
181005	13	0	88	88
181006	1	1	1	6
181006	2	1	1	1
181006	3	1	1	6
181006	5	1	1	1
181006	9	1	1	6
181006	10	1	1	6
181006	13	88	 	 
181007	1	1	1	7
181007	2	1	1	1
181007	3	1	1	3
181007	5	1	1	7
181007	9	1	1	3
181007	10	1	1	3
181007	13	1	0	3
181008	1	1	1	1
181008	2	1	1	1
181008	3	1	1	1
181008	5	1	1	1
181008	9	0	0	88
181008	10	0	0	5
181008	13	88	 	 
181009	1	0	0	4
181009	2	1	1	1
181009	3	1	1	1
181009	5	1	1	1
181009	9	0	0	3
181009	10	0	0	3
181009	13	0	1	3
181010	1	1	1	3
181010	2	1	1	7
181010	3	1	1	3
181010	5	1	1	7
181010	9	1	1	3
181010	10	1	1	8
181010	13	1	1	3
181011	1	1	1	1
181011	2	1	1	4
181011	3	1	1	4
181011	5	1	1	3
181011	9	1	1	4
181011	10	1	1	4
181011	13	1	0	3
181012	1	1	1	1
181012	2	1	1	1
181012	3	1	1	1
181012	5	1	1	1
181012	9	0	1	1
181012	10	1	1	1
181012	13	88	 	 
181013	1	1	1	1
181013	2	1	1	1
181013	3	1	1	1
181013	5	1	1	7
181013	9	1	1	7
181013	10	0	1	7
181013	13	0	1	3
181014	1	1	1	4
181014	2	1	1	4
181014	3	1	1	1
181014	5	1	1	1
181014	9	0	0	4
181014	10	1	0	4
181014	13	88	 	 
181015	1	0	1	3
181015	2	1	1	7
181015	3	0	1	7
181015	5	1	1	7
181015	9	0	0	3
181015	10	0	1	7
181015	13	0	1	7
181016	1	1	1	3
181016	2	1	1	1
181016	3	1	1	7
181016	5	0	1	7
181016	9	1	1	3
181016	10	1	1	3
181016	13	0	1	3
181017	1	1	1	7
181017	2	1	1	7
181017	3	1	1	7
181017	5	1	1	7
181017	9	1	0	3
181017	10	1	1	7
181017	13	1	0	3
181018	1	1	1	7
181018	2	1	1	7
181018	3	1	1	7
181018	5	1	1	3
181018	9	1	1	7
181018	10	1	1	7
181018	13	1	0	3
181019	1	1	1	3
181019	2	1	1	7
181019	3	1	1	7
181019	5	1	1	1
181019	9	1	0	3
181019	10	1	0	3
181019	13	1	0	3
181020	1	1	1	7
181020	2	1	0	3
181020	3	1	1	7
181020	5	1	1	7
181020	9	1	0	3
181020	10	1	1	7
181020	13	1	1	7
181021	1	1	1	1
181021	2	1	1	1
181021	3	1	1	1
181021	5	1	1	1
181021	9	1	0	3
181021	10	1	0	3
181021	13	1	0	3
181022	1	1	1	7
181022	2	1	1	7
181022	3	1	1	7
181022	5	1	1	7
181022	9	1	0	3
181022	10	1	1	7
181022	13	1	0	3
181023	1	1	1	1
181023	2	1	1	1
181023	3	1	1	1
181023	5	1	1	1
181023	9	1	0	7
181023	10	1	1	7
181023	13	1	0	3
181024	1	1	1	8
181024	2	1	1	1
181024	3	1	1	1
181024	5	1	1	1
181024	9	1	0	4
181024	10	1	1	8
181024	13	88	 	 
181025	1	1	1	1
181025	2	1	1	1
181025	3	1	1	1
181025	5	1	1	1
181025	9	0	1	1
181025	10	1	0	5
181025	13	88	 	 
181026	1	1	1	7
181026	2	1	1	1
181026	3	1	1	1
181026	5	1	1	7
181026	9	1	0	3
181026	10	1	0	3
181026	13	1	0	3
181027	1	1	1	3
181027	2	1	1	1
181027	3	1	1	7
181027	5	1	1	1
181027	9	0	0	3
181027	10	1	1	7
181027	13	1	1	7
181028	1	1	1	3
181028	2	1	1	7
181028	3	1	1	7
181028	5	1	1	7
181028	9	1	1	7
181028	10	1	1	7
181028	13	1	0	3
181029	1	1	1	7
181029	2	1	1	7
181029	3	1	1	7
181029	5	1	1	7
181029	9	1	0	3
181029	10	1	1	7
181029	13	1	0	3
181030	1	0	1	1
181030	2	0	1	1
181030	3	0	1	1
181030	5	0	1	1
181030	9	1	0	3
181030	10	1	0	3
181030	13	1	1	3
181031	1	1	1	7
181031	2	1	1	7
181031	3	1	1	7
181031	5	1	1	1
181031	9	1	1	7
181031	10	1	1	7
181031	13	1	1	7
181032	1	1	1	1
181032	2	1	1	1
181032	3	1	1	1
181032	5	1	1	1
181032	9	0	1	1
181032	10	0	0	5
181032	13	88	 	 
181033	1	0	0	3
181033	2	1	1	1
181033	3	1	1	7
181033	5	0	1	3
181033	9	0	0	3
181033	10	1	1	7
181033	13	0	0	3
181034	1	0	0	7
181034	2	1	1	7
181034	3	1	1	7
181034	5	1	1	1
181034	9	0	0	3
181034	10	0	0	3
181034	13	0	0	3
181035	1	1	1	1
181035	2	1	1	1
181035	3	1	1	1
181035	5	1	1	1
181035	9	1	1	1
181035	10	1	1	1
181035	13	88	 	 
181036	1	0	1	3
181036	2	1	1	7
181036	3	0	1	3
181036	5	1	1	7
181036	9	0	1	3
181036	10	0	0	3
181036	13	0	0	3
181037	1	1	1	3
181037	2	1	1	3
181037	3	1	1	7
181037	5	1	1	7
181037	9	1	0	3
181037	10	1	1	7
181037	13	1	0	3
181038	1	1	1	7
181038	2	1	1	7
181038	3	1	1	7
181038	5	1	1	8
181038	9	1	0	3
181038	10	1	1	7
181038	13	1	0	3
181039	1	1	1	7
181039	2	1	1	1
181039	3	1	1	7
181039	5	1	1	7
181039	9	1	0	3
181039	10	1	0	3
181039	13	1	0	3
181040	1	1	1	1
181040	2	1	1	1
181040	3	1	1	1
181040	5	1	1	4
181040	9	1	0	3
181040	10	1	0	3
181040	13	1	0	3
181041	1	0	1	3
181041	2	1	1	7
181041	3	1	1	7
181041	5	1	1	7
181041	9	0	1	3
181041	10	0	1	3
181041	13	0	1	3
181042	1	1	1	1
181042	2	1	1	8
181042	3	1	1	8
181042	5	0	88	88
181042	9	1	1	8
181042	10	1	1	8
181042	13	88	 	 
181043	1	1	1	1
181043	2	1	1	1
181043	3	1	1	1
181043	5	1	1	7
181043	9	1	0	3
181043	10	1	0	3
181043	13	1	0	3
181045	1	1	0	3
181045	2	1	1	3
181045	3	1	1	7
181045	5	1	1	7
181045	9	1	0	3
181045	10	1	1	8
181045	13	1	0	3
181046	1	1	1	1
181046	2	1	1	1
181046	3	1	1	1
181046	5	0	1	1
181046	9	0	1	1
181046	10	1	0	5
181046	13	88	 	 
181047	1	1	1	9
181047	2	1	1	8
181047	3	1	1	7
181047	5	1	1	7
181047	9	1	1	7
181047	10	1	1	7
181047	13	1	1	3
181048	1	1	1	1
181048	2	1	1	1
181048	3	1	1	1
181048	5	1	1	1
181048	9	1	1	8
181048	10	1	1	8
181048	13	88	 	 
181049	1	1	1	1
181049	2	1	1	1
181049	3	1	1	1
181049	5	0	1	1
181049	9	1	0	2
181049	10	1	0	2
181049	13	1	0	2
181050	1	1	1	3
181050	2	1	1	7
181050	3	1	1	7
181050	5	1	1	7
181050	9	1	1	3
181050	10	1	1	7
181050	13	1	0	3
191001	1	1	1	1
191001	2	1	1	7
191001	3	1	1	7
191001	5	1	1	7
191001	9	1	0	3
191001	10	1	1	7
191001	13	1	0	3
191002	1	1	0	3
191002	2	1	1	7
191002	3	1	0	3
191002	5	1	0	3
191002	9	1	0	3
191002	10	1	0	3
191002	13	88	 	 
191003	1	1	1	1
191003	2	1	1	7
191003	3	1	1	7
191003	5	1	1	7
191003	9	1	0	3
191003	10	1	0	3
191003	13	1	0	3
191004	1	1	1	7
191004	2	1	1	1
191004	3	1	1	7
191004	5	1	1	7
191004	9	1	1	7
191004	10	1	1	7
191004	13	88	 	 
191005	1	1	1	3
191005	2	0	1	1
191005	3	0	1	1
191005	5	1	1	3
191005	9	1	0	3
191005	10	1	0	3
191005	13	88	 	 
191006	1	1	1	1
191006	2	1	1	1
191006	3	1	1	1
191006	5	1	1	1
191006	9	1	0	3
191006	10	1	1	7
191006	13	88	 	 
191007	1	1	0	3
191007	2	1	1	7
191007	3	0	1	7
191007	5	1	1	7
191007	9	0	0	3
191007	10	1	0	3
191007	13	88	 	 
191008	1	1	1	7
191008	2	1	1	7
191008	3	1	1	7
191008	5	1	1	7
191008	9	1	0	3
191008	10	1	0	3
191008	13	1	0	3
191009	1	0	1	1
191009	2	0	1	1
191009	3	0	1	1
191009	5	0	1	1
191009	9	1	1	2
191009	10	1	1	2
191009	13	88	 	 
191010	1	1	1	1
191010	2	1	1	1
191010	3	1	1	1
191010	5	1	1	7
191010	9	1	0	3
191010	10	1	0	3
191010	13	88	 	 
191011	1	1	1	1
191011	2	1	1	7
191011	3	1	1	7
191011	5	1	0	3
191011	9	1	1	7
191011	10	1	1	7
191011	13	88	 	 
191012	1	1	1	7
191012	2	1	1	1
191012	3	1	1	1
191012	5	1	1	7
191012	9	1	0	3
191012	10	1	1	7
191012	13	1	0	3
191013	1	1	1	1
191013	2	1	1	1
191013	3	1	1	1
191013	5	1	1	1
191013	9	0	0	4
191013	10	1	1	1
191013	13	1	1	7
191014	1	1	1	7
191014	2	1	1	1
191014	3	1	1	7
191014	5	1	1	7
191014	9	1	0	3
191014	10	1	1	7
191014	13	1	0	3
191015	1	1	1	7
191015	2	1	1	7
191015	3	1	1	7
191015	5	1	1	7
191015	9	0	0	3
191015	10	0	1	3
191015	13	0	0	3
191016	1	1	1	3
191016	2	1	1	3
191016	3	1	0	3
191016	5	1	1	7
191016	9	1	0	3
191016	10	1	0	3
191016	13	88	 	 
191017	1	1	1	7
191017	2	1	1	7
191017	3	1	1	7
191017	5	1	1	7
191017	9	1	1	7
191017	10	1	1	7
191017	13	1	0	3
191018	1	1	1	1
191018	2	1	1	1
191018	3	1	1	7
191018	5	1	1	8
191018	9	1	1	7
191018	10	1	1	3
191018	13	1	1	3
191019	1	1	1	1
191019	2	1	1	1
191019	3	1	1	7
191019	5	1	1	1
191019	9	1	0	3
191019	10	1	1	7
191019	13	1	0	3
191020	1	1	0	4
191020	2	1	1	7
191020	3	1	0	3
191020	5	1	1	7
191020	9	1	0	3
191020	10	1	0	3
191020	13	1	0	3
191021	1	1	1	1
191021	2	1	1	7
191021	3	1	1	7
191021	5	1	1	7
191021	9	1	0	3
191021	10	1	1	7
191021	13	88	 	 
191022	1	1	1	7
191022	2	1	1	1
191022	3	1	1	7
191022	5	1	1	7
191022	9	1	1	7
191022	10	1	1	3
191022	13	1	1	3
191023	1	1	1	1
191023	2	1	1	1
191023	3	1	1	1
191023	5	1	1	1
191023	9	1	0	4
191023	10	1	0	4
191023	13	88	 	 
191024	1	1	1	7
191024	2	1	1	1
191024	3	1	1	7
191024	5	1	1	7
191024	9	1	0	3
191024	10	1	1	7
191024	13	1	0	3
191025	1	1	1	3
191025	2	1	1	1
191025	3	1	1	7
191025	5	1	1	7
191025	9	1	0	3
191025	10	0	0	3
191025	13	88	 	 
191026	1	1	1	7
191026	2	1	1	7
191026	3	1	1	7
191026	5	1	1	7
191026	9	1	1	7
191026	10	1	1	7
191026	13	88	 	 
191027	1	1	1	1
191027	2	1	1	1
191027	3	1	1	1
191027	5	1	1	1
191027	9	1	1	8
191027	10	1	1	8
191027	13	88	 	 
191028	1	1	1	7
191028	2	1	1	1
191028	3	1	1	7
191028	5	1	1	7
191028	9	1	0	3
191028	10	1	0	3
191028	13	1	0	3
191029	1	1	1	1
191029	2	1	1	7
191029	3	1	1	7
191029	5	1	1	7
191029	9	1	0	3
191029	10	1	0	3
191029	13	1	0	3
191031	1	1	1	1
191031	2	1	1	1
191031	3	1	1	1
191031	5	1	1	7
191031	9	0	1	7
191031	10	1	0	4
191031	13	88	 	 
191032	1	1	0	4
191032	2	1	1	7
191032	3	1	1	7
191032	5	1	1	7
191032	9	1	1	7
191032	10	1	0	3
191032	13	1	0	3
191033	1	1	1	1
191033	2	1	1	1
191033	3	1	1	7
191033	5	1	1	1
191033	9	1	1	7
191033	10	1	1	7
191033	13	1	0	3
191034	1	1	1	7
191034	2	1	1	1
191034	3	1	1	7
191034	5	1	1	1
191034	9	0	0	3
191034	10	1	0	3
191034	13	1	0	3
191035	1	1	1	1
191035	2	0	1	1
191035	3	0	1	1
191035	5	0	1	1
191035	9	1	0	3
191035	10	1	0	3
191035	13	88	 	 
191036	1	1	1	1
191036	2	1	1	7
191036	3	1	1	7
191036	5	1	1	1
191036	9	1	1	7
191036	10	1	1	7
191036	13	88	 	 
191037	1	1	1	1
191037	2	1	1	1
191037	3	1	1	1
191037	5	1	1	1
191037	9	1	0	3
191037	10	1	1	7
191037	13	1	0	3
191038	1	1	1	7
191038	2	1	1	7
191038	3	1	1	1
191038	5	1	1	7
191038	9	1	0	3
191038	10	1	0	3
191038	13	88	 	 
191039	1	1	1	1
191039	2	1	1	6
191039	3	1	1	7
191039	5	1	1	1
191039	9	0	0	3
191039	10	1	0	3
191039	13	88	 	 
191040	1	0	1	1
191040	2	0	1	1
191040	3	1	1	1
191040	5	1	1	1
191040	9	1	0	3
191040	10	1	0	3
191040	13	1	0	3
191041	1	1	1	1
191041	2	1	1	7
191041	3	1	1	7
191041	5	1	1	7
191041	9	0	0	3
191041	10	1	0	3
191041	13	1	0	3
191042	1	1	1	7
191042	2	1	1	7
191042	3	1	1	7
191042	5	1	1	7
191042	9	1	1	7
191042	10	1	1	7
191042	13	1	1	7
191043	1	1	1	3
191043	2	0	1	1
191043	3	1	1	1
191043	5	1	1	1
191043	9	1	0	3
191043	10	1	1	3
191043	13	88	 	 
191044	1	1	1	1
191044	2	1	1	1
191044	3	1	1	7
191044	5	1	1	7
191044	9	1	0	3
191044	10	1	0	3
191044	13	88	 	 
191045	1	0	1	1
191045	2	0	1	1
191045	3	0	1	1
191045	5	0	1	1
191045	9	1	0	3
191045	10	1	0	3
191045	13	1	0	3
191046	1	1	1	1
191046	2	1	1	1
191046	3	1	1	7
191046	5	1	1	7
191046	9	1	0	3
191046	10	1	1	7
191046	13	88	 	 
191048	1	1	1	7
191048	2	1	1	1
191048	3	1	1	7
191048	5	1	1	1
191048	9	0	0	3
191048	10	1	0	3
191048	13	1	0	3
191049	1	1	0	4
191049	2	1	1	8
191049	3	1	1	8
191049	5	1	1	8
191049	9	0	0	4
191049	10	1	0	4
191049	13	88	 	 
191050	1	1	1	1
191050	2	1	1	7
191050	3	1	1	7
191050	5	1	1	1
191050	9	1	0	3
191050	10	1	0	3
191050	13	1	0	3
191051	1	1	1	7
191051	2	1	1	7
191051	3	1	1	1
191051	5	1	1	7
191051	9	1	1	7
191051	10	1	1	7
191051	13	1	0	3
201001	1	1	1	1
201001	2	1	1	1
201001	3	1	1	1
201001	5	1	1	1
201001	9	1	1	3
201001	10	1	1	3
201001	13	1	1	3
201002	1	1	1	1
201002	2	1	1	1
201002	3	1	1	1
201002	5	1	1	2
201002	9	1	1	2
201002	10	1	1	2
201002	13	1	1	2
201003	1	1	1	1
201003	2	1	1	1
201003	3	1	1	1
201003	5	1	1	1
201003	9	1	0	2
201003	10	1	0	2
201003	13	1	0	2
201004	1	1	1	1
201004	2	1	1	1
201004	3	1	1	6
201004	5	1	1	1
201004	9	1	0	3
201004	10	1	0	3
201004	13	1	0	3
201005	1	1	1	1
201005	2	1	1	1
201005	3	1	1	1
201005	5	1	1	1
201005	9	1	1	1
201005	10	1	1	1
201005	13	1	1	1
201006	1	1	1	1
201006	2	1	1	1
201006	3	1	1	1
201006	5	1	1	1
201006	9	1	0	3
201006	10	1	0	3
201006	13	88	 	 
201007	1	1	1	1
201007	2	1	1	1
201007	3	1	1	2
201007	5	1	1	1
201007	9	1	0	2
201007	10	1	0	2
201007	13	1	1	2
201008	1	1	1	3
201008	2	1	1	1
201008	3	1	1	3
201008	5	1	1	1
201008	9	1	1	3
201008	10	1	1	3
201008	13	1	1	3
201009	1	1	1	3
201009	2	1	1	3
201009	3	1	1	3
201009	5	1	1	3
201009	9	1	1	3
201009	10	1	1	3
201009	13	1	1	3
201010	1	1	1	1
201010	2	1	1	1
201010	3	1	1	7
201010	5	1	1	1
201010	9	1	0	3
201010	10	1	0	3
201010	13	1	1	8
201011	1	1	1	7
201011	2	1	1	1
201011	3	0	1	1
201011	5	1	1	1
201011	9	1	0	3
201011	10	1	0	3
201011	13	1	0	3
201012	1	1	1	1
201012	2	1	1	1
201012	3	1	1	1
201012	5	1	1	1
201012	9	1	1	1
201012	10	1	1	1
201012	13	88	 	 
201013	1	1	1	3
201013	2	1	1	1
201013	3	1	1	1
201013	5	1	1	1
201013	9	1	1	3
201013	10	1	1	3
201013	13	1	1	3
201014	1	1	1	1
201014	2	1	1	1
201014	3	1	1	7
201014	5	1	1	7
201014	9	1	0	2
201014	10	1	0	2
201014	13	1	0	2
201015	1	1	1	3
201015	2	1	1	1
201015	3	1	1	1
201015	5	1	1	1
201015	9	1	1	3
201015	10	1	1	3
201015	13	1	1	3
201016	1	1	1	3
201016	2	1	1	1
201016	3	1	1	1
201016	5	1	1	1
201016	9	1	1	3
201016	10	1	1	3
201016	13	1	1	3
201017	1	1	1	3
201017	2	1	1	1
201017	3	1	1	3
201017	5	1	1	1
201017	9	1	1	3
201017	10	1	77	3
201017	13	1	1	3
201018	1	1	1	1
201018	2	1	1	1
201018	3	1	1	1
201018	5	1	1	7
201018	9	1	1	3
201018	10	1	1	3
201018	13	1	1	3
201019	1	1	1	1
201019	2	1	1	1
201019	3	1	1	1
201019	5	1	1	1
201019	9	1	1	6
201019	10	1	1	2
201019	13	1	1	2
201020	1	1	77	1
201020	2	1	1	1
201020	3	1	1	1
201020	5	1	1	1
201020	9	0	0	88
201020	10	1	1	3
201020	13	1	1	3
201021	1	1	1	1
201021	2	1	1	1
201021	3	1	1	1
201021	5	1	1	1
201021	9	1	1	7
201021	10	1	1	3
201021	13	1	1	3
201022	1	1	1	7
201022	2	1	1	7
201022	3	1	1	7
201022	5	1	1	7
201022	9	1	0	3
201022	10	1	0	3
201022	13	0	0	88
201023	1	1	1	3
201023	2	1	1	1
201023	3	1	1	3
201023	5	1	1	1
201023	9	1	1	3
201023	10	1	1	3
201023	13	1	1	3
201024	1	1	1	1
201024	2	1	1	1
201024	3	1	1	1
201024	5	1	1	1
201024	9	0	88	88
201024	10	1	1	1
201024	13	88	 	 
201025	1	1	1	1
201025	2	1	1	1
201025	3	1	1	1
201025	5	1	1	1
201025	9	1	0	3
201025	10	0	0	3
201025	13	1	0	3
201026	1	1	1	6
201026	2	1	1	6
201026	3	1	1	6
201026	5	1	1	6
201026	9	1	1	3
201026	10	1	1	3
201026	13	1	1	3
201027	1	1	1	3
201027	2	1	1	1
201027	3	1	1	1
201027	5	1	1	1
201027	9	1	1	3
201027	10	1	1	3
201027	13	1	1	3
201028	1	1	1	7
201028	2	1	1	1
201028	3	1	1	7
201028	5	1	1	7
201028	9	1	0	3
201028	10	1	0	3
201028	13	1	0	3
201029	1	1	1	1
201029	2	1	1	1
201029	3	1	1	1
201029	5	1	1	1
201029	9	1	0	2
201029	10	1	0	2
201029	13	1	0	2
201030	1	1	1	3
201030	2	1	1	1
201030	3	1	1	1
201030	5	1	1	3
201030	9	1	1	3
201030	10	1	1	3
201030	13	1	1	3
201031	1	1	1	3
201031	2	1	1	1
201031	3	1	1	1
201031	5	1	1	1
201031	9	1	1	3
201031	10	1	1	3
201031	13	1	1	3
201032	1	1	1	3
201032	2	1	1	1
201032	3	1	1	3
201032	5	1	1	1
201032	9	1	1	3
201032	10	1	1	3
201032	13	1	1	3
201035	1	1	1	3
201035	2	1	1	1
201035	3	1	1	1
201035	5	1	1	1
201035	9	1	1	3
201035	10	1	1	3
201035	13	1	1	3
201036	1	1	1	7
201036	2	1	1	1
201036	3	1	1	7
201036	5	1	1	1
201036	9	1	1	3
201036	10	1	1	3
201036	13	1	1	3
201037	1	1	1	1
201037	2	1	1	1
201037	3	1	1	6
201037	5	1	1	1
201037	9	1	1	3
201037	10	1	1	3
201037	13	1	1	3
201038	1	1	1	3
201038	2	1	1	1
201038	3	1	1	1
201038	5	1	1	1
201038	9	1	1	3
201038	10	1	1	3
201038	13	1	1	3
201039	1	1	1	7
201039	2	1	1	1
201039	3	1	1	1
201039	5	1	1	1
201039	9	1	1	3
201039	10	1	1	3
201039	13	1	1	3
201040	1	0	1	3
201040	2	1	1	1
201040	3	1	1	3
201040	5	1	1	1
201040	9	0	0	88
201040	10	1	1	3
201040	13	0	0	88
201042	1	1	1	1
201042	2	1	1	1
201042	3	1	1	7
201042	5	1	1	7
201042	9	1	0	3
201042	10	1	1	3
201042	13	1	1	3
201043	1	1	1	1
201043	2	1	1	1
201043	3	1	1	1
201043	5	1	1	1
201043	9	0	0	88
201043	10	1	1	1
201043	13	88	 	 
201044	1	1	1	1
201044	2	1	1	1
201044	3	1	1	6
201044	5	1	1	1
201044	9	1	1	3
201044	10	1	1	3
201044	13	1	1	3
201045	1	1	1	1
201045	2	1	1	1
201045	3	1	1	1
201045	5	1	1	1
201045	9	0	1	1
201045	10	1	1	1
201045	13	0	1	1
201046	1	1	1	1
201046	2	1	1	1
201046	3	1	1	7
201046	5	1	1	1
201046	9	1	0	3
201046	10	1	0	3
201046	13	1	0	3
201047	1	1	1	7
201047	2	1	1	1
