CHILDCODE	LVSKIDR5	AYANR5	NMAMR5	CHDSANR5
111041	13	 	 	 
111041	14	 	 	 
111041	15	 	 	 
111041	16	 	 	 
111041	17	 	 	 
111041	31	 	 	 
111041	32	 	 	 
111041	33	 	 	 
111042	1	0	 	 
111042	2	0	 	 
111042	3	0	 	 
111042	4	0	 	 
111042	5	0	 	 
111042	6	0	 	 
111042	7	0	 	 
111042	8	0	 	 
111042	9	0	 	 
111042	10	0	 	 
111042	11	1	1	1
111042	12	0	 	 
111042	13	0	 	 
111042	14	0	 	 
111042	15	0	 	 
111042	16	1	2	1
111042	17	0	 	 
111042	31	0	 	 
111042	32	0	 	 
111042	33	0	 	 
111043	1	0	 	 
111043	2	1	5	1
111043	3	0	 	 
111043	4	0	 	 
111043	5	0	 	 
111043	6	1	6	1
111043	7	0	 	 
111043	8	0	 	 
111043	9	1	2	0
111043	10	0	 	 
111043	11	1	4	0
111043	12	0	 	 
111043	13	0	 	 
111043	14	0	 	 
111043	15	0	 	 
111043	16	0	 	 
111043	17	0	 	 
111043	31	0	 	 
111043	32	0	 	 
111043	33	0	 	 
111044	1	0	 	 
111044	2	0	 	 
111044	3	0	 	 
111044	4	0	 	 
111044	5	0	 	 
111044	6	0	 	 
111044	7	0	 	 
111044	8	0	 	 
111044	9	0	 	 
111044	10	0	 	 
111044	11	0	 	 
111044	12	0	 	 
111044	13	0	 	 
111044	14	0	 	 
111044	15	0	 	 
111044	16	1	5	0
111044	17	0	 	 
111044	31	0	 	 
111044	32	0	 	 
111044	33	0	 	 
111045	1	0	 	 
111045	2	1	1	2
111045	3	0	 	 
111045	4	0	 	 
111045	5	0	 	 
111045	6	0	 	 
111045	7	0	 	 
111045	8	0	 	 
111045	9	0	 	 
111045	10	0	 	 
111045	11	0	 	 
111045	12	0	 	 
111045	13	0	 	 
111045	14	0	 	 
111045	15	0	 	 
111045	16	0	 	 
111045	17	0	 	 
111045	31	0	 	 
111045	32	0	 	 
111045	33	1	1	2
111047	1	0	 	 
111047	2	1	2	2
111047	3	0	 	 
111047	4	0	 	 
111047	5	0	 	 
111047	6	0	 	 
111047	7	0	 	 
111047	8	0	 	 
111047	9	0	 	 
111047	10	0	 	 
111047	11	1	1	2
111047	12	0	 	 
111047	13	0	 	 
111047	14	0	 	 
111047	15	0	 	 
111047	16	1	0	 
111047	17	0	 	 
111047	31	0	 	 
111047	32	0	 	 
111047	33	0	 	 
111048	1	1	1	0
111048	2	1	5	0
111048	3	0	 	 
111048	4	0	 	 
111048	5	0	 	 
111048	6	0	 	 
111048	7	0	 	 
111048	8	0	 	 
111048	9	1	2	0
111048	10	0	 	 
111048	11	1	2	0
111048	12	0	 	 
111048	13	0	 	 
111048	14	0	 	 
111048	15	0	 	 
111048	16	0	 	 
111048	17	0	 	 
111048	31	0	 	 
111048	32	0	 	 
111048	33	1	1	0
121002	1	0	 	 
121002	2	1	2	1
121002	3	0	 	 
121002	4	0	 	 
121002	5	0	 	 
121002	6	1	1	1
121002	7	0	 	 
121002	8	0	 	 
121002	9	1	2	1
121002	10	0	 	 
121002	11	1	2	1
121002	12	0	 	 
121002	13	0	 	 
121002	14	0	 	 
121002	15	0	 	 
121002	16	0	 	 
121002	17	0	 	 
121002	31	0	 	 
121002	32	0	 	 
121002	33	1	2	1
121003	1	0	 	 
121003	2	1	1	1
121003	3	0	 	 
121003	4	0	 	 
121003	5	0	 	 
121003	6	0	 	 
121003	7	0	 	 
121003	8	0	 	 
121003	9	0	 	 
121003	10	0	 	 
121003	11	0	 	 
121003	12	0	 	 
121003	13	0	 	 
121003	14	0	 	 
121003	15	0	 	 
121003	16	0	 	 
121003	17	0	 	 
121003	31	0	 	 
121003	32	0	 	 
121003	33	0	 	 
121005	1	0	 	 
121005	2	1	1	2
121005	3	0	 	 
121005	4	0	 	 
121005	5	0	 	 
121005	6	1	1	1
121005	7	0	 	 
121005	8	0	 	 
121005	9	1	1	0
121005	10	0	 	 
121005	11	0	 	 
121005	12	0	 	 
121005	13	1	4	1
121005	14	0	 	 
121005	15	0	 	 
121005	16	1	1	2
121005	17	0	 	 
121005	31	0	 	 
121005	32	0	 	 
121005	33	1	1	1
121007	1	 	 	 
121007	2	 	 	 
121007	3	 	 	 
121007	4	 	 	 
121007	5	 	 	 
121007	6	 	 	 
121007	7	 	 	 
121007	8	 	 	 
121007	9	 	 	 
121007	10	 	 	 
121007	11	 	 	 
121007	12	 	 	 
121007	13	 	 	 
121007	14	 	 	 
121007	15	 	 	 
121007	16	 	 	 
121007	17	 	 	 
121007	31	 	 	 
121007	32	 	 	 
121007	33	 	 	 
121008	1	 	 	 
121008	2	 	 	 
121008	3	 	 	 
121008	4	 	 	 
121008	5	 	 	 
121008	6	 	 	 
121008	7	 	 	 
121008	8	 	 	 
121008	9	 	 	 
121008	10	 	 	 
121008	11	 	 	 
121008	12	 	 	 
121008	13	 	 	 
121008	14	 	 	 
121008	15	 	 	 
121008	16	 	 	 
121008	17	 	 	 
121008	31	 	 	 
121008	32	 	 	 
121008	33	 	 	 
121009	1	0	 	 
121009	2	1	2	1
121009	3	0	 	 
121009	4	0	 	 
121009	5	0	 	 
121009	6	0	 	 
121009	7	0	 	 
121009	8	0	 	 
121009	9	0	 	 
121009	10	1	1	1
121009	11	1	1	1
121009	12	0	 	 
121009	13	1	4	2
121009	14	1	3	1
121009	15	0	 	 
121009	16	1	4	1
121009	17	0	 	 
121009	31	0	 	 
121009	32	0	 	 
121009	33	1	2	1
121010	1	 	 	 
121010	2	 	 	 
121010	3	 	 	 
121010	4	 	 	 
121010	5	 	 	 
121010	6	 	 	 
121010	7	 	 	 
121010	8	 	 	 
121010	9	 	 	 
121010	10	 	 	 
121010	11	 	 	 
121010	12	 	 	 
121010	13	 	 	 
121010	14	 	 	 
121010	15	 	 	 
121010	16	 	 	 
121010	17	 	 	 
121010	31	 	 	 
121010	32	 	 	 
121010	33	 	 	 
121011	1	0	 	 
121011	2	1	1	0
121011	3	0	 	 
121011	4	0	 	 
121011	5	0	 	 
121011	6	0	 	 
121011	7	0	 	 
121011	8	0	 	 
121011	9	0	 	 
121011	10	1	0	 
121011	11	1	1	0
121011	12	0	 	 
121011	13	1	4	0
121011	14	0	 	 
121011	15	0	 	 
121011	16	1	3	0
121011	17	0	 	 
121011	31	0	 	 
121011	32	0	 	 
121011	33	1	2	0
121012	1	0	 	 
121012	2	1	1	0
121012	3	0	 	 
121012	4	0	 	 
121012	5	0	 	 
121012	6	0	 	 
121012	7	0	 	 
121012	8	0	 	 
121012	9	0	 	 
121012	10	0	 	 
121012	11	1	0	 
121012	12	0	 	 
121012	13	1	1	0
121012	14	0	 	 
121012	15	0	 	 
121012	16	1	1	0
121012	17	0	 	 
121012	31	0	 	 
121012	32	0	 	 
121012	33	0	 	 
121013	1	 	 	 
121013	2	 	 	 
121013	3	 	 	 
121013	4	 	 	 
121013	5	 	 	 
121013	6	 	 	 
121013	7	 	 	 
121013	8	 	 	 
121013	9	 	 	 
121013	10	 	 	 
121013	11	 	 	 
121013	12	 	 	 
121013	13	 	 	 
121013	14	 	 	 
121013	15	 	 	 
121013	16	 	 	 
121013	17	 	 	 
121013	31	 	 	 
121013	32	 	 	 
121013	33	 	 	 
121014	1	 	 	 
121014	2	 	 	 
121014	3	 	 	 
121014	4	 	 	 
121014	5	 	 	 
121014	6	 	 	 
121014	7	 	 	 
121014	8	 	 	 
121014	9	 	 	 
121014	10	 	 	 
121014	11	 	 	 
121014	12	 	 	 
121014	13	 	 	 
121014	14	 	 	 
121014	15	 	 	 
121014	16	 	 	 
121014	17	 	 	 
121014	31	 	 	 
121014	32	 	 	 
121014	33	 	 	 
121015	1	0	 	 
121015	2	1	1	2
121015	3	0	 	 
121015	4	0	 	 
121015	5	0	 	 
121015	6	0	 	 
121015	7	0	 	 
121015	8	0	 	 
121015	9	0	 	 
121015	10	0	 	 
121015	11	0	 	 
121015	12	0	 	 
121015	13	1	0	 
121015	14	0	 	 
121015	15	0	 	 
121015	16	1	0	 
121015	17	0	 	 
121015	31	0	 	 
121015	32	0	 	 
121015	33	0	 	 
121018	1	0	 	 
121018	2	0	 	 
121018	3	1	1	0
121018	4	0	 	 
121018	5	0	 	 
121018	6	0	 	 
121018	7	0	 	 
121018	8	0	 	 
121018	9	1	1	0
121018	10	0	 	 
121018	11	1	1	0
121018	12	0	 	 
121018	13	1	2	0
121018	14	0	 	 
121018	15	0	 	 
121018	16	0	 	 
121018	17	0	 	 
121018	31	0	 	 
121018	32	0	 	 
121018	33	0	 	 
121020	1	 	 	 
121020	2	 	 	 
121020	3	 	 	 
121020	4	 	 	 
121020	5	 	 	 
121020	6	 	 	 
121020	7	 	 	 
121020	8	 	 	 
121020	9	 	 	 
121020	10	 	 	 
121020	11	 	 	 
121020	12	 	 	 
121020	13	 	 	 
121020	14	 	 	 
121020	15	 	 	 
121020	16	 	 	 
121020	17	 	 	 
121020	31	 	 	 
121020	32	 	 	 
121020	33	 	 	 
121021	1	 	 	 
121021	2	 	 	 
121021	3	 	 	 
121021	4	 	 	 
121021	5	 	 	 
121021	6	 	 	 
121021	7	 	 	 
121021	8	 	 	 
121021	9	 	 	 
121021	10	 	 	 
121021	11	 	 	 
121021	12	 	 	 
121021	13	 	 	 
121021	14	 	 	 
121021	15	 	 	 
121021	16	 	 	 
121021	17	 	 	 
121021	31	 	 	 
121021	32	 	 	 
121021	33	 	 	 
121022	1	0	 	 
121022	2	0	 	 
121022	3	0	 	 
121022	4	0	 	 
121022	5	0	 	 
121022	6	0	 	 
121022	7	0	 	 
121022	8	0	 	 
121022	9	1	1	0
121022	10	0	 	 
121022	11	0	 	 
121022	12	0	 	 
121022	13	0	 	 
121022	14	1	3	0
121022	15	0	 	 
121022	16	0	 	 
121022	17	0	 	 
121022	31	0	 	 
121022	32	0	 	 
121022	33	0	 	 
121023	1	0	 	 
121023	2	0	 	 
121023	3	0	 	 
121023	4	0	 	 
121023	5	0	 	 
121023	6	0	 	 
121023	7	0	 	 
121023	8	0	 	 
121023	9	0	 	 
121023	10	0	 	 
121023	11	0	 	 
121023	12	0	 	 
121023	13	0	 	 
121023	14	0	 	 
121023	15	0	 	 
121023	16	1	2	2
121023	17	0	 	 
121023	31	0	 	 
121023	32	0	 	 
121023	33	0	 	 
121024	1	 	 	 
121024	2	 	 	 
121024	3	 	 	 
121024	4	 	 	 
121024	5	 	 	 
121024	6	 	 	 
121024	7	 	 	 
121024	8	 	 	 
121024	9	 	 	 
121024	10	 	 	 
121024	11	 	 	 
121024	12	 	 	 
121024	13	 	 	 
121024	14	 	 	 
121024	15	 	 	 
121024	16	 	 	 
121024	17	 	 	 
121024	31	 	 	 
121024	32	 	 	 
121024	33	 	 	 
121026	1	 	 	 
121026	2	 	 	 
121026	3	 	 	 
121026	4	 	 	 
121026	5	 	 	 
121026	6	 	 	 
121026	7	 	 	 
121026	8	 	 	 
121026	9	 	 	 
121026	10	 	 	 
121026	11	 	 	 
121026	12	 	 	 
121026	13	 	 	 
121026	14	 	 	 
121026	15	 	 	 
121026	16	 	 	 
121026	17	 	 	 
121026	31	 	 	 
121026	32	 	 	 
121026	33	 	 	 
121027	1	 	 	 
121027	2	 	 	 
121027	3	 	 	 
121027	4	 	 	 
121027	5	 	 	 
121027	6	 	 	 
121027	7	 	 	 
121027	8	 	 	 
121027	9	 	 	 
121027	10	 	 	 
121027	11	 	 	 
121027	12	 	 	 
121027	13	 	 	 
121027	14	 	 	 
121027	15	 	 	 
121027	16	 	 	 
121027	17	 	 	 
121027	31	 	 	 
121027	32	 	 	 
121027	33	 	 	 
121028	1	0	 	 
121028	2	0	 	 
121028	3	0	 	 
121028	4	0	 	 
121028	5	0	 	 
121028	6	0	 	 
121028	7	0	 	 
121028	8	0	 	 
121028	9	1	1	1
121028	10	1	1	2
121028	11	1	1	2
121028	12	0	 	 
121028	13	0	 	 
121028	14	0	 	 
121028	15	0	 	 
121028	16	0	 	 
121028	17	0	 	 
121028	31	0	 	 
121028	32	0	 	 
121028	33	0	 	 
121030	1	 	 	 
121030	2	 	 	 
121030	3	 	 	 
121030	4	 	 	 
121030	5	 	 	 
121030	6	 	 	 
121030	7	 	 	 
121030	8	 	 	 
121030	9	 	 	 
121030	10	 	 	 
121030	11	 	 	 
121030	12	 	 	 
121030	13	 	 	 
121030	14	 	 	 
121030	15	 	 	 
121030	16	 	 	 
121030	17	 	 	 
121030	31	 	 	 
121030	32	 	 	 
121030	33	 	 	 
121031	1	 	 	 
121031	2	 	 	 
121031	3	 	 	 
121031	4	 	 	 
121031	5	 	 	 
121031	6	 	 	 
121031	7	 	 	 
121031	8	 	 	 
121031	9	 	 	 
121031	10	 	 	 
121031	11	 	 	 
121031	12	 	 	 
121031	13	 	 	 
121031	14	 	 	 
121031	15	 	 	 
121031	16	 	 	 
121031	17	 	 	 
121031	31	 	 	 
121031	32	 	 	 
121031	33	 	 	 
121034	1	 	 	 
121034	2	 	 	 
121034	3	 	 	 
121034	4	 	 	 
121034	5	 	 	 
121034	6	 	 	 
121034	7	 	 	 
121034	8	 	 	 
121034	9	 	 	 
121034	10	 	 	 
121034	11	 	 	 
121034	12	 	 	 
121034	13	 	 	 
121034	14	 	 	 
121034	15	 	 	 
121034	16	 	 	 
121034	17	 	 	 
121034	31	 	 	 
121034	32	 	 	 
121034	33	 	 	 
121037	1	 	 	 
121037	2	 	 	 
121037	3	 	 	 
121037	4	 	 	 
121037	5	 	 	 
121037	6	 	 	 
121037	7	 	 	 
121037	8	 	 	 
121037	9	 	 	 
121037	10	 	 	 
121037	11	 	 	 
121037	12	 	 	 
121037	13	 	 	 
121037	14	 	 	 
121037	15	 	 	 
121037	16	 	 	 
121037	17	 	 	 
121037	31	 	 	 
121037	32	 	 	 
121037	33	 	 	 
121038	1	 	 	 
121038	2	 	 	 
121038	3	 	 	 
121038	4	 	 	 
121038	5	 	 	 
121038	6	 	 	 
121038	7	 	 	 
121038	8	 	 	 
121038	9	 	 	 
121038	10	 	 	 
121038	11	 	 	 
121038	12	 	 	 
121038	13	 	 	 
121038	14	 	 	 
121038	15	 	 	 
121038	16	 	 	 
121038	17	 	 	 
121038	31	 	 	 
121038	32	 	 	 
121038	33	 	 	 
121039	1	0	 	 
121039	2	0	 	 
121039	3	0	 	 
121039	4	0	 	 
121039	5	0	 	 
121039	6	0	 	 
121039	7	0	 	 
121039	8	0	 	 
121039	9	0	 	 
121039	10	0	 	 
121039	11	1	1	2
121039	12	0	 	 
121039	13	0	 	 
121039	14	0	 	 
121039	15	0	 	 
121039	16	1	6	0
121039	17	0	 	 
121039	31	0	 	 
121039	32	0	 	 
121039	33	1	1	0
121040	1	0	 	 
121040	2	0	 	 
121040	3	0	 	 
121040	4	0	 	 
121040	5	0	 	 
121040	6	0	 	 
121040	7	0	 	 
121040	8	0	 	 
121040	9	0	 	 
121040	10	0	 	 
121040	11	0	 	 
121040	12	0	 	 
121040	13	0	 	 
121040	14	0	 	 
121040	15	0	 	 
121040	16	1	0	 
121040	17	0	 	 
121040	31	0	 	 
121040	32	0	 	 
121040	33	0	 	 
121043	1	0	 	 
121043	2	1	1	1
121043	3	0	 	 
121043	4	0	 	 
121043	5	0	 	 
121043	6	1	1	1
121043	7	0	 	 
121043	8	0	 	 
121043	9	0	 	 
121043	10	0	 	 
121043	11	0	 	 
121043	12	0	 	 
121043	13	1	5	1
121043	14	0	 	 
121043	15	0	 	 
121043	16	0	 	 
121043	17	0	 	 
121043	31	0	 	 
121043	32	0	 	 
121043	33	1	1	1
121046	1	0	 	 
121046	2	0	 	 
121046	3	0	 	 
121046	4	0	 	 
121046	5	0	 	 
121046	6	0	 	 
121046	7	0	 	 
121046	8	0	 	 
121046	9	0	 	 
121046	10	1	3	1
121046	11	1	1	1
121046	12	0	 	 
121046	13	0	 	 
121046	14	0	 	 
121046	15	0	 	 
121046	16	1	0	 
121046	17	0	 	 
121046	31	0	 	 
121046	32	0	 	 
121046	33	0	 	 
121047	1	 	 	 
121047	2	 	 	 
121047	3	 	 	 
121047	4	 	 	 
121047	5	 	 	 
121047	6	 	 	 
121047	7	 	 	 
121047	8	 	 	 
121047	9	 	 	 
121047	10	 	 	 
121047	11	 	 	 
121047	12	 	 	 
121047	13	 	 	 
121047	14	 	 	 
121047	15	 	 	 
121047	16	 	 	 
121047	17	 	 	 
121047	31	 	 	 
121047	32	 	 	 
121047	33	 	 	 
121050	1	 	 	 
121050	2	 	 	 
121050	3	 	 	 
121050	4	 	 	 
121050	5	 	 	 
121050	6	 	 	 
121050	7	 	 	 
121050	8	 	 	 
121050	9	 	 	 
121050	10	 	 	 
121050	11	 	 	 
121050	12	 	 	 
121050	13	 	 	 
121050	14	 	 	 
121050	15	 	 	 
121050	16	 	 	 
121050	17	 	 	 
121050	31	 	 	 
121050	32	 	 	 
121050	33	 	 	 
121053	1	 	 	 
121053	2	 	 	 
121053	3	 	 	 
121053	4	 	 	 
121053	5	 	 	 
121053	6	 	 	 
121053	7	 	 	 
121053	8	 	 	 
121053	9	 	 	 
121053	10	 	 	 
121053	11	 	 	 
121053	12	 	 	 
121053	13	 	 	 
121053	14	 	 	 
121053	15	 	 	 
121053	16	 	 	 
121053	17	 	 	 
121053	31	 	 	 
121053	32	 	 	 
121053	33	 	 	 
121054	1	 	 	 
121054	2	 	 	 
121054	3	 	 	 
121054	4	 	 	 
121054	5	 	 	 
121054	6	 	 	 
121054	7	 	 	 
121054	8	 	 	 
121054	9	 	 	 
121054	10	 	 	 
121054	11	 	 	 
121054	12	 	 	 
121054	13	 	 	 
121054	14	 	 	 
121054	15	 	 	 
121054	16	 	 	 
121054	17	 	 	 
121054	31	 	 	 
121054	32	 	 	 
121054	33	 	 	 
121055	1	 	 	 
121055	2	 	 	 
121055	3	 	 	 
121055	4	 	 	 
121055	5	 	 	 
121055	6	 	 	 
121055	7	 	 	 
121055	8	 	 	 
121055	9	 	 	 
121055	10	 	 	 
121055	11	 	 	 
121055	12	 	 	 
121055	13	 	 	 
121055	14	 	 	 
121055	15	 	 	 
121055	16	 	 	 
121055	17	 	 	 
121055	31	 	 	 
121055	32	 	 	 
121055	33	 	 	 
121057	1	0	 	 
121057	2	0	 	 
121057	3	0	 	 
121057	4	0	 	 
121057	5	0	 	 
121057	6	0	 	 
121057	7	0	 	 
121057	8	0	 	 
121057	9	0	 	 
121057	10	1	1	0
121057	11	1	1	0
121057	12	0	 	 
121057	13	0	 	 
121057	14	0	 	 
121057	15	0	 	 
121057	16	1	4	0
121057	17	0	 	 
121057	31	0	 	 
121057	32	0	 	 
121057	33	0	 	 
131001	1	0	 	 
131001	2	1	1	0
131001	3	0	 	 
131001	4	0	 	 
131001	5	0	 	 
131001	6	1	1	0
131001	7	0	 	 
131001	8	0	 	 
131001	9	0	 	 
131001	10	0	 	 
131001	11	0	 	 
131001	12	0	 	 
131001	13	1	2	0
131001	14	0	 	 
131001	15	0	 	 
131001	16	0	 	 
131001	17	0	 	 
131001	31	0	 	 
131001	32	0	 	 
131001	33	1	1	0
131002	1	0	 	 
131002	2	1	0	 
131002	3	0	 	 
131002	4	0	 	 
131002	5	0	 	 
131002	6	1	1	1
131002	7	0	 	 
131002	8	0	 	 
131002	9	0	 	 
131002	10	0	 	 
131002	11	1	0	 
131002	12	0	 	 
131002	13	0	 	 
131002	14	0	 	 
131002	15	0	 	 
131002	16	1	0	 
131002	17	0	 	 
131002	31	0	 	 
131002	32	0	 	 
131002	33	0	 	 
131004	1	0	 	 
131004	2	0	 	 
131004	3	0	 	 
131004	4	0	 	 
131004	5	0	 	 
131004	6	0	 	 
131004	7	0	 	 
131004	8	0	 	 
131004	9	0	 	 
131004	10	0	 	 
131004	11	0	 	 
131004	12	0	 	 
131004	13	0	 	 
131004	14	1	0	 
131004	15	0	 	 
131004	16	0	 	 
131004	17	0	 	 
131004	31	0	 	 
131004	32	0	 	 
131004	33	0	 	 
131005	1	 	 	 
131005	2	 	 	 
131005	3	 	 	 
131005	4	 	 	 
131005	5	 	 	 
131005	6	 	 	 
131005	7	 	 	 
131005	8	 	 	 
131005	9	 	 	 
131005	10	 	 	 
131005	11	 	 	 
131005	12	 	 	 
131005	13	 	 	 
131005	14	 	 	 
131005	15	 	 	 
131005	16	 	 	 
131005	17	 	 	 
131005	31	 	 	 
131005	32	 	 	 
131005	33	 	 	 
131006	1	0	 	 
131006	2	0	 	 
131006	3	0	 	 
131006	4	0	 	 
131006	5	0	 	 
131006	6	0	 	 
131006	7	0	 	 
131006	8	0	 	 
131006	9	0	 	 
131006	10	0	 	 
131006	11	0	 	 
131006	12	0	 	 
131006	13	1	0	 
131006	14	0	 	 
131006	15	0	 	 
131006	16	0	 	 
131006	17	0	 	 
131006	31	0	 	 
131006	32	0	 	 
131006	33	0	 	 
131007	1	0	 	 
131007	2	0	 	 
131007	3	0	 	 
131007	4	0	 	 
131007	5	0	 	 
131007	6	0	 	 
131007	7	0	 	 
131007	8	0	 	 
131007	9	0	 	 
131007	10	0	 	 
131007	11	0	 	 
131007	12	0	 	 
131007	13	1	3	1
131007	14	0	 	 
131007	15	0	 	 
131007	16	0	 	 
131007	17	0	 	 
131007	31	0	 	 
131007	32	0	 	 
131007	33	0	 	 
131008	1	 	 	 
131008	2	 	 	 
131008	3	 	 	 
131008	4	 	 	 
131008	5	 	 	 
131008	6	 	 	 
131008	7	 	 	 
131008	8	 	 	 
131008	9	 	 	 
131008	10	 	 	 
131008	11	 	 	 
131008	12	 	 	 
131008	13	 	 	 
131008	14	 	 	 
131008	15	 	 	 
131008	16	 	 	 
131008	17	 	 	 
131008	31	 	 	 
131008	32	 	 	 
131008	33	 	 	 
131009	1	0	 	 
131009	2	0	 	 
131009	3	0	 	 
131009	4	0	 	 
131009	5	0	 	 
131009	6	0	 	 
131009	7	0	 	 
131009	8	0	 	 
131009	9	0	 	 
131009	10	0	 	 
131009	11	0	 	 
131009	12	0	 	 
131009	13	0	 	 
131009	14	1	3	1
131009	15	0	 	 
131009	16	1	2	1
131009	17	0	 	 
131009	31	0	 	 
131009	32	0	 	 
131009	33	0	 	 
131010	1	 	 	 
131010	2	 	 	 
131010	3	 	 	 
131010	4	 	 	 
131010	5	 	 	 
131010	6	 	 	 
131010	7	 	 	 
131010	8	 	 	 
131010	9	 	 	 
131010	10	 	 	 
131010	11	 	 	 
131010	12	 	 	 
131010	13	 	 	 
131010	14	 	 	 
131010	15	 	 	 
131010	16	 	 	 
131010	17	 	 	 
131010	31	 	 	 
131010	32	 	 	 
131010	33	 	 	 
131011	1	0	 	 
131011	2	0	 	 
131011	3	0	 	 
131011	4	0	 	 
131011	5	0	 	 
131011	6	0	 	 
131011	7	0	 	 
131011	8	0	 	 
131011	9	0	 	 
131011	10	0	 	 
131011	11	0	 	 
131011	12	0	 	 
131011	13	1	2	0
131011	14	0	 	 
131011	15	0	 	 
131011	16	0	 	 
131011	17	0	 	 
131011	31	0	 	 
131011	32	0	 	 
131011	33	0	 	 
131012	1	0	 	 
131012	2	1	1	1
131012	3	0	 	 
131012	4	0	 	 
131012	5	0	 	 
131012	6	0	 	 
131012	7	0	 	 
131012	8	0	 	 
131012	9	0	 	 
131012	10	0	 	 
131012	11	0	 	 
131012	12	0	 	 
131012	13	1	1	1
131012	14	0	 	 
131012	15	0	 	 
131012	16	1	4	1
131012	17	0	 	 
131012	31	0	 	 
131012	32	0	 	 
131012	33	1	1	1
131013	1	 	 	 
131013	2	 	 	 
131013	3	 	 	 
131013	4	 	 	 
131013	5	 	 	 
131013	6	 	 	 
131013	7	 	 	 
131013	8	 	 	 
131013	9	 	 	 
131013	10	 	 	 
131013	11	 	 	 
131013	12	 	 	 
131013	13	 	 	 
131013	14	 	 	 
131013	15	 	 	 
131013	16	 	 	 
131013	17	 	 	 
131013	31	 	 	 
131013	32	 	 	 
131013	33	 	 	 
131015	1	0	 	 
131015	2	1	1	1
131015	3	0	 	 
131015	4	0	 	 
131015	5	0	 	 
131015	6	1	0	 
131015	7	0	 	 
131015	8	0	 	 
131015	9	0	 	 
131015	10	0	 	 
131015	11	0	 	 
131015	12	0	 	 
131015	13	0	 	 
131015	14	0	 	 
131015	15	0	 	 
131015	16	1	7	1
131015	17	0	 	 
131015	31	0	 	 
131015	32	0	 	 
131015	33	1	1	1
131016	1	 	 	 
131016	2	 	 	 
131016	3	 	 	 
131016	4	 	 	 
131016	5	 	 	 
131016	6	 	 	 
131016	7	 	 	 
131016	8	 	 	 
131016	9	 	 	 
131016	10	 	 	 
131016	11	 	 	 
131016	12	 	 	 
131016	13	 	 	 
131016	14	 	 	 
131016	15	 	 	 
131016	16	 	 	 
131016	17	 	 	 
131016	31	 	 	 
131016	32	 	 	 
131016	33	 	 	 
131017	1	 	 	 
131017	2	 	 	 
131017	3	 	 	 
131017	4	 	 	 
131017	5	 	 	 
131017	6	 	 	 
131017	7	 	 	 
131017	8	 	 	 
131017	9	 	 	 
131017	10	 	 	 
131017	11	 	 	 
131017	12	 	 	 
131017	13	 	 	 
131017	14	 	 	 
131017	15	 	 	 
131017	16	 	 	 
131017	17	 	 	 
131017	31	 	 	 
131017	32	 	 	 
131017	33	 	 	 
131018	1	0	 	 
131018	2	0	 	 
131018	3	0	 	 
131018	4	0	 	 
131018	5	0	 	 
131018	6	0	 	 
131018	7	0	 	 
131018	8	0	 	 
131018	9	0	 	 
131018	10	0	 	 
131018	11	0	 	 
131018	12	0	 	 
131018	13	1	2	0
131018	14	0	 	 
131018	15	0	 	 
131018	16	1	1	0
131018	17	0	 	 
131018	31	0	 	 
131018	32	0	 	 
131018	33	0	 	 
131020	1	0	 	 
131020	2	0	 	 
131020	3	1	1	1
131020	4	0	 	 
131020	5	0	 	 
131020	6	1	1	1
131020	7	0	 	 
131020	8	0	 	 
131020	9	0	 	 
131020	10	0	 	 
131020	11	0	 	 
131020	12	0	 	 
131020	13	0	 	 
131020	14	0	 	 
131020	15	0	 	 
131020	16	1	6	1
131020	17	0	 	 
131020	31	0	 	 
131020	32	0	 	 
131020	33	0	 	 
131021	1	 	 	 
131021	2	 	 	 
131021	3	 	 	 
131021	4	 	 	 
131021	5	 	 	 
131021	6	 	 	 
131021	7	 	 	 
131021	8	 	 	 
131021	9	 	 	 
131021	10	 	 	 
131021	11	 	 	 
131021	12	 	 	 
131021	13	 	 	 
131021	14	 	 	 
131021	15	 	 	 
131021	16	 	 	 
131021	17	 	 	 
131021	31	 	 	 
131021	32	 	 	 
131021	33	 	 	 
131022	1	0	 	 
131022	2	1	0	 
131022	3	0	 	 
131022	4	0	 	 
131022	5	0	 	 
131022	6	0	 	 
131022	7	0	 	 
131022	8	0	 	 
131022	9	0	 	 
131022	10	0	 	 
131022	11	0	 	 
131022	12	0	 	 
131022	13	0	 	 
131022	14	0	 	 
131022	15	0	 	 
131022	16	1	0	 
131022	17	0	 	 
131022	31	0	 	 
131022	32	0	 	 
131022	33	1	0	 
131023	1	 	 	 
131023	2	 	 	 
131023	3	 	 	 
131023	4	 	 	 
131023	5	 	 	 
131023	6	 	 	 
131023	7	 	 	 
131023	8	 	 	 
131023	9	 	 	 
131023	10	 	 	 
131023	11	 	 	 
131023	12	 	 	 
131023	13	 	 	 
131023	14	 	 	 
131023	15	 	 	 
131023	16	 	 	 
131023	17	 	 	 
131023	31	 	 	 
131023	32	 	 	 
131023	33	 	 	 
131024	1	0	 	 
131024	2	1	1	0
131024	3	0	 	 
131024	4	0	 	 
131024	5	0	 	 
131024	6	0	 	 
131024	7	0	 	 
131024	8	0	 	 
131024	9	0	 	 
131024	10	0	 	 
131024	11	0	 	 
131024	12	0	 	 
131024	13	1	2	0
131024	14	0	 	 
131024	15	0	 	 
131024	16	0	 	 
131024	17	0	 	 
131024	31	0	 	 
131024	32	0	 	 
131024	33	0	 	 
131025	1	 	 	 
