CHILDCODE	EDCHSTR4	SCHAGER4	ATSCR4	GRDER4	SMESCHR4	TYSCR4	LOCSCRR4	LOCSCZR4	NMSCWDR4
130024	5	3	0	 	 	 	 	 	 
130024	4	2	0	 	 	 	 	 	 
130024	3	1	0	 	 	 	 	 	 
130024	2	0	0	 	 	 	 	 	 
130024	1	-88	0	 	 	 	 	 	 
130025	13	12	1	3	 	3	7	706	1076
130025	12	11	1	2	Y	 	 	 	1076
130025	11	10	1	1	Y	 	 	 	1076
130025	10	9	1	14	Y	 	 	 	1076
130025	9	8	1	15	Y	 	 	 	1076
130025	8	7	1	2	N	4	7	706	276
130025	7	6	1	1	Y	 	 	 	276
130025	6	5	0	 	 	 	 	 	 
130025	5	4	0	 	 	 	 	 	 
130025	4	3	0	 	 	 	 	 	 
130025	3	2	0	 	 	 	 	 	 
130025	2	1	0	 	 	 	 	 	 
130025	1	0	0	 	 	 	 	 	 
130026	13	12	1	5	 	4	7	706	1086
130026	12	11	1	4	N	4	7	706	1086
130026	11	10	1	4	N	4	7	706	276
130026	10	9	1	3	Y	 	 	 	276
130026	9	8	1	2	Y	 	 	 	276
130026	8	7	1	1	Y	 	 	 	276
130026	7	6	0	 	 	 	 	 	 
130026	6	5	0	 	 	 	 	 	 
130026	5	4	0	 	 	 	 	 	 
130026	4	3	0	 	 	 	 	 	 
130026	3	2	0	 	 	 	 	 	 
130026	2	1	0	 	 	 	 	 	 
130026	1	0	0	 	 	 	 	 	 
130027	13	12	1	4	 	4	7	706	1094
130027	12	11	1	3	Y	 	 	 	1094
130027	11	10	1	2	Y	 	 	 	1094
130027	10	9	1	1	Y	 	 	 	1094
130027	9	8	0	 	 	 	 	 	 
130027	8	7	0	 	 	 	 	 	 
130027	7	6	0	 	 	 	 	 	 
130027	6	5	0	 	 	 	 	 	 
130027	5	4	0	 	 	 	 	 	 
130027	4	3	0	 	 	 	 	 	 
130027	3	2	0	 	 	 	 	 	 
130027	2	1	0	 	 	 	 	 	 
130027	1	0	0	 	 	 	 	 	 
130028	13	12	1	4	 	1	7	706	1044
130028	12	11	1	3	Y	 	 	 	1044
130028	11	10	1	2	Y	 	 	 	1044
130028	10	9	1	1	Y	 	 	 	1044
130028	9	8	0	 	 	 	 	 	 
130028	8	7	0	 	 	 	 	 	 
130028	7	6	0	 	 	 	 	 	 
130028	6	5	0	 	 	 	 	 	 
130028	5	4	0	 	 	 	 	 	 
130028	4	3	0	 	 	 	 	 	 
130028	3	2	0	 	 	 	 	 	 
130028	2	1	0	 	 	 	 	 	 
130028	1	0	0	 	 	 	 	 	 
130029	13	11	1	2	 	4	7	706	276
130029	12	10	1	1	Y	 	 	 	276
130029	11	9	0	 	 	 	 	 	 
130029	10	8	0	 	 	 	 	 	 
130029	9	7	0	 	 	 	 	 	 
130029	8	6	0	 	 	 	 	 	 
130029	7	5	0	 	 	 	 	 	 
130029	6	4	88	 	 	 	 	 	 
130029	5	3	88	 	 	 	 	 	 
130029	4	2	88	 	 	 	 	 	 
130029	3	1	88	 	 	 	 	 	 
130029	2	0	88	 	 	 	 	 	 
130029	1	0	88	 	 	 	 	 	 
130030	13	12	1	1	 	4	7	706	1101
130030	12	11	1	1	Y	 	 	 	1101
130030	11	10	0	 	 	 	 	 	 
130030	10	9	0	 	 	 	 	 	 
130030	9	8	0	 	 	 	 	 	 
130030	8	7	0	 	 	 	 	 	 
130030	7	6	0	 	 	 	 	 	 
130030	6	5	0	 	 	 	 	 	 
130030	5	4	0	 	 	 	 	 	 
130030	4	3	0	 	 	 	 	 	 
130030	3	2	0	 	 	 	 	 	 
130030	2	1	0	 	 	 	 	 	 
130030	1	0	0	 	 	 	 	 	 
130031	13	12	1	4	 	4	7	706	276
130031	12	11	1	3	Y	 	 	 	276
130031	11	10	1	2	Y	 	 	 	276
130031	10	9	1	2	Y	 	 	 	276
130031	9	8	1	1	Y	 	 	 	276
130031	8	7	0	 	 	 	 	 	 
130031	7	6	0	 	 	 	 	 	 
130031	6	5	0	 	 	 	 	 	 
130031	5	4	0	 	 	 	 	 	 
130031	4	3	0	 	 	 	 	 	 
130031	3	2	0	 	 	 	 	 	 
130031	2	1	0	 	 	 	 	 	 
130031	1	0	0	 	 	 	 	 	 
130032	13	12	1	3	 	4	7	706	276
130032	12	11	1	2	Y	 	 	 	276
130032	11	10	1	1	Y	 	 	 	276
130032	10	9	0	 	 	 	 	 	 
130032	9	8	0	 	 	 	 	 	 
130032	8	7	0	 	 	 	 	 	 
130032	7	6	0	 	 	 	 	 	 
130032	6	5	0	 	 	 	 	 	 
130032	5	4	0	 	 	 	 	 	 
130032	4	3	0	 	 	 	 	 	 
130032	3	2	0	 	 	 	 	 	 
130032	2	1	0	 	 	 	 	 	 
130032	1	0	0	 	 	 	 	 	 
130033	13	12	1	4	 	4	7	706	1151
130033	12	11	1	3	Y	 	 	 	1151
130033	11	10	1	2	Y	 	 	 	1151
130033	10	9	1	1	Y	 	 	 	1151
130033	9	8	0	 	 	 	 	 	 
130033	8	7	0	 	 	 	 	 	 
130033	7	6	0	 	 	 	 	 	 
130033	6	5	0	 	 	 	 	 	 
130033	5	4	0	 	 	 	 	 	 
130033	4	3	0	 	 	 	 	 	 
130033	3	2	0	 	 	 	 	 	 
130033	2	1	0	 	 	 	 	 	 
130033	1	0	0	 	 	 	 	 	 
130034	13	11	1	3	 	4	7	706	276
130034	12	10	1	2	Y	 	 	 	276
130034	11	9	1	2	Y	 	 	 	276
130034	10	8	1	1	Y	 	 	 	276
130034	9	7	1	1	Y	 	 	 	276
130034	8	6	0	 	 	 	 	 	 
130034	7	5	0	 	 	 	 	 	 
130034	6	4	0	 	 	 	 	 	 
130034	5	3	0	 	 	 	 	 	 
130034	4	2	0	 	 	 	 	 	 
130034	3	1	0	 	 	 	 	 	 
130034	2	0	0	 	 	 	 	 	 
130034	1	0	0	 	 	 	 	 	 
130035	13	12	1	3	 	4	7	706	295
130035	12	11	1	2	Y	 	 	 	295
130035	11	10	1	1	Y	 	 	 	295
130035	10	9	88	 	 	 	 	 	 
130035	9	8	88	 	 	 	 	 	 
130035	8	7	88	 	 	 	 	 	 
130035	7	6	88	 	 	 	 	 	 
130035	6	5	88	 	 	 	 	 	 
130035	5	4	88	 	 	 	 	 	 
130035	4	3	88	 	 	 	 	 	 
130035	3	2	88	 	 	 	 	 	 
130035	2	1	88	 	 	 	 	 	 
130035	1	0	88	 	 	 	 	 	 
130036	13	12	1	3	 	4	7	706	276
130036	12	11	1	2	Y	 	 	 	276
130036	11	10	1	1	Y	 	 	 	276
130036	10	9	0	 	 	 	 	 	 
130036	9	8	0	 	 	 	 	 	 
130036	8	7	0	 	 	 	 	 	 
130036	7	6	0	 	 	 	 	 	 
130036	6	5	0	 	 	 	 	 	 
130036	5	4	0	 	 	 	 	 	 
130036	4	3	0	 	 	 	 	 	 
130036	3	2	0	 	 	 	 	 	 
130036	2	1	0	 	 	 	 	 	 
130036	1	0	0	 	 	 	 	 	 
130037	13	12	1	5	 	1	7	706	1003
130037	12	11	1	4	Y	 	 	 	1003
130037	11	10	1	3	Y	 	 	 	1003
130037	10	9	1	2	Y	 	 	 	1003
130037	9	8	1	1	Y	 	 	 	1003
130037	8	7	1	14	N	1	7	706	1044
130037	7	6	1	15	Y	 	 	 	1044
130037	6	5	1	15	Y	 	 	 	1044
130037	5	4	88	 	 	 	 	 	 
130037	4	3	88	 	 	 	 	 	 
130037	3	2	88	 	 	 	 	 	 
130037	2	1	88	 	 	 	 	 	 
130037	1	0	88	 	 	 	 	 	 
130039	13	12	1	2	 	4	7	706	276
130039	12	11	1	1	Y	 	 	 	276
130039	11	10	0	 	 	 	 	 	 
130039	10	9	0	 	 	 	 	 	 
130039	9	8	0	 	 	 	 	 	 
130039	8	7	0	 	 	 	 	 	 
130039	7	6	0	 	 	 	 	 	 
130039	6	5	0	 	 	 	 	 	 
130039	5	4	0	 	 	 	 	 	 
130039	4	3	88	 	 	 	 	 	 
130039	3	2	88	 	 	 	 	 	 
130039	2	1	88	 	 	 	 	 	 
130039	1	0	88	 	 	 	 	 	 
130040	13	11	1	4	 	4	7	706	276
130040	12	10	1	3	Y	 	 	 	276
130040	11	9	1	2	Y	 	 	 	276
130040	10	8	1	1	Y	 	 	 	276
130040	9	7	0	 	 	 	 	 	 
130040	8	6	0	 	 	 	 	 	 
130040	7	5	88	 	 	 	 	 	 
130040	6	4	88	 	 	 	 	 	 
130040	5	3	88	 	 	 	 	 	 
130040	4	2	88	 	 	 	 	 	 
130040	3	1	88	 	 	 	 	 	 
130040	2	0	88	 	 	 	 	 	 
130040	1	0	88	 	 	 	 	 	 
130041	13	12	1	1	 	4	7	706	276
130041	12	11	1	1	Y	 	 	 	276
130041	11	1	1	1	Y	 	 	 	276
130041	10	9	0	 	 	 	 	 	 
130041	9	8	0	 	 	 	 	 	 
130041	8	7	0	 	 	 	 	 	 
130041	7	6	0	 	 	 	 	 	 
130041	6	5	0	 	 	 	 	 	 
130041	5	4	0	 	 	 	 	 	 
130041	4	3	0	 	 	 	 	 	 
130041	3	2	0	 	 	 	 	 	 
130041	2	1	0	 	 	 	 	 	 
130041	1	0	0	 	 	 	 	 	 
130042	13	12	1	4	 	4	7	706	277
130042	12	11	1	3	Y	 	 	 	277
130042	11	10	1	2	Y	 	 	 	277
130042	10	9	1	1	Y	 	 	 	277
130042	9	8	0	 	 	 	 	 	 
130042	8	7	0	 	 	 	 	 	 
130042	7	6	0	 	 	 	 	 	 
130042	6	5	0	 	 	 	 	 	 
130042	5	4	0	 	 	 	 	 	 
130042	4	3	0	 	 	 	 	 	 
130042	3	2	0	 	 	 	 	 	 
130042	2	1	0	 	 	 	 	 	 
130042	1	0	0	 	 	 	 	 	 
130043	13	12	1	5	 	4	7	706	276
130043	12	11	1	5	Y	 	 	 	276
130043	11	10	1	4	Y	 	 	 	276
130043	10	9	1	3	Y	 	 	 	276
130043	9	8	1	2	Y	 	 	 	276
130043	8	7	1	1	Y	 	 	 	276
130043	7	6	88	 	 	 	 	 	 
130043	6	5	88	 	 	 	 	 	 
130043	5	4	88	 	 	 	 	 	 
130043	4	3	88	 	 	 	 	 	 
130043	3	2	88	 	 	 	 	 	 
130043	2	1	88	 	 	 	 	 	 
130043	1	0	88	 	 	 	 	 	 
130044	13	12	1	3	 	1	7	706	1044
130044	12	11	1	5	N	4	7	706	295
130044	11	10	1	4	Y	 	 	 	295
130044	10	9	1	3	Y	 	 	 	295
130044	9	8	1	2	Y	 	 	 	295
130044	8	7	1	1	Y	 	 	 	295
130044	7	6	0	 	 	 	 	 	 
130044	6	5	0	 	 	 	 	 	 
130044	5	4	0	 	 	 	 	 	 
130044	4	3	0	 	 	 	 	 	 
130044	3	2	0	 	 	 	 	 	 
130044	2	1	0	 	 	 	 	 	 
130044	1	0	0	 	 	 	 	 	 
130045	13	12	1	5	 	4	7	706	276
130045	12	11	1	4	Y	 	 	 	276
130045	11	10	1	3	Y	 	 	 	276
130045	10	9	1	2	Y	 	 	 	276
130045	9	8	1	1	Y	 	 	 	276
130045	8	7	0	 	 	 	 	 	 
130045	7	6	0	 	 	 	 	 	 
130045	6	5	0	 	 	 	 	 	 
130045	5	4	0	 	 	 	 	 	 
130045	4	3	0	 	 	 	 	 	 
130045	3	2	0	 	 	 	 	 	 
130045	2	1	0	 	 	 	 	 	 
130045	1	0	0	 	 	 	 	 	 
130046	13	12	1	3	 	4	7	706	276
130046	12	11	1	2	Y	 	 	 	276
130046	11	10	1	1	Y	 	 	 	276
130046	10	9	1	3	Y	 	 	 	276
130046	9	8	1	2	Y	 	 	 	276
130046	8	7	1	1	Y	 	 	 	276
130046	7	6	0	 	 	 	 	 	 
130046	6	5	0	 	 	 	 	 	 
130046	5	4	0	 	 	 	 	 	 
130046	4	3	0	 	 	 	 	 	 
130046	3	2	0	 	 	 	 	 	 
130046	2	1	0	 	 	 	 	 	 
130046	1	0	0	 	 	 	 	 	 
130047	13	12	1	5	 	4	7	706	276
130047	12	11	1	4	Y	 	 	 	276
130047	11	10	1	3	Y	 	 	 	276
130047	10	9	1	3	Y	 	 	 	276
130047	9	8	1	2	Y	 	 	 	276
130047	8	7	1	1	Y	 	 	 	276
130047	7	6	0	 	 	 	 	 	 
130047	6	5	0	 	 	 	 	 	 
130047	5	4	0	 	 	 	 	 	 
130047	4	3	0	 	 	 	 	 	 
130047	3	2	0	 	 	 	 	 	 
130047	2	1	0	 	 	 	 	 	 
130047	1	0	0	 	 	 	 	 	 
130048	13	12	1	5	 	4	7	706	276
130048	12	11	1	4	Y	 	 	 	276
130048	11	10	1	3	Y	 	 	 	276
130048	10	9	1	3	Y	 	 	 	276
130048	9	8	1	2	Y	 	 	 	276
130048	8	7	1	1	Y	 	 	 	276
130048	7	6	0	 	 	 	 	 	 
130048	6	5	0	 	 	 	 	 	 
130048	5	4	0	 	 	 	 	 	 
130048	4	3	0	 	 	 	 	 	 
130048	3	2	0	 	 	 	 	 	 
130048	2	1	0	 	 	 	 	 	 
130048	1	0	0	 	 	 	 	 	 
130049	13	11	1	4	 	4	7	706	276
130049	12	10	1	3	Y	 	 	 	276
130049	11	9	1	2	Y	 	 	 	276
130049	10	8	0	 	 	 	 	 	 
130049	9	7	1	1	Y	 	 	 	 
130049	8	6	0	 	 	 	 	 	 
130049	7	5	0	 	 	 	 	 	 
130049	6	4	88	 	 	 	 	 	 
130049	5	3	88	 	 	 	 	 	 
130049	4	2	88	 	 	 	 	 	 
130049	3	1	88	 	 	 	 	 	 
130049	2	0	88	 	 	 	 	 	 
130049	1	0	88	 	 	 	 	 	 
130050	13	12	88	 	 	 	 	 	 
130050	12	11	88	 	 	 	 	 	 
130050	11	10	88	 	 	 	 	 	 
130050	10	9	88	 	 	 	 	 	 
130050	9	8	88	 	 	 	 	 	 
130050	8	7	88	 	 	 	 	 	 
130050	7	6	88	 	 	 	 	 	 
130050	6	5	88	 	 	 	 	 	 
130050	5	4	88	 	 	 	 	 	 
130050	4	3	88	 	 	 	 	 	 
130050	3	2	88	 	 	 	 	 	 
130050	2	1	88	 	 	 	 	 	 
130050	1	0	88	 	 	 	 	 	 
130051	13	12	1	3	 	4	7	706	276
130051	12	11	1	3	Y	 	 	 	276
130051	11	10	1	2	Y	 	 	 	276
130051	10	9	1	1	Y	 	 	 	276
130051	9	8	0	 	 	 	 	 	 
130051	8	7	0	 	 	 	 	 	 
130051	7	6	0	 	 	 	 	 	 
130051	6	5	0	 	 	 	 	 	 
130051	5	4	0	 	 	 	 	 	 
130051	4	3	0	 	 	 	 	 	 
130051	3	2	0	 	 	 	 	 	 
130051	2	1	0	 	 	 	 	 	 
130051	1	0	0	 	 	 	 	 	 
130052	13	12	1	3	 	4	7	706	276
130052	12	11	1	2	Y	 	 	 	276
130052	11	10	1	1	Y	 	 	 	276
130052	10	9	0	 	 	 	 	 	 
130052	9	8	0	 	 	 	 	 	 
130052	8	7	0	 	 	 	 	 	 
130052	7	6	0	 	 	 	 	 	 
130052	6	5	0	 	 	 	 	 	 
130052	5	4	0	 	 	 	 	 	 
130052	4	3	0	 	 	 	 	 	 
130052	3	2	0	 	 	 	 	 	 
130052	2	1	0	 	 	 	 	 	 
130052	1	0	0	 	 	 	 	 	 
130053	13	11	1	2	 	4	7	706	276
130053	12	10	1	1	Y	 	 	 	276
130053	11	9	0	 	 	 	 	 	 
130053	10	8	0	 	 	 	 	 	 
130053	9	7	0	 	 	 	 	 	 
130053	8	6	0	 	 	 	 	 	 
130053	7	5	0	 	 	 	 	 	 
130053	6	4	0	 	 	 	 	 	 
130053	5	3	0	 	 	 	 	 	 
130053	4	2	0	 	 	 	 	 	 
130053	3	1	0	 	 	 	 	 	 
130053	2	0	0	 	 	 	 	 	 
130053	1	0	0	 	 	 	 	 	 
130054	13	12	1	5	 	4	7	706	295
130054	12	11	1	4	N	1	7	706	1044
130054	11	10	1	3	Y	 	 	 	1044
130054	10	9	1	2	Y	 	 	 	1044
130054	9	8	1	1	Y	 	 	 	1044
130054	8	7	1	15	Y	 	 	 	1044
130054	7	6	1	14	Y	 	 	 	1044
130054	6	5	1	14	Y	 	 	 	1044
130054	5	4	0	 	 	 	 	 	 
130054	4	3	0	 	 	 	 	 	 
130054	3	2	0	 	 	 	 	 	 
130054	2	1	0	 	 	 	 	 	 
130054	1	0	0	 	 	 	 	 	 
130055	13	11	1	5	 	4	7	706	276
130055	12	10	1	4	Y	 	 	 	276
130055	11	9	1	3	Y	 	 	 	276
130055	10	8	1	3	Y	 	 	 	276
130055	9	7	1	2	Y	 	 	 	276
130055	8	6	1	1	Y	 	 	 	276
130055	7	5	0	 	 	 	 	 	 
130055	6	4	0	 	 	 	 	 	 
130055	5	3	0	 	 	 	 	 	 
130055	4	2	0	 	 	 	 	 	 
130055	3	1	0	 	 	 	 	 	 
130055	2	0	0	 	 	 	 	 	 
130055	1	0	0	 	 	 	 	 	 
130057	13	12	1	2	 	4	7	706	276
130057	12	11	1	1	Y	 	 	 	276
130057	11	10	0	 	 	 	 	 	 
130057	10	9	0	 	 	 	 	 	 
130057	9	8	0	 	 	 	 	 	 
130057	8	7	0	 	 	 	 	 	 
130057	7	6	0	 	 	 	 	 	 
130057	6	5	0	 	 	 	 	 	 
130057	5	4	0	 	 	 	 	 	 
130057	4	3	0	 	 	 	 	 	 
130057	3	2	0	 	 	 	 	 	 
130057	2	1	0	 	 	 	 	 	 
130057	1	0	0	 	 	 	 	 	 
130058	13	12	1	5	 	4	7	706	276
130058	12	11	1	4	N	1	7	706	1044
130058	11	10	1	3	Y	 	 	 	1044
130058	10	9	1	2	Y	 	 	 	1044
130058	9	8	1	1	Y	 	 	 	1044
130058	8	7	1	15	N	3	7	706	1075
130058	7	6	1	14	Y	 	 	 	1075
130058	6	5	1	14	Y	 	 	 	1075
130058	5	4	0	 	 	 	 	 	 
130058	4	3	0	 	 	 	 	 	 
130058	3	2	0	 	 	 	 	 	 
130058	2	1	0	 	 	 	 	 	 
130058	1	0	0	 	 	 	 	 	 
130059	13	12	1	3	 	4	7	706	276
130059	12	11	1	2	Y	 	 	 	276
130059	11	10	1	2	Y	 	 	 	276
130059	10	9	1	1	Y	 	 	 	276
130059	9	8	0	 	 	 	 	 	 
130059	8	7	0	 	 	 	 	 	 
130059	7	6	0	 	 	 	 	 	 
130059	6	5	0	 	 	 	 	 	 
130059	5	4	0	 	 	 	 	 	 
130059	4	3	0	 	 	 	 	 	 
130059	3	2	0	 	 	 	 	 	 
130059	2	1	0	 	 	 	 	 	 
130059	1	0	0	 	 	 	 	 	 
130060	13	12	1	3	 	4	7	706	1098
130060	12	11	1	2	Y	 	 	 	1098
130060	11	10	1	1	Y	 	 	 	1098
130060	10	9	0	 	 	 	 	 	 
130060	9	8	0	 	 	 	 	 	 
130060	8	7	0	 	 	 	 	 	 
130060	7	6	0	 	 	 	 	 	 
130060	6	5	0	 	 	 	 	 	 
130060	5	4	88	 	 	 	 	 	 
130060	4	3	88	 	 	 	 	 	 
130060	3	2	88	 	 	 	 	 	 
130060	2	1	88	 	 	 	 	 	 
130060	1	0	88	 	 	 	 	 	 
130062	13	11	1	2	 	4	7	706	1100
130062	12	10	1	1	Y	 	 	 	1100
130062	11	9	0	 	 	 	 	 	 
130062	10	8	0	 	 	 	 	 	 
130062	9	7	0	 	 	 	 	 	 
130062	8	6	0	 	 	 	 	 	 
130062	7	5	0	 	 	 	 	 	 
130062	6	4	0	 	 	 	 	 	 
130062	5	3	0	 	 	 	 	 	 
130062	4	2	0	 	 	 	 	 	 
130062	3	1	0	 	 	 	 	 	 
130062	2	0	0	 	 	 	 	 	 
130062	1	0	0	 	 	 	 	 	 
130063	13	12	1	4	 	4	7	706	1101
130063	12	11	1	3	Y	 	 	 	1101
130063	11	10	1	2	Y	 	 	 	1101
130063	10	9	1	1	Y	 	 	 	1101
130063	9	8	0	 	 	 	 	 	 
130063	8	7	0	 	 	 	 	 	 
130063	7	6	0	 	 	 	 	 	 
130063	6	5	0	 	 	 	 	 	 
130063	5	4	0	 	 	 	 	 	 
130063	4	3	0	 	 	 	 	 	 
130063	3	2	0	 	 	 	 	 	 
130063	2	1	0	 	 	 	 	 	 
130063	1	0	0	 	 	 	 	 	 
130064	13	12	1	4	 	4	7	706	1077
130064	12	11	1	3	Y	 	 	 	1077
130064	11	10	1	2	Y	 	 	 	1077
130064	10	9	1	1	Y	 	 	 	1077
130064	9	8	0	 	 	 	 	 	 
130064	8	7	0	 	 	 	 	 	 
130064	7	6	0	 	 	 	 	 	 
130064	6	5	0	 	 	 	 	 	 
130064	5	4	0	 	 	 	 	 	 
130064	4	3	0	 	 	 	 	 	 
130064	3	2	0	 	 	 	 	 	 
130064	2	1	0	 	 	 	 	 	 
130064	1	0	0	 	 	 	 	 	 
130065	13	12	1	2	 	3	7	706	1127
130065	12	11	1	1	Y	 	 	 	1127
130065	11	10	1	1	Y	 	 	 	1127
130065	10	9	0	 	 	 	 	 	 
130065	9	8	0	 	 	 	 	 	 
130065	8	7	0	 	 	 	 	 	 
130065	7	6	0	 	 	 	 	 	 
130065	6	5	0	 	 	 	 	 	 
130065	5	4	0	 	 	 	 	 	 
130065	4	3	0	 	 	 	 	 	 
130065	3	2	0	 	 	 	 	 	 
130065	2	1	0	 	 	 	 	 	 
130065	1	0	0	 	 	 	 	 	 
130066	13	11	1	4	 	4	7	706	276
130066	12	10	1	3	Y	 	 	 	276
130066	11	9	1	2	Y	 	 	 	276
130066	10	8	1	1	Y	 	 	 	276
130066	9	7	0	 	 	 	 	 	 
130066	8	6	0	 	 	 	 	 	 
130066	7	5	0	 	 	 	 	 	 
130066	6	4	0	 	 	 	 	 	 
130066	5	3	88	 	 	 	 	 	 
130066	4	2	88	 	 	 	 	 	 
130066	3	1	88	 	 	 	 	 	 
130066	2	0	88	 	 	 	 	 	 
130066	1	0	88	 	 	 	 	 	 
130067	13	12	1	5	 	4	7	706	276
130067	12	11	1	4	Y	 	 	 	276
130067	11	10	1	3	Y	 	 	 	276
130067	10	9	1	2	Y	 	 	 	276
130067	9	8	1	1	Y	 	 	 	276
130067	8	7	0	 	 	 	 	 	 
130067	7	6	0	 	 	 	 	 	 
130067	6	5	0	 	 	 	 	 	 
130067	5	4	0	 	 	 	 	 	 
130067	4	3	0	 	 	 	 	 	 
130067	3	2	0	 	 	 	 	 	 
130067	2	1	0	 	 	 	 	 	 
130067	1	0	0	 	 	 	 	 	 
130068	13	11	1	3	 	4	7	706	1077
130068	12	10	1	2	Y	 	 	 	1077
130068	11	9	1	1	Y	 	 	 	1077
130068	10	8	0	 	 	 	 	 	 
130068	9	7	0	 	 	 	 	 	 
130068	8	6	0	 	 	 	 	 	 
130068	7	5	0	 	 	 	 	 	 
130068	6	4	0	 	 	 	 	 	 
130068	5	3	0	 	 	 	 	 	 
130068	4	2	0	 	 	 	 	 	 
130068	3	1	0	 	 	 	 	 	 
130068	2	0	0	 	 	 	 	 	 
130068	1	0	0	 	 	 	 	 	 
130070	13	12	1	4	 	1	7	706	543
130070	12	11	1	3	N	4	7	706	276
130070	11	10	1	2	N	1	7	706	543
130070	10	9	1	1	Y	 	 	 	543
130070	9	8	1	14	Y	 	 	 	543
130070	8	7	1	14	Y	 	 	 	543
130070	7	6	1	14	Y	 	 	 	543
130070	6	5	0	 	 	 	 	 	 
130070	5	4	0	 	 	 	 	 	 
130070	4	3	0	 	 	 	 	 	 
130070	3	2	0	 	 	 	 	 	 
130070	2	1	0	 	 	 	 	 	 
130070	1	0	0	 	 	 	 	 	 
130071	13	12	1	5	 	4	7	706	1057
130071	12	11	1	4	N	1	7	706	1104
130071	11	10	1	3	N	1	7	706	1104
130071	10	9	1	2	N	1	7	706	1133
130071	9	8	1	1	Y	 	 	 	1133
130071	8	7	1	15	N	1	7	706	1115
130071	7	6	1	14	Y	 	 	 	1115
130071	6	5	1	14	Y	 	 	 	1115
130071	5	4	88	 	 	 	 	 	 
130071	4	3	88	 	 	 	 	 	 
130071	3	2	88	 	 	 	 	 	 
130071	2	1	88	 	 	 	 	 	 
130071	1	0	88	 	 	 	 	 	 
130072	13	12	1	3	 	1	7	706	1126
130072	12	11	1	2	Y	 	 	 	1126
130072	11	10	1	2	N	4	7	706	276
130072	10	9	1	2	Y	 	 	 	276
130072	9	8	1	1	Y	 	 	 	276
130072	8	7	0	 	 	 	 	 	 
130072	7	6	0	 	 	 	 	 	 
130072	6	5	0	 	 	 	 	 	 
130072	5	4	0	 	 	 	 	 	 
130072	4	3	0	 	 	 	 	 	 
130072	3	2	0	 	 	 	 	 	 
130072	2	1	0	 	 	 	 	 	 
130072	1	0	0	 	 	 	 	 	 
130073	13	12	1	3	 	4	7	706	276
130073	12	11	1	5	Y	 	 	 	276
130073	11	10	1	4	Y	 	 	 	276
130073	10	9	1	3	Y	 	 	 	276
130073	9	8	1	2	Y	 	 	 	276
130073	8	7	1	1	Y	 	 	 	276
130073	7	6	0	 	 	 	 	 	 
130073	6	5	0	 	 	 	 	 	 
130073	5	4	0	 	 	 	 	 	 
130073	4	3	0	 	 	 	 	 	 
130073	3	2	0	 	 	 	 	 	 
130073	2	1	0	 	 	 	 	 	 
130073	1	0	0	 	 	 	 	 	 
130074	13	12	1	5	 	4	14	1409	487
130074	12	11	1	5	N	4	7	706	1152
130074	11	10	1	4	Y	 	 	 	1152
130074	10	9	1	3	Y	 	 	 	1152
130074	9	8	1	2	Y	 	 	 	1152
130074	8	7	1	1	Y	 	 	 	1152
130074	7	6	1	15	N	1	14	1409	713
130074	6	5	1	15	Y	 	 	 	713
130074	5	4	1	14	Y	 	 	 	713
130074	4	3	0	 	 	 	 	 	 
130074	3	2	0	 	 	 	 	 	 
130074	2	1	0	 	 	 	 	 	 
130074	1	0	0	 	 	 	 	 	 
130075	13	12	1	3	 	4	7	706	276
130075	12	11	1	2	Y	 	 	 	276
130075	11	10	1	1	Y	 	 	 	276
130075	10	9	88	 	 	 	 	 	 
130075	9	8	88	 	 	 	 	 	 
130075	8	7	88	 	 	 	 	 	 
130075	7	6	88	 	 	 	 	 	 
130075	6	5	88	 	 	 	 	 	 
130075	5	4	88	 	 	 	 	 	 
130075	4	3	88	 	 	 	 	 	 
130075	3	2	88	 	 	 	 	 	 
130075	2	1	88	 	 	 	 	 	 
130075	1	0	88	 	 	 	 	 	 
130076	13	11	0	 	 	 	 	 	 
130076	12	10	0	 	 	 	 	 	 
130076	11	9	0	 	 	 	 	 	 
130076	10	8	0	 	 	 	 	 	 
130076	9	7	0	 	 	 	 	 	 
130076	8	6	0	 	 	 	 	 	 
130076	7	5	0	 	 	 	 	 	 
130076	6	4	0	 	 	 	 	 	 
130076	5	3	0	 	 	 	 	 	 
130076	4	2	0	 	 	 	 	 	 
130076	3	1	0	 	 	 	 	 	 
130076	2	0	0	 	 	 	 	 	 
130076	1	0	0	 	 	 	 	 	 
130079	13	12	1	6	 	4	7	706	276
130079	12	11	1	5	Y	 	 	 	276
130079	11	10	1	4	Y	 	 	 	276
130079	10	9	1	3	Y	 	 	 	276
130079	9	8	1	2	Y	 	 	 	276
130079	8	7	1	1	Y	 	 	 	276
130079	7	6	0	 	 	 	 	 	 
130079	6	5	0	 	 	 	 	 	 
130079	5	4	0	 	 	 	 	 	 
130079	4	3	0	 	 	 	 	 	 
130079	3	2	0	 	 	 	 	 	 
130079	2	1	0	 	 	 	 	 	 
130079	1	0	0	 	 	 	 	 	 
130080	13	12	1	6	 	1	7	704	1074
130080	12	11	1	5	Y	 	 	 	1074
130080	11	10	1	4	Y	 	 	 	1074
130080	10	9	1	3	N	3	7	704	1127
130080	9	8	1	2	Y	 	 	 	1127
130080	8	7	1	1	Y	 	 	 	1127
130080	7	6	0	 	 	 	 	 	 
130080	6	5	0	 	 	 	 	 	 
130080	5	4	0	 	 	 	 	 	 
