CHILDCODE	TDINTEN	MATHTEST	MPROVR4	MTHDIST	MTHCOMM	MTHITM01	MTHITM02	MTHITM03	MTHITM04	MTHITM05	MTHITM06	MTHITM07	MTHITM08	MTHITM09	MTHITM10	MTHITM11	MTHITM12	MTHITM13	MTHITM14	MTHITM15	MTHITM16	MTHITM17	MTHITM18	MTHITM19	MTHITM20	MTHITM21	MTHITM22	MTHITM23	MTHITM24	MTHITM25	MTHITM26	MTHITM27L	MTHITM27W	MATHEND	READTEST	RPROVR4	RDGDIST	RDGCOMM	RDGCMP01	RDGCMP02	RDGCMP03	RDGCMP04	RDGCMP05	RDGCMP06	RDGCMP07	RDGCMP08	RDGCMP09	RDGCMP10	RDGCMP11	RDGCMP12	RDGCMP13	RDGCMP14	RDGCMP15	RDGCMP16	RDGCMP17	RDGCMP18	RDGCMP19	RDGCMP20	RDGCMP21	RDGCMP22	RDGCMP23	RDGCMP24	READEND	lang_raw	lang_perco	maths_raw	maths_perco	correct01maths	correct02maths	correct03maths	correct04maths	correct05maths	correct06maths	correct07maths	correct08maths	correct09maths	correct10maths	correct11maths	correct12maths	correct13maths	correct14maths	correct15maths	correct16maths	correct17maths	correct18maths	correct19maths	correct20maths	correct21maths	correct22maths	correct23maths	correct24maths	correct25maths	correct26maths	correct27maths	correct28maths	correct01lang	correct02lang	correct03lang	correct04lang	correct05lang	correct06lang	correct07lang	correct08lang	correct09lang	correct10lang	correct11lang	correct12lang	correct13lang	correct14lang	correct15lang	correct16lang	correct17lang	correct18lang	correct19lang	correct20lang	correct21lang	correct22lang	correct23lang	correct24lang
161012	06/05/2014 00:15:33	1	98	98	98	1	4	3	60	17.4300003051758	3/4	2	4	2	4	3	4	2	3	3	3	1	1	1	1	4	2	3	32	.75	120	20	15	 	1	98	98	98	1	1	4	1	2	3	2	2	4	4	2	1	2	4	1	4	4	2	1	1	1	1	2	3	 	17	70.8333358764648	22	78.5714263916016	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0
161014	06/05/2014 00:19:33	1	98	98	98	1	4	3	60	17.4300003051758	3/4	2	4	2	3	3	4	3	3	3	3	1	1	2	1	1	2	3	32	15	99	99	99	 	1	98	98	98	1	1	2	1	2	3	2	2	2	4	2	1	2	4	1	3	4	2	1	1	4	1	2	3	 	21	87.5	19	67.8571395874023	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
161015	21/02/2014 12:10:27	1	4	11	26	1	4	3	60	16.4300003051758	18.24	2	4	2	2	4	2	2	3	4	2	1	3	2	1	4	2	3	32	.330000013113022	3	-99	-99	 	1	4	11	26	1	1	4	1	2	3	3	2	2	4	2	1	2	4	1	3	2	2	1	4	3	3	2	1	 	16	66.6666641235352	14	50	1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0
161016	06/05/2014 13:15:48	1	98	98	98	1	4	3	60	17.4300003051758	1.79	2	4	2	3	2	4	4	2	3	2	3	3	2	3	1	1	3	33	3	12	10	8	 	1	98	98	98	4	1	2	1	2	3	2	2	3	2	2	1	2	1	3	4	2	2	1	3	4	1	2	2	 	16	66.6666641235352	11	39.2857131958008	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1
161018	21/02/2014 12:14:39	1	4	11	26	1	4	3	60	16.4300003051758	18.24	2	4	2	2	4	4	2	3	4	2	1	3	2	1	4	2	3	32	.330000013113022	3	-99	-99	 	1	4	11	26	1	1	4	1	2	3	3	2	2	4	2	2	2	4	1	3	2	2	1	4	3	3	2	1	 	15	62.5	15	53.5714302062988	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0
161019	25/08/2014 10:56:34	1	98	98	98	1	4	3	60	17.4300003051758	18/24	2	4	3	3	1	4	3	3	3	1	2	3	2	3	4	2	4	99	99	99	99	99	 	1	98	98	98	1	1	2	1	2	3	2	2	2	1	2	1	4	1	3	2	3	4	1	3	3	1	2	3	 	14	58.3333320617676	14	50	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0
161020	28/04/2014 11:51:28	1	4	11	26	1	4	3	60	17.4300003051758	99	2	3	2	3	99	2	99	3	99	99	2	3	2	99	3	2	3	99	99	99	99	99	 	1	4	11	26	1	1	4	1	2	3	2	2	4	1	2	4	2	1	1	1	2	3	99	3	2	1	3	2	 	12	50	9	32.1428565979004	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1
161021	21/02/2014 12:02:15	1	4	11	26	1	4	3	60	17.4300003051758	3/4	2	4	2	3	3	4	1	3	99	1	1	4	99	1	4	2	1	33	1.5	28800	40	30	 	1	4	11	26	4	1	4	4	2	3	2	2	3	4	2	1	4	3	1	99	2	2	1	1	1	1	2	3	 	14	58.3333320617676	16	57.1428565979004	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	0	0	1	1	0
161022	27/04/2014 16:10:26	1	98	98	98	1	4	3	50	17.4300003051758	18/24	2	4	4	3	3	2	4	3	2	1	2	2	3	1	4	1	2	99	99	99	99	99	 	1	98	98	98	1	1	3	3	1	3	 	2	3	2	2	1	2	3	4	3	2	3	1	1	4	1	3	3	 	11	45.8333320617676	11	39.2857131958008	1	1	1	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	0	0	1	0	0	1	0	1	1	0	0
161024	21/02/2014 11:42:10	1	4	11	26	1	4	3	60	17.4300003051758	18.24	2	4	4	99	3	3	2	3	3	1	4	2	1	2	2	3	2	228	.75	-99	-99	-99	 	1	4	11	26	1	1	1	3	2	3	2	3	2	4	2	3	2	1	3	4	1	3	2	3	2	3	4	2	 	11	45.8333320617676	13	46.4285697937012	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1
161025	21/02/2014 11:58:27	1	4	11	26	1	4	1	-99	18.4300003051758	18/24	2	4	2	4	3	4	3	3	3	3	1	1	2	2	4	2	3	1.5	-99	-99	-99	-99	 	1	4	11	26	3	1	2	1	2	3	2	2	2	2	2	1	4	4	4	1	1	4	1	3	2	1	2	3	 	14	58.3333320617676	14	50	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	0	1	1	0
161027	21/02/2014 11:54:32	1	4	11	26	1	4	3	60	17.0699996948242	3/2	2	4	1	2	3	2	3	3	3	1	4	3	1	1	4	3	3	32	2	1.03999996185303	-99	-99	 	1	4	11	26	1	1	3	1	2	3	2	2	2	4	2	1	2	4	1	1	2	4	1	3	4	1	2	3	 	18	75	13	46.4285697937012	1	1	1	1	0	0	1	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0
161028	06/05/2014 13:38:14	1	98	98	98	1	4	3	9.60000038146973	17.4300003051758	0.75	2	4	2	3	3	1	3	3	99	1	2	2	3	2	4	3	3	99	99	99	99	99	 	1	98	98	98	1	1	2	1	2	3	2	2	2	4	2	1	2	4	1	4	2	1	2	2	1	4	2	2	 	16	66.6666641235352	11	39.2857131958008	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	1
161029	27/04/2014 20:47:41	1	98	98	98	1	4	3	50	17.4300003051758	18/24	2	4	2	3	3	4	4	3	3	3	1	3	2	4	4	2	2	24	.660000026226044	5	18	17	 	1	98	98	98	1	1	2	1	2	3	2	2	2	4	2	1	1	3	1	3	2	2	1	3	4	1	2	2	 	20	83.3333358764648	15	53.5714302062988	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1
161030	05/05/2014 22:32:30	1	98	98	98	1	4	3	60	17.4300003051758	3/4	2	2	1	2	3	4	2	3	3	3	1	2	1	1	4	1	4	32	1.5	70	10	3	 	1	98	98	98	1	1	2	1	2	3	2	2	2	1	2	1	4	1	4	3	1	2	1	1	3	1	2	3	 	15	62.5	17	60.7142868041992	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	1	0	1	1	0	0	1	1	0
161031	28/04/2014 15:26:36	1	98	98	98	1	4	3	99	99	99	2	4	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	 	1	98	98	98	3	1	2	1	2	3	2	2	2	1	3	1	2	1	1	99	99	99	99	99	99	99	99	99	 	10	41.6666679382324	5	17.8571434020996	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0
161032	06/05/2014 13:52:42	1	98	98	98	1	4	3	60	17.4300003051758	1	2	4	1	3	3	4	3	4	1	2	1	1	2	3	1	4	2	33	12	8	5	99	 	1	98	98	98	4	1	2	1	1	3	3	2	4	4	1	1	4	4	1	1	2	3	3	1	4	1	2	2	 	12	50	12	42.8571434020996	1	1	1	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1
161033	22/02/2014 07:27:47	1	4	11	25	1	4	2	-99	17.4300003051758	-99	4	4	2	99	99	99	99	4	1	2	99	4	99	99	99	99	3	-99	-99	-99	-99	-99	 	1	4	11	25	4	1	4	4	2	4	1	1	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	 	3	12.5	5	17.8571434020996	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
161035	22/02/2014 01:49:54	1	4	11	25	1	4	3	60	17.4300003051758	3/4	2	4	1	2	3	2	3	3	3	1	4	3	1	1	4	3	3	32	45	1.03999996185303	20	15	 	1	4	11	25	1	1	3	1	2	3	3	2	2	4	2	1	2	4	1	1	2	4	1	3	4	1	2	3	 	17	70.8333358764648	16	57.1428565979004	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0
161037	22/02/2014 01:45:57	1	4	11	25	1	4	3	60	-99	-99	2	4	2	2	4	2	2	3	4	2	1	3	2	1	4	2	3	.670000016689301	.330000013113022	3	-99	-99	 	1	4	11	25	4	2	2	3	2	4	1	4	4	3	2	1	2	4	1	3	2	2	1	4	3	3	2	1	 	11	45.8333320617676	13	46.4285697937012	1	1	1	1	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0
161038	28/04/2014 12:04:41	1	4	11	25	1	4	3	60	17.4300003051758	99	2	3	2	2	3	4	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	 	1	4	11	25	1	1	4	1	2	3	2	2	4	1	3	99	2	99	99	99	2	99	99	1	3	99	2	99	 	8	33.3333320617676	9	32.1428565979004	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
161039	28/04/2014 12:34:21	1	98	98	98	1	4	3	99	99	99	2	4	3	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	 	1	98	98	98	3	1	2	1	2	3	2	4	2	4	2	1	2	1	1	3	99	1	1	99	3	4	2	3	 	14	58.3333320617676	5	17.8571434020996	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	0	0	1	0
161040	24/08/2014 23:26:42	1	4	11	25	1	2	3	120	17.4300003051758	4/7	3	3	2	4	3	2	3	1	1	4	2	3	1	2	3	2	1	11	2	42	30	99	 	1	4	11	25	1	1	3	3	4	3	2	1	4	1	2	4	2	2	1	3	2	1	1	4	1	2	2	3	 	10	41.6666679382324	8	28.5714282989502	1	0	1	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	1	0
161041	22/02/2014 01:42:38	1	4	11	25	1	4	3	60	16.4300003051758	18.24	2	4	2	2	4	2	2	2	2	2	1	3	3	1	4	2	2	-99	-99	-99	-99	-99	 	1	4	11	25	4	2	2	3	2	4	1	4	4	3	2	1	2	4	1	3	2	2	1	4	3	3	2	1	 	11	45.8333320617676	11	39.2857131958008	1	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	1	0
161042	27/04/2014 23:47:19	1	98	98	98	1	4	3	60	17.4300003051758	3/8	2	4	1	2	3	4	2	3	4	1	1	1	2	3	4	2	3	99	99	99	99	99	 	1	98	98	98	1	1	3	1	2	4	2	2	4	4	2	1	2	4	1	3	4	1	1	4	4	1	3	1	 	16	66.6666641235352	15	53.5714302062988	1	1	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0
161043	28/04/2014 11:58:10	1	4	11	25	1	4	3	60	99	99	2	3	99	99	3	99	99	3	99	3	99	1	4	2	99	4	1	99	99	99	99	99	 	1	4	11	25	1	1	4	1	3	99	2	99	2	3	99	1	99	2	1	99	2	3	99	1	3	99	2	99	 	7	29.1666660308838	8	28.5714282989502	1	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0
161044	06/05/2014 23:03:58	1	98	98	98	1	3	1	215	17	99	3	2	4	3	3	2	2	3	2	2	1	3	4	3	2	2	1	99	1	99	99	99	 	1	98	98	98	1	1	2	3	2	2	2	1	2	4	1	2	1	4	4	3	2	3	1	4	3	1	4	2	 	12	50	6	21.4285717010498	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1
161045	25/08/2014 00:09:58	1	4	11	25	1	4	3	60	17.4300003051758	19.14	2	3	2	1	2	3	3	1	2	2	1	3	2	4	3	3	3	40	3	4000	44	99	 	1	4	11	25	4	1	2	4	2	3	2	2	3	4	1	1	2	1	3	3	2	4	1	3	4	1	2	3	 	16	66.6666641235352	8	28.5714282989502	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	0	1	0	0	1	1	1	1	1	0
161048	06/05/2014 22:59:30	1	98	98	98	1	4	3	60	17.3400001525879	3/4	2	3	1	4	3	99	1	3	3	1	99	2	99	1	4	2	3	22	99	99	99	99	 	1	98	98	98	3	1	3	3	1	3	2	2	3	4	1	1	2	99	4	99	99	2	1	3	3	2	99	1	 	10	41.6666679382324	13	46.4285697937012	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0
161049	28/04/2014 15:15:51	1	4	11	25	1	4	3	60	99	3/4	2	4	2	3	4	99	99	99	99	2	99	1	2	99	1	2	3	99	99	99	99	99	 	1	4	11	25	3	1	2	1	2	3	2	2	2	4	2	1	2	1	1	3	4	1	1	3	4	1	2	3	 	19	79.1666641235352	11	39.2857131958008	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0
161050	22/02/2014 07:33:02	1	4	11	25	1	4	3	60	17.4300003051758	18/24	2	3	2	3	3	4	3	3	3	1	4	2	1	3	2	3	2	228	.75	-99	-99	-99	 	1	4	11	25	1	1	2	1	1	3	2	2	4	4	2	1	2	2	2	4	4	4	1	1	4	1	2	3	 	15	62.5	14	50	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0
171003	19/02/2014 22:41:09	1	5	14	35	1	4	3	60	17.4300003051758	0.75	2	4	2	3	2	1	2	3	3	1	1	2	2	1	4	3	3	23	1.5	5.5	150	-99	 	1	5	14	35	1	2	1	2	3	2	2	2	1	2	1	1	2	4	1	3	2	2	2	1	3	1	2	2	 	12	50	15	53.5714302062988	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	0	1	0	0	0	1	1	1
171004	19/02/2014 11:41:01	1	5	12	28	1	4	3	60	17.4300003051758	0.75	2	3	2	3	3	4	2	3	3	1	1	1	1	1	4	2	3	32	1.5	3	20	15	 	1	5	12	28	1	1	2	1	2	3	2	2	2	1	2	1	2	4	1	3	2	2	1	3	4	1	2	2	 	21	87.5	22	78.5714263916016	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
171005	19/02/2014 11:26:49	1	5	12	28	1	2	3	120	17.4300003051758	3/4	2	1	1	3	2	1	2	2	2	1	4	4	99	3	3	4	3	1	2	2980000	210	-99	 	1	5	12	28	1	1	2	1	1	3	3	99	3	4	2	1	2	2	1	2	4	99	99	99	99	99	99	99	 	10	41.6666679382324	7	25	1	0	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0
171006	20/02/2014 22:48:07	1	5	12	28	1	4	3	60	17.4300003051758	-99	2	99	99	99	99	4	99	1	3	3	99	2	99	2	4	99	3	-99	1.5	-99	-99	-99	 	1	5	12	28	4	1	2	2	1	3	2	2	2	4	2	1	2	4	1	3	99	2	1	3	99	99	99	99	 	16	66.6666641235352	8	28.5714282989502	1	1	1	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0
171008	19/02/2014 21:08:18	1	5	12	28	1	4	4	60	17.4300003051758	12	2	3	2	3	3	1	2	3	2	3	1	2	2	1	4	3	3	22	3	57.5999984741211	-99	-99	 	1	5	12	28	4	1	3	3	1	3	4	2	2	4	2	1	1	3	2	3	4	4	3	4	1	2	1	2	 	10	41.6666679382324	11	39.2857131958008	1	1	0	1	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	0	1
171009	19/02/2014 11:33:15	1	5	12	28	1	4	3	60	17.4300003051758	3/4	2	4	2	2	3	4	3	3	3	99	4	3	1	1	4	1	3	7	1.5	1.20000004768372	15	-99	 	1	5	12	28	1	1	2	3	2	3	2	2	2	4	2	1	2	1	1	1	4	4	1	3	3	1	2	3	 	18	75	15	53.5714302062988	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	0	1	1	0
171011	20/02/2014 21:27:56	1	5	12	28	1	4	3	60	17.4300003051758	3/4	2	4	2	3	3	4	4	3	1	2	2	4	2	3	3	4	99	-99	-99	-99	-99	-99	 	1	5	12	28	1	1	2	1	1	3	2	2	4	4	2	1	2	4	1	3	2	4	1	3	4	2	2	4	 	17	70.8333358764648	12	42.8571434020996	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	1	0
171012	21/02/2014 21:07:58	1	5	12	28	1	4	99	-99	16.1399993896484	1	4	4	2	3	3	2	4	3	1	2	2	3	99	4	3	2	4	23	1	11	-99	-99	 	1	5	12	28	1	1	1	3	2	4	4	1	4	1	4	1	2	2	99	1	3	2	2	1	99	2	1	2	 	7	29.1666660308838	8	28.5714282989502	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1
171013	19/02/2014 22:06:34	1	5	98	98	1	4	3	60	17.4300003051758	12	2	4	2	3	1	4	2	3	4	1	1	2	1	1	4	2	3	24	.75	-99	20	15	 	1	5	98	98	1	1	2	1	2	3	2	2	2	4	2	1	2	4	1	3	2	2	1	3	4	1	2	2	 	22	91.6666641235352	17	60.7142868041992	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
171014	19/02/2014 21:53:07	1	5	12	28	1	4	99	-99	-99	-99	1	99	99	3	99	2	99	99	99	99	99	99	2	99	99	99	3	10	-99	-99	-99	-99	 	1	5	12	28	4	1	2	1	2	3	99	1	3	4	1	99	99	3	4	4	99	3	1	99	99	4	2	3	 	7	29.1666660308838	2	7.14285707473755	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
171015	20/02/2014 22:44:51	1	5	12	28	1	4	2	-99	-99	-99	2	1	2	3	4	3	2	99	1	1	2	4	2	3	4	3	1	-99	-99	-99	-99	-99	 	1	5	12	28	1	4	1	3	4	4	1	1	3	4	2	4	1	4	3	4	2	1	4	2	3	4	2	4	 	5	20.8333339691162	6	21.4285717010498	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0
171017	20/02/2014 22:40:57	1	5	12	28	1	4	3	60	17.4300003051758	27/16	4	4	2	4	4	2	2	3	1	2	3	2	99	1	4	1	2	25	3	-99	70	70	 	1	5	12	28	1	1	4	3	1	3	2	2	4	4	2	1	2	3	1	1	2	1	1	1	3	1	2	3	 	13	54.1666679382324	11	39.2857131958008	1	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	1	0	1	0	0	0	1	0	0	1	1	0
171018	20/02/2014 21:38:00	1	5	12	28	1	4	3	60	17.4300003051758	3/4	2	4	2	3	3	4	3	1	3	1	1	3	2	1	4	1	99	22	.5	-99	20	15	 	1	5	12	28	1	1	2	1	2	3	2	2	4	2	2	1	4	3	1	4	4	2	1	1	4	1	2	3	 	16	66.6666641235352	16	57.1428565979004	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	0	1	1	1	0	1	1	1	0
171019	19/02/2014 22:47:35	1	5	12	28	1	4	3	60	17.4300003051758	1	2	4	2	3	3	2	4	3	4	1	2	3	4	4	3	2	4	23	1	11	9	3	 	1	5	12	28	4	1	2	1	2	3	2	2	4	1	2	1	4	4	3	2	2	1	3	1	1	1	2	3	 	11	45.8333320617676	13	46.4285697937012	1	1	1	1	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0
171021	19/02/2014 20:54:37	1	5	12	28	1	4	3	60	17.4300003051758	3/4	2	4	2	2	2	1	3	3	2	3	1	3	1	2	1	99	3	-99	-99	-99	-99	-99	 	1	5	12	28	1	1	2	1	2	4	2	2	2	2	2	1	2	2	1	3	4	1	1	3	4	1	2	2	 	19	79.1666641235352	13	46.4285697937012	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1
171022	19/02/2014 22:01:30	1	5	12	28	1	4	3	60	17.4300003051758	3/4	2	4	2	4	3	4	2	3	3	1	1	3	1	1	4	2	3	32	.670000016689301	3	20	15	 	1	5	12	28	1	1	2	1	2	3	2	2	2	4	2	1	2	4	1	3	2	2	1	3	4	1	2	2	 	22	91.6666641235352	24	85.7142868041992	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
171023	20/02/2014 21:40:46	1	5	12	28	1	4	3	60	17.4300003051758	3/4	2	4	2	4	3	4	99	3	3	1	99	99	99	1	4	2	3	-99	-99	-99	-99	-99	 	1	5	12	28	1	1	2	4	2	3	2	2	2	4	2	1	2	4	1	3	1	2	1	3	4	1	2	2	 	23	95.8333358764648	17	60.7142868041992	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
