CHILDCODE	LANDIDR4	LNDTYPR4	ANYAGRR4	TOTLNDR4	UNTLNDR4	USERANR4	PRIRRR4	ANYLIVR4	TOTLIVR4	UNTLIVR4	USELIVR4	ANYINDR4	TOTINDR4	UNTINDR4	USEINDR4
81012	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81013	1	1	Y	4	5	5	4	Y	40	18	1	Y	300	17	7
81013	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81013	3	1	Y	2	5	5	5	N	 	 	 	N	 	 	 
81013	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81013	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81014	1	1	Y	6	5	5	1	Y	50	17	1	Y	150	17	7
81014	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81014	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81014	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81014	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81015	1	1	Y	5	5	5	2	Y	20	17	1	Y	40	17	7
81015	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81015	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81015	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81015	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81016	1	1	Y	10	5	5	4	Y	60	17	1	Y	150	17	7
81016	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81016	3	1	Y	4	5	5	4	Y	40	17	2	Y	400	17	7
81016	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81016	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81017	1	1	Y	7	5	5	5	Y	60	17	1	N	 	 	 
81017	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81017	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81017	4	1	Y	1	5	5	5	 	 	 	 	 	 	 	 
81017	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81018	1	1	Y	3	5	5	5	Y	80	17	1	Y	80	17	7
81018	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81018	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81018	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81018	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81019	1	1	Y	4	5	5	5	Y	50	17	1	Y	200	17	7
81019	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81019	3	1	Y	4	5	5	5	N	 	 	 	N	 	 	 
81019	4	1	Y	3	5	5	5	 	 	 	 	 	 	 	 
81019	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81020	1	1	Y	11.75	5	5	1	Y	24	17	2	Y	180	17	8
81020	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81020	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81020	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81020	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81021	1	1	Y	6	5	5	5	Y	20	17	1	Y	60	17	7
81021	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81021	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81021	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81021	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81023	1	1	Y	2	5	5	5	Y	16	17	1	Y	100	17	7
81023	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81023	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81023	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81023	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81024	1	1	Y	4	5	5	5	N	 	 	 	N	 	 	 
81024	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81024	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81024	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81024	5	1	N	 	 	 	 	Y	40	17	1	Y	160	17	7
81025	1	1	Y	12	5	5	1	Y	120	17	88	N	 	 	 
81025	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81025	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81025	4	1	Y	2	5	5	2	 	 	 	 	 	 	 	 
81025	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81026	1	1	Y	1	5	5	4	Y	35	17	1	Y	400	17	7
81026	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81026	3	1	Y	2	5	5	4	N	 	 	 	N	 	 	 
81026	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81026	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81027	1	1	Y	1.5	2	5	1	Y	20	17	1	Y	10	17	7
81027	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81027	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81027	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81027	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81028	1	1	Y	1.5	5	5	5	Y	28	17	1	Y	300	17	7
81028	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81028	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81028	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81028	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81029	1	1	Y	7.75	5	5	1	Y	36	17	1	Y	110	17	7
81029	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81029	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81029	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81029	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81030	1	1	Y	1	5	5	4	Y	35	17	1	N	 	 	 
81030	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81030	3	1	Y	4	5	5	2	Y	20	17	1	N	 	 	 
81030	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81030	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81031	1	1	Y	6.5	5	5	5	Y	35	17	1	Y	70	17	7
81031	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81031	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81031	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81031	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81032	1	1	Y	4.75	5	5	5	Y	50	17	1	Y	200	17	7
81032	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81032	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81032	4	1	Y	2	5	5	5	 	 	 	 	 	 	 	 
81032	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81033	1	1	Y	4	5	5	2	Y	30	17	1	Y	400	17	7
81033	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81033	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81033	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81033	5	1	Y	4	5	20	4	N	 	 	 	N	 	 	 
81034	1	1	Y	3	5	5	5	Y	50	17	1	Y	60	17	7
81034	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81034	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81034	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81034	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81035	1	1	Y	8	5	5	1	Y	40	17	1	Y	100	17	7
81035	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81035	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81035	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81035	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81036	1	1	Y	7	5	5	3	Y	60	17	1	Y	250	17	7
81036	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81036	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81036	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81036	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81037	1	1	Y	2	5	5	5	Y	46	17	1	Y	250	17	7
81037	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81037	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81037	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81037	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81038	1	1	Y	3	5	5	5	Y	60	17	1	Y	150	17	7
81038	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81038	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81038	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81038	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81039	1	1	Y	.75	5	5	5	Y	16	17	1	Y	160	17	7
81039	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81039	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81039	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81039	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81040	1	1	Y	2	5	5	5	Y	30	17	1	Y	20	17	20
81040	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81040	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81040	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81040	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81041	1	1	Y	4	5	5	1	Y	60	17	1	Y	30	17	8
81041	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81041	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81041	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81041	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81042	1	1	Y	4	5	5	5	Y	50	17	1	N	 	 	 
81042	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81042	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81042	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81042	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81043	1	1	Y	8	5	5	5	Y	60	17	1	Y	200	17	7
81043	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81043	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81043	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81043	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81044	1	1	Y	1	5	5	5	Y	46	17	2	Y	30	17	7
81044	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81044	3	1	Y	2.5	5	5	5	N	 	 	 	N	 	 	 
81044	4	1	Y	4	5	5	5	 	 	 	 	 	 	 	 
81044	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81045	1	1	Y	4	5	5	5	Y	20	17	1	Y	100	17	7
81045	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81045	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81045	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81045	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81046	1	1	Y	2	5	5	5	Y	50	17	1	N	 	 	 
81046	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81046	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81046	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81046	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81047	1	1	Y	4.5	5	5	5	Y	40	17	1	N	 	 	 
81047	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81047	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81047	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81047	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81048	1	1	Y	9.25	5	5	1	Y	40	17	1	Y	400	17	7
81048	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81048	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81048	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81048	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81049	1	1	Y	1	5	5	5	Y	52	17	1	N	 	 	 
81049	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81049	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81049	4	1	Y	1	5	5	5	 	 	 	 	 	 	 	 
81049	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81050	1	1	Y	4.75	5	5	5	Y	20	17	1	Y	180	17	7
81050	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81050	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81050	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
81050	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91001	1	1	Y	10.5	4	5	5	Y	40	17	1	Y	200	17	7
91001	2	1	Y	2	4	5	5	N	 	 	 	N	 	 	 
91001	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91001	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91001	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91002	1	1	Y	1	4	5	4	Y	30	17	1	Y	35	17	7
91002	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91002	3	1	Y	2	4	5	4	N	 	 	 	N	 	 	 
91002	4	1	Y	1.5	4	5	4	 	 	 	 	 	 	 	 
91002	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91003	1	1	Y	6	4	5	3	Y	60	17	1	Y	200	17	7
91003	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91003	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91003	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91003	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91004	1	1	Y	2.5	2	5	4	Y	30	17	1	Y	250	17	7
91004	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91004	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91004	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91004	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91005	1	1	Y	8.5	4	5	5	Y	26	17	1	Y	50	17	7
91005	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91005	3	1	Y	2	4	5	5	N	 	 	 	N	 	 	 
91005	4	1	Y	2	4	5	5	 	 	 	 	 	 	 	 
91005	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91006	1	1	Y	8	4	5	5	Y	20	17	1	Y	50	17	7
91006	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91006	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91006	4	1	Y	1	4	5	5	 	 	 	 	 	 	 	 
91006	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91007	1	1	Y	7	4	5	5	Y	30	17	1	Y	200	17	7
91007	2	1	Y	2	4	5	5	N	 	 	 	N	 	 	 
91007	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91007	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91007	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91008	1	1	Y	3.5	5	5	5	Y	60	17	1	Y	180	17	7
91008	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91008	3	1	Y	2	5	5	5	N	 	 	 	N	 	 	 
91008	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91008	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91010	1	1	Y	6.5	4	5	5	Y	50	17	1	Y	300	17	7
91010	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91010	3	1	Y	2	4	5	5	N	 	 	 	N	 	 	 
91010	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91010	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91011	1	1	Y	6	5	5	5	Y	40	17	1	Y	180	17	7
91011	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91011	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91011	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91011	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91012	1	1	Y	12	4	5	5	Y	25	17	1	Y	12	17	8
91012	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91012	3	1	Y	2.5	4	5	5	N	 	 	 	N	 	 	 
91012	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91012	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91013	1	1	Y	4	4	5	5	Y	30	17	1	Y	170	17	7
91013	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91013	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91013	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91013	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91014	1	1	Y	6	5	5	5	Y	70	17	1	N	 	 	 
91014	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91014	3	1	Y	3	5	5	5	N	 	 	 	N	 	 	 
91014	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91014	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91015	1	1	Y	2	2	5	5	Y	200	17	2	Y	1	2	9
91015	2	1	Y	1.5	4	5	5	N	 	 	 	N	 	 	 
91015	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91015	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91015	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91017	1	1	Y	9.75	4	5	5	Y	24	17	1	Y	180	17	7
91017	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91017	3	1	Y	4	4	5	5	N	 	 	 	N	 	 	 
91017	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91017	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91018	1	1	Y	5	2	5	5	Y	70	17	1	Y	300	17	7
91018	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91018	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91018	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91018	5	1	Y	1	2	20	4	N	 	 	 	N	 	 	 
91019	1	1	Y	2	5	5	5	Y	60	17	1	N	 	 	 
91019	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91019	3	1	Y	2	5	5	5	N	 	 	 	N	 	 	 
91019	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91019	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91020	1	1	N	 	 	 	 	Y	200	17	1	Y	60	17	7
91020	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91020	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91020	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91020	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91021	1	1	Y	8.25	4	5	5	Y	35	17	1	Y	60	17	7
91021	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91021	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91021	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91021	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91022	1	1	Y	12	5	5	5	Y	72	17	1	N	 	 	 
91022	2	1	Y	1	5	5	5	N	 	 	 	N	 	 	 
91022	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91022	4	1	Y	2	5	5	77	 	 	 	 	 	 	 	 
91022	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91023	1	1	Y	6.5	4	5	5	Y	25	17	1	Y	70	17	7
91023	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91023	3	1	Y	1	4	5	5	N	 	 	 	N	 	 	 
91023	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91023	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91024	1	1	Y	6	5	5	5	Y	24	17	1	N	 	 	 
91024	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91024	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91024	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91024	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91025	1	1	Y	5	5	5	5	Y	30	17	1	N	 	 	 
91025	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91025	3	1	Y	3	5	5	5	N	 	 	 	N	 	 	 
91025	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91025	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91026	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91026	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91026	3	1	Y	3	5	5	5	Y	12	17	1	N	 	 	 
91026	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91026	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91027	1	1	Y	12.5	5	5	5	Y	20	17	1	Y	200	17	7
91027	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91027	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91027	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91027	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91028	1	1	Y	1	5	5	5	Y	12	17	1	Y	24	17	7
91028	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91028	3	1	Y	2	5	5	5	N	 	 	 	N	 	 	 
91028	4	1	Y	1	5	5	5	 	 	 	 	 	 	 	 
91028	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91029	1	1	Y	2.5	4	5	5	Y	35	17	1	Y	60	17	7
91029	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91029	3	1	Y	7	4	5	5	N	 	 	 	N	 	 	 
91029	4	1	Y	1.5	4	5	5	 	 	 	 	 	 	 	 
91029	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91030	1	1	Y	5	4	10	5	Y	30	17	1	Y	40	17	7
91030	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91030	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91030	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91030	5	1	Y	4	4	20	5	N	 	 	 	N	 	 	 
91031	1	1	Y	18	4	5	5	Y	54	17	1	Y	80	17	7
91031	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91031	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91031	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91031	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91032	1	1	Y	8	5	5	5	Y	80	17	1	Y	12	17	7
91032	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91032	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91032	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91032	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91033	1	1	Y	4	4	5	5	Y	20	17	1	N	 	 	 
91033	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91033	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91033	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91033	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91034	1	1	Y	1000	17	13	5	Y	40	17	1	Y	25	17	7
91034	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91034	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91034	4	1	Y	6	4	5	4	 	 	 	 	 	 	 	 
91034	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91035	1	1	Y	7	4	5	5	Y	20	17	1	Y	100	17	7
91035	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91035	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91035	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91035	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91036	1	1	Y	2.5	2	5	4	Y	60	17	1	Y	150	17	7
91036	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91036	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91036	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91036	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91037	1	1	Y	7.5	4	5	5	Y	70	17	1	N	 	 	 
91037	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91037	3	1	Y	8	4	5	5	N	 	 	 	N	 	 	 
91037	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91037	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91038	1	1	Y	4	2	5	3	Y	60	17	1	Y	200	17	7
91038	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91038	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91038	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91038	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91039	1	1	Y	11.5	4	5	5	Y	50	17	1	Y	80	17	7
91039	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91039	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91039	4	1	Y	6	4	5	5	 	 	 	 	 	 	 	 
91039	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91040	1	1	Y	8.25	5	5	5	Y	32	17	1	N	 	 	 
91040	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91040	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91040	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91040	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91041	1	1	Y	10	4	5	5	Y	50	17	1	Y	75	17	7
91041	2	1	Y	1	4	5	5	N	 	 	 	N	 	 	 
91041	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91041	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91041	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91042	1	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91042	2	1	Y	.25	17	5	5	Y	30	17	1	Y	10	17	7
91042	3	1	Y	7	4	5	5	N	 	 	 	N	 	 	 
91042	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91042	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91043	1	1	Y	7	4	5	3	Y	80	17	1	Y	250	17	7
91043	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91043	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91043	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91043	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91044	1	1	Y	1.5	2	5	5	Y	28	17	1	Y	30	17	7
91044	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91044	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91044	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91044	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91045	1	1	Y	4	4	5	5	Y	20	17	1	Y	100	17	7
91045	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91045	3	1	Y	1	4	5	5	N	 	 	 	N	 	 	 
91045	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91045	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91046	1	1	Y	13.5	5	5	5	Y	40	17	1	Y	100	17	7
91046	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91046	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91046	4	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91046	5	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91047	1	1	Y	8.5	4	5	3	Y	50	17	1	Y	250	17	7
91047	2	0	 	 	 	 	 	 	 	 	 	 	 	 	 
91047	3	0	 	 	 	 	 	 	 	 	 	 	 	 	 
