CHILDCODE	LANDIDR5	TOTINDR5	USEINDR5	TOTLNDR5	USERANR5	USEDRYR5	PRIRRR5
160060	3	0	 	0	 	 	 
160060	4	 	 	0	 	 	 
160060	5	0	 	0	 	 	 
160061	1	.0199999995529652	1	3	5	11	 
160061	2	0	 	0	 	 	 
160061	3	0	 	0	 	 	 
160061	4	 	 	0	 	 	 
160061	5	0	 	0	 	 	 
160063	1	.0799999982118607	1	5	5	11	 
160063	2	0	 	0	 	 	 
160063	3	0	 	5	5	11	 
160063	4	 	 	0	 	 	 
160063	5	0	 	0	 	 	 
160064	1	.0299999993294477	1	2	5	11	 
160064	2	0	 	0	 	 	 
160064	3	0	 	0	 	 	 
160064	4	 	 	0	 	 	 
160064	5	0	 	0	 	 	 
160065	1	.230000004172325	1	2	5	5	5
160065	2	0	 	0	 	 	 
160065	3	0	 	3	5	5	5
160065	4	 	 	0	 	 	 
160065	5	0	 	0	 	 	 
160066	1	2	1	3	5	11	 
160066	2	0	 	0	 	 	 
160066	3	0	 	0	 	 	 
160066	4	 	 	1	5	11	 
160066	5	0	 	0	 	 	 
160067	1	0	 	0	 	 	 
160067	2	0	 	0	 	 	 
160067	3	0	 	2	5	88	88
160067	4	 	 	0	 	 	 
160067	5	0	 	0	 	 	 
160068	1	.219999998807907	1	3	5	5	4
160068	2	0	 	0	 	 	 
160068	3	0	 	0	 	 	 
160068	4	 	 	0	 	 	 
160068	5	0	 	0	 	 	 
160069	1	.899999976158142	1	4	11	11	 
160069	2	0	 	0	 	 	 
160069	3	0	 	0	 	 	 
160069	4	 	 	0	 	 	 
160069	5	0	 	0	 	 	 
160070	1	.00999999977648258	1	1	11	11	 
160070	2	0	 	0	 	 	 
160070	3	0	 	0	 	 	 
160070	4	 	 	0	 	 	 
160070	5	0	 	0	 	 	 
160071	1	2.5	1	3	5	11	 
160071	2	0	 	0	 	 	 
160071	3	0	 	2	5	11	 
160071	4	 	 	0	 	 	 
160071	5	0	 	0	 	 	 
160072	1	.300000011920929	1	12	5	5	5
160072	2	0	 	0	 	 	 
160072	3	0	 	8	5	5	5
160072	4	 	 	0	 	 	 
160072	5	0	 	0	 	 	 
160073	1	1.5	1	7	5	88	88
160073	2	0	 	0	 	 	 
160073	3	0	 	0	 	 	 
160073	4	 	 	0	 	 	 
160073	5	0	 	0	 	 	 
160074	1	.0199999995529652	1	10	5	88	88
160074	2	0	 	0	 	 	 
160074	3	0	 	0	 	 	 
160074	4	 	 	0	 	 	 
160074	5	0	 	0	 	 	 
160075	1	.0399999991059303	1	2	5	88	88
160075	2	0	 	0	 	 	 
160075	3	0	 	0	 	 	 
160075	4	 	 	0	 	 	 
160075	5	0	 	0	 	 	 
160076	1	.600000023841858	1	5	5	5	5
160076	2	0	 	0	 	 	 
160076	3	0	 	0	 	 	 
160076	4	 	 	0	 	 	 
160076	5	0	 	0	 	 	 
160077	1	1.20000004768372	1	1	5	11	 
160077	2	0	 	0	 	 	 
160077	3	0	 	6	5	11	 
160077	4	 	 	0	 	 	 
160077	5	0	 	0	 	 	 
160078	1	.0799999982118607	1	2	11	11	 
160078	2	0	 	0	 	 	 
160078	3	0	 	0	 	 	 
160078	4	 	 	0	 	 	 
160078	5	0	 	0	 	 	 
160079	1	.0799999982118607	1	3.5	10	11	 
160079	2	0	 	0	 	 	 
160079	3	0	 	0	 	 	 
160079	4	 	 	0	 	 	 
160079	5	0	 	0	 	 	 
160080	1	.0199999995529652	1	2	5	11	 
160080	2	0	 	0	 	 	 
160080	3	0	 	0	 	 	 
160080	4	 	 	0	 	 	 
160080	5	0	 	0	 	 	 
160081	1	.0199999995529652	1	3	5	5	2
160081	2	0	 	0	 	 	 
160081	3	0	 	8	5	11	 
160081	4	 	 	0	 	 	 
160081	5	0	 	0	 	 	 
160082	1	.0199999995529652	1	0	 	 	 
160082	2	0	 	0	 	 	 
160082	3	0	 	0	 	 	 
160082	4	 	 	0	 	 	 
160082	5	0	 	0	 	 	 
160083	1	.0199999995529652	1	1	5	88	88
160083	2	0	 	0	 	 	 
160083	3	0	 	0	 	 	 
160083	4	 	 	0	 	 	 
160083	5	0	 	0	 	 	 
160084	1	0	 	 	 	 	 
160084	2	0	 	 	 	 	 
160084	3	.0199999995529652	1	 	 	 	 
160084	4	 	 	 	 	 	 
160084	5	0	 	 	 	 	 
160086	1	.0299999993294477	1	10	5	5	2
160086	2	0	 	0	 	 	 
160086	3	0	 	2	5	5	2
160086	4	 	 	0	 	 	 
160086	5	0	 	0	 	 	 
160087	1	.0199999995529652	1	4.44999980926514	5	88	88
160087	2	0	 	0	 	 	 
160087	3	0	 	0	 	 	 
160087	4	 	 	0	 	 	 
160087	5	0	 	0	 	 	 
160088	1	.00999999977648258	1	0	 	 	 
160088	2	0	 	0	 	 	 
160088	3	0	 	0	 	 	 
160088	4	 	 	0	 	 	 
160088	5	0	 	0	 	 	 
160089	1	0	 	 	 	 	 
160089	2	0	 	 	 	 	 
160089	3	0	 	 	 	 	 
160089	4	 	 	 	 	 	 
160089	5	0	 	 	 	 	 
160090	1	.0299999993294477	1	2.5	5	5	4
160090	2	0	 	0	 	 	 
160090	3	0	 	0	 	 	 
160090	4	 	 	0	 	 	 
160090	5	0	 	0	 	 	 
160091	1	.0799999982118607	1	1.5	5	11	 
160091	2	0	 	0	 	 	 
160091	3	0	 	0	 	 	 
160091	4	 	 	0	 	 	 
160091	5	0	 	0	 	 	 
160092	1	.200000002980232	1	0	 	 	 
160092	2	0	 	0	 	 	 
160092	3	0	 	0	 	 	 
160092	4	 	 	0	 	 	 
160092	5	0	 	0	 	 	 
160093	1	.0500000007450581	1	7.5	5	11	 
160093	2	0	 	0	 	 	 
160093	3	0	 	0	 	 	 
160093	4	 	 	0	 	 	 
160093	5	0	 	0	 	 	 
160094	1	.0199999995529652	1	2	11	11	 
160094	2	0	 	0	 	 	 
160094	3	0	 	0	 	 	 
160094	4	 	 	0	 	 	 
160094	5	0	 	0	 	 	 
160095	1	.300000011920929	1	1.20000004768372	5	5	4
160095	2	0	 	0	 	 	 
160095	3	0	 	0	 	 	 
160095	4	 	 	0	 	 	 
160095	5	0	 	0	 	 	 
160096	1	.0199999995529652	1	2	11	11	 
160096	2	0	 	0	 	 	 
160096	3	0	 	0	 	 	 
160096	4	 	 	0	 	 	 
160096	5	0	 	0	 	 	 
160097	1	.100000001490116	1	5	5	11	 
160097	2	0	 	0	 	 	 
160097	3	0	 	0	 	 	 
160097	4	 	 	0	 	 	 
160097	5	0	 	0	 	 	 
160098	1	.0199999995529652	1	1	5	11	 
160098	2	0	 	0	 	 	 
160098	3	0	 	0	 	 	 
160098	4	 	 	0	 	 	 
160098	5	0	 	0	 	 	 
160099	1	.00999999977648258	1	2	5	11	 
160099	2	0	 	0	 	 	 
160099	3	0	 	0	 	 	 
160099	4	 	 	0	 	 	 
160099	5	0	 	0	 	 	 
160100	1	.400000005960464	1	0	 	 	 
160100	2	0	 	0	 	 	 
160100	3	0	 	5	5	5	1
160100	4	 	 	0	 	 	 
160100	5	0	 	0	 	 	 
170001	1	.0799999982118607	1	5	5	11	 
170001	2	0	 	0	 	 	 
170001	3	0	 	0	 	 	 
170001	4	 	 	0	 	 	 
170001	5	0	 	0	 	 	 
170002	1	.0299999993294477	1	.5	11	11	 
170002	2	0	 	0	 	 	 
170002	3	0	 	0	 	 	 
170002	4	 	 	0	 	 	 
170002	5	0	 	0	 	 	 
170003	1	 	 	 	 	 	 
170003	2	 	 	 	 	 	 
170003	3	 	 	 	 	 	 
170003	4	 	 	 	 	 	 
170003	5	 	 	 	 	 	 
170004	1	.0299999993294477	1	1.04999995231628	5	5	4
170004	2	0	 	0	 	 	 
170004	3	0	 	0	 	 	 
170004	4	 	 	0	 	 	 
170004	5	0	 	0	 	 	 
170005	1	.0199999995529652	1	.5	11	11	 
170005	2	0	 	0	 	 	 
170005	3	0	 	0	 	 	 
170005	4	 	 	0	 	 	 
170005	5	0	 	0	 	 	 
170006	1	.0500000007450581	1	.5	11	11	 
170006	2	0	 	0	 	 	 
170006	3	0	 	0	 	 	 
170006	4	 	 	0	 	 	 
170006	5	0	 	0	 	 	 
170007	1	.0199999995529652	1	.5	11	11	 
170007	2	0	 	0	 	 	 
170007	3	0	 	0	 	 	 
170007	4	 	 	0	 	 	 
170007	5	0	 	0	 	 	 
170008	1	.0199999995529652	1	1	5	11	 
170008	2	0	 	0	 	 	 
170008	3	0	 	0	 	 	 
170008	4	 	 	0	 	 	 
170008	5	0	 	0	 	 	 
170009	1	.0299999993294477	1	1	5	11	 
170009	2	0	 	0	 	 	 
170009	3	0	 	0	 	 	 
170009	4	 	 	0	 	 	 
170009	5	0	 	0	 	 	 
170010	1	.0399999991059303	11	5	5	11	 
170010	2	0	 	0	 	 	 
170010	3	0	 	5	5	11	 
170010	4	 	 	0	 	 	 
170010	5	0	 	0	 	 	 
170011	1	.0500000007450581	1	2	5	11	 
170011	2	0	 	0	 	 	 
170011	3	0	 	0	 	 	 
170011	4	 	 	0	 	 	 
170011	5	0	 	0	 	 	 
170012	1	.0500000007450581	1	2.04999995231628	5	11	 
170012	2	0	 	0	 	 	 
170012	3	0	 	0	 	 	 
170012	4	 	 	0	 	 	 
170012	5	0	 	0	 	 	 
170013	1	.0299999993294477	1	2.5	11	11	 
170013	2	0	 	0	 	 	 
170013	3	0	 	0	 	 	 
170013	4	 	 	0	 	 	 
170013	5	0	 	0	 	 	 
170014	1	.0199999995529652	1	1	11	11	 
170014	2	0	 	0	 	 	 
170014	3	0	 	0	 	 	 
170014	4	 	 	0	 	 	 
170014	5	0	 	0	 	 	 
170015	1	.0199999995529652	1	4	5	11	 
170015	2	0	 	0	 	 	 
170015	3	0	 	0	 	 	 
170015	4	 	 	0	 	 	 
170015	5	0	 	0	 	 	 
170016	1	.0299999993294477	1	2	5	11	 
170016	2	0	 	0	 	 	 
170016	3	0	 	3	5	11	 
170016	4	 	 	0	 	 	 
170016	5	0	 	0	 	 	 
170017	1	.25	1	2	5	11	 
170017	2	0	 	0	 	 	 
170017	3	0	 	0	 	 	 
170017	4	 	 	0	 	 	 
170017	5	0	 	0	 	 	 
170018	1	.0799999982118607	1	.75	5	11	 
170018	2	0	 	0	 	 	 
170018	3	0	 	0	 	 	 
170018	4	 	 	0	 	 	 
170018	5	0	 	0	 	 	 
170019	1	.0500000007450581	1	3	5	11	 
170019	2	0	 	0	 	 	 
170019	3	0	 	0	 	 	 
170019	4	 	 	0	 	 	 
170019	5	0	 	0	 	 	 
170020	1	.0299999993294477	1	4	5	11	 
170020	2	0	 	0	 	 	 
170020	3	0	 	0	 	 	 
170020	4	 	 	0	 	 	 
170020	5	0	 	0	 	 	 
170021	1	.0199999995529652	1	2	5	11	 
170021	2	0	 	0	 	 	 
170021	3	0	 	1	5	11	 
170021	4	 	 	0	 	 	 
170021	5	0	 	0	 	 	 
170022	1	.0700000002980232	1	1.04999995231628	5	11	 
170022	2	0	 	0	 	 	 
170022	3	0	 	0	 	 	 
170022	4	 	 	0	 	 	 
170022	5	0	 	0	 	 	 
170023	1	.0199999995529652	1	.649999976158142	5	11	 
170023	2	0	 	0	 	 	 
170023	3	0	 	0	 	 	 
170023	4	 	 	0	 	 	 
170023	5	0	 	0	 	 	 
170024	1	.400000005960464	1	1	5	11	 
170024	2	0	 	0	 	 	 
170024	3	0	 	0	 	 	 
170024	4	 	 	0	 	 	 
170024	5	0	 	0	 	 	 
170025	1	.0199999995529652	1	4	5	11	 
170025	2	0	 	0	 	 	 
170025	3	0	 	0	 	 	 
170025	4	 	 	0	 	 	 
170025	5	0	 	0	 	 	 
170026	1	.0700000002980232	1	2	5	11	 
170026	2	0	 	0	 	 	 
170026	3	0	 	0	 	 	 
170026	4	 	 	0	 	 	 
170026	5	0	 	0	 	 	 
170027	1	.0199999995529652	1	4	5	11	 
170027	2	0	 	0	 	 	 
170027	3	0	 	0	 	 	 
170027	4	 	 	0	 	 	 
170027	5	0	 	0	 	 	 
170028	1	.0500000007450581	1	3	11	11	 
170028	2	0	 	0	 	 	 
170028	3	0	 	0	 	 	 
170028	4	 	 	0	 	 	 
170028	5	0	 	0	 	 	 
170029	1	.0500000007450581	1	3	5	11	 
170029	2	0	 	0	 	 	 
170029	3	0	 	0	 	 	 
170029	4	 	 	0	 	 	 
170029	5	0	 	0	 	 	 
170030	1	.0500000007450581	1	2.5	5	11	 
170030	2	0	 	0	 	 	 
170030	3	0	 	0	 	 	 
170030	4	 	 	0	 	 	 
170030	5	0	 	0	 	 	 
170031	1	.0199999995529652	1	1	5	11	 
170031	2	0	 	0	 	 	 
170031	3	0	 	0	 	 	 
170031	4	 	 	0	 	 	 
170031	5	0	 	0	 	 	 
170032	1	.0599999986588955	1	2	5	11	 
170032	2	0	 	0	 	 	 
170032	3	0	 	3	5	5	4
170032	4	 	 	0	 	 	 
170032	5	0	 	0	 	 	 
170033	1	.00999999977648258	1	1	5	11	 
170033	2	0	 	0	 	 	 
170033	3	0	 	0	 	 	 
170033	4	 	 	0	 	 	 
170033	5	0	 	0	 	 	 
170034	1	.0199999995529652	1	1.5	11	11	 
170034	2	0	 	0	 	 	 
170034	3	0	 	0	 	 	 
170034	4	 	 	0	 	 	 
170034	5	0	 	0	 	 	 
170035	1	.0199999995529652	1	1.5	5	5	1
170035	2	0	 	0	 	 	 
170035	3	0	 	1.25	5	11	 
170035	4	 	 	0	 	 	 
170035	5	0	 	0	 	 	 
170036	1	.0199999995529652	1	.5	5	11	 
170036	2	0	 	0	 	 	 
170036	3	0	 	0	 	 	 
170036	4	 	 	0	 	 	 
170036	5	0	 	0	 	 	 
170037	1	.00999999977648258	1	2.25	5	11	 
170037	2	0	 	0	 	 	 
170037	3	0	 	0	 	 	 
170037	4	 	 	0	 	 	 
170037	5	0	 	0	 	 	 
170038	1	.0599999986588955	1	3	5	11	 
170038	2	0	 	0	 	 	 
170038	3	0	 	0	 	 	 
170038	4	 	 	0	 	 	 
170038	5	0	 	0	 	 	 
170039	1	.00999999977648258	1	1	5	11	 
170039	2	0	 	0	 	 	 
170039	3	0	 	0	 	 	 
170039	4	 	 	0	 	 	 
170039	5	0	 	0	 	 	 
170040	1	.0199999995529652	1	2.5	5	11	 
170040	2	0	 	0	 	 	 
170040	3	0	 	0	 	 	 
170040	4	 	 	0	 	 	 
170040	5	0	 	0	 	 	 
170041	1	.0399999991059303	1	1	11	11	 
170041	2	0	 	0	 	 	 
170041	3	0	 	0	 	 	 
170041	4	 	 	0	 	 	 
170041	5	0	 	0	 	 	 
170042	1	.100000001490116	1	5	5	11	 
170042	2	0	 	0	 	 	 
170042	3	0	 	0	 	 	 
170042	4	 	 	0	 	 	 
170042	5	0	 	0	 	 	 
170043	1	.0399999991059303	1	1	5	11	 
170043	2	0	 	0	 	 	 
170043	3	0	 	0	 	 	 
170043	4	 	 	0	 	 	 
170043	5	0	 	0	 	 	 
170044	1	.0700000002980232	1	.400000005960464	5	11	 
170044	2	0	 	0	 	 	 
170044	3	0	 	0	 	 	 
170044	4	 	 	0	 	 	 
170044	5	0	 	0	 	 	 
170045	1	.0199999995529652	1	5	5	11	 
170045	2	0	 	0	 	 	 
170045	3	0	 	0	 	 	 
170045	4	 	 	0	 	 	 
170045	5	0	 	0	 	 	 
170046	1	.119999997317791	1	5	5	5	1
170046	2	0	 	0	 	 	 
170046	3	0	 	0	 	 	 
170046	4	 	 	0	 	 	 
170046	5	0	 	0	 	 	 
170048	1	.0399999991059303	1	4.5	5	5	2
170048	2	0	 	0	 	 	 
170048	3	0	 	0	 	 	 
170048	4	 	 	0	 	 	 
170048	5	0	 	0	 	 	 
170049	1	.0599999986588955	1	4.34000015258789	5	11	 
170049	2	0	 	0	 	 	 
170049	3	0	 	0	 	 	 
170049	4	 	 	0	 	 	 
170049	5	0	 	0	 	 	 
170050	1	.100000001490116	1	2	5	11	 
170050	2	0	 	0	 	 	 
170050	3	0	 	0	 	 	 
170050	4	 	 	0	 	 	 
170050	5	0	 	0	 	 	 
170051	1	.0299999993294477	1	4.05000019073486	5	5	1
170051	2	0	 	0	 	 	 
170051	3	0	 	0	 	 	 
170051	4	 	 	0	 	 	 
170051	5	0	 	0	 	 	 
170052	1	.100000001490116	1	1	11	11	 
170052	2	0	 	0	 	 	 
170052	3	0	 	0	 	 	 
170052	4	 	 	0	 	 	 
170052	5	0	 	0	 	 	 
170053	1	.25	1	4	5	5	1
170053	2	0	 	0	 	 	 
170053	3	0	 	0	 	 	 
170053	4	 	 	0	 	 	 
170053	5	0	 	0	 	 	 
170054	1	.0199999995529652	1	1.5	5	11	 
170054	2	0	 	0	 	 	 
170054	3	0	 	0	 	 	 
170054	4	 	 	0	 	 	 
170054	5	0	 	0	 	 	 
170055	1	.0199999995529652	1	3.5	5	11	 
170055	2	0	 	0	 	 	 
170055	3	0	 	0	 	 	 
170055	4	 	 	0	 	 	 
170055	5	0	 	0	 	 	 
170056	1	0	 	0	 	 	 
170056	2	0	 	0	 	 	 
170056	3	.0199999995529652	1	0	 	 	 
170056	4	 	 	0	 	 	 
170056	5	0	 	0	 	 	 
170057	1	.0199999995529652	1	3	5	11	 
170057	2	0	 	0	 	 	 
170057	3	0	 	0	 	 	 
170057	4	 	 	0	 	 	 
170057	5	0	 	0	 	 	 
170058	1	.0199999995529652	1	3	5	11	 
170058	2	0	 	0	 	 	 
170058	3	0	 	0	 	 	 
170058	4	 	 	0	 	 	 
170058	5	0	 	0	 	 	 
170059	1	.0199999995529652	1	2	11	11	 
170059	2	0	 	0	 	 	 
170059	3	0	 	0	 	 	 
170059	4	 	 	0	 	 	 
170059	5	0	 	0	 	 	 
170060	1	.0299999993294477	1	3.75	5	11	 
170060	2	0	 	0	 	 	 
170060	3	0	 	0	 	 	 
170060	4	 	 	0	 	 	 
170060	5	0	 	0	 	 	 
170061	1	.100000001490116	1	2	5	11	 
170061	2	0	 	0	 	 	 
170061	3	0	 	0	 	 	 
170061	4	 	 	0	 	 	 
170061	5	0	 	0	 	 	 
170062	1	.0199999995529652	1	4	5	5	1
170062	2	0	 	0	 	 	 
170062	3	0	 	0	 	 	 
170062	4	 	 	0	 	 	 
170062	5	0	 	0	 	 	 
170063	1	.0299999993294477	1	2	5	11	 
170063	2	0	 	0	 	 	 
170063	3	0	 	0	 	 	 
170063	4	 	 	0	 	 	 
170063	5	0	 	0	 	 	 
170064	1	.100000001490116	1	2	5	11	 
170064	2	0	 	0	 	 	 
170064	3	0	 	0	 	 	 
170064	4	 	 	0	 	 	 
170064	5	0	 	0	 	 	 
170065	1	.0199999995529652	1	2.25	5	11	 
170065	2	0	 	0	 	 	 
170065	3	0	 	0	 	 	 
170065	4	 	 	0	 	 	 
170065	5	0	 	0	 	 	 
170066	1	.0399999991059303	1	2	5	11	 
170066	2	0	 	0	 	 	 
170066	3	0	 	0	 	 	 
170066	4	 	 	0	 	 	 
170066	5	0	 	0	 	 	 
170067	1	.75	1	1.25	5	11	 
170067	2	0	 	0	 	 	 
170067	3	0	 	0	 	 	 
170067	4	 	 	0	 	 	 
170067	5	0	 	0	 	 	 
170068	1	.0399999991059303	11	3	5	11	 
170068	2	0	 	0	 	 	 
170068	3	0	 	0	 	 	 
170068	4	 	 	0	 	 	 
170068	5	0	 	0	 	 	 
170069	1	.119999997317791	1	3	5	11	 
170069	2	0	 	0	 	 	 
170069	3	0	 	0	 	 	 
170069	4	 	 	0	 	 	 
170069	5	0	 	0	 	 	 
170070	1	.25	1	5	5	5	2
170070	2	0	 	0	 	 	 
170070	3	0	 	0	 	 	 
170070	4	 	 	0	 	 	 
170070	5	0	 	0	 	 	 
170072	1	.100000001490116	1	4	5	11	 
170072	2	0	 	0	 	 	 
170072	3	0	 	0	 	 	 
170072	4	 	 	0	 	 	 
170072	5	0	 	0	 	 	 
170073	1	.0299999993294477	1	3	5	11	 
170073	2	0	 	0	 	 	 
170073	3	0	 	0	 	 	 
170073	4	 	 	0	 	 	 
170073	5	0	 	0	 	 	 
170074	1	.0500000007450581	1	1	5	11	 
170074	2	0	 	0	 	 	 
170074	3	0	 	0	 	 	 
170074	4	 	 	0	 	 	 
170074	5	0	 	0	 	 	 
170075	1	.100000001490116	1	0	 	 	 
170075	2	0	 	0	 	 	 
170075	3	0	 	0	 	 	 
170075	4	 	 	0	 	 	 
170075	5	0	 	0	 	 	 
170076	1	.100000001490116	1	3	11	11	 
170076	2	0	 	0	 	 	 
170076	3	0	 	0	 	 	 
170076	4	 	 	0	 	 	 
170076	5	0	 	0	 	 	 
170077	1	.100000001490116	1	3	11	11	 
170077	2	0	 	0	 	 	 
170077	3	0	 	0	 	 	 
170077	4	 	 	0	 	 	 
170077	5	0	 	0	 	 	 
170078	1	.0700000002980232	1	7	5	11	 
170078	2	0	 	0	 	 	 
170078	3	0	 	0	 	 	 
170078	4	 	 	0	 	 	 
170078	5	0	 	0	 	 	 
170079	1	.5	1	5	5	11	 
170079	2	0	 	0	 	 	 
170079	3	0	 	0	 	 	 
170079	4	 	 	0	 	 	 
170079	5	0	 	0	 	 	 
170080	1	.0500000007450581	1	1	5	11	 
170080	2	0	 	4	5	11	 
170080	3	0	 	0	 	 	 
170080	4	 	 	0	 	 	 
170080	5	0	 	0	 	 	 
170081	1	.100000001490116	1	1.5	5	11	 
170081	2	0	 	0	 	 	 
170081	3	0	 	0	 	 	 
170081	4	 	 	0	 	 	 
170081	5	0	 	0	 	 	 
170082	1	.0900000035762787	1	0	 	 	 
170082	2	0	 	0	 	 	 
170082	3	0	 	0	 	 	 
170082	4	 	 	0	 	 	 
170082	5	0	 	0	 	 	 
170083	1	.0299999993294477	1	3	5	11	 
170083	2	0	 	0	 	 	 
170083	3	0	 	0	 	 	 
170083	4	 	 	0	 	 	 
170083	5	0	 	0	 	 	 
170084	1	.0500000007450581	1	1	5	11	 
170084	2	0	 	0	 	 	 
170084	3	0	 	0	 	 	 
170084	4	 	 	0	 	 	 
170084	5	0	 	0	 	 	 
170086	1	.0500000007450581	1	3	5	11	 
170086	2	0	 	0	 	 	 
170086	3	0	 	0	 	 	 
170086	4	 	 	0	 	 	 
170086	5	0	 	0	 	 	 
170087	1	.100000001490116	1	2	5	11	 
170087	2	0	 	0	 	 	 
170087	3	0	 	0	 	 	 
170087	4	 	 	0	 	 	 
170087	5	0	 	0	 	 	 
170088	1	.0399999991059303	1	5	5	11	 
170088	2	0	 	0	 	 	 
170088	3	0	 	0	 	 	 
170088	4	 	 	0	 	 	 
170088	5	0	 	0	 	 	 
170089	1	.0199999995529652	1	1	5	11	 
170089	2	0	 	0	 	 	 
170089	3	0	 	0	 	 	 
170089	4	 	 	0	 	 	 
170089	5	0	 	0	 	 	 
170091	1	.0500000007450581	1	2.09999990463257	5	11	 
170091	2	0	 	0	 	 	 
170091	3	0	 	0	 	 	 
170091	4	 	 	0	 	 	 
170091	5	0	 	0	 	 	 
170092	1	.5	1	2	5	11	 
170092	2	0	 	0	 	 	 
170092	3	0	 	0	 	 	 
170092	4	 	 	0	 	 	 
170092	5	0	 	0	 	 	 
170093	1	.0599999986588955	1	3	5	11	 
170093	2	0	 	0	 	 	 
170093	3	0	 	0	 	 	 
170093	4	 	 	1	5	11	 
170093	5	0	 	0	 	 	 
170094	1	.0199999995529652	1	3	5	11	 
170094	2	0	 	0	 	 	 
170094	3	0	 	0	 	 	 
170094	4	 	 	1	5	11	 
170094	5	0	 	0	 	 	 
170095	1	.0199999995529652	1	3	5	11	 
170095	2	0	 	0	 	 	 
170095	3	0	 	0	 	 	 
170095	4	 	 	0	 	 	 
170095	5	0	 	0	 	 	 
170096	1	.0299999993294477	1	0	 	 	 
170096	2	0	 	0	 	 	 
170096	3	0	 	0	 	 	 
170096	4	 	 	0	 	 	 
170096	5	0	 	0	 	 	 
170097	1	.0199999995529652	1	4	5	11	 
170097	2	0	 	0	 	 	 
170097	3	0	 	0	 	 	 
170097	4	 	 	0	 	 	 
170097	5	0	 	0	 	 	 
170098	1	.0299999993294477	1	4	5	11	 
170098	2	0	 	0	 	 	 
170098	3	0	 	0	 	 	 
170098	4	 	 	0	 	 	 
170098	5	0	 	0	 	 	 
170099	1	.0299999993294477	1	7	10	11	 
170099	2	0	 	0	 	 	 
170099	3	0	 	0	 	 	 
170099	4	 	 	0	 	 	 
170099	5	0	 	0	 	 	 
170100	1	.0199999995529652	1	1	5	11	 
170100	2	0	 	0	 	 	 
170100	3	0	 	0	 	 	 
170100	4	 	 	0	 	 	 
170100	5	0	 	0	 	 	 
180001	1	.0500000007450581	1	4	5	5	2
180001	2	0	 	0	 	 	 
180001	3	0	 	0	 	 	 
180001	4	 	 	0	 	 	 
180001	5	0	 	0	 	 	 
180002	1	.0199999995529652	1	3.75	5	11	 
180002	2	0	 	0	 	 	 
180002	3	0	 	0	 	 	 
180002	4	 	 	0	 	 	 
180002	5	0	 	0	 	 	 
180003	1	0	 	2	11	11	 
180003	2	0	 	0	 	 	 
180003	3	.0199999995529652	1	0	 	 	 
180003	4	 	 	0	 	 	 
180003	5	0	 	0	 	 	 
180004	1	.0500000007450581	1	0	 	 	 
180004	2	0	 	0	 	 	 
180004	3	0	 	0	 	 	 
180004	4	 	 	0	 	 	 
180004	5	0	 	0	 	 	 
180005	1	.0199999995529652	1	0	 	 	 
180005	2	0	 	0	 	 	 
180005	3	0	 	0	 	 	 
180005	4	 	 	4	5	5	1
180005	5	0	 	0	 	 	 
180006	1	.0399999991059303	1	5	5	11	 
180006	2	0	 	0	 	 	 
180006	3	0	 	1	5	11	 
180006	4	 	 	0	 	 	 
180006	5	0	 	0	 	 	 
180007	1	.0399999991059303	1	0	 	 	 
180007	2	0	 	0	 	 	 
180007	3	0	 	2	5	11	 
180007	4	 	 	0	 	 	 
180007	5	0	 	0	 	 	 
180008	1	.0199999995529652	1	2	11	11	 
180008	2	0	 	0	 	 	 
180008	3	0	 	2	5	5	4
180008	4	 	 	0	 	 	 
180008	5	0	 	0	 	 	 
180009	1	.100000001490116	1	2	5	11	 
180009	2	0	 	0	 	 	 
180009	3	0	 	0	 	 	 
180009	4	 	 	0	 	 	 
180009	5	0	 	0	 	 	 
180010	1	.0199999995529652	1	1	5	11	 
180010	2	0	 	0	 	 	 
180010	3	0	 	0	 	 	 
180010	4	 	 	0	 	 	 
180010	5	0	 	0	 	 	 
180011	1	.100000001490116	1	2	11	11	 
180011	2	0	 	0	 	 	 
180011	3	0	 	0	 	 	 
180011	4	 	 	0	 	 	 
180011	5	0	 	0	 	 	 
180012	1	.100000001490116	1	2.5	5	11	 
180012	2	0	 	0	 	 	 
180012	3	0	 	0	 	 	 
180012	4	 	 	0	 	 	 
180012	5	0	 	0	 	 	 
180013	1	.0199999995529652	1	1	5	11	 
180013	2	0	 	0	 	 	 
180013	3	0	 	0	 	 	 
180013	4	 	 	0	 	 	 
180013	5	0	 	0	 	 	 
180014	1	.0199999995529652	1	0	 	 	 
180014	2	0	 	0	 	 	 
180014	3	0	 	0	 	 	 
180014	4	 	 	0	 	 	 
180014	5	0	 	0	 	 	 
180015	1	.0199999995529652	1	1.89999997615814	5	11	 
180015	2	0	 	0	 	 	 
180015	3	0	 	3	11	5	4
180015	4	 	 	0	 	 	 
180015	5	0	 	0	 	 	 
180016	1	.0500000007450581	1	0	 	 	 
180016	2	0	 	0	 	 	 
180016	3	0	 	0	 	 	 
180016	4	 	 	0	 	 	 
180016	5	0	 	0	 	 	 
180017	1	.0500000007450581	1	3	11	11	 
180017	2	0	 	0	 	 	 
180017	3	0	 	0	 	 	 
180017	4	 	 	0	 	 	 
180017	5	0	 	0	 	 	 
180018	1	.0500000007450581	1	4	13	11	 
180018	2	0	 	0	 	 	 
180018	3	0	 	0	 	 	 
180018	4	 	 	0	 	 	 
180018	5	0	 	0	 	 	 
180019	1	.0500000007450581	1	2	11	11	 
