CHILDCODE	EDCHSTR4	EDGRADER4	TYSCR4	SMESCHR4	PROVR4	SITER4	SCHNMER4
111017	6	7	3	1	3	11	127
111017	7	8	3	1	3	11	127
111017	8	9	3	1	3	11	127
111017	9	10	3	0	3	11	166
111017	10	11	3	1	3	11	166
111017	11	12	3	1	3	11	166
111017	12	0	 	 	 	 	 
111018	0	1	3	0	3	11	62
111018	1	2	3	1	3	11	62
111018	2	3	3	1	3	11	62
111018	3	4	3	1	3	11	62
111018	4	5	3	1	3	11	62
111018	5	6	3	0	3	11	127
111018	6	7	3	1	3	11	127
111018	7	8	3	1	3	11	127
111018	8	9	3	1	3	11	127
111018	9	10	3	0	3	11	166
111018	10	11	3	1	3	11	166
111018	11	12	3	1	3	11	166
111018	12	24	3	0	98	98	273
111019	0	50	3	0	3	11	61
111019	1	1	3	1	3	11	61
111019	2	2	3	1	3	11	61
111019	3	3	3	1	3	11	61
111019	4	4	3	1	3	11	61
111019	5	5	3	1	3	11	61
111019	6	6	3	0	3	11	127
111019	7	7	3	1	3	11	127
111019	8	8	3	1	3	11	127
111019	9	9	3	1	3	11	127
111019	10	10	3	0	3	11	166
111019	11	11	3	1	3	11	166
111019	12	12	3	1	3	11	166
111021	0	50	3	0	3	11	887
111021	1	1	3	0	3	11	65
111021	2	2	3	1	3	11	65
111021	3	3	3	1	3	11	65
111021	4	4	3	1	3	11	65
111021	5	5	3	1	3	11	65
111021	6	6	3	0	3	11	126
111021	7	7	3	1	3	11	126
111021	8	8	3	1	3	11	126
111021	9	9	3	1	3	11	126
111021	10	0	 	 	 	 	 
111021	11	0	 	 	 	 	 
111021	12	0	 	 	 	 	 
111022	0	0	 	 	 	 	 
111022	1	50	3	0	3	11	878
111022	2	1	3	0	3	11	65
111022	3	2	3	1	3	11	65
111022	4	3	3	1	3	11	65
111022	5	4	3	1	3	11	65
111022	6	5	3	1	3	11	65
111022	7	6	3	0	3	11	127
111022	8	7	3	1	3	11	127
111022	9	8	3	1	3	11	127
111022	10	9	3	1	3	11	127
111022	11	0	 	 	 	 	 
111022	12	0	 	 	 	 	 
111025	0	0	 	 	 	 	 
111025	1	1	3	0	3	11	62
111025	2	2	3	1	3	11	62
111025	3	3	3	1	3	11	62
111025	4	4	3	1	3	11	62
111025	5	5	3	1	3	11	62
111025	6	6	3	0	3	98	450
111025	7	7	3	1	3	98	450
111025	8	8	3	1	3	98	450
111025	9	9	3	1	3	98	450
111025	10	0	 	 	 	 	 
111025	11	0	 	 	 	 	 
111025	12	0	 	 	 	 	 
111027	0	1	3	0	3	11	62
111027	1	2	3	1	3	11	62
111027	2	3	3	1	3	11	62
111027	3	4	3	1	3	11	62
111027	4	5	3	1	3	11	62
111027	5	6	3	0	3	11	127
111027	6	7	3	1	3	11	127
111027	7	8	3	1	3	11	127
111027	8	9	3	1	3	11	127
111027	9	10	3	0	3	98	166
111027	10	11	3	1	3	98	166
111027	11	12	3	1	3	98	166
111027	12	24	3	0	98	98	252
111028	0	1	6	0	3	11	62
111028	1	2	3	1	3	11	62
111028	2	3	3	1	3	11	62
111028	3	4	3	1	3	11	62
111028	4	5	3	0	3	11	61
111028	5	6	3	1	3	11	61
111028	6	7	3	1	3	11	61
111028	7	8	3	1	3	11	61
111028	8	9	3	1	3	11	61
111028	9	0	 	 	 	 	 
111028	10	0	 	 	 	 	 
111028	11	0	 	 	 	 	 
111028	12	0	 	 	 	 	 
111030	0	1	3	0	3	11	67
111030	1	2	3	1	3	11	67
111030	2	4	3	1	3	11	67
111030	3	5	3	1	3	11	67
111030	4	6	3	0	3	11	128
111030	5	7	3	1	3	11	128
111030	6	8	3	1	3	11	128
111030	7	9	3	1	3	11	128
111030	8	10	3	0	3	11	166
111030	9	11	3	1	3	11	166
111030	10	12	3	1	3	11	166
111030	11	0	 	 	 	 	 
111030	12	0	 	 	 	 	 
111031	0	1	3	0	98	98	691
111031	1	2	3	1	98	98	691
111031	2	3	3	1	98	98	691
111031	3	4	3	1	98	98	691
111031	4	5	3	1	98	98	691
111031	5	6	3	0	98	98	532
111031	6	7	3	1	98	98	532
111031	7	8	3	1	98	98	532
111031	8	9	3	1	98	98	532
111031	9	0	 	 	 	 	 
111031	10	0	 	 	 	 	 
111031	11	0	 	 	 	 	 
111031	12	0	 	 	 	 	 
111032	0	1	3	0	3	11	66
111032	1	2	3	1	3	11	66
111032	2	3	3	1	3	11	66
111032	3	4	3	1	3	11	66
111032	4	5	3	1	3	11	66
111032	5	6	3	0	3	11	128
111032	6	7	3	1	3	11	128
111032	7	0	 	 	 	 	 
111032	8	0	 	 	 	 	 
111032	9	0	 	 	 	 	 
111032	10	0	 	 	 	 	 
111032	11	0	 	 	 	 	 
111032	12	0	 	 	 	 	 
111033	0	1	3	0	3	11	59
111033	1	2	3	1	3	11	59
111033	2	3	3	1	3	11	59
111033	3	4	3	1	3	11	59
111033	4	5	3	1	3	11	59
111033	5	6	3	0	3	11	126
111033	6	7	3	1	3	11	126
111033	7	8	3	1	3	11	126
111033	8	9	3	1	3	11	126
111033	9	10	3	0	3	11	166
111033	10	11	3	1	3	11	166
111033	11	12	3	1	3	11	166
111033	12	14	1	0	98	98	282
111034	0	1	3	0	3	11	65
111034	1	2	3	1	3	11	65
111034	2	3	3	1	3	11	65
111034	3	4	3	1	3	11	65
111034	4	5	3	1	3	11	65
111034	5	6	3	0	3	11	128
111034	6	7	3	1	3	11	128
111034	7	8	3	1	3	11	128
111034	8	9	3	1	3	11	128
111034	9	10	3	0	3	11	166
111034	10	11	3	1	3	11	166
111034	11	12	3	1	3	11	166
111034	12	29	3	0	98	98	273
111035	0	1	3	0	3	11	63
111035	1	2	3	1	3	11	63
111035	2	3	3	1	3	11	63
111035	3	4	3	1	3	11	63
111035	4	5	3	1	3	11	63
111035	5	6	3	0	3	11	63
111035	6	7	3	1	3	11	63
111035	7	8	3	1	3	11	63
111035	8	9	3	1	3	11	63
111035	9	10	3	0	3	98	166
111035	10	11	3	1	3	98	166
111035	11	12	3	1	3	98	166
111035	12	29	3	0	98	98	356
111036	0	50	3	1	 	 	 
111036	1	2	3	1	 	 	 
111036	2	3	3	1	 	 	 
111036	3	4	3	1	 	 	 
111036	4	5	3	0	3	11	63
111036	5	6	3	0	3	11	127
111036	6	7	3	1	3	11	127
111036	7	8	3	1	3	11	127
111036	8	9	3	1	3	11	127
111036	9	10	3	0	3	11	166
111036	10	11	3	1	3	11	166
111036	11	12	3	1	3	11	166
111036	12	24	3	0	3	98	209
111038	0	1	3	0	3	11	63
111038	1	2	3	1	3	11	63
111038	2	3	3	1	3	11	63
111038	3	4	3	1	3	11	63
111038	4	5	3	1	3	11	63
111038	5	6	3	0	3	11	128
111038	6	7	3	1	3	11	128
111038	7	8	3	1	3	11	128
111038	8	9	3	1	3	11	128
111038	9	10	3	0	3	11	171
111038	10	11	3	1	3	11	171
111038	11	12	3	1	3	11	171
111038	12	29	3	0	98	98	356
111039	0	2	3	1	 	 	 
111039	1	3	3	1	 	 	 
111039	2	4	3	1	 	 	 
111039	3	5	3	1	 	 	 
111039	4	6	3	0	3	11	127
111039	5	7	3	1	3	11	127
111039	6	8	3	1	3	11	127
111039	7	9	6	1	3	11	127
111039	8	0	 	 	 	 	 
111039	9	0	 	 	 	 	 
111039	10	0	 	 	 	 	 
111039	11	0	 	 	 	 	 
111039	12	0	 	 	 	 	 
111040	0	1	3	0	3	11	63
111040	1	2	3	1	3	11	63
111040	2	3	3	1	3	11	63
111040	3	4	3	1	3	11	63
111040	4	5	3	1	3	11	63
111040	5	6	3	0	3	11	127
111040	6	7	3	1	3	11	127
111040	7	8	3	1	3	11	127
111040	8	9	3	1	3	11	127
111040	9	10	3	0	3	98	166
111040	10	11	3	1	3	98	166
111040	11	12	3	1	3	98	166
111040	12	21	3	0	4	98	219
111042	0	2	3	1	 	 	 
111042	1	3	3	1	 	 	 
111042	2	4	3	1	 	 	 
111042	3	5	3	1	 	 	 
111042	4	6	3	0	3	12	122
111042	5	7	3	1	3	12	122
111042	6	8	3	1	3	12	122
111042	7	9	3	1	3	12	122
111042	8	0	 	 	 	 	 
111042	9	0	 	 	 	 	 
111042	10	0	 	 	 	 	 
111042	11	0	 	 	 	 	 
111042	12	0	 	 	 	 	 
111043	0	1	3	0	3	11	64
111043	1	2	3	1	3	11	64
111043	2	3	3	1	3	11	64
111043	3	4	3	1	3	11	64
111043	4	5	3	1	3	11	64
111043	5	6	3	0	3	11	127
111043	6	7	3	1	3	11	127
111043	7	8	3	1	3	11	127
111043	8	9	3	1	3	11	127
111043	9	0	 	 	 	 	 
111043	10	0	 	 	 	 	 
111043	11	0	 	 	 	 	 
111043	12	0	 	 	 	 	 
111044	0	1	3	0	3	11	67
111044	1	2	3	1	3	11	67
111044	2	3	3	1	3	11	67
111044	3	4	3	1	3	11	67
111044	4	5	3	1	3	11	67
111044	5	6	3	0	3	11	127
111044	6	7	3	1	3	11	127
111044	7	8	3	1	3	11	127
111044	8	9	3	1	3	11	127
111044	9	0	 	 	 	 	 
111044	10	0	 	 	 	 	 
111044	11	0	 	 	 	 	 
111044	12	0	 	 	 	 	 
111045	0	1	3	0	3	11	66
111045	1	2	3	1	3	11	66
111045	2	3	3	1	3	11	66
111045	3	4	3	1	3	11	66
111045	4	5	3	1	3	11	66
111045	5	6	3	0	3	11	128
111045	6	7	3	1	3	11	128
111045	7	8	3	1	3	11	128
111045	8	9	3	1	3	11	128
111045	9	10	3	0	3	11	172
111045	10	0	 	 	 	 	 
111045	11	0	 	 	 	 	 
111045	12	0	 	 	 	 	 
111047	0	1	3	0	3	11	66
111047	1	2	3	1	3	11	66
111047	2	3	3	1	3	11	66
111047	3	4	3	1	3	11	66
111047	4	5	3	1	3	11	66
111047	5	6	3	0	3	11	128
111047	6	7	3	1	3	11	128
111047	7	8	3	1	3	11	128
111047	8	9	3	1	3	11	128
111047	9	10	3	0	3	11	171
111047	10	11	3	1	3	11	171
111047	11	12	3	1	3	11	171
111047	12	0	 	 	 	 	 
111048	0	1	3	0	3	11	66
111048	1	2	3	1	3	11	66
111048	2	3	3	1	3	11	66
111048	3	4	3	1	3	11	66
111048	4	5	3	1	3	11	66
111048	5	6	3	0	3	11	128
111048	6	7	3	1	3	11	128
111048	7	8	3	1	3	11	128
111048	8	9	3	1	3	11	128
111048	9	10	3	0	3	98	166
111048	10	11	3	1	3	98	166
111048	11	12	3	1	3	98	166
111048	12	29	3	0	98	98	269
111050	0	1	3	0	3	11	59
111050	1	2	3	1	3	11	59
111050	2	3	3	1	3	11	59
111050	3	4	3	1	3	11	59
111050	4	5	3	1	3	11	59
111050	5	6	3	0	3	11	127
111050	6	7	3	1	3	11	127
111050	7	8	3	1	3	11	127
111050	8	9	3	1	3	11	127
111050	9	10	3	0	3	11	171
111050	10	11	3	1	3	11	171
111050	11	12	3	1	3	11	171
111050	12	13	1	0	98	98	285
111057	0	1	3	0	3	11	61
111057	1	2	3	1	3	11	61
111057	2	3	3	1	3	11	61
111057	3	4	3	1	3	11	61
111057	4	5	3	1	3	11	61
111057	5	6	3	0	3	11	127
111057	6	7	3	1	3	11	127
111057	7	8	3	1	3	11	127
111057	8	9	3	1	3	11	127
111057	9	10	3	0	3	11	166
111057	10	11	3	1	3	11	166
111057	11	12	3	1	3	11	166
111057	12	29	3	0	98	98	346
111065	0	1	3	0	3	11	882
111065	1	2	3	1	3	11	882
111065	2	3	3	1	3	11	882
111065	3	4	3	0	3	11	127
111065	4	5	3	1	3	11	127
111065	5	6	3	0	3	11	59
111065	6	7	3	1	3	11	59
111065	7	8	3	1	3	11	59
111065	8	9	3	1	3	11	59
111065	9	10	3	0	3	11	127
111065	10	10	3	1	3	11	127
111065	11	12	3	1	3	11	127
111065	12	0	 	 	 	 	 
111069	0	 	 	 	 	 	 
111069	1	 	 	 	 	 	 
111069	2	 	 	 	 	 	 
111069	3	 	 	 	 	 	 
111069	4	 	 	 	 	 	 
111069	5	 	 	 	 	 	 
111069	6	 	 	 	 	 	 
111069	7	 	 	 	 	 	 
111069	8	 	 	 	 	 	 
111069	9	 	 	 	 	 	 
111069	10	 	 	 	 	 	 
111069	11	 	 	 	 	 	 
111069	12	 	 	 	 	 	 
111086	0	0	 	 	 	 	 
111086	1	1	3	0	3	11	60
111086	2	2	3	1	3	11	60
111086	3	3	3	1	3	11	60
111086	4	4	3	1	3	11	60
111086	5	5	3	1	3	11	60
111086	6	6	3	0	3	11	63
111086	7	7	3	1	3	11	63
111086	8	8	3	1	3	11	63
111086	9	9	3	1	3	11	63
111086	10	10	3	0	3	11	171
111086	11	11	3	1	3	11	171
111086	12	12	3	1	3	11	171
111109	0	1	3	0	3	11	62
111109	1	2	3	1	3	11	62
111109	2	3	3	1	3	11	62
111109	3	4	3	1	3	11	62
111109	4	5	3	1	3	11	62
111109	5	6	3	0	3	11	127
111109	6	7	3	1	3	11	127
111109	7	8	3	1	3	11	127
111109	8	9	3	1	3	11	127
111109	9	0	 	 	 	 	 
111109	10	0	 	 	 	 	 
111109	11	0	 	 	 	 	 
111109	12	0	 	 	 	 	 
111111	0	1	3	0	3	11	65
111111	1	2	3	1	3	11	65
111111	2	3	3	1	3	11	65
111111	3	4	3	1	3	11	65
111111	4	5	3	1	3	11	65
111111	5	6	3	0	3	11	59
111111	6	7	3	1	3	11	59
111111	7	8	3	1	3	11	59
111111	8	9	3	1	3	11	59
111111	9	0	 	 	 	 	 
111111	10	0	 	 	 	 	 
111111	11	0	 	 	 	 	 
111111	12	0	 	 	 	 	 
111119	0	1	3	0	3	11	67
111119	1	2	3	1	3	11	67
111119	2	3	3	1	3	11	67
111119	3	4	3	1	3	11	67
111119	4	5	3	1	3	11	67
111119	5	6	3	0	3	11	128
111119	6	7	3	1	3	11	128
111119	7	8	3	1	3	11	128
111119	8	9	3	1	3	11	128
111119	9	10	3	0	3	11	166
111119	10	11	3	1	3	11	166
111119	11	12	3	1	3	11	166
111119	12	29	3	0	98	98	266
121001	0	1	3	0	3	12	47
121001	1	2	3	1	3	12	47
121001	2	3	3	1	3	12	47
121001	3	4	3	1	3	12	47
121001	4	5	3	1	3	12	47
121001	5	6	3	0	3	12	122
121001	6	7	3	1	3	12	122
121001	7	8	3	1	3	12	122
121001	8	9	3	1	3	12	122
121001	9	10	3	0	3	10	181
121001	10	11	3	1	3	10	181
121001	11	12	3	1	3	10	181
121001	12	29	3	0	98	98	348
121002	0	1	3	0	3	12	47
121002	1	2	3	1	3	12	47
121002	2	3	3	1	3	12	47
121002	3	4	3	1	3	12	47
121002	4	5	3	1	3	12	47
121002	5	6	3	0	3	12	122
121002	6	7	3	1	3	12	122
121002	7	8	3	1	3	12	122
121002	8	9	3	1	3	12	122
121002	9	10	3	0	3	11	171
121002	10	11	3	1	3	11	171
121002	11	12	3	1	3	11	171
121002	12	24	3	0	98	98	269
121003	0	1	3	0	3	12	47
121003	1	2	3	1	3	12	47
121003	2	3	3	1	3	12	47
121003	3	4	3	1	3	12	47
121003	4	5	3	1	3	12	47
121003	5	6	3	0	3	12	122
121003	6	7	3	1	3	12	122
121003	7	8	3	1	3	12	122
121003	8	9	3	1	3	12	122
121003	9	10	3	0	3	98	177
121003	10	11	3	1	3	98	177
121003	11	12	3	1	3	98	177
121003	12	24	3	0	98	98	269
121004	0	1	3	0	3	12	48
121004	1	2	3	1	3	12	48
121004	2	3	3	1	3	12	48
121004	3	4	3	1	3	12	48
121004	4	5	3	1	3	12	48
121004	5	6	3	0	3	12	450
121004	6	7	3	1	3	12	450
121004	7	8	3	1	3	12	450
121004	8	9	3	1	3	12	450
121004	9	10	3	0	3	12	168
121004	10	11	3	1	3	12	168
121004	11	12	3	1	3	12	168
121004	12	0	 	 	 	 	 
121005	0	1	3	0	3	12	47
121005	1	2	3	1	3	12	47
121005	2	3	3	1	3	12	47
121005	3	4	3	1	3	12	47
121005	4	5	3	1	3	12	47
121005	5	6	3	0	3	12	122
121005	6	7	3	1	3	12	122
121005	7	8	3	1	3	12	122
121005	8	9	3	1	3	12	122
121005	9	10	3	0	3	12	178
121005	10	11	3	1	3	12	178
121005	11	12	3	1	3	12	178
121005	12	21	3	0	3	98	209
121006	0	0	 	 	 	 	 
121006	1	1	3	0	3	12	47
121006	2	2	3	1	3	12	47
121006	3	4	3	1	3	12	47
121006	4	5	3	1	3	12	47
121006	5	6	3	0	3	12	122
121006	6	7	3	1	3	12	122
121006	7	8	3	1	3	12	122
121006	8	9	3	1	3	12	122
121006	9	0	 	 	 	 	 
121006	10	0	 	 	 	 	 
121006	11	0	 	 	 	 	 
121006	12	0	 	 	 	 	 
121007	0	1	3	0	3	12	47
121007	1	2	3	1	3	12	47
121007	2	3	3	1	3	12	47
121007	3	4	3	1	3	12	47
121007	4	5	3	1	3	12	47
121007	5	6	3	0	3	12	122
121007	6	7	3	1	3	12	122
121007	7	8	3	1	3	12	122
121007	8	9	1	1	3	12	122
121007	9	0	 	 	 	 	 
121007	10	0	 	 	 	 	 
121007	11	0	 	 	 	 	 
121007	12	0	 	 	 	 	 
121009	0	1	3	0	3	12	47
121009	1	2	3	1	3	12	47
121009	2	3	3	1	3	12	47
121009	3	4	3	1	3	12	47
121009	4	5	3	1	3	12	47
121009	5	6	3	0	3	12	122
121009	6	7	3	1	3	12	122
121009	7	8	3	1	3	12	122
121009	8	9	3	1	3	12	122
121009	9	10	3	0	3	98	177
121009	10	11	3	1	3	98	177
121009	11	12	3	1	3	98	177
121009	12	29	3	0	98	98	271
121011	0	1	3	0	3	12	47
121011	1	2	3	1	3	12	47
121011	2	3	3	1	3	12	47
121011	3	4	3	1	3	12	47
121011	4	5	3	1	3	12	47
121011	5	6	3	0	3	12	122
121011	6	7	3	1	3	12	122
121011	7	8	3	1	3	12	122
121011	8	9	3	1	3	12	122
121011	9	10	3	0	3	12	178
121011	10	11	3	1	3	12	178
121011	11	12	3	1	3	12	178
121011	12	24	3	0	3	98	208
121012	0	2	3	1	 	 	 
121012	1	3	3	1	 	 	 
121012	2	4	3	1	 	 	 
121012	3	5	3	1	 	 	 
121012	4	6	3	0	3	12	122
121012	5	7	3	1	3	12	122
121012	6	8	3	1	3	12	122
121012	7	9	3	1	3	12	122
121012	8	10	3	0	3	10	180
121012	9	11	3	1	3	10	180
121012	10	12	3	1	3	10	180
121012	11	29	3	0	98	98	271
121012	12	30	3	1	98	98	271
121013	0	1	3	0	3	12	606
121013	1	2	3	1	3	12	606
121013	2	3	3	0	3	12	47
121013	3	4	3	1	3	12	47
121013	4	5	3	1	3	12	47
121013	5	6	3	0	3	98	450
121013	6	7	3	1	3	98	450
121013	7	8	3	1	3	98	450
121013	8	9	3	1	3	98	450
121013	9	10	3	0	3	98	377
121013	10	11	3	1	3	98	377
121013	11	12	3	1	3	98	377
121013	12	29	3	0	98	98	258
121014	0	0	 	 	 	 	 
121014	1	1	3	0	3	12	47
121014	2	2	3	1	3	12	47
121014	3	3	3	1	3	12	47
121014	4	4	3	1	3	12	47
121014	5	5	3	1	3	12	47
121014	6	6	3	0	3	12	122
121014	7	7	3	1	3	12	122
121014	8	8	3	1	3	12	122
121014	9	9	3	1	3	12	122
121014	10	10	3	0	3	11	171
121014	11	11	3	1	3	11	171
121014	12	12	3	1	3	11	171
121019	0	1	3	0	3	12	47
121019	1	2	3	1	3	12	47
121019	2	3	3	1	3	12	47
121019	3	4	3	1	3	12	47
121019	4	5	3	1	3	12	47
121019	5	6	3	0	3	12	122
121019	6	7	3	1	3	12	122
121019	7	8	3	1	3	12	122
121019	8	9	3	1	3	12	122
121019	9	10	3	0	3	10	181
121019	10	11	3	1	3	10	181
121019	11	12	3	1	3	10	181
121019	12	24	3	0	98	98	345
121020	0	 	 	 	 	 	 
121020	1	 	 	 	 	 	 
121020	2	 	 	 	 	 	 
121020	3	 	 	 	 	 	 
121020	4	 	 	 	 	 	 
121020	5	 	 	 	 	 	 
121020	6	 	 	 	 	 	 
121020	7	 	 	 	 	 	 
121020	8	6	3	1	 	 	 
121020	9	7	3	1	 	 	 
121020	10	0	 	 	 	 	 
121020	11	0	 	 	 	 	 
121020	12	0	 	 	 	 	 
121021	0	1	3	0	3	12	47
121021	1	2	3	1	3	12	47
121021	2	3	3	1	3	12	47
121021	3	4	3	1	3	12	47
121021	4	5	3	1	3	12	47
121021	5	6	3	0	3	12	122
121021	6	7	3	1	3	12	122
121021	7	8	3	1	3	12	122
121021	8	9	3	1	3	12	122
121021	9	10	3	0	3	12	178
121021	10	0	 	 	 	 	 
121021	11	0	 	 	 	 	 
121021	12	0	 	 	 	 	 
121022	0	1	3	0	3	12	47
121022	1	2	3	1	3	12	47
121022	2	3	3	1	3	12	47
121022	3	4	3	1	3	12	47
121022	4	5	3	1	3	12	47
121022	5	6	3	0	3	12	122
121022	6	7	3	1	3	12	122
121022	7	8	3	1	3	12	122
121022	8	9	3	1	3	12	122
121022	9	0	 	 	 	 	 
121022	10	0	 	 	 	 	 
121022	11	0	 	 	 	 	 
121022	12	0	 	 	 	 	 
121023	0	1	3	0	3	12	57
121023	1	2	3	1	3	12	57
121023	2	3	3	1	3	12	57
121023	3	4	3	1	3	12	57
121023	4	5	3	1	3	12	57
121023	5	6	3	0	3	12	125
121023	6	7	3	1	3	12	125
121023	7	8	3	1	3	12	125
121023	8	9	3	1	3	12	125
121023	9	10	3	0	3	12	167
121023	10	11	3	1	3	12	167
121023	11	12	3	1	3	12	167
121023	12	14	3	0	3	98	211
121025	0	1	3	0	3	12	57
121025	1	2	3	1	3	12	57
121025	2	3	3	1	3	12	57
121025	3	4	3	1	3	12	57
121025	4	5	3	1	3	12	57
121025	5	6	3	0	3	12	125
121025	6	7	3	1	3	12	125
121025	7	8	3	1	3	12	125
121025	8	9	3	1	3	12	125
121025	9	10	3	0	3	98	177
121025	10	11	3	1	3	98	177
121025	11	12	3	1	3	98	177
121025	12	38	3	0	98	98	281
121028	0	2	3	1	 	 	 
121028	1	3	3	1	 	 	 
121028	2	4	3	1	 	 	 
121028	3	5	3	1	 	 	 
121028	4	6	3	0	3	12	123
121028	5	7	3	1	3	12	123
121028	6	8	3	1	3	12	123
121028	7	9	3	1	3	12	123
121028	8	0	 	 	 	 	 
121028	9	0	 	 	 	 	 
121028	10	0	 	 	 	 	 
121028	11	0	 	 	 	 	 
121028	12	0	 	 	 	 	 
121030	0	2	3	1	 	 	 
121030	1	3	3	1	 	 	 
121030	2	4	3	1	 	 	 
121030	3	5	3	1	 	 	 
121030	4	6	3	0	3	12	125
121030	5	0	 	 	 	 	 
121030	6	0	 	 	 	 	 
121030	7	0	 	 	 	 	 
121030	8	0	 	 	 	 	 
121030	9	0	 	 	 	 	 
121030	10	0	 	 	 	 	 
121030	11	0	 	 	 	 	 
121030	12	0	 	 	 	 	 
121031	0	1	3	0	3	12	55
121031	1	2	3	1	3	12	55
121031	2	3	3	1	3	12	55
121031	3	4	3	1	3	12	55
121031	4	5	3	1	3	12	55
121031	5	6	3	0	3	12	124
121031	6	7	3	1	3	12	124
121031	7	8	3	1	3	12	124
121031	8	9	3	1	3	12	124
121031	9	10	3	0	3	12	173
121031	10	11	3	1	3	12	173
121031	11	12	3	1	3	12	173
121031	12	21	3	0	98	98	340
121032	0	1	3	0	3	12	53
121032	1	2	3	1	3	12	53
121032	2	3	3	1	3	12	53
121032	3	4	3	1	3	12	53
121032	4	5	3	1	3	12	53
121032	5	6	3	0	3	12	123
121032	6	7	3	1	3	12	123
121032	7	8	3	1	3	12	123
121032	8	9	3	1	3	12	123
121032	9	10	3	0	3	98	380
121032	10	11	3	1	3	98	380
121032	11	12	3	1	3	98	380
121032	12	14	3	0	3	98	207
121033	0	1	3	0	3	12	899
121033	1	2	3	1	3	12	899
121033	2	3	3	1	3	12	899
121033	3	4	3	1	3	12	899
121033	4	5	3	1	3	12	899
121033	5	6	3	0	3	12	123
121033	6	7	3	1	3	12	123
121033	7	8	3	1	3	12	123
121033	8	9	3	1	3	12	123
121033	9	10	3	0	3	98	166
121033	10	11	3	1	3	98	166
121033	11	12	3	1	3	98	166
121033	12	0	 	 	 	 	 
121034	0	1	3	0	3	12	57
121034	1	2	3	1	3	12	57
121034	2	3	3	1	3	12	57
121034	3	4	3	1	3	12	57
121034	4	5	3	1	3	12	57
121034	5	6	3	0	3	12	125
121034	6	7	3	1	3	12	125
121034	7	8	3	1	3	12	125
121034	8	9	3	1	3	12	125
121034	9	10	3	0	3	12	179
121034	10	11	3	1	3	12	179
121034	11	12	3	1	3	12	179
121034	12	0	 	 	 	 	 
121035	0	1	3	0	3	12	58
121035	1	2	3	1	3	12	58
121035	2	3	3	1	3	12	58
121035	3	4	3	1	3	12	58
121035	4	5	3	1	3	12	58
121035	5	6	3	0	3	12	125
121035	6	7	3	1	3	12	125
121035	7	8	3	1	3	12	125
121035	8	9	3	1	3	12	125
121035	9	0	 	 	 	 	 
121035	10	0	 	 	 	 	 
121035	11	0	 	 	 	 	 
121035	12	0	 	 	 	 	 
121036	0	1	3	0	3	12	58
121036	1	2	3	1	3	12	58
121036	2	3	3	1	3	12	58
121036	3	4	3	1	3	12	58
121036	4	5	3	1	3	12	58
121036	5	6	3	0	3	12	125
121036	6	7	3	1	3	12	125
121036	7	8	3	1	3	12	125
121036	8	9	3	1	3	12	125
121036	9	10	3	0	3	12	179
121036	10	11	3	1	3	12	179
121036	11	12	3	1	3	12	179
121036	12	0	 	 	 	 	 
121037	0	1	3	0	3	12	55
121037	1	2	3	1	3	12	55
121037	2	3	3	1	3	12	55
121037	3	4	3	1	3	12	55
121037	4	5	3	1	3	12	55
121037	5	6	3	0	3	12	124
121037	6	7	3	1	3	12	124
121037	7	8	3	1	3	12	124
121037	8	9	3	1	3	12	124
121037	9	0	 	 	 	 	 
121037	10	0	 	 	 	 	 
121037	11	0	 	 	 	 	 
121037	12	0	 	 	 	 	 
121038	0	0	 	 	 	 	 
121038	1	1	3	0	3	12	56
121038	2	2	3	1	3	12	56
121038	3	3	3	1	3	12	56
121038	4	4	3	1	3	12	56
121038	5	5	3	1	3	12	56
121038	6	6	3	0	3	12	124
121038	7	7	3	1	3	12	124
121038	8	8	3	1	3	12	124
121038	9	9	3	1	3	12	124
121038	10	10	3	0	3	11	166
121038	11	11	3	1	3	11	166
121038	12	12	3	1	3	11	166
121039	0	2	3	1	 	 	 
121039	1	3	3	1	 	 	 
121039	2	4	3	1	 	 	 
121039	3	5	3	1	 	 	 
121039	4	6	3	0	3	12	124
121039	5	7	3	1	3	12	124
121039	6	8	3	1	3	12	124
121039	7	9	3	1	3	12	124
121039	8	0	 	 	 	 	 
121039	9	0	 	 	 	 	 
121039	10	0	 	 	 	 	 
121039	11	0	 	 	 	 	 
121039	12	0	 	 	 	 	 
121040	0	0	 	 	 	 	 
121040	1	1	3	0	3	12	55
121040	2	2	3	1	3	12	55
121040	3	3	3	1	3	12	55
121040	4	4	3	1	3	12	55
121040	5	5	3	1	3	12	55
121040	6	6	3	0	3	12	124
121040	7	7	3	1	3	12	124
121040	8	8	3	1	3	12	124
121040	9	9	3	1	3	12	124
121040	10	10	3	0	3	98	384
121040	11	11	3	1	3	98	384
121040	12	12	3	1	3	98	384
121041	0	0	 	 	 	 	 
121041	1	1	3	0	3	12	55
121041	2	2	3	1	3	12	55
121041	3	3	3	1	3	12	55
121041	4	4	3	1	3	12	55
121041	5	5	3	1	3	12	55
121041	6	6	3	0	3	12	124
121041	7	7	3	1	3	12	124
121041	8	8	3	1	3	12	124
121041	9	9	3	1	3	12	124
121041	10	0	 	 	 	 	 
121041	11	0	 	 	 	 	 
121041	12	0	 	 	 	 	 
121042	0	1	3	0	3	12	55
121042	1	2	3	1	3	12	55
121042	2	3	3	1	3	12	55
121042	3	4	3	1	3	12	55
121042	4	5	3	1	3	12	55
121042	5	6	3	0	3	12	124
121042	6	7	3	1	3	12	124
