CHILDCODE	ASSTIDR4	ASSETR4	NMTOTR4	ASACTR4	NMOWNR4	VLASTR4
100059	5	88	 	 	 	 
100059	6	88	 	 	 	 
100060	1	13	7	7	7	500
100060	2	1	8	11	8	300
100060	3	3	1	11	1	220
100060	4	88	 	 	 	 
100060	5	88	 	 	 	 
100060	6	88	 	 	 	 
100061	1	15	2	12	2	10000
100061	2	6	1	11	1	1500
100061	3	4	1	11	1	1000
100061	4	8	1	11	1	500
100061	5	3	1	11	1	300
100061	6	1	5	11	5	130
100062	1	40	3	23	3	50000
100062	2	25	2	23	2	20000
100062	3	6	1	11	1	3000
100062	4	4	2	11	2	1000
100062	5	23	3	23	3	1000
100062	6	1	8	11	8	1000
100064	1	4	1	11	1	500
100064	2	3	1	11	1	250
100064	3	1	5	11	5	150
100064	4	88	 	 	 	 
100064	5	88	 	 	 	 
100064	6	88	 	 	 	 
100066	1	3	1	11	1	200
100066	2	1	5	11	5	150
100066	3	4	1	11	0	 
100066	4	6	1	11	0	 
100066	5	88	 	 	 	 
100066	6	88	 	 	 	 
100067	1	40	1	12	1	30000
100067	2	40	1	23	1	3000
100067	3	23	1	23	1	3000
100067	4	24	8	23	8	2000
100067	5	1	15	11	15	450
100067	6	3	1	11	1	50
100068	1	6	1	11	1	2000
100068	2	4	1	11	1	400
100068	3	3	1	11	1	200
100068	4	1	5	11	5	180
100068	5	88	 	 	 	 
100068	6	88	 	 	 	 
100069	1	4	2	11	2	400
100069	2	1	7	11	7	250
100069	3	3	1	11	1	200
100069	4	88	 	 	 	 
100069	5	88	 	 	 	 
100069	6	88	 	 	 	 
100070	1	6	1	11	1	1500
100070	2	4	1	11	1	500
100070	3	3	1	11	1	200
100070	4	1	5	11	5	150
100070	5	88	 	 	 	 
100070	6	88	 	 	 	 
100071	1	4	2	11	2	350
100071	2	3	1	11	1	200
100071	3	1	5	11	5	100
100071	4	88	 	 	 	 
100071	5	88	 	 	 	 
100071	6	88	 	 	 	 
100072	1	6	1	11	1	1500
100072	2	4	1	11	1	500
100072	3	8	1	11	1	400
100072	4	3	1	11	1	130
100072	5	1	5	11	5	100
100072	6	88	 	 	 	 
100073	1	6	1	11	1	2000
100073	2	4	1	11	1	200
100073	3	8	1	11	1	150
100073	4	8	1	11	1	100
100073	5	3	1	11	1	100
100073	6	1	5	11	5	100
100074	1	1	5	11	5	75
100074	2	88	 	 	 	 
100074	3	88	 	 	 	 
100074	4	88	 	 	 	 
100074	5	88	 	 	 	 
100074	6	88	 	 	 	 
100076	1	 	 	 	 	 
100076	2	 	 	 	 	 
100076	3	 	 	 	 	 
100076	4	 	 	 	 	 
100076	5	 	 	 	 	 
100076	6	 	 	 	 	 
100077	1	 	 	 	 	 
100077	2	 	 	 	 	 
100077	3	 	 	 	 	 
100077	4	 	 	 	 	 
100077	5	 	 	 	 	 
100077	6	 	 	 	 	 
100078	1	21	1	21	1	2000
100078	2	88	 	 	 	 
100078	3	88	 	 	 	 
100078	4	88	 	 	 	 
100078	5	88	 	 	 	 
100078	6	88	 	 	 	 
100079	1	3	1	11	1	150
100079	2	1	3	11	1	100
100079	3	13	3	7	3	70
100079	4	88	 	 	 	 
100079	5	88	 	 	 	 
100079	6	88	 	 	 	 
100080	1	40	1	11	1	1200
100080	2	1	10	11	10	200
100080	3	3	1	11	1	50
100080	4	88	 	 	 	 
100080	5	88	 	 	 	 
100080	6	88	 	 	 	 
100081	1	25	1	23	1	300
100081	2	88	 	 	 	 
100081	3	88	 	 	 	 
100081	4	88	 	 	 	 
100081	5	88	 	 	 	 
100081	6	88	 	 	 	 
100082	1	4	1	11	1	1000
100082	2	3	1	11	1	500
100082	3	1	6	11	6	450
100082	4	88	 	 	 	 
100082	5	88	 	 	 	 
100082	6	88	 	 	 	 
100083	1	1	7	11	7	160
100083	2	88	 	 	 	 
100083	3	88	 	 	 	 
100083	4	88	 	 	 	 
100083	5	88	 	 	 	 
100083	6	88	 	 	 	 
100084	1	13	10	7	10	2000
100084	2	21	1	21	1	500
100084	3	8	1	11	1	500
100084	4	4	2	11	2	300
100084	5	1	10	11	10	150
100084	6	3	1	11	1	50
100085	1	40	1	11	1	2000
100085	2	40	1	11	1	1700
100085	3	40	2	11	1	500
100085	4	88	 	 	 	 
100085	5	88	 	 	 	 
100085	6	88	 	 	 	 
100086	1	 	 	 	 	 
100086	2	 	 	 	 	 
100086	3	 	 	 	 	 
100086	4	 	 	 	 	 
100086	5	 	 	 	 	 
100086	6	 	 	 	 	 
100087	1	1	4	11	4	100
100087	2	88	 	 	 	 
100087	3	88	 	 	 	 
100087	4	88	 	 	 	 
100087	5	88	 	 	 	 
100087	6	88	 	 	 	 
100088	1	17	1	16	1	2700
100088	2	13	1	11	1	300
100088	3	88	 	 	 	 
100088	4	88	 	 	 	 
100088	5	88	 	 	 	 
100088	6	88	 	 	 	 
100089	1	1	5	11	5	290
100089	2	4	1	11	0	 
100089	3	3	1	11	0	 
100089	4	13	5	5	0	 
100089	5	88	 	 	 	 
100089	6	88	 	 	 	 
100090	1	25	1	24	1	10000
100090	2	4	1	11	0	 
100090	3	3	1	11	0	 
100090	4	1	10	11	10	200
100090	5	88	 	 	 	 
100090	6	88	 	 	 	 
100091	1	 	 	 	 	 
100091	2	 	 	 	 	 
100091	3	 	 	 	 	 
100091	4	 	 	 	 	 
100091	5	 	 	 	 	 
100091	6	 	 	 	 	 
100092	1	4	1	11	0	 
100092	2	1	6	11	6	250
100092	3	88	 	 	 	 
100092	4	88	 	 	 	 
100092	5	88	 	 	 	 
100092	6	88	 	 	 	 
100093	1	4	2	11	2	2000
100093	2	3	1	11	1	600
100093	3	1	6	11	6	100
100093	4	88	 	 	 	 
100093	5	88	 	 	 	 
100093	6	88	 	 	 	 
100094	1	4	1	11	1	1000
100094	2	3	1	11	1	300
100094	3	1	4	11	4	300
100094	4	8	1	11	1	100
100094	5	88	 	 	 	 
100094	6	88	 	 	 	 
100095	1	1	22	11	22	550
100095	2	4	2	11	2	500
100095	3	6	1	11	1	500
100095	4	88	 	 	 	 
100095	5	88	 	 	 	 
100095	6	88	 	 	 	 
100096	1	23	1	23	1	10000
100096	2	13	3	5	3	50
100096	3	1	3	11	0	 
100096	4	4	1	11	0	 
100096	5	3	1	11	0	 
100096	6	88	 	 	 	 
100097	1	40	1	23	1	300
100097	2	88	 	 	 	 
100097	3	88	 	 	 	 
100097	4	88	 	 	 	 
100097	5	88	 	 	 	 
100097	6	88	 	 	 	 
100098	1	1	6	11	6	250
100098	2	4	1	11	0	 
100098	3	3	1	11	1	200
100098	4	88	 	 	 	 
100098	5	88	 	 	 	 
100098	6	88	 	 	 	 
100099	1	25	1	24	1	4000
100099	2	1	2	11	2	20
100099	3	88	 	 	 	 
100099	4	88	 	 	 	 
100099	5	88	 	 	 	 
100099	6	88	 	 	 	 
100100	1	17	1	26	1	4000
100100	2	17	1	26	1	3000
100100	3	17	2	26	2	5000
100100	4	17	1	26	1	2000
100100	5	17	1	26	1	1500
100100	6	17	2	26	2	1500
100101	1	4	1	11	1	500
100101	2	6	1	11	1	500
100101	3	1	5	11	5	200
100101	4	88	 	 	 	 
100101	5	88	 	 	 	 
100101	6	88	 	 	 	 
100103	1	23	5	23	5	3000
100103	2	88	 	 	 	 
100103	3	88	 	 	 	 
100103	4	88	 	 	 	 
100103	5	88	 	 	 	 
100103	6	88	 	 	 	 
100106	1	25	1	24	1	600000
100106	2	22	17	22	17	10000
100106	3	88	 	 	 	 
100106	4	88	 	 	 	 
100106	5	88	 	 	 	 
100106	6	88	 	 	 	 
100107	1	88	 	 	 	 
100107	2	88	 	 	 	 
100107	3	88	 	 	 	 
100107	4	88	 	 	 	 
100107	5	88	 	 	 	 
100107	6	88	 	 	 	 
100108	1	3	1	11	1	200
100108	2	1	5	11	5	150
100108	3	4	1	11	0	 
100108	4	6	1	11	0	 
100108	5	88	 	 	 	 
100108	6	88	 	 	 	 
100109	1	40	3	26	3	25000
100109	2	1	8	11	8	300
100109	3	88	 	 	 	 
100109	4	88	 	 	 	 
100109	5	88	 	 	 	 
100109	6	88	 	 	 	 
100111	1	6	1	11	0	 
100111	2	4	1	11	0	 
100111	3	3	1	11	1	50
100111	4	1	7	11	7	100
100111	5	88	 	 	 	 
100111	6	88	 	 	 	 
100113	1	13	7	7	7	7000
100113	2	1	9	11	9	200
100113	3	88	 	 	 	 
100113	4	88	 	 	 	 
100113	5	88	 	 	 	 
100113	6	88	 	 	 	 
100115	1	4	2	11	2	500
100115	2	1	15	11	15	400
100115	3	40	1	11	1	13000
100115	4	88	 	 	 	 
100115	5	88	 	 	 	 
100115	6	88	 	 	 	 
100118	1	 	 	 	 	 
100118	2	 	 	 	 	 
100118	3	 	 	 	 	 
100118	4	 	 	 	 	 
100118	5	 	 	 	 	 
100118	6	 	 	 	 	 
110001	1	 	 	 	 	 
110001	2	 	 	 	 	 
110001	3	 	 	 	 	 
110001	4	 	 	 	 	 
110001	5	 	 	 	 	 
110001	6	 	 	 	 	 
110002	1	3	300	11	1	100
110002	2	88	 	 	 	 
110002	3	88	 	 	 	 
110002	4	88	 	 	 	 
110002	5	88	 	 	 	 
110002	6	88	 	 	 	 
110003	1	1	8	11	8	180
110003	2	3	1	11	1	130
110003	3	88	 	 	 	 
110003	4	88	 	 	 	 
110003	5	88	 	 	 	 
110003	6	88	 	 	 	 
110005	1	14	20	9	20	8000
110005	2	88	 	 	 	 
110005	3	88	 	 	 	 
110005	4	88	 	 	 	 
110005	5	88	 	 	 	 
110005	6	88	 	 	 	 
110006	1	25	1	23	1	200000
110006	2	88	 	 	 	 
110006	3	88	 	 	 	 
110006	4	88	 	 	 	 
110006	5	88	 	 	 	 
110006	6	88	 	 	 	 
110007	1	15	10	23	10	5000
110007	2	40	12	23	12	6000
110007	3	40	1	23	1	3500
110007	4	40	2	23	2	8000
110007	5	88	 	 	 	 
110007	6	88	 	 	 	 
110008	1	1	5	11	5	150
110008	2	3	1	11	1	100
110008	3	88	 	 	 	 
110008	4	88	 	 	 	 
110008	5	88	 	 	 	 
110008	6	88	 	 	 	 
110010	1	23	1	23	1	500
110010	2	88	 	 	 	 
110010	3	88	 	 	 	 
110010	4	88	 	 	 	 
110010	5	88	 	 	 	 
110010	6	88	 	 	 	 
110012	1	1	15	11	15	20
110012	2	3	1	11	1	500
110012	3	6	1	11	1	600
110012	4	88	 	 	 	 
110012	5	88	 	 	 	 
110012	6	88	 	 	 	 
110013	1	1	5	11	5	100
110013	2	3	2	11	2	80
110013	3	88	 	 	 	 
110013	4	88	 	 	 	 
110013	5	88	 	 	 	 
110013	6	88	 	 	 	 
110014	1	1	8	11	8	120
110014	2	3	1	11	1	50
110014	3	88	 	 	 	 
110014	4	88	 	 	 	 
110014	5	88	 	 	 	 
110014	6	88	 	 	 	 
110015	1	25	1	24	1	230000
110015	2	23	6	23	6	1000
110015	3	88	 	 	 	 
110015	4	88	 	 	 	 
110015	5	88	 	 	 	 
110015	6	88	 	 	 	 
110017	1	1	7	11	7	200
110017	2	3	2	11	2	150
110017	3	6	1	11	1	1500
110017	4	88	 	 	 	 
110017	5	88	 	 	 	 
110017	6	88	 	 	 	 
110018	1	1	10	11	10	50
110018	2	2	1	11	1	200
110018	3	3	2	11	2	400
110018	4	4	1	11	1	150
110018	5	5	2	11	2	500
110018	6	6	1	11	1	300
110019	1	1	14	11	14	220
110019	2	3	3	11	3	250
110019	3	4	2	11	2	200
110019	4	88	 	 	 	 
110019	5	88	 	 	 	 
110019	6	88	 	 	 	 
110021	1	6	1	26	1	2000
110021	2	88	 	 	 	 
110021	3	88	 	 	 	 
110021	4	88	 	 	 	 
110021	5	88	 	 	 	 
110021	6	88	 	 	 	 
110023	1	1	6	11	6	200
110023	2	88	 	 	 	 
110023	3	88	 	 	 	 
110023	4	88	 	 	 	 
110023	5	88	 	 	 	 
110023	6	88	 	 	 	 
110024	1	1	10	11	10	50
110024	2	2	1	11	1	250
110024	3	3	1	11	1	600
110024	4	4	1	11	1	100
110024	5	5	1	11	1	1000
110024	6	6	1	11	1	300
110025	1	 	 	 	 	 
110025	2	 	 	 	 	 
110025	3	 	 	 	 	 
110025	4	 	 	 	 	 
110025	5	 	 	 	 	 
110025	6	 	 	 	 	 
110026	1	1	20	11	20	50
110026	2	3	2	11	2	500
110026	3	4	1	11	1	400
110026	4	6	1	11	1	200
110026	5	8	1	11	1	1000
110026	6	88	 	 	 	 
110027	1	1	5	11	5	130
110027	2	3	1	11	1	100
110027	3	88	 	 	 	 
110027	4	88	 	 	 	 
110027	5	88	 	 	 	 
110027	6	88	 	 	 	 
110028	1	1	3	11	3	0
110028	2	3	1	11	1	50
110028	3	5	1	11	1	500
110028	4	88	 	 	 	 
110028	5	88	 	 	 	 
110028	6	88	 	 	 	 
110029	1	1	10	11	10	50
110029	2	88	 	 	 	 
110029	3	88	 	 	 	 
110029	4	88	 	 	 	 
110029	5	88	 	 	 	 
110029	6	88	 	 	 	 
110030	1	24	1	23	1	500
110030	2	88	 	 	 	 
110030	3	88	 	 	 	 
110030	4	88	 	 	 	 
110030	5	88	 	 	 	 
110030	6	88	 	 	 	 
110031	1	1	4	11	4	50
110031	2	3	1	11	1	70
110031	3	88	 	 	 	 
110031	4	88	 	 	 	 
110031	5	88	 	 	 	 
110031	6	88	 	 	 	 
110032	1	8	10	11	8	1200
110032	2	3	1	11	1	150
110032	3	88	 	 	 	 
110032	4	88	 	 	 	 
110032	5	88	 	 	 	 
110032	6	88	 	 	 	 
110033	1	 	 	 	 	 
110033	2	 	 	 	 	 
110033	3	 	 	 	 	 
110033	4	 	 	 	 	 
110033	5	 	 	 	 	 
110033	6	 	 	 	 	 
110034	1	1	8	11	8	10
110034	2	88	 	 	 	 
110034	3	88	 	 	 	 
110034	4	88	 	 	 	 
110034	5	88	 	 	 	 
110034	6	88	 	 	 	 
110035	1	 	 	 	 	 
110035	2	 	 	 	 	 
110035	3	 	 	 	 	 
110035	4	 	 	 	 	 
110035	5	 	 	 	 	 
110035	6	 	 	 	 	 
110036	1	2	1	11	1	400
110036	2	3	2	11	2	450
110036	3	1	4	11	4	30
110036	4	88	 	 	 	 
110036	5	88	 	 	 	 
110036	6	88	 	 	 	 
110037	1	10	10	3	10	25000
110037	2	88	 	 	 	 
110037	3	88	 	 	 	 
110037	4	88	 	 	 	 
110037	5	88	 	 	 	 
110037	6	88	 	 	 	 
110038	1	 	 	 	 	 
110038	2	 	 	 	 	 
110038	3	 	 	 	 	 
110038	4	 	 	 	 	 
110038	5	 	 	 	 	 
110038	6	 	 	 	 	 
110040	1	 	 	 	 	 
110040	2	 	 	 	 	 
110040	3	 	 	 	 	 
110040	4	 	 	 	 	 
110040	5	 	 	 	 	 
110040	6	 	 	 	 	 
110041	1	1	5	11	5	40
110041	2	3	1	11	1	200
110041	3	88	 	 	 	 
110041	4	88	 	 	 	 
110041	5	88	 	 	 	 
110041	6	88	 	 	 	 
110042	1	1	10	11	10	30
110042	2	3	1	11	1	200
110042	3	5	2	11	2	600
110042	4	88	 	 	 	 
110042	5	88	 	 	 	 
110042	6	88	 	 	 	 
110043	1	40	1	11	1	3000
110043	2	23	5	23	5	100
110043	3	1	5	11	5	100
110043	4	3	1	11	1	50
110043	5	88	 	 	 	 
110043	6	88	 	 	 	 
110044	1	 	 	 	 	 
110044	2	 	 	 	 	 
110044	3	 	 	 	 	 
110044	4	 	 	 	 	 
110044	5	 	 	 	 	 
110044	6	 	 	 	 	 
110045	1	22	15	22	15	7000
110045	2	88	 	 	 	 
110045	3	88	 	 	 	 
110045	4	88	 	 	 	 
110045	5	88	 	 	 	 
110045	6	88	 	 	 	 
110046	1	25	1	11	1	8000
110046	2	88	 	 	 	 
110046	3	88	 	 	 	 
110046	4	88	 	 	 	 
110046	5	88	 	 	 	 
110046	6	88	 	 	 	 
110047	1	 	 	 	 	 
110047	2	 	 	 	 	 
110047	3	 	 	 	 	 
110047	4	 	 	 	 	 
110047	5	 	 	 	 	 
110047	6	 	 	 	 	 
110048	1	1	5	11	2	200
110048	2	3	1	11	1	70
110048	3	5	1	11	1	200
110048	4	88	 	 	 	 
110048	5	88	 	 	 	 
110048	6	88	 	 	 	 
110049	1	1	1	11	1	10
110049	2	2	1	11	1	300
110049	3	3	1	11	1	200
110049	4	5	1	11	1	500
110049	5	88	 	 	 	 
110049	6	88	 	 	 	 
110050	1	6	1	11	1	300
110050	2	3	2	11	2	300
110050	3	1	9	11	9	5000
110050	4	88	 	 	 	 
110050	5	88	 	 	 	 
110050	6	88	 	 	 	 
110051	1	1	10	11	10	50
110051	2	3	2	11	2	600
110051	3	4	1	11	1	400
110051	4	88	 	 	 	 
110051	5	88	 	 	 	 
110051	6	88	 	 	 	 
110052	1	1	5	11	5	300
110052	2	88	 	 	 	 
110052	3	88	 	 	 	 
110052	4	88	 	 	 	 
110052	5	88	 	 	 	 
110052	6	88	 	 	 	 
110053	1	6	1	11	1	1200
110053	2	1	7	11	7	400
110053	3	88	 	 	 	 
110053	4	88	 	 	 	 
110053	5	88	 	 	 	 
110053	6	88	 	 	 	 
110054	1	1	6	11	6	100
110054	2	3	2	11	2	300
110054	3	6	1	11	1	150
110054	4	88	 	 	 	 
110054	5	88	 	 	 	 
110054	6	88	 	 	 	 
110055	1	1	10	11	10	40
110055	2	3	1	11	1	300
110055	3	88	 	 	 	 
110055	4	88	 	 	 	 
110055	5	88	 	 	 	 
110055	6	88	 	 	 	 
110056	1	 	 	 	 	 
110056	2	 	 	 	 	 
110056	3	 	 	 	 	 
110056	4	 	 	 	 	 
110056	5	 	 	 	 	 
110056	6	 	 	 	 	 
110057	1	1	9	11	9	700
110057	2	3	1	11	1	180
110057	3	88	 	 	 	 
110057	4	88	 	 	 	 
110057	5	88	 	 	 	 
110057	6	88	 	 	 	 
110058	1	1	6	11	6	100
110058	2	88	 	 	 	 
110058	3	88	 	 	 	 
110058	4	88	 	 	 	 
110058	5	88	 	 	 	 
110058	6	88	 	 	 	 
110059	1	1	10	11	10	40
110059	2	3	1	11	1	100
110059	3	5	1	11	1	300
110059	4	88	 	 	 	 
110059	5	88	 	 	 	 
110059	6	88	 	 	 	 
110060	1	1	4	11	4	140
110060	2	3	1	11	1	80
110060	3	88	 	 	 	 
110060	4	88	 	 	 	 
110060	5	88	 	 	 	 
110060	6	88	 	 	 	 
110061	1	 	 	 	 	 
110061	2	 	 	 	 	 
110061	3	 	 	 	 	 
110061	4	 	 	 	 	 
110061	5	 	 	 	 	 
110061	6	 	 	 	 	 
110062	1	1	2	11	2	50
110062	2	88	 	 	 	 
110062	3	88	 	 	 	 
110062	4	88	 	 	 	 
110062	5	88	 	 	 	 
110062	6	88	 	 	 	 
110064	1	1	4	11	4	100
110064	2	3	1	11	1	80
110064	3	88	 	 	 	 
110064	4	88	 	 	 	 
110064	5	88	 	 	 	 
110064	6	88	 	 	 	 
110066	1	1	6	11	6	50
110066	2	3	1	11	1	100
110066	3	4	2	11	2	250
110066	4	88	 	 	 	 
110066	5	88	 	 	 	 
110066	6	88	 	 	 	 
110067	1	1	10	11	10	50
110067	2	2	1	11	1	200
110067	3	3	2	11	2	400
110067	4	5	2	11	2	700
110067	5	88	 	 	 	 
110067	6	88	 	 	 	 
110068	1	 	 	 	 	 
110068	2	 	 	 	 	 
110068	3	 	 	 	 	 
110068	4	 	 	 	 	 
110068	5	 	 	 	 	 
110068	6	 	 	 	 	 
110069	1	1	9	11	9	100
110069	2	3	1	11	1	50
110069	3	8	1	11	1	400
110069	4	88	 	 	 	 
110069	5	88	 	 	 	 
110069	6	88	 	 	 	 
110072	1	1	5	11	5	300
110072	2	3	1	11	1	200
110072	3	20	2	11	2	300
110072	4	88	 	 	 	 
110072	5	88	 	 	 	 
110072	6	88	 	 	 	 
110073	1	1	8	11	8	40
110073	2	2	1	11	1	200
110073	3	3	1	11	1	400
110073	4	5	1	11	1	1000
110073	5	88	 	 	 	 
110073	6	88	 	 	 	 
110074	1	 	 	 	 	 
110074	2	 	 	 	 	 
110074	3	 	 	 	 	 
110074	4	 	 	 	 	 
110074	5	 	 	 	 	 
110074	6	 	 	 	 	 
110075	1	13	7	7	7	500
110075	2	1	9	11	9	600
110075	3	3	1	11	1	150
110075	4	88	 	 	 	 
110075	5	88	 	 	 	 
110075	6	88	 	 	 	 
110076	1	1	12	11	12	500
110076	2	3	1	11	1	200
110076	3	88	 	 	 	 
110076	4	88	 	 	 	 
110076	5	88	 	 	 	 
110076	6	88	 	 	 	 
110077	1	1	4	11	4	90
110077	2	5	1	11	1	300
110077	3	20	2	11	2	400
110077	4	88	 	 	 	 
110077	5	88	 	 	 	 
110077	6	88	 	 	 	 
110078	1	23	5	23	5	4000
110078	2	40	1	23	1	3000
110078	3	88	 	 	 	 
110078	4	88	 	 	 	 
110078	5	88	 	 	 	 
110078	6	88	 	 	 	 
110079	1	40	2	16	2	1500
110079	2	23	20	23	20	1200
110079	3	88	 	 	 	 
110079	4	88	 	 	 	 
110079	5	88	 	 	 	 
110079	6	88	 	 	 	 
110080	1	8	1	11	1	4000
110080	2	88	 	 	 	 
110080	3	88	 	 	 	 
110080	4	88	 	 	 	 
110080	5	88	 	 	 	 
110080	6	88	 	 	 	 
110081	1	1	6	11	6	50
110081	2	3	1	11	1	90
110081	3	5	1	11	1	700
110081	4	88	 	 	 	 
110081	5	88	 	 	 	 
110081	6	88	 	 	 	 
110082	1	1	15	11	15	30
110082	2	3	2	11	2	500
110082	3	5	2	11	2	800
110082	4	8	1	11	1	1200
110082	5	88	 	 	 	 
110082	6	88	 	 	 	 
110083	1	1	5	11	5	120
110083	2	23	1	12	1	200
110083	3	88	 	 	 	 
110083	4	88	 	 	 	 
110083	5	88	 	 	 	 
110083	6	88	 	 	 	 
110084	1	1	6	11	6	50
110084	2	3	1	11	1	40
110084	3	40	1	11	1	20
110084	4	88	 	 	 	 
110084	5	88	 	 	 	 
110084	6	88	 	 	 	 
110085	1	1	10	11	10	30
110085	2	3	2	11	2	500
110085	3	5	2	11	2	700
110085	4	8	1	11	1	1000
110085	5	88	 	 	 	 
110085	6	88	 	 	 	 
110086	1	1	4	11	4	150
110086	2	3	1	11	1	80
110086	3	23	20	12	20	7000
110086	4	88	 	 	 	 
110086	5	88	 	 	 	 
110086	6	88	 	 	 	 
110087	1	 	 	 	 	 
110087	2	 	 	 	 	 
110087	3	 	 	 	 	 
110087	4	 	 	 	 	 
110087	5	 	 	 	 	 
110087	6	 	 	 	 	 
110089	1	1	1	11	1	50
110089	2	3	1	11	1	300
110089	3	5	2	11	2	700
110089	4	8	2	11	2	1500
110089	5	88	 	 	 	 
110089	6	88	 	 	 	 
110090	1	1	4	11	4	200
110090	2	88	 	 	 	 
110090	3	88	 	 	 	 
110090	4	88	 	 	 	 
110090	5	88	 	 	 	 
110090	6	88	 	 	 	 
110091	1	 	 	 	 	 
110091	2	 	 	 	 	 
110091	3	 	 	 	 	 
110091	4	 	 	 	 	 
110091	5	 	 	 	 	 
110091	6	 	 	 	 	 
110092	1	25	1	23	1	2000
110092	2	1	7	11	7	500
110092	3	3	1	11	1	150
110092	4	88	 	 	 	 
110092	5	88	 	 	 	 
110092	6	88	 	 	 	 
110093	1	 	 	 	 	 
110093	2	 	 	 	 	 
110093	3	 	 	 	 	 
110093	4	 	 	 	 	 
110093	5	 	 	 	 	 
110093	6	 	 	 	 	 
110094	1	1	6	11	6	200
110094	2	3	1	11	1	70
110094	3	88	 	 	 	 
110094	4	88	 	 	 	 
110094	5	88	 	 	 	 
110094	6	88	 	 	 	 
110095	1	5	1	11	1	2000
110095	2	40	1	30	1	2000
110095	3	40	1	30	1	3000
110095	4	1	5	11	5	150
110095	5	3	1	11	1	700
110095	6	8	3	11	3	120
110096	1	1	10	11	10	50
110096	2	2	1	11	1	200
110096	3	3	2	11	2	400
110096	4	5	1	11	1	200
110096	5	88	 	 	 	 
110096	6	88	 	 	 	 
110097	1	1	10	11	1	50
110097	2	2	1	11	1	200
110097	3	3	2	11	2	300
110097	4	5	2	11	2	500
110097	5	88	 	 	 	 
110097	6	88	 	 	 	 
110098	1	1	8	11	8	50
110098	2	3	1	11	1	70
110098	3	40	4	5	4	100
110098	4	88	 	 	 	 
110098	5	88	 	 	 	 
110098	6	88	 	 	 	 
110099	1	1	5	11	5	200
110099	2	3	1	11	1	100
110099	3	5	1	11	1	300
110099	4	4	1	11	1	350
110099	5	88	 	 	 	 
110099	6	88	 	 	 	 
110100	1	1	10	11	10	50
110100	2	3	1	11	1	300
110100	3	5	2	11	1	1000
110100	4	8	1	11	1	1000
110100	5	88	 	 	 	 
110100	6	88	 	 	 	 
110101	1	 	 	 	 	 
110101	2	 	 	 	 	 
110101	3	 	 	 	 	 
110101	4	 	 	 	 	 
110101	5	 	 	 	 	 
110101	6	 	 	 	 	 
110104	1	7	2	11	2	10000
110104	2	6	1	11	1	5000
110104	3	40	1	11	1	3000
110104	4	40	1	13	1	3000
110104	5	88	 	 	 	 
110104	6	88	 	 	 	 
110108	1	1	6	11	6	150
110108	2	3	1	11	1	100
110108	3	4	1	11	1	500
110108	4	88	 	 	 	 
110108	5	88	 	 	 	 
110108	6	88	 	 	 	 
110115	1	1	7	11	7	60
110115	2	3	1	11	1	30
110115	3	4	2	11	2	300
110115	4	88	 	 	 	 
110115	5	88	 	 	 	 
110115	6	88	 	 	 	 
110119	1	 	 	 	 	 
110119	2	 	 	 	 	 
110119	3	 	 	 	 	 
110119	4	 	 	 	 	 
110119	5	 	 	 	 	 
110119	6	 	 	 	 	 
110121	1	1	3	11	3	50
110121	2	3	1	11	1	100
110121	3	13	4	7	4	100
110121	4	20	2	11	2	80
110121	5	88	 	 	 	 
110121	6	88	 	 	 	 
110123	1	3	1	11	1	500
110123	2	1	9	11	9	270
110123	3	88	 	 	 	 
110123	4	88	 	 	 	 
110123	5	88	 	 	 	 
110123	6	88	 	 	 	 
110125	1	22	6	28	6	7000
110125	2	88	 	 	 	 
110125	3	88	 	 	 	 
110125	4	88	 	 	 	 
110125	5	88	 	 	 	 
110125	6	88	 	 	 	 
110126	1	1	10	11	10	300
110126	2	3	2	11	2	150
110126	3	6	1	11	1	2000
110126	4	40	1	11	1	2000
110126	5	88	 	 	 	 
110126	6	88	 	 	 	 
120001	1	 	 	 	 	 
120001	2	 	 	 	 	 
120001	3	 	 	 	 	 
120001	4	 	 	 	 	 
120001	5	 	 	 	 	 
120001	6	 	 	 	 	 
120003	1	40	50	11	50	15000
120003	2	88	 	 	 	 
120003	3	88	 	 	 	 
120003	4	88	 	 	 	 
120003	5	88	 	 	 	 
120003	6	88	 	 	 	 
120004	1	24	1	23	1	500
120004	2	25	1	23	1	2000
120004	3	88	 	 	 	 
120004	4	88	 	 	 	 
120004	5	88	 	 	 	 
120004	6	88	 	 	 	 
120006	1	13	11	7	11	8000
120006	2	5	1	7	1	700
120006	3	1	7	11	7	600
120006	4	88	 	 	 	 
120006	5	88	 	 	 	 
120006	6	88	 	 	 	 
120007	1	1	5	 	5	 
120007	2	3	1	 	1	20
120007	3	88	 	 	 	 
120007	4	 	 	 	 	 
120007	5	 	 	 	 	 
120007	6	 	 	 	 	 
120009	1	1	5	11	5	90
120009	2	3	1	11	1	60
120009	3	88	 	 	 	 
120009	4	88	 	 	 	 
120009	5	88	 	 	 	 
120009	6	88	 	 	 	 
120010	1	 	 	 	 	 
120010	2	 	 	 	 	 
120010	3	 	 	 	 	 
120010	4	 	 	 	 	 
120010	5	 	 	 	 	 
120010	6	 	 	 	 	 
120011	1	1	8	11	8	50
120011	2	3	1	11	1	200
120011	3	4	1	11	1	200
120011	4	5	1	11	1	400
120011	5	88	 	 	 	 
120011	6	88	 	 	 	 
120012	1	1	10	11	10	40
120012	2	2	1	11	1	200
120012	3	3	1	11	1	200
120012	4	5	1	11	1	300
