CHILDCODE	NONFODR4	SPYRR4	SPNMR4
130001	6	100	 
130001	7	100	4
130001	8	200	0
130001	9	250	0
130001	10	370	4
130001	11	970	1
130001	12	2850	4
130001	13	900	0
130001	14	1350	4
130001	15	2000	3
130001	16	0	 
130001	17	500	0
130001	18	500	1
130001	19	0	 
130001	20	0	 
130001	21	0	 
130001	22	0	 
130001	23	0	 
130001	24	0	 
130001	25	0	 
130001	26	0	 
130001	27	0	 
130001	28	50	1
130001	29	100	4
130001	30	0	 
130001	31	0	 
130001	32	570	2
130001	33	0	 
130002	1	2000	 
130002	2	1000	 
130002	3	1500	0
130002	4	2000	4
130002	5	300	 
130002	6	300	 
130002	7	500	0
130002	8	500	4
130002	9	370	4
130002	10	0	 
130002	11	2850	4
130002	12	0	 
130002	13	1350	1
130002	14	0	 
130002	15	1300	4
130002	16	0	 
130002	17	43000	0
130002	18	7000	0
130002	19	20000	0
130002	20	0	 
130002	21	0	 
130002	22	0	 
130002	23	1000	0
130002	24	0	 
130002	25	0	 
130002	26	0	 
130002	27	0	 
130002	28	200	4
130002	29	0	 
130002	30	0	 
130002	31	0	 
130002	32	2769	1
130002	33	0	 
130003	1	1700	 
130003	2	500	 
130003	3	0	 
130003	4	1400	2
130003	5	450	 
130003	6	40	 
130003	7	0	 
130003	8	540	2
130003	9	300	2
130003	10	0	 
130003	11	3800	3
130003	12	0	 
130003	13	3390	2
130003	14	0	 
130003	15	670	2
130003	16	0	 
130003	17	0	 
130003	18	400	1
130003	19	0	 
130003	20	0	 
130003	21	0	 
130003	22	0	 
130003	23	0	 
130003	24	0	 
130003	25	0	 
130003	26	0	 
130003	27	0	 
130003	28	200	2
130003	29	0	 
130003	30	0	 
130003	31	0	 
130003	32	772	1
130003	33	0	 
130004	1	2000	 
130004	2	6000	 
130004	3	1000	1
130004	4	500	4
130004	5	0	 
130004	6	300	 
130004	7	200	0
130004	8	30	0
130004	9	70	4
130004	10	0	 
130004	11	2850	4
130004	12	0	 
130004	13	5000	4
130004	14	0	 
130004	15	700	3
130004	16	0	 
130004	17	8000	0
130004	18	2000	0
130004	19	0	 
130004	20	0	 
130004	21	0	 
130004	22	0	 
130004	23	0	 
130004	24	0	 
130004	25	0	 
130004	26	0	 
130004	27	0	 
130004	28	100	4
130004	29	0	 
130004	30	0	 
130004	31	0	 
130004	32	285	4
130004	33	0	 
130005	1	200	 
130005	2	200	 
130005	3	0	 
130005	4	500	2
130005	5	200	 
130005	6	200	 
130005	7	0	 
130005	8	300	2
130005	9	360	2
130005	10	0	 
130005	11	2000	2
130005	12	0	 
130005	13	2250	3
130005	14	0	 
130005	15	700	2
130005	16	0	 
130005	17	12000	0
130005	18	300	1
130005	19	0	 
130005	20	0	 
130005	21	0	 
130005	22	0	 
130005	23	0	 
130005	24	0	 
130005	25	0	 
130005	26	0	 
130005	27	0	 
130005	28	0	 
130005	29	0	 
130005	30	0	 
130005	31	0	 
130005	32	0	 
130005	33	0	 
130006	1	2000	 
130006	2	100	 
130006	3	500	4
130006	4	0	 
130006	5	500	 
130006	6	200	 
130006	7	100	4
130006	8	500	0
130006	9	0	 
130006	10	150	4
130006	11	0	 
130006	12	2850	4
130006	13	0	 
130006	14	1665	4
130006	15	1000	4
130006	16	0	 
130006	17	50000	0
130006	18	12000	0
130006	19	0	 
130006	20	0	 
130006	21	0	 
130006	22	0	 
130006	23	0	 
130006	24	0	 
130006	25	0	 
130006	26	0	 
130006	27	0	 
130006	28	0	 
130006	29	0	 
130006	30	0	 
130006	31	0	 
130006	32	285	4
130006	33	0	 
130007	1	1000	 
130007	2	3000	 
130007	3	1000	4
130007	4	700	0
130007	5	400	 
130007	6	2000	 
130007	7	500	4
130007	8	300	0
130007	9	150	0
130007	10	150	4
130007	11	1900	0
130007	12	9850	1
130007	13	900	0
130007	14	1350	4
130007	15	1500	1
130007	16	300	0
130007	17	2000	1
130007	18	2000	1
130007	19	0	 
130007	20	0	 
130007	21	0	 
130007	22	0	 
130007	23	0	 
130007	24	0	 
130007	25	0	 
130007	26	0	 
130007	27	0	 
130007	28	100	0
130007	29	100	4
130007	30	0	 
130007	31	100	 
130007	32	1140	1
130007	33	0	 
130008	1	1000	 
130008	2	700	 
130008	3	500	0
130008	4	600	4
130008	5	500	 
130008	6	400	 
130008	7	300	0
130008	8	400	4
130008	9	150	4
130008	10	150	0
130008	11	2850	4
130008	12	970	0
130008	13	1350	4
130008	14	240	0
130008	15	500	2
130008	16	0	 
130008	17	500	1
130008	18	2000	1
130008	19	0	 
130008	20	0	 
130008	21	0	 
130008	22	0	 
130008	23	0	 
130008	24	0	 
130008	25	0	 
130008	26	0	 
130008	27	0	 
130008	28	100	4
130008	29	100	1
130008	30	0	 
130008	31	0	 
130008	32	1070	1
130008	33	0	 
130009	1	2000	 
130009	2	3000	 
130009	3	0	 
130009	4	1000	2
130009	5	1000	 
130009	6	2000	 
130009	7	0	 
130009	8	200	2
130009	9	150	4
130009	10	0	 
130009	11	2850	4
130009	12	0	 
130009	13	1665	4
130009	14	0	 
130009	15	1500	3
130009	16	0	 
130009	17	500	0
130009	18	1500	1
130009	19	0	 
130009	20	0	 
130009	21	0	 
130009	22	0	 
130009	23	0	 
130009	24	0	 
130009	25	0	 
130009	26	0	 
130009	27	0	 
130009	28	0	 
130009	29	0	 
130009	30	0	 
130009	31	0	 
130009	32	570	2
130009	33	0	 
130010	1	1000	 
130010	2	500	 
130010	3	1000	4
130010	4	300	0
130010	5	400	 
130010	6	300	 
130010	7	200	4
130010	8	200	0
130010	9	0	 
130010	10	150	4
130010	11	0	 
130010	12	2850	4
130010	13	0	 
130010	14	4950	4
130010	15	600	4
130010	16	0	 
130010	17	300	1
130010	18	600	1
130010	19	0	 
130010	20	0	 
130010	21	0	 
130010	22	0	 
130010	23	0	 
130010	24	0	 
130010	25	0	 
130010	26	0	 
130010	27	0	 
130010	28	0	 
130010	29	100	4
130010	30	0	 
130010	31	0	 
130010	32	285	4
130010	33	0	 
130011	1	1000	 
130011	2	1500	 
130011	3	0	 
130011	4	1000	4
130011	5	500	 
130011	6	500	 
130011	7	0	 
130011	8	600	4
130011	9	160	4
130011	10	0	 
130011	11	2850	4
130011	12	0	 
130011	13	1350	4
130011	14	0	 
130011	15	1000	4
130011	16	0	 
130011	17	1000	0
130011	18	500	0
130011	19	0	 
130011	20	0	 
130011	21	0	 
130011	22	0	 
130011	23	0	 
130011	24	0	 
130011	25	0	 
130011	26	0	 
130011	27	0	 
130011	28	100	4
130011	29	0	 
130011	30	0	 
130011	31	0	 
130011	32	285	4
130011	33	0	 
130012	1	1500	 
130012	2	500	 
130012	3	400	4
130012	4	2000	0
130012	5	500	 
130012	6	150	 
130012	7	500	4
130012	8	500	0
130012	9	0	 
130012	10	150	4
130012	11	0	 
130012	12	2850	4
130012	13	0	 
130012	14	1350	4
130012	15	400	4
130012	16	0	 
130012	17	1500	1
130012	18	2000	1
130012	19	0	 
130012	20	0	 
130012	21	0	 
130012	22	300	2
130012	23	0	 
130012	24	0	 
130012	25	0	 
130012	26	0	 
130012	27	0	 
130012	28	0	 
130012	29	100	4
130012	30	0	 
130012	31	0	 
130012	32	285	4
130012	33	0	 
130013	1	1000	 
130013	2	1500	 
130013	3	500	0
130013	4	800	4
130013	5	200	 
130013	6	200	 
130013	7	200	0
130013	8	100	4
130013	9	160	4
130013	10	0	 
130013	11	2850	4
130013	12	0	 
130013	13	1350	4
130013	14	0	 
130013	15	1000	3
130013	16	0	 
130013	17	1000	1
130013	18	1000	1
130013	19	0	 
130013	20	0	 
130013	21	0	 
130013	22	0	 
130013	23	0	 
130013	24	0	 
130013	25	0	 
130013	26	0	 
130013	27	0	 
130013	28	100	4
130013	29	0	 
130013	30	0	 
130013	31	0	 
130013	32	285	4
130013	33	0	 
130014	1	1500	 
130014	2	2000	 
130014	3	2000	0
130014	4	1000	4
130014	5	1000	 
130014	6	800	 
130014	7	1000	0
130014	8	500	4
130014	9	160	4
130014	10	160	0
130014	11	2850	4
130014	12	3950	0
130014	13	1350	4
130014	14	2250	0
130014	15	2500	1
130014	16	0	 
130014	17	5000	3
130014	18	3000	3
130014	19	0	 
130014	20	0	 
130014	21	0	 
130014	22	0	 
130014	23	0	 
130014	24	0	 
130014	25	0	 
130014	26	0	 
130014	27	0	 
130014	28	100	4
130014	29	100	0
130014	30	0	 
130014	31	0	 
130014	32	570	2
130014	33	0	 
130015	1	1500	 
130015	2	3000	 
130015	3	0	 
130015	4	1000	4
130015	5	500	 
130015	6	700	 
130015	7	0	 
130015	8	400	4
130015	9	150	4
130015	10	0	 
130015	11	2850	4
130015	12	0	 
130015	13	3270	4
130015	14	0	 
130015	15	1000	1
130015	16	1200	0
130015	17	500	0
130015	18	1200	1
130015	19	0	 
130015	20	0	 
130015	21	0	 
130015	22	0	 
130015	23	0	 
130015	24	0	 
130015	25	4500	 
130015	26	0	 
130015	27	0	 
130015	28	100	4
130015	29	0	 
130015	30	200	 
130015	31	100	 
130015	32	583	2
130015	33	0	 
130016	1	1000	 
130016	2	2000	 
130016	3	1000	2
130016	4	300	0
130016	5	300	 
130016	6	500	 
130016	7	200	2
130016	8	50	0
130016	9	150	0
130016	10	300	2
130016	11	0	 
130016	12	5000	3
130016	13	0	 
130016	14	2400	3
130016	15	3000	1
130016	16	0	 
130016	17	1000	0
130016	18	2000	1
130016	19	0	 
130016	20	0	 
130016	21	0	 
130016	22	0	 
130016	23	0	 
130016	24	2500	 
130016	25	0	 
130016	26	0	 
130016	27	0	 
130016	28	0	 
130016	29	0	 
130016	30	0	 
130016	31	0	 
130016	32	855	1
130016	33	0	 
130017	1	1500	 
130017	2	3000	 
130017	3	0	 
130017	4	1000	4
130017	5	700	 
130017	6	1500	 
130017	7	0	 
130017	8	500	4
130017	9	150	4
130017	10	0	 
130017	11	2850	4
130017	12	0	 
130017	13	1350	4
130017	14	0	 
130017	15	1200	4
130017	16	0	 
130017	17	0	 
130017	18	5000	1
130017	19	0	 
130017	20	0	 
130017	21	0	 
130017	22	0	 
130017	23	0	 
130017	24	0	 
130017	25	0	 
130017	26	0	 
130017	27	0	 
130017	28	0	 
130017	29	0	 
130017	30	0	 
130017	31	0	 
130017	32	285	4
130017	33	0	 
130019	1	1000	 
130019	2	2000	 
130019	3	2000	2
130019	4	0	 
130019	5	500	 
130019	6	500	 
130019	7	500	2
130019	8	0	 
130019	9	0	 
130019	10	400	2
130019	11	0	 
130019	12	5850	1
130019	13	0	 
130019	14	3600	1
130019	15	2000	2
130019	16	0	 
130019	17	2000	1
130019	18	500	0
130019	19	0	 
130019	20	0	 
130019	21	0	 
130019	22	0	 
130019	23	0	 
130019	24	0	 
130019	25	0	 
130019	26	0	 
130019	27	0	 
130019	28	0	 
130019	29	200	2
130019	30	0	 
130019	31	0	 
130019	32	0	 
130019	33	0	 
130020	1	0	 
130020	2	3000	 
130020	3	0	 
130020	4	500	4
130020	5	0	 
130020	6	1500	 
130020	7	0	 
130020	8	100	4
130020	9	150	4
130020	10	0	 
130020	11	2850	4
130020	12	0	 
130020	13	1350	4
130020	14	0	 
130020	15	100	2
130020	16	2000	0
130020	17	1000	0
130020	18	1500	1
130020	19	0	 
130020	20	0	 
130020	21	0	 
130020	22	0	 
130020	23	0	 
130020	24	0	 
130020	25	6000	 
130020	26	0	 
130020	27	0	 
130020	28	0	 
130020	29	0	 
130020	30	0	 
130020	31	0	 
130020	32	570	2
130020	33	0	 
130021	1	4000	 
130021	2	1000	 
130021	3	500	4
130021	4	0	 
130021	5	1000	 
130021	6	300	 
130021	7	200	4
130021	8	0	 
130021	9	0	 
130021	10	230	4
130021	11	0	 
130021	12	3000	4
130021	13	0	 
130021	14	2000	4
130021	15	1000	2
130021	16	0	 
130021	17	0	 
130021	18	500	1
130021	19	0	 
130021	20	0	 
130021	21	0	 
130021	22	300	4
130021	23	0	 
130021	24	0	 
130021	25	5000	 
130021	26	0	 
130021	27	0	 
130021	28	0	 
130021	29	0	 
130021	30	0	 
130021	31	0	 
130021	32	570	2
130021	33	2000	1
130022	1	3000	 
130022	2	1500	 
130022	3	1600	2
130022	4	0	 
130022	5	1000	 
130022	6	1000	 
130022	7	1000	2
130022	8	0	 
130022	9	0	 
130022	10	430	2
130022	11	0	 
130022	12	0	 
130022	13	0	 
130022	14	12000	2
130022	15	1000	2
130022	16	0	 
130022	17	1200	1
130022	18	2000	1
130022	19	0	 
130022	20	0	 
130022	21	0	 
130022	22	2000	2
130022	23	0	 
130022	24	0	 
130022	25	0	 
130022	26	0	 
130022	27	0	 
130022	28	0	 
130022	29	6000	2
130022	30	0	 
130022	31	0	 
130022	32	1670	1
130022	33	7000	1
130023	1	300	 
130023	2	2000	 
130023	3	500	4
130023	4	200	0
130023	5	100	 
130023	6	500	 
130023	7	250	4
130023	8	300	0
130023	9	400	0
130023	10	150	4
130023	11	2000	0
130023	12	2850	4
130023	13	3600	0
130023	14	1665	4
130023	15	3000	1
130023	16	0	 
130023	17	2000	0
130023	18	3000	1
130023	19	0	 
130023	20	0	 
130023	21	0	 
130023	22	0	 
130023	23	0	 
130023	24	0	 
130023	25	0	 
130023	26	0	 
130023	27	0	 
130023	28	0	 
130023	29	0	 
130023	30	0	 
130023	31	0	 
130023	32	855	1
130023	33	0	 
130024	1	2000	 
130024	2	1500	 
130024	3	1000	4
130024	4	0	 
130024	5	1000	 
130024	6	500	 
130024	7	300	4
130024	8	0	 
130024	9	0	 
130024	10	150	4
130024	11	0	 
130024	12	2850	4
130024	13	0	 
130024	14	1350	4
130024	15	2000	1
130024	16	0	 
130024	17	0	 
130024	18	500	1
130024	19	0	 
130024	20	0	 
130024	21	0	 
130024	22	0	 
130024	23	0	 
130024	24	3100	 
130024	25	0	 
130024	26	0	 
130024	27	0	 
130024	28	0	 
130024	29	100	4
130024	30	200	 
130024	31	0	 
130024	32	1029	1
130024	33	0	 
130025	1	300	 
130025	2	300	 
130025	3	0	 
130025	4	400	2
130025	5	300	 
130025	6	200	 
130025	7	0	 
130025	8	400	2
130025	9	360	2
130025	10	0	 
130025	11	5000	3
130025	12	0	 
130025	13	1350	4
130025	14	0	 
130025	15	900	2
130025	16	0	 
130025	17	0	 
130025	18	400	1
130025	19	0	 
130025	20	0	 
130025	21	0	 
130025	22	0	 
130025	23	0	 
130025	24	0	 
130025	25	0	 
130025	26	0	 
130025	27	0	 
130025	28	0	 
130025	29	0	 
130025	30	0	 
130025	31	0	 
130025	32	580	4
130025	33	0	 
130026	1	500	 
130026	2	700	 
130026	3	600	0
130026	4	500	4
130026	5	100	 
130026	6	150	 
130026	7	200	0
130026	8	200	4
130026	9	150	4
130026	10	160	0
130026	11	2850	4
130026	12	3950	0
130026	13	1350	4
130026	14	2250	0
130026	15	2000	2
130026	16	0	 
130026	17	2000	0
130026	18	2000	0
130026	19	0	 
130026	20	0	 
130026	21	0	 
130026	22	0	 
130026	23	0	 
130026	24	0	 
130026	25	0	 
130026	26	0	 
130026	27	0	 
130026	28	100	4
130026	29	100	0
130026	30	0	 
130026	31	0	 
130026	32	570	2
130026	33	0	 
130027	1	500	 
130027	2	1000	 
130027	3	0	 
130027	4	500	2
130027	5	100	 
130027	6	300	 
130027	7	0	 
130027	8	150	2
130027	9	150	4
130027	10	0	 
130027	11	5850	2
130027	12	0	 
130027	13	3850	1
130027	14	0	 
130027	15	2000	2
130027	16	0	 
130027	17	5000	0
130027	18	2000	0
130027	19	0	 
130027	20	0	 
130027	21	0	 
130027	22	0	 
130027	23	0	 
130027	24	0	 
130027	25	0	 
130027	26	0	 
130027	27	0	 
130027	28	0	 
130027	29	0	 
130027	30	0	 
130027	31	0	 
130027	32	570	2
130027	33	0	 
130028	1	400	 
130028	2	1000	 
130028	3	0	 
130028	4	700	2
130028	5	450	 
130028	6	500	 
130028	7	0	 
130028	8	300	2
130028	9	150	4
130028	10	0	 
130028	11	2850	4
130028	12	0	 
130028	13	1350	4
130028	14	0	 
130028	15	500	4
130028	16	0	 
130028	17	400	0
130028	18	300	1
130028	19	0	 
130028	20	0	 
130028	21	0	 
130028	22	0	 
130028	23	0	 
130028	24	0	 
130028	25	0	 
130028	26	0	 
130028	27	0	 
130028	28	0	 
130028	29	0	 
130028	30	0	 
130028	31	0	 
130028	32	580	2
130028	33	0	 
130029	1	2000	 
130029	2	1000	 
130029	3	1000	4
130029	4	0	 
130029	5	500	 
130029	6	600	 
130029	7	400	4
130029	8	0	 
130029	9	0	 
130029	10	150	4
130029	11	5000	0
130029	12	0	 
130029	13	0	 
130029	14	4500	4
130029	15	1000	2
130029	16	300	0
130029	17	400	0
130029	18	1500	1
130029	19	0	 
130029	20	0	 
130029	21	0	 
130029	22	1500	2
130029	23	0	 
130029	24	0	 
130029	25	0	 
130029	26	0	 
130029	27	0	 
130029	28	0	 
130029	29	0	 
130029	30	0	 
130029	31	0	 
130029	32	570	2
130029	33	0	 
130030	1	350	 
130030	2	500	 
130030	3	0	 
130030	4	800	2
130030	5	250	 
130030	6	400	 
130030	7	0	 
130030	8	500	2
130030	9	450	1
130030	10	0	 
130030	11	5850	2
130030	12	0	 
130030	13	3600	1
130030	14	0	 
130030	15	0	 
130030	16	0	 
130030	17	0	 
130030	18	500	0
130030	19	0	 
130030	20	0	 
130030	21	0	 
130030	22	0	 
130030	23	0	 
130030	24	0	 
130030	25	0	 
130030	26	0	 
130030	27	0	 
130030	28	0	 
130030	29	0	 
130030	30	0	 
130030	31	0	 
130030	32	580	2
130030	33	0	 
130032	1	1000	 
130032	2	1000	 
130032	3	1500	4
130032	4	1000	0
130032	5	500	 
130032	6	1000	 
130032	7	300	4
130032	8	100	0
130032	9	200	0
130032	10	150	4
130032	11	2500	0
130032	12	2850	4
130032	13	0	 
130032	14	1665	4
130032	15	2100	2
130032	16	0	 
130032	17	2000	0
130032	18	3000	1
130032	19	0	 
130032	20	0	 
130032	21	0	 
130032	22	0	 
130032	23	0	 
130032	24	0	 
130032	25	0	 
130032	26	0	 
130032	27	0	 
130032	28	0	 
130032	29	0	 
130032	30	0	 
130032	31	0	 
130032	32	570	2
130032	33	0	 
130033	1	300	 
130033	2	400	 
130033	3	800	0
130033	4	300	4
130033	5	100	 
130033	6	150	 
130033	7	300	0
130033	8	100	4
130033	9	150	4
130033	10	200	0
130033	11	2850	4
130033	12	3500	0
130033	13	1350	4
130033	14	1500	0
130033	15	2000	2
130033	16	0	 
130033	17	3000	0
130033	18	2000	1
130033	19	0	 
130033	20	0	 
130033	21	0	 
130033	22	0	 
130033	23	0	 
130033	24	0	 
130033	25	0	 
130033	26	0	 
130033	27	0	 
130033	28	0	 
130033	29	0	 
130033	30	0	 
130033	31	0	 
130033	32	570	2
130033	33	0	 
130034	1	500	 
130034	2	1500	 
130034	3	1000	4
130034	4	1000	0
130034	5	200	 
130034	6	1000	 
130034	7	500	4
130034	8	500	0
130034	9	150	0
130034	10	200	4
130034	11	900	0
130034	12	2850	4
130034	13	0	 
130034	14	1350	4
130034	15	2000	2
130034	16	0	 
130034	17	0	 
130034	18	500	0
130034	19	0	 
130034	20	0	 
130034	21	0	 
130034	22	0	 
130034	23	0	 
130034	24	0	 
130034	25	0	 
130034	26	0	 
130034	27	0	 
130034	28	50	0
130034	29	100	4
130034	30	0	 
130034	31	0	 
130034	32	570	2
130034	33	0	 
130035	1	1000	 
130035	2	1500	 
130035	3	800	4
130035	4	500	0
130035	5	200	 
130035	6	300	 
130035	7	300	4
130035	8	200	0
130035	9	0	 
130035	10	150	4
130035	11	900	0
130035	12	2850	4
130035	13	0	 
130035	14	1350	4
130035	15	1000	3
130035	16	0	 
130035	17	1000	0
130035	18	500	0
130035	19	0	 
130035	20	0	 
130035	21	0	 
130035	22	0	 
130035	23	0	 
130035	24	0	 
130035	25	0	 
130035	26	0	 
130035	27	0	 
130035	28	0	 
130035	29	100	4
130035	30	0	 
130035	31	0	 
130035	32	285	4
130035	33	0	 
130036	1	1000	 
130036	2	1500	 
130036	3	500	0
130036	4	1000	3
130036	5	400	 
130036	6	500	 
130036	7	200	0
130036	8	500	2
130036	9	150	4
130036	10	200	0
130036	11	315	4
130036	12	0	 
130036	13	1350	4
130036	14	200	0
130036	15	2000	2
130036	16	0	 
130036	17	500	0
130036	18	1000	1
130036	19	0	 
130036	20	0	 
130036	21	0	 
130036	22	0	 
130036	23	0	 
130036	24	0	 
130036	25	0	 
130036	26	0	 
130036	27	0	 
130036	28	100	4
130036	29	0	 
130036	30	0	 
130036	31	0	 
130036	32	570	2
130036	33	0	 
130037	1	600	 
130037	2	500	 
130037	3	0	 
130037	4	500	0
130037	5	500	 
130037	6	500	 
130037	7	300	4
130037	8	350	0
130037	9	250	0
130037	10	160	4
130037	11	3500	0
130037	12	0	 
130037	13	2250	0
130037	14	1350	4
130037	15	1000	1
130037	16	0	 
130037	17	3000	0
130037	18	500	1
130037	19	0	 
130037	20	0	 
130037	21	0	 
130037	22	0	 
130037	23	0	 
130037	24	0	 
130037	25	0	 
130037	26	0	 
130037	27	0	 
130037	28	2850	4
130037	29	0	 
130037	30	0	 
130037	31	0	 
130037	32	5800	2
130037	33	0	 
130038	1	500	 
130038	2	2000	 
130038	3	1500	0
130038	4	1000	4
130038	5	100	 
130038	6	1000	 
130038	7	50	0
130038	8	100	4
130038	9	150	4
130038	10	0	 
130038	11	2850	4
130038	12	0	 
130038	13	1665	4
130038	14	0	 
130038	15	1000	4
130038	16	0	 
130038	17	10000	0
130038	18	5000	0
130038	19	0	 
130038	20	0	 
130038	21	0	 
130038	22	0	 
130038	23	0	 
130038	24	0	 
130038	25	0	 
130038	26	0	 
130038	27	0	 
130038	28	0	 
130038	29	0	 
130038	30	0	 
130038	31	0	 
130038	32	285	4
130038	33	0	 
130039	1	600	 
130039	2	1000	 
130039	3	800	2
130039	4	500	0
130039	5	500	 
130039	6	500	 
130039	7	420	2
130039	8	300	0
130039	9	200	0
130039	10	450	2
130039	11	2200	0
130039	12	6500	2
130039	13	900	0
130039	14	7200	2
130039	15	4000	1
130039	16	500	0
130039	17	500	0
130039	18	400	1
130039	19	0	 
130039	20	0	 
130039	21	0	 
130039	22	0	 
130039	23	0	 
130039	24	0	 
130039	25	5500	 
130039	26	0	 
130039	27	0	 
130039	28	0	 
130039	29	0	 
130039	30	0	 
130039	31	150	 
130039	32	5140	1
130039	33	0	 
130040	1	2000	 
130040	2	2500	 
130040	3	1000	0
130040	4	1000	4
130040	5	600	 
130040	6	500	 
130040	7	300	0
130040	8	500	4
130040	9	150	4
130040	10	150	0
130040	11	2800	4
130040	12	2500	0
130040	13	3585	4
130040	14	960	0
130040	15	1000	2
130040	16	0	 
130040	17	500	1
130040	18	2000	1
130040	19	0	 
130040	20	0	 
130040	21	0	 
130040	22	1000	2
130040	23	0	 
130040	24	0	 
130040	25	0	 
130040	26	0	 
130040	27	0	 
130040	28	0	 
130040	29	0	 
130040	30	0	 
130040	31	0	 
130040	32	1170	1
130040	33	0	 
130041	1	1000	 
130041	2	1200	 
130041	3	800	0
130041	4	1000	4
130041	5	500	 
130041	6	800	 
130041	7	300	0
130041	8	500	4
130041	9	150	4
130041	10	0	 
130041	11	2850	4
130041	12	0	 
130041	13	2850	4
130041	14	0	 
130041	15	1100	4
130041	16	0	 
130041	17	0	 
130041	18	500	1
130041	19	0	 
130041	20	0	 
130041	21	0	 
130041	22	0	 
130041	23	0	 
130041	24	0	 
130041	25	0	 
130041	26	0	 
130041	27	0	 
130041	28	0	 
130041	29	0	 
130041	30	0	 
130041	31	0	 
130041	32	286	4
130041	33	0	 
130042	1	1000	 
130042	2	2000	 
130042	3	0	 
130042	4	1000	2
130042	5	100	 
130042	6	500	 
130042	7	0	 
130042	8	200	2
130042	9	150	4
130042	10	0	 
130042	11	6800	2
130042	12	0	 
130042	13	3330	2
130042	14	0	 
130042	15	2000	2
130042	16	0	 
130042	17	2000	0
130042	18	3000	0
130042	19	0	 
130042	20	0	 
130042	21	0	 
130042	22	0	 
130042	23	0	 
130042	24	0	 
130042	25	0	 
130042	26	0	 
130042	27	0	 
130042	28	0	 
130042	29	0	 
130042	30	0	 
130042	31	0	 
130042	32	570	2
130042	33	0	 
130043	1	1500	 
130043	2	1500	 
130043	3	2000	0
130043	4	1000	4
130043	5	500	 
130043	6	400	 
130043	7	200	0
130043	8	200	4
130043	9	150	4
130043	10	150	0
130043	11	2850	4
130043	12	1500	4
130043	13	4350	4
130043	14	3000	0
130043	15	1500	1
130043	16	0	 
130043	17	2000	1
130043	18	1500	1
130043	19	0	 
130043	20	0	 
130043	21	0	 
130043	22	1000	2
130043	23	0	 
130043	24	0	 
130043	25	0	 
130043	26	0	 
130043	27	0	 
130043	28	0	 
130043	29	100	4
130043	30	0	 
130043	31	0	 
130043	32	570	2
130043	33	0	 
130044	1	5000	 
130044	2	5000	 
130044	3	2000	2
130044	4	2000	0
130044	5	1000	 
130044	6	500	 
130044	7	1000	2
130044	8	700	4
130044	9	200	0
130044	10	500	2
130044	11	3950	0
130044	12	3750	3
130044	13	3330	0
130044	14	2250	3
130044	15	3500	1
130044	16	0	 
130044	17	0	 
130044	18	500	1
130044	19	0	 
130044	20	0	 
130044	21	0	 
130044	22	0	 
130044	23	0	 
130044	24	0	 
130044	25	0	 
130044	26	0	 
130044	27	0	 
130044	28	100	1
130044	29	150	3
130044	30	0	 
130044	31	0	 
130044	32	855	1
130044	33	0	 
130045	1	600	 
130045	2	600	 
130045	3	0	 
130045	4	1000	2
130045	5	500	 
130045	6	400	 
130045	7	0	 
130045	8	500	2
130045	9	350	2
130045	10	0	 
130045	11	5000	2
130045	12	0	 
130045	13	2250	3
130045	14	0	 
130045	15	1200	2
130045	16	0	 
130045	17	0	 
130045	18	500	1
130045	19	0	 
130045	20	0	 
130045	21	0	 
130045	22	0	 
130045	23	0	 
130045	24	0	 
130045	25	0	 
130045	26	0	 
130045	27	0	 
130045	28	0	 
130045	29	0	 
130045	30	0	 
130045	31	0	 
130045	32	580	2
130045	33	0	 
130047	1	1500	 
130047	2	1500	 
130047	3	1000	0
130047	4	1000	4
130047	5	300	 
130047	6	200	 
130047	7	200	0
130047	8	500	4
130047	9	150	4
130047	10	150	0
130047	11	2850	4
130047	12	2850	0
130047	13	3510	4
130047	14	3210	0
130047	15	1000	2
130047	16	0	 
130047	17	500	1
130047	18	1000	1
130047	19	0	 
130047	20	0	 
130047	21	0	 
130047	22	1000	2
130047	23	0	 
130047	24	0	 
130047	25	0	 
130047	26	0	 
130047	27	0	 
130047	28	50	4
130047	29	50	0
130047	30	0	 
130047	31	0	 
130047	32	570	2
130047	33	0	 
130048	1	1000	 
130048	2	1000	 
130048	3	1000	2
130048	4	500	0
130048	5	600	 
130048	6	500	 
130048	7	400	2
130048	8	50	0
130048	9	0	 
130048	10	360	2
130048	11	0	 
130048	12	4700	3
130048	13	0	 
130048	14	3050	3
130048	15	1000	2
130048	16	0	 
130048	17	2500	1
130048	18	600	1
130048	19	2000	1
130048	20	0	 
130048	21	0	 
130048	22	0	 
130048	23	0	 
130048	24	0	 
130048	25	0	 
130048	26	0	 
130048	27	0	 
130048	28	0	 
130048	29	0	 
130048	30	0	 
130048	31	0	 
130048	32	580	3
130048	33	0	 
130049	1	600	 
130049	2	500	 
130049	3	500	0
130049	4	500	4
130049	5	300	 
130049	6	200	 
130049	7	200	0
130049	8	200	4
130049	9	150	4
130049	10	150	0
130049	11	2850	4
130049	12	970	0
130049	13	1350	4
130049	14	900	0
130049	15	1000	2
130049	16	0	 
130049	17	300	0
130049	18	500	1
130049	19	0	 
130049	20	0	 
130049	21	0	 
130049	22	0	 
130049	23	0	 
130049	24	0	 
130049	25	0	 
130049	26	0	 
130049	27	0	 
130049	28	100	4
130049	29	100	0
130049	30	0	 
130049	31	0	 
130049	32	570	2
130049	33	0	 
130050	1	0	 
